,Par_3_Performance_RANK THIS WEEK,Par_3_Performance_RANK LAST WEEK,Par_3_Performance_PLAYER NAME,Par_3_Performance_ROUNDS,Par_3_Performance_STATUS,Par_3_Performance_PAR 3 AVG,Par_3_Performance_TOTAL PAR
0,1,1,Phil Mickelson,75,-20,2.93,867
1,2,2,Ricky Barnes,97,-7,2.98,1125
2,T3,T3,John Huh,86,-6,2.98,1032
3,T3,T3,Louis Oosthuizen,63,-6,2.97,684
4,T5,T5,Alex Cejka,71,-5,2.98,795
5,T5,T5,Jim Furyk,52,-5,2.98,624
6,T7,T7,Robert Garrigus,69,-3,2.99,783
7,T7,T7,Ryan Moore,86,-3,2.99,987
8,T7,T7,Henrik Norlander,71,-3,2.99,807
9,10,10,Adam Scott,79,-1,3.0,912
10,T11,T11,David Hearn,95,E,3.0,1149
11,T11,T11,Charl Schwartzel,73,E,3.0,852
12,T13,T13,Jason Day,76,+1,3.0,819
13,T13,T13,Chesson Hadley,81,+1,3.0,963
14,T13,T13,Tim Wilkinson,72,+1,3.0,819
15,T16,T16,Retief Goosen,55,+2,3.01,672
16,T16,T16,Dustin Johnson,87,+2,3.01,975
17,T18,T18,Chad Campbell,90,+3,3.01,1086
18,T18,T18,Sergio Garcia,54,+3,3.01,612
19,T18,T18,Adam Hadwin,93,+3,3.01,1122
20,21,21,Chad Collins,73,+4,3.01,885
21,T22,T22,Jerry Kelly,76,+5,3.02,927
22,T22,T22,Martin Laird,82,+5,3.02,942
23,T22,T22,Camilo Villegas,83,+5,3.02,960
24,T25,T25,Bill Haas,86,+6,3.02,987
25,T25,T25,Russell Knox,92,+6,3.02,1071
26,T25,T25,Bryce Molder,80,+6,3.02,945
27,T25,T25,Steve Stricker,53,+6,3.03,651
28,T29,T29,Keegan Bradley,82,+7,3.02,990
29,T29,T29,Bronson Burgoon,83,+7,3.02,957
30,T29,T29,Stewart Cink,61,+7,3.03,741
31,T29,T29,Jon Curran,99,+7,3.02,1197
32,T29,T29,Freddie Jacobson,86,+7,3.02,1041
33,T29,T29,Hideki Matsuyama,76,+7,3.02,876
34,T35,T35,Paul Casey,77,+8,3.03,888
35,T35,T35,Luke Guthrie,57,+8,3.04,663
36,T35,T35,Troy Merritt,77,+8,3.03,921
37,T35,T35,Rod Pampling,54,+8,3.04,603
38,T35,T35,Chez Reavie,90,+8,3.02,1047
39,T35,T35,Justin Rose,65,+8,3.03,747
40,T35,T35,Dawie van der Walt,72,+8,3.03,843
41,T42,T42,Blayne Barber,84,+9,3.03,972
42,T42,T42,K.J. Choi,73,+9,3.03,891
43,T42,T42,Patrick Reed,105,+9,3.02,1215
44,T42,T42,Brian Stuard,66,+9,3.03,795
45,T46,T46,Russell Henley,76,+10,3.03,921
46,T46,T46,J.B. Holmes,77,+10,3.03,879
47,T46,T46,Michael Kim,100,+10,3.03,1158
48,T46,T46,Robert Streb,87,+10,3.03,1008
49,T46,T46,David Toms,62,+10,3.04,753
50,T51,T51,Jason Kokrak,89,+11,3.03,1077
51,T51,T51,D.A. Points,55,+11,3.05,615
52,T51,T51,Michael Thompson,71,+11,3.04,819
53,T54,T54,Zach Johnson,90,+12,3.04,1020
54,T54,T54,Whee Kim,82,+12,3.04,951
55,T54,T54,Cameron Tringale,81,+12,3.04,930
