,SG_Total_RANK THIS WEEK,SG_Total_RANK LAST WEEK,SG_Total_PLAYER NAME,SG_Total_ROUNDS,SG_Total_AVERAGE,SG_Total_TOTAL SG:T,SG_Total_TOTAL SG:T2G,SG_Total_TOTAL SG:P,SG_Total_MEASURED ROUNDS
109,110,110,Kelly Kraft,63,0.039,1.7,-6.42,8.118,44
110,111,111,Vaughn Taylor,72,0.033,2.222,30.611,-28.39,67
111,112,112,Seung-Yul Noh,85,0.026000000000000002,1.821,-10.297,12.116,69
112,113,113,Ben Martin,92,0.023,1.8130000000000002,-9.392000000000001,11.200999999999999,80
113,114,114,Sung Kang,89,0.004,0.285,-13.321,13.605,73
114,T115,T115,Ernie Els,66,-0.024,-1.321,-23.983,22.658,56
115,T115,T115,Cameron Tringale,81,-0.024,-1.683,-5.687,4.002,70
116,117,117,Fabián Gómez,82,-0.037000000000000005,-2.6719999999999997,-18.204,15.53,73
117,118,118,Andrew Landry,53,-0.04,-1.325,-22.916,21.59,33
118,119,119,John Huh,86,-0.05,-3.9339999999999997,12.333,-16.267,78
119,120,120,Tyrone Van Aswegen,105,-0.054000000000000006,-4.692,2.117,-6.811,87
120,121,121,Padraig Harrington,54,-0.067,-2.966,12.085,-15.05,44
121,122,122,Nick Taylor,83,-0.068,-4.465,5.695,-10.158999999999999,66
122,123,123,Michael Thompson,71,-0.07200000000000001,-3.805,7.489,-11.296,53
123,T124,T124,Michael Kim,100,-0.08900000000000001,-7.5329999999999995,-31.099,23.564,85
124,T124,T124,Willy Wilcox,67,-0.08900000000000001,-5.074,-3.5439999999999996,-1.5330000000000001,57
125,126,126,Brian Stuard,66,-0.09300000000000001,-5.553999999999999,-4.229,-1.325,60
126,127,127,Jonas Blixt,79,-0.10099999999999999,-6.767,-41.628,34.859,67
127,128,128,Andrew Loupe,75,-0.115,-7.582999999999999,-27.441999999999997,19.855999999999998,66
128,129,129,Morgan Hoffmann,71,-0.11599999999999999,-6.8389999999999995,-19.132,12.29,59
129,130,130,Shawn Stefani,91,-0.14400000000000002,-11.100999999999999,14.737,-25.839000000000002,77
130,131,131,Graeme McDowell,63,-0.17800000000000002,-8.027999999999999,1.3359999999999999,-9.366,45
131,132,132,Jim Herman,93,-0.18,-12.577,6.861000000000001,-19.437,70
132,133,133,Geoff Ogilvy,63,-0.187,-9.374,12.472999999999999,-21.845,50
133,134,134,Bronson Burgoon,83,-0.20199999999999999,-12.933,-13.905999999999999,0.971,64
134,135,135,Whee Kim,82,-0.209,-13.59,0.618,-14.208,65
135,136,136,Chesson Hadley,81,-0.213,-14.038,-3.1310000000000002,-10.909,66
136,137,137,Mark Hubbard,101,-0.21600000000000003,-17.9,-40.461,22.56,83
137,138,138,Jason Bohn,67,-0.22,-12.957,-14.869000000000002,1.9080000000000001,59
138,139,139,Steve Wheatcroft,85,-0.221,-15.477,-26.218000000000004,10.738,70
139,140,140,Sam Saunders,69,-0.23199999999999998,-11.837,-14.92,3.0810000000000004,51
140,141,141,Tyler Aldridge,83,-0.24,-16.062,-7.398,-8.667,67
141,142,142,James Hahn,85,-0.244,-16.844,0.064,-16.91,69
142,143,143,Dawie van der Walt,72,-0.27399999999999997,-15.357000000000001,-11.932,-3.427,56
143,144,144,Will MacKenzie,84,-0.304,-20.047,11.597000000000001,-31.645,66
144,145,145,Wes Roach,59,-0.316,-13.568,-26.447,12.877,43
145,146,146,Rob Oppenheim,67,-0.322,-16.101,-13.790999999999999,-2.311,50
146,147,147,Tom Hoge,81,-0.32299999999999995,-20.359,-15.995,-4.3660000000000005,63
147,148,148,Scott Pinckney,87,-0.325,-23.101999999999997,-18.604,-4.499,71
148,149,149,Brendon de Jonge,83,-0.332,-21.612,-31.753,10.14,65
149,150,150,Troy Merritt,77,-0.364,-23.679000000000002,-39.507,15.827,65
150,151,151,Camilo Villegas,83,-0.369,-26.19,-40.585,14.392000000000001,71
151,152,152,Zac Blair,99,-0.37,-29.953000000000003,-45.773999999999994,15.82,81
152,153,153,Matt Jones,83,-0.376,-23.326999999999998,-4.375,-18.95,62
153,154,154,Derek Fathauer,94,-0.39899999999999997,-29.923000000000002,-56.418,26.493000000000002,75
154,155,155,Martin Piller,59,-0.4,-18.395,-44.258,25.861,46
155,156,156,D.A. Points,55,-0.406,-15.833,7.399,-23.232,39
156,157,157,Greg Owen,85,-0.415,-28.19,36.196999999999996,-64.388,68
157,158,158,Rod Pampling,54,-0.426,-15.78,1.81,-17.589000000000002,37
158,159,159,Luke Guthrie,57,-0.444,-19.968,-38.137,18.168,45
159,160,160,Chad Collins,73,-0.452,-28.941999999999997,-28.67,-0.272,64
160,161,161,Steve Marino,72,-0.45799999999999996,-25.195999999999998,-27.676,2.479,55
161,162,162,Andres Gonzales,80,-0.462,-29.552,-30.033,0.48,64
162,163,163,Jeff Overton,69,-0.49200000000000005,-28.548000000000002,-4.433,-24.119,58
163,164,164,Jason Gore,78,-0.532,-31.392,-26.714000000000002,-4.677,59
164,165,165,Mark Wilson,66,-0.5539999999999999,-30.480999999999998,-21.965,-8.517000000000001,55
165,166,166,Scott Langley,65,-0.594,-31.467,-33.876999999999995,2.4090000000000003,53
166,167,167,Hiroshi Iwata,85,-0.621,-40.998000000000005,-51.161,10.162,66
167,168,168,Peter Malnati,85,-0.652,-48.235,-84.588,36.351,74
168,169,169,Derek Ernst,59,-0.6829999999999999,-29.374000000000002,-5.468,-23.906999999999996,43
169,170,170,Erik Compton,65,-0.698,-34.922,-33.966,-0.958,50
170,171,171,Carlos Ortiz,79,-0.701,-42.034,-28.647,-13.388,60
171,172,172,Rhein Gibson,58,-0.708,-31.168000000000003,-19.477,-11.69,44
172,173,173,J.J. Henry,68,-0.711,-42.673,-28.48,-14.194,60
173,174,174,Abraham Ancer,51,-0.727,-27.64,-11.66,-15.98,38
174,175,175,Ken Duke,58,-0.7340000000000001,-35.238,-10.092,-25.147,48
175,176,176,Cameron Smith,73,-0.763,-35.095,-32.475,-2.6189999999999998,46
176,177,177,Hunter Mahan,61,-0.773,-37.861999999999995,-52.098,14.235999999999999,49
177,178,178,George McNeill,51,-0.7909999999999999,-36.378,-14.065,-22.315,46
178,179,179,Dicky Pride,55,-0.83,-34.015,-39.915,5.9,41
179,180,180,Ángel Cabrera,62,-1.061,-50.916000000000004,-33.999,-16.917,48
180,181,181,Rory Sabbatini,57,-1.403,-54.728,-17.894000000000002,-36.835,39
181,182,182,Brendon Todd,66,-1.5930000000000002,-86.02600000000001,-110.96799999999999,24.939,54
182,183,183,D.H. Lee,61,-1.778,-81.801,-83.75200000000001,1.949,46
183,184,184,Robert Allenby,51,-1.95,-79.953,-59.839,-20.116,41
184,185,185,Steven Bowditch,71,-3.2089999999999996,-176.50599999999997,-183.718,7.212000000000001,55
