,11-25_Final_Round_Performance_RANK THIS WEEK,11-25_Final_Round_Performance_RANK LAST WEEK,11-25_Final_Round_Performance_PLAYER NAME,11-25_Final_Round_Performance_EVENTS,11-25_Final_Round_Performance_% TIMES IMPROVED,11-25_Final_Round_Performance_# OF TIMES IMPROVED
0,T1,T1,Zac Blair,31,100.0,1.0
1,T1,T1,Keegan Bradley,26,100.0,1.0
2,T1,T1,Paul Casey,22,100.0,4.0
3,T1,T1,Ken Duke,20,100.0,1.0
4,T1,T1,Jim Furyk,14,100.0,2.0
5,T1,T1,Fabián Gómez,26,100.0,1.0
6,T1,T1,Retief Goosen,16,100.0,1.0
7,T1,T1,Branden Grace,18,100.0,2.0
8,T1,T1,Luke Guthrie,19,100.0,3.0
9,T1,T1,Dustin Johnson,22,100.0,4.0
10,T1,T1,Whee Kim,27,100.0,1.0
11,T1,T1,Andrew Landry,18,100.0,1.0
12,T1,T1,D.H. Lee,22,100.0,1.0
13,T1,T1,Andrew Loupe,27,100.0,1.0
14,T1,T1,Hideki Matsuyama,23,100.0,3.0
15,T1,T1,Troy Merritt,26,100.0,4.0
16,T1,T1,John Senden,28,100.0,2.0
17,T1,T1,Jordan Spieth,21,100.0,6.0
18,T1,T1,Dawie van der Walt,25,100.0,1.0
19,T1,T1,Boo Weekley,26,100.0,2.0
20,21,21,Rory McIlroy,18,85.7,6.0
21,T22,T22,Chad Campbell,28,80.0,4.0
22,T22,T22,Spencer Levin,32,80.0,4.0
23,T24,T24,Zach Johnson,24,75.0,3.0
24,T24,T24,Louis Oosthuizen,17,75.0,3.0
25,T24,T24,Sam Saunders,24,75.0,3.0
26,T24,T24,Adam Scott,20,75.0,6.0
27,T24,T24,Justin Thomas,28,75.0,3.0
28,T29,T29,Daniel Berger,26,71.4,5.0
29,T29,T29,J.B. Holmes,22,71.4,5.0
30,T31,T31,Jason Day,20,66.7,2.0
31,T31,T31,Tony Finau,28,66.7,2.0
32,T31,T31,Chesson Hadley,27,66.7,2.0
33,T31,T31,Morgan Hoffmann,25,66.7,2.0
34,T31,T31,Matt Jones,27,66.7,2.0
35,T31,T31,Patton Kizzire,27,66.7,2.0
36,T31,T31,Phil Mickelson,22,66.7,2.0
37,T31,T31,Ryan Moore,23,66.7,2.0
38,T31,T31,Justin Rose,18,66.7,2.0
39,T31,T31,Webb Simpson,20,66.7,2.0
40,T31,T31,Brett Stegmaier,29,66.7,2.0
41,T31,T31,Kevin Streelman,26,66.7,4.0
42,T31,T31,Jhonattan Vegas,27,66.7,2.0
43,T44,T44,David Hearn,29,62.5,5.0
44,T44,T44,Charles Howell III,25,62.5,5.0
45,T46,T46,Rickie Fowler,23,60.0,3.0
46,T46,T46,Luke List,27,60.0,3.0
47,T46,T46,Ryan Palmer,23,60.0,3.0
48,T46,T46,Jimmy Walker,25,60.0,3.0
49,50,50,Brendan Steele,25,57.1,4.0
50,51,51,Si Woo Kim,34,54.5,6.0
51,T52,T52,Aaron Baddeley,28,50.0,2.0
52,T52,T52,Alex Cejka,22,50.0,2.0
53,T52,T52,Kevin Chappell,27,50.0,2.0
54,T52,T52,Stewart Cink,19,50.0,1.0
55,T52,T52,Brendon de Jonge,30,50.0,2.0
56,T52,T52,Robert Garrigus,21,50.0,1.0
57,T52,T52,Emiliano Grillo,25,50.0,2.0
58,T52,T52,Brian Harman,31,50.0,2.0
59,T52,T52,Billy Horschel,20,50.0,3.0
60,T52,T52,Freddie Jacobson,26,50.0,1.0
61,T52,T52,Sung Kang,29,50.0,3.0
62,T52,T52,Michael Kim,29,50.0,2.0
63,T52,T52,Chris Kirk,28,50.0,3.0
64,T52,T52,Colt Knost,26,50.0,3.0
65,T52,T52,Martin Laird,24,50.0,1.0
66,T52,T52,Scott Langley,22,50.0,1.0
67,T52,T52,Marc Leishman,25,50.0,4.0
68,T52,T52,Graeme McDowell,21,50.0,1.0
69,T52,T52,William McGirt,28,50.0,3.0
70,T52,T52,George McNeill,23,50.0,1.0
71,T52,T52,Geoff Ogilvy,22,50.0,1.0
72,T52,T52,Greg Owen,29,50.0,1.0
73,T52,T52,Scott Pinckney,29,50.0,1.0
74,T52,T52,Chez Reavie,27,50.0,2.0
75,T52,T52,Patrick Reed,28,50.0,4.0
76,T52,T52,Nick Taylor,26,50.0,1.0
77,T52,T52,Michael Thompson,23,50.0,2.0
78,T79,T79,Jerry Kelly,23,42.9,3.0
79,T79,T79,Matt Kuchar,26,42.9,3.0
80,T81,T81,Tyler Aldridge,28,40.0,2.0
81,T81,T81,Lucas Glover,23,40.0,2.0
82,T81,T81,Padraig Harrington,16,40.0,2.0
83,T81,T81,Russell Henley,25,40.0,2.0
84,T81,T81,Brooks Koepka,21,40.0,2.0
85,T81,T81,Bryce Molder,26,40.0,2.0
86,T81,T81,Brandt Snedeker,27,40.0,2.0
87,T81,T81,Scott Stallings,27,40.0,2.0
88,T81,T81,Tyrone Van Aswegen,31,40.0,2.0
89,T81,T81,Camilo Villegas,27,40.0,2.0
90,T91,T91,Sean O'Hair,27,37.5,3.0
91,T91,T91,Hudson Swafford,30,37.5,3.0
92,T93,T93,Abraham Ancer,19,33.3,1.0
93,T93,T93,Bronson Burgoon,27,33.3,1.0
94,T93,T93,Graham DeLaet,21,33.3,2.0
95,T93,T93,Sergio Garcia,15,33.3,1.0
96,T93,T93,Bill Haas,24,33.3,1.0
97,T93,T93,James Hahn,26,33.3,1.0
98,T93,T93,Jim Herman,29,33.3,2.0
99,T93,T93,Billy Hurley III,20,33.3,1.0
100,T93,T93,Smylie Kaufman,28,33.3,1.0
101,T93,T93,Kelly Kraft,20,33.3,1.0
102,T93,T93,Danny Lee,28,33.3,2.0
103,T93,T93,David Lingmerth,24,33.3,1.0
104,T93,T93,Francesco Molinari,18,33.3,2.0
105,T93,T93,Kyle Reifers,34,33.3,1.0
106,T93,T93,Patrick Rodgers,28,33.3,2.0
107,T93,T93,Charl Schwartzel,19,33.3,2.0
108,T93,T93,Steve Stricker,15,33.3,1.0
109,T93,T93,Daniel Summerhays,28,33.3,3.0
110,T93,T93,Cameron Tringale,25,33.3,1.0
111,T93,T93,Johnson Wagner,26,33.3,2.0
112,T93,T93,Bubba Watson,19,33.3,2.0
113,T93,T93,Steve Wheatcroft,26,33.3,1.0
114,T115,T115,Ricky Barnes,29,28.6,2.0
115,T115,T115,Russell Knox,25,28.6,2.0
116,T115,T115,Gary Woodland,26,28.6,2.0
117,T118,T118,Jason Dufner,28,25.0,1.0
118,T118,T118,Jamie Lovemark,27,25.0,2.0
119,T118,T118,Cameron Smith,24,25.0,1.0
120,T118,T118,Harold Varner III,28,25.0,1.0
121,T122,T122,Blayne Barber,27,20.0,1.0
122,T122,T122,Tom Hoge,26,20.0,1.0
123,T122,T122,Jason Kokrak,28,20.0,1.0
124,T122,T122,Kevin Na,26,20.0,1.0
125,T122,T122,Rob Oppenheim,21,20.0,1.0
126,T122,T122,Scott Piercy,24,20.0,1.0
127,T122,T122,Kyle Stanley,28,20.0,1.0
128,T122,T122,Shawn Stefani,29,20.0,1.0
129,T122,T122,David Toms,19,20.0,1.0
130,131,131,Jon Curran,30,16.7,1.0
131,T132,T132,Ben Crane,27,14.3,1.0
132,T132,T132,Kevin Kisner,27,14.3,1.0
133,T134,T134,Stuart Appleby,23,0.0,
134,T134,T134,Jonas Blixt,26,0.0,
135,T134,T134,Jason Bohn,21,0.0,
136,T134,T134,Steven Bowditch,26,0.0,
137,T134,T134,Scott Brown,27,0.0,
138,T134,T134,Ángel Cabrera,22,0.0,
139,T134,T134,Roberto Castro,27,0.0,
140,T134,T134,K.J. Choi,22,0.0,
141,T134,T134,Erik Compton,24,0.0,
142,T134,T134,Luke Donald,23,0.0,
143,T134,T134,Harris English,27,0.0,
144,T134,T134,Derek Ernst,20,0.0,
145,T134,T134,Derek Fathauer,30,0.0,
146,T134,T134,Rhein Gibson,20,0.0,
147,T134,T134,Andres Gonzales,28,0.0,
148,T134,T134,Jason Gore,27,0.0,
149,T134,T134,Adam Hadwin,27,0.0,
150,T134,T134,J.J. Henry,24,0.0,
151,T134,T134,Charley Hoffman,26,0.0,
152,T134,T134,Mark Hubbard,30,0.0,
153,T134,T134,John Huh,28,0.0,
154,T134,T134,Anirban Lahiri,21,0.0,
155,T134,T134,Shane Lowry,17,0.0,
156,T134,T134,Will MacKenzie,26,0.0,
157,T134,T134,Hunter Mahan,22,0.0,
158,T134,T134,Peter Malnati,32,0.0,
159,T134,T134,Ben Martin,28,0.0,
160,T134,T134,Seung-Yul Noh,28,0.0,
161,T134,T134,Henrik Norlander,21,0.0,
162,T134,T134,Jeff Overton,25,0.0,
163,T134,T134,Rod Pampling,18,0.0,
164,T134,T134,D.A. Points,18,0.0,
165,T134,T134,Dicky Pride,21,0.0,
166,T134,T134,Rory Sabbatini,20,0.0,
167,T134,T134,Vijay Singh,22,0.0,
168,T134,T134,Robert Streb,27,0.0,
169,T134,T134,Chris Stroud,27,0.0,
170,T134,T134,Brian Stuard,20,0.0,
171,T134,T134,Vaughn Taylor,24,0.0,
172,T134,T134,Willy Wilcox,23,0.0,
173,T134,T134,Tim Wilkinson,22,0.0,
174,T134,T134,Mark Wilson,21,0.0,
