,Tenth_Tee_Early_Lowest_Round_RANK THIS WEEK,Tenth_Tee_Early_Lowest_Round_RANK LAST WEEK,Tenth_Tee_Early_Lowest_Round_PLAYER NAME,Tenth_Tee_Early_Lowest_Round_ROUNDS,Tenth_Tee_Early_Lowest_Round_LOW RND
0,T1,T1,Sung Kang,89,60
1,T1,T1,Si Woo Kim,113,60
2,T1,T1,Jhonattan Vegas,97,60
3,T4,T4,David Lingmerth,84,62
4,T4,T4,Kevin Na,96,62
5,T6,T6,Rafa Cabrera Bello,41,63
6,T6,T6,Chad Campbell,90,63
7,T6,T6,Jason Day,76,63
8,T6,T6,Graham DeLaet,70,63
9,T6,T6,Sergio Garcia,54,63
10,T6,T6,Tim Herron,45,63
11,T6,T6,Morgan Hoffmann,71,63
12,T6,T6,Freddie Jacobson,86,63
13,T6,T6,Matt Kuchar,100,63
14,T6,T6,Graeme McDowell,63,63
15,T6,T6,Vijay Singh,72,63
16,T6,T6,Brendan Steele,88,63
17,T6,T6,Jimmy Walker,85,63
18,T6,T6,Tim Wilkinson,72,63
19,T20,T20,Aaron Baddeley,93,64
20,T20,T20,Wesley Bryan,14,64
21,T20,T20,Bronson Burgoon,83,64
22,T20,T20,Roberto Castro,97,64
23,T20,T20,Jason Dufner,105,64
24,T20,T20,Jason Gore,78,64
25,T20,T20,David Hearn,95,64
26,T20,T20,Tom Hoge,81,64
27,T20,T20,Daisuke Kataoka,4,64
28,T20,T20,Kevin Kisner,97,64
29,T20,T20,Patton Kizzire,93,64
30,T20,T20,Jason Kokrak,89,64
31,T20,T20,Rory McIlroy,69,64
32,T20,T20,Bryce Molder,80,64
33,T20,T20,Jeff Overton,69,64
34,T20,T20,Jon Rahm,33,64
35,T20,T20,Patrick Rodgers,89,64
36,T20,T20,Kyle Stanley,92,64
37,T20,T20,Michael Thompson,71,64
38,T20,T20,Johnson Wagner,86,64
39,T40,T40,Ricky Barnes,97,65
40,T40,T40,Shane Bertsch,30,65
41,T40,T40,Zac Blair,99,65
42,T40,T40,Ryan Blaum,4,65
43,T40,T40,Scott Brown,88,65
44,T40,T40,Ángel Cabrera,62,65
45,T40,T40,Bud Cauley,47,65
46,T40,T40,Brendon de Jonge,83,65
47,T40,T40,Luke Donald,81,65
48,T40,T40,Ken Duke,58,65
