,Late_Round_1_Scoring_Average_RANK THIS WEEK,Late_Round_1_Scoring_Average_RANK LAST WEEK,Late_Round_1_Scoring_Average_PLAYER NAME,Late_Round_1_Scoring_Average_AVG,Late_Round_1_Scoring_Average_TOTAL STROKES,Late_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Daniel Berger,68.56,617,9
1,2,2,Rickie Fowler,68.78,619,9
2,3,3,Dustin Johnson,68.83,826,12
3,T4,T4,Jason Dufner,68.91,758,11
4,T4,T4,Jamie Lovemark,68.91,758,11
5,6,6,Jordan Spieth,69.0,828,12
6,7,7,Andrew Loupe,69.09,760,11
7,8,8,Jason Day,69.14,484,7
8,9,9,Ryan Palmer,69.27,762,11
9,10,10,Jhonattan Vegas,69.31,901,13
10,11,11,Charley Hoffman,69.33,624,9
11,12,12,Steve Wheatcroft,69.36,763,11
12,T13,T13,Russell Henley,69.5,834,12
13,T13,T13,Brooks Koepka,69.5,695,10
14,15,15,Will MacKenzie,69.55,765,11
15,16,16,Sergio Garcia,69.6,696,10
16,17,17,Brian Harman,69.62,905,13
17,18,18,Zach Johnson,69.67,836,12
18,19,19,Henrik Norlander,69.7,697,10
19,20,20,Freddie Jacobson,69.71,976,14
20,21,21,Patrick Reed,69.73,767,11
21,T22,T22,Lucas Glover,69.78,628,9
22,T22,T22,Si Woo Kim,69.78,1256,18
23,24,24,Vaughn Taylor,69.8,698,10
24,25,25,Brendan Steele,69.82,768,11
25,26,26,John Senden,69.83,838,12
26,27,27,Aaron Baddeley,69.85,908,13
27,T28,T28,Kevin Chappell,69.86,978,14
28,T28,T28,Ben Crane,69.86,978,14
29,T30,T30,Scott Piercy,69.88,559,8
30,T30,T30,Adam Scott,69.88,559,8
31,T32,T32,Roberto Castro,69.92,909,13
32,T32,T32,Jerry Kelly,69.92,839,12
33,34,34,Scott Brown,69.93,979,14
34,35,35,Brett Stegmaier,69.94,1119,16
35,T36,T36,Alex Cejka,70.0,630,9
36,T36,T36,Robert Garrigus,70.0,490,7
37,T36,T36,Kevin Kisner,70.0,980,14
38,T36,T36,Scott Langley,70.0,770,11
39,T36,T36,Hideki Matsuyama,70.0,770,11
40,T36,T36,Wes Roach,70.0,700,10
41,T36,T36,Steve Stricker,70.0,560,8
42,T36,T36,Michael Thompson,70.0,700,10
43,44,44,Justin Thomas,70.09,771,11
44,45,45,Danny Lee,70.15,912,13
45,46,46,Steve Marino,70.17,842,12
46,T47,T47,Martin Laird,70.2,702,10
47,T47,T47,Brandt Snedeker,70.2,1053,15
48,T49,T49,William McGirt,70.21,983,14
49,T49,T49,Tyrone Van Aswegen,70.21,983,14
50,T51,T51,Tyler Aldridge,70.25,843,12
51,T51,T51,Tony Finau,70.25,1124,16
52,T53,T53,J.B. Holmes,70.3,703,10
53,T53,T53,Bubba Watson,70.3,703,10
54,T55,T55,Patton Kizzire,70.33,844,12
55,T55,T55,Gary Woodland,70.33,844,12
56,57,57,Vijay Singh,70.38,563,8
57,58,58,David Hearn,70.4,1056,15
58,59,59,Dawie van der Walt,70.42,845,12
59,T60,T60,Bryce Molder,70.43,986,14
60,T60,T60,Boo Weekley,70.43,986,14
61,62,62,Camilo Villegas,70.46,916,13
62,T63,T63,Paul Casey,70.5,987,14
63,T63,T63,Retief Goosen,70.5,564,8
64,T63,T63,Charles Howell III,70.5,846,12
65,T63,T63,David Lingmerth,70.5,705,10
66,T63,T63,Rod Pampling,70.5,564,8
67,T63,T63,Webb Simpson,70.5,846,12
68,69,69,Francesco Molinari,70.55,776,11
69,T70,T70,Colt Knost,70.56,1129,16
70,T70,T70,Rory McIlroy,70.56,635,9
71,72,72,Chad Campbell,70.62,918,13
72,T73,T73,Abraham Ancer,70.63,565,8
73,T73,T73,Rory Sabbatini,70.63,565,8
74,T75,T75,Bill Haas,70.64,989,14
75,T75,T75,James Hahn,70.64,989,14
76,T75,T75,Marc Leishman,70.64,777,11
77,T75,T75,Kyle Reifers,70.64,989,14
78,T79,T79,Jonas Blixt,70.67,848,12
79,T79,T79,Branden Grace,70.67,636,9
80,T79,T79,Hiroshi Iwata,70.67,1272,18
81,T79,T79,Matt Kuchar,70.67,1060,15
82,T83,T83,Sean O'Hair,70.69,919,13
83,T83,T83,Scott Pinckney,70.69,919,13
84,T83,T83,Chris Stroud,70.69,919,13
85,86,86,Graham DeLaet,70.7,707,10
86,87,87,Kevin Streelman,70.73,778,11
87,T88,T88,Stewart Cink,70.78,637,9
88,T88,T88,Phil Mickelson,70.78,637,9
89,T88,T88,Tim Wilkinson,70.78,637,9
90,T91,T91,Ryan Moore,70.8,1062,15
91,T91,T91,Willy Wilcox,70.8,708,10
92,93,93,Sam Saunders,70.82,779,11
93,94,94,Jimmy Walker,70.83,850,12
94,95,95,Scott Stallings,70.85,921,13
95,T96,T96,Keegan Bradley,70.86,992,14
96,T96,T96,Brendon de Jonge,70.86,992,14
97,T96,T96,Smylie Kaufman,70.86,992,14
98,T96,T96,Hudson Swafford,70.86,992,14
99,100,100,Billy Horschel,70.88,567,8
100,101,101,Luke Guthrie,70.89,638,9
101,102,102,Morgan Hoffmann,70.9,709,10
102,T103,T103,Luke Donald,70.92,851,12
103,T103,T103,Mark Hubbard,70.92,922,13
104,105,105,Daniel Summerhays,70.93,993,14
105,106,106,Derek Fathauer,70.94,1206,17
106,T107,T107,Thomas Aiken,71.0,710,10
107,T107,T107,Jon Curran,71.0,923,13
108,T107,T107,Adam Hadwin,71.0,923,13
109,110,110,Shane Lowry,71.09,782,11
110,T111,T111,Harris English,71.1,711,10
111,T111,T111,Kevin Na,71.1,711,10
112,T113,T113,Ben Martin,71.13,1067,15
113,T113,T113,Dicky Pride,71.13,569,8
114,T115,T115,Padraig Harrington,71.14,498,7
115,T115,T115,Justin Rose,71.14,498,7
116,117,117,Jason Gore,71.15,925,13
117,118,118,Luke List,71.17,854,12
118,119,119,Billy Hurley III,71.18,783,11
119,T120,T120,Chesson Hadley,71.2,712,10
120,T120,T120,Peter Malnati,71.2,1068,15
121,122,122,J.J. Henry,71.22,641,9
122,T123,T123,Ricky Barnes,71.23,926,13
123,T123,T123,Spencer Levin,71.23,926,13
124,125,125,Jim Herman,71.29,1212,17
125,126,126,Patrick Rodgers,71.31,927,13
126,127,127,Blayne Barber,71.33,856,12
127,T128,T128,Harold Varner III,71.36,999,14
128,T128,T128,Johnson Wagner,71.36,999,14
129,T130,T130,Andres Gonzales,71.38,928,13
130,T130,T130,Andrew Landry,71.38,571,8
131,132,132,Kyle Stanley,71.5,1001,14
132,133,133,Sung Kang,71.54,930,13
133,134,134,Cameron Smith,71.57,1002,14
134,135,135,Jason Bohn,71.6,716,10
135,136,136,Shawn Stefani,71.62,931,13
136,137,137,D.A. Points,71.63,573,8
137,T138,T138,Tom Hoge,71.67,860,12
138,T138,T138,Seung-Yul Noh,71.67,860,12
139,T138,T138,Jeff Overton,71.67,860,12
140,T141,T141,Zac Blair,71.75,1148,16
141,T141,T141,Chris Kirk,71.75,861,12
142,143,143,Cameron Tringale,71.77,933,13
143,144,144,Chez Reavie,71.78,646,9
144,145,145,Michael Kim,71.79,1005,14
145,T146,T146,Whee Kim,71.8,1077,15
146,T146,T146,Jason Kokrak,71.8,718,10
147,T146,T146,Nick Taylor,71.8,718,10
148,149,149,Greg Owen,71.83,862,12
149,150,150,David Toms,71.88,575,8
150,T151,T151,Stuart Appleby,71.9,719,10
151,T151,T151,Robert Streb,71.9,719,10
152,153,153,Charl Schwartzel,71.91,791,11
153,154,154,Russell Knox,71.92,863,12
154,155,155,Martin Piller,71.93,1007,14
155,T156,T156,K.J. Choi,72.0,720,10
156,T156,T156,Emiliano Grillo,72.0,864,12
157,T156,T156,Geoff Ogilvy,72.0,720,10
158,T156,T156,Rob Oppenheim,72.0,720,10
159,160,160,Graeme McDowell,72.09,793,11
160,161,161,Louis Oosthuizen,72.13,577,8
161,162,162,Brian Stuard,72.2,722,10
162,163,163,Troy Merritt,72.23,939,13
163,164,164,Jim Furyk,72.29,506,7
164,165,165,Kelly Kraft,72.33,651,9
165,166,166,Hunter Mahan,72.38,579,8
166,167,167,Ángel Cabrera,72.4,724,10
167,168,168,Robert Allenby,72.42,869,12
168,T169,T169,Bronson Burgoon,72.5,870,12
169,T169,T169,Mark Wilson,72.5,580,8
170,171,171,Erik Compton,72.54,943,13
