,Tenth_Tee_Late_Par_3_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Par_3_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Par_3_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Par_3_Scoring_Average_ROUNDS,Tenth_Tee_Late_Par_3_Scoring_Average_AVG,Tenth_Tee_Late_Par_3_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Matt Kuchar,100,2.67,32,12
1,2,2,Louis Oosthuizen,63,2.7,54,20
2,3,3,Justin Thomas,99,2.71,65,24
3,4,4,Jordan Spieth,80,2.81,45,16
4,T5,T5,Hideki Matsuyama,76,2.83,34,12
5,T5,T5,Justin Rose,65,2.83,34,12
6,T7,T7,Rickie Fowler,80,2.88,46,16
7,T7,T7,Dustin Johnson,87,2.88,46,16
8,T7,T7,Webb Simpson,70,2.88,92,32
9,T7,T7,Steve Stricker,53,2.88,23,8
10,T11,T11,Zac Blair,99,2.89,231,80
11,T11,T11,Kevin Kisner,97,2.89,81,28
12,T11,T11,Jason Kokrak,89,2.89,127,44
13,14,14,Jamie Lovemark,91,2.9,139,48
14,T15,T15,Robert Garrigus,69,2.92,140,48
15,T15,T15,David Hearn,95,2.92,187,64
16,T15,T15,J.B. Holmes,77,2.92,73,25
17,T15,T15,Charl Schwartzel,73,2.92,70,24
18,19,19,Chad Campbell,90,2.93,199,68
19,20,20,Bubba Watson,72,2.94,50,17
20,T21,T21,Kevin Chappell,93,2.95,183,62
21,T21,T21,Graeme McDowell,63,2.95,59,20
22,T23,T23,Chesson Hadley,81,2.96,311,105
23,T23,T23,Billy Horschel,73,2.96,71,24
24,T23,T23,Martin Laird,82,2.96,133,45
25,T23,T23,Bryce Molder,80,2.96,216,73
26,T23,T23,Adam Scott,79,2.96,71,24
27,T28,T28,Russell Henley,76,2.97,217,73
28,T28,T28,Anirban Lahiri,72,2.97,95,32
29,T28,T28,Tyrone Van Aswegen,105,2.97,276,93
30,T28,T28,Dawie van der Walt,72,2.97,205,69
31,T28,T28,Tim Wilkinson,72,2.97,214,72
32,T33,T33,Lucas Glover,75,2.98,146,49
