,Front_9_Par_5_Scoring_Average_RANK THIS WEEK,Front_9_Par_5_Scoring_Average_RANK LAST WEEK,Front_9_Par_5_Scoring_Average_PLAYER NAME,Front_9_Par_5_Scoring_Average_ROUNDS,Front_9_Par_5_Scoring_Average_AVG,Front_9_Par_5_Scoring_Average_TOTAL STROKES,Front_9_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Bubba Watson,72,4.4,462,105
1,2,2,Rory McIlroy,69,4.43,478,108
2,3,3,Patrick Reed,105,4.46,754,169
3,4,4,Morgan Hoffmann,71,4.47,443,99
4,T5,T5,Jason Day,76,4.48,520,116
5,T5,T5,Harold Varner III,92,4.48,695,155
6,7,7,Sergio Garcia,54,4.49,377,84
7,8,8,Jason Bohn,67,4.5,464,103
8,T9,T9,Justin Rose,65,4.51,474,105
9,T9,T9,Jimmy Walker,85,4.51,528,117
10,T11,T11,Jordan Spieth,80,4.52,547,121
11,T11,T11,Cameron Tringale,81,4.52,533,118
12,T13,T13,Jason Dufner,105,4.53,689,152
13,T13,T13,Rickie Fowler,80,4.53,562,124
14,T13,T13,Jamie Lovemark,91,4.53,693,153
15,T13,T13,Phil Mickelson,75,4.53,512,113
16,T17,T17,Daniel Berger,92,4.54,644,142
17,T17,T17,Dustin Johnson,87,4.54,595,131
18,T17,T17,Hideki Matsuyama,76,4.54,522,115
19,T17,T17,Scott Piercy,87,4.54,599,132
20,T21,T21,Smylie Kaufman,91,4.55,669,147
21,T21,T21,Martin Laird,82,4.55,555,122
22,T21,T21,Ryan Moore,86,4.55,550,121
23,T21,T21,Gary Woodland,95,4.55,665,146
24,T25,T25,Danny Lee,93,4.56,634,139
25,T25,T25,Andrew Loupe,75,4.56,543,119
26,T25,T25,Justin Thomas,99,4.56,688,151
27,T25,T25,Willy Wilcox,67,4.56,461,101
28,T29,T29,Marc Leishman,89,4.57,630,138
29,T29,T29,Luke List,79,4.57,539,118
30,T29,T29,Francesco Molinari,64,4.57,457,100
31,T29,T29,Sean O'Hair,89,4.57,640,140
32,T29,T29,Hudson Swafford,104,4.57,754,165
33,T29,T29,Johnson Wagner,86,4.57,617,135
34,T35,T35,Luke Donald,81,4.58,628,137
35,T35,T35,Ken Duke,58,4.58,362,79
36,T35,T35,Matt Jones,83,4.58,554,121
37,T35,T35,Kevin Kisner,97,4.58,637,139
38,T35,T35,Brooks Koepka,75,4.58,481,105
39,T35,T35,Matt Kuchar,100,4.58,683,149
40,T35,T35,Geoff Ogilvy,63,4.58,417,91
41,T35,T35,Brendan Steele,88,4.58,650,142
42,T43,T43,Tony Finau,95,4.59,707,154
43,T43,T43,Fabián Gómez,82,4.59,587,128
44,T43,T43,Luke Guthrie,57,4.59,395,86
45,T43,T43,Ryan Palmer,86,4.59,611,133
46,T43,T43,Adam Scott,79,4.59,533,116
47,T43,T43,Steve Stricker,53,4.59,344,75
48,T43,T43,Jhonattan Vegas,97,4.59,698,152
49,T50,T50,Jonas Blixt,79,4.6,561,122
50,T50,T50,Alex Cejka,71,4.6,488,106
51,T50,T50,Kevin Chappell,93,4.6,709,154
52,T50,T50,Ben Martin,92,4.6,630,137
53,T50,T50,Sam Saunders,69,4.6,455,99
54,T50,T50,Daniel Summerhays,99,4.6,713,155
55,T56,T56,Keegan Bradley,82,4.61,581,126
56,T56,T56,Chad Campbell,90,4.61,623,135
57,T56,T56,Russell Henley,76,4.61,535,116
58,T56,T56,Troy Merritt,77,4.61,521,113
59,T56,T56,Scott Pinckney,87,4.61,585,127
60,T61,T61,Roberto Castro,97,4.62,712,154
61,T61,T61,Erik Compton,65,4.62,476,103
62,T61,T61,Lucas Glover,75,4.62,582,126
63,T61,T61,Adam Hadwin,93,4.62,684,148
64,T61,T61,Charles Howell III,91,4.62,707,153
65,T61,T61,Russell Knox,92,4.62,661,143
66,T61,T61,Kelly Kraft,63,4.62,416,90
67,T61,T61,Bryce Molder,80,4.62,587,127
68,T61,T61,Nick Taylor,83,4.62,578,125
69,T70,T70,Aaron Baddeley,93,4.63,676,146
70,T70,T70,Stewart Cink,61,4.63,398,86
71,T70,T70,Billy Hurley III,66,4.63,454,98
72,T70,T70,Freddie Jacobson,86,4.63,620,134
73,T70,T70,Chris Kirk,90,4.63,625,135
74,T70,T70,Brandt Snedeker,93,4.63,621,134
75,T70,T70,Scott Stallings,74,4.63,477,103
76,T77,T77,Bronson Burgoon,83,4.64,561,121
77,T77,T77,Paul Casey,77,4.64,547,118
78,T77,T77,Jim Furyk,52,4.64,343,74
79,T77,T77,J.J. Henry,68,4.64,459,99
80,T77,T77,Mark Hubbard,101,4.64,714,154
81,T77,T77,Kevin Na,96,4.64,645,139
82,T77,T77,Seung-Yul Noh,85,4.64,566,122
83,T77,T77,Robert Streb,87,4.64,608,131
84,T77,T77,Kevin Streelman,82,4.64,659,142
85,T77,T77,Boo Weekley,83,4.64,598,129
86,T87,T87,Blayne Barber,84,4.65,549,118
87,T87,T87,Ben Crane,80,4.65,535,115
88,T87,T87,Rhein Gibson,58,4.65,372,80
89,T87,T87,Retief Goosen,55,4.65,391,84
90,T87,T87,Padraig Harrington,54,4.65,367,79
91,T87,T87,Sung Kang,89,4.65,618,133
92,T87,T87,Jason Kokrak,89,4.65,660,142
93,T87,T87,Dicky Pride,55,4.65,372,80
94,T87,T87,Charl Schwartzel,73,4.65,502,108
95,T87,T87,Brett Stegmaier,87,4.65,577,124
96,T87,T87,Dawie van der Walt,72,4.65,502,108
97,T98,T98,Branden Grace,63,4.66,466,100
98,T98,T98,Charley Hoffman,91,4.66,662,142
99,T98,T98,Whee Kim,82,4.66,555,119
100,T98,T98,Si Woo Kim,113,4.66,783,168
101,T98,T98,Patrick Rodgers,89,4.66,620,133
102,T98,T98,Cameron Smith,73,4.66,485,104
103,T98,T98,Brendon Todd,66,4.66,443,95
104,T105,T105,Thomas Aiken,70,4.67,467,100
105,T105,T105,Stuart Appleby,71,4.67,453,97
106,T105,T105,Harris English,97,4.67,687,147
107,T105,T105,Robert Garrigus,69,4.67,458,98
108,T105,T105,James Hahn,85,4.67,640,137
109,T105,T105,John Huh,86,4.67,630,135
110,T105,T105,Hiroshi Iwata,85,4.67,593,127
111,T105,T105,Zach Johnson,90,4.67,598,128
112,T105,T105,Chez Reavie,90,4.67,645,138
113,T105,T105,Vijay Singh,72,4.67,514,110
114,T105,T105,Shawn Stefani,91,4.67,621,133
115,T105,T105,Chris Stroud,82,4.67,565,121
116,T105,T105,Michael Thompson,71,4.67,476,102
117,T118,T118,Tyler Aldridge,83,4.68,552,118
118,T118,T118,Zac Blair,99,4.68,688,147
119,T118,T118,Andres Gonzales,80,4.68,561,120
120,T118,T118,Colt Knost,90,4.68,622,133
121,T118,T118,David Lingmerth,84,4.68,618,132
122,T118,T118,Henrik Norlander,71,4.68,477,102
123,T118,T118,Kyle Reifers,115,4.68,833,178
124,T118,T118,Camilo Villegas,83,4.68,576,123
125,T118,T118,Tim Wilkinson,72,4.68,477,102
126,T127,T127,Emiliano Grillo,93,4.69,647,138
127,T127,T127,Jerry Kelly,76,4.69,577,123
128,T127,T127,Scott Langley,65,4.69,478,102
129,T127,T127,Spencer Levin,104,4.69,732,156
130,T127,T127,Graeme McDowell,63,4.69,446,95
131,T127,T127,George McNeill,51,4.69,389,83
132,T127,T127,Rory Sabbatini,57,4.69,408,87
133,T127,T127,John Senden,88,4.69,610,130
134,T135,T135,Abraham Ancer,51,4.7,329,70
135,T135,T135,Graham DeLaet,70,4.7,508,108
136,T135,T135,Ernie Els,66,4.7,470,100
137,T135,T135,Jim Herman,93,4.7,738,157
138,T135,T135,Michael Kim,100,4.7,682,145
139,T135,T135,Peter Malnati,85,4.7,611,130
140,T135,T135,Louis Oosthuizen,63,4.7,414,88
141,T135,T135,D.A. Points,55,4.7,371,79
142,T135,T135,Mark Wilson,66,4.7,418,89
143,T144,T144,Derek Ernst,59,4.71,410,87
144,T144,T144,Brian Harman,104,4.71,796,169
145,T144,T144,Billy Horschel,73,4.71,527,112
146,T144,T144,Patton Kizzire,93,4.71,655,139
147,T144,T144,William McGirt,98,4.71,693,147
148,T144,T144,Webb Simpson,70,4.71,499,106
149,T150,T150,Brendon de Jonge,83,4.72,590,125
150,T150,T150,Derek Fathauer,94,4.72,685,145
151,T150,T150,Bill Haas,86,4.72,633,134
152,T150,T150,Anirban Lahiri,72,4.72,519,110
153,T150,T150,D.H. Lee,61,4.72,406,86
154,T150,T150,Tyrone Van Aswegen,105,4.72,736,156
155,T150,T150,Steve Wheatcroft,85,4.72,576,122
156,157,157,Tom Hoge,81,4.73,539,114
157,T158,T158,J.B. Holmes,77,4.74,574,121
158,T158,T158,Greg Owen,85,4.74,573,121
159,T158,T158,Martin Piller,59,4.74,422,89
160,T158,T158,Kyle Stanley,92,4.74,635,134
161,T162,T162,Ricky Barnes,97,4.75,674,142
162,T162,T162,Steven Bowditch,71,4.75,504,106
163,T162,T162,K.J. Choi,73,4.75,542,114
164,T162,T162,Jon Curran,99,4.75,741,156
165,T162,T162,Carlos Ortiz,79,4.75,556,117
166,T162,T162,Rod Pampling,54,4.75,375,79
167,T162,T162,Vaughn Taylor,72,4.75,522,110
168,T162,T162,David Toms,62,4.75,442,93
169,T170,T170,David Hearn,95,4.76,747,157
170,T170,T170,Rob Oppenheim,67,4.76,466,98
171,T170,T170,Jeff Overton,69,4.76,476,100
172,T170,T170,Brian Stuard,66,4.76,486,102
173,174,174,Chad Collins,73,4.77,515,108
174,T175,T175,Scott Brown,88,4.78,679,142
175,T175,T175,Wes Roach,59,4.78,411,86
176,177,177,Jason Gore,78,4.8,591,123
177,T178,T178,Robert Allenby,51,4.81,370,77
178,T178,T178,Ángel Cabrera,62,4.81,457,95
179,T178,T178,Will MacKenzie,84,4.81,597,124
180,181,181,Chesson Hadley,81,4.82,588,122
181,T182,T182,Andrew Landry,53,4.83,343,71
182,T182,T182,Shane Lowry,57,4.83,391,81
183,T182,T182,Hunter Mahan,61,4.83,488,101
184,T182,T182,Steve Marino,72,4.83,493,102
