,First_Tee_Late_Round_4_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_4_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_4_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_4_Scoring_Average_AVG,First_Tee_Late_Round_4_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Carlos Ortiz,66.0,66,1
1,2,2,Thomas Aiken,67.0,67,1
2,3,3,Brett Stegmaier,67.33,202,3
3,4,4,Fabián Gómez,67.8,339,5
4,T5,T5,Jason Bohn,68.0,204,3
5,T5,T5,Andres Gonzales,68.0,204,3
6,T5,T5,Geoff Ogilvy,68.0,68,1
7,8,8,Michael Thompson,68.25,273,4
8,9,9,Ben Martin,68.33,205,3
9,T10,T10,Robert Garrigus,68.6,343,5
10,T10,T10,Phil Mickelson,68.6,686,10
11,12,12,Branden Grace,68.83,413,6
12,13,13,Ryan Moore,68.91,758,11
13,T14,T14,Chad Collins,69.0,69,1
14,T14,T14,Si Woo Kim,69.0,690,10
15,T14,T14,Peter Malnati,69.0,207,3
16,T14,T14,Scott Stallings,69.0,138,2
17,18,18,Adam Scott,69.17,830,12
18,19,19,Jim Furyk,69.25,277,4
19,20,20,Colt Knost,69.4,347,5
20,T21,T21,Graeme McDowell,69.43,486,7
21,T21,T21,Bubba Watson,69.43,486,7
22,23,23,Rory McIlroy,69.44,625,9
23,T24,T24,Alex Cejka,69.5,556,8
24,T24,T24,Jason Dufner,69.5,695,10
25,26,26,Justin Thomas,69.56,626,9
26,27,27,Hideki Matsuyama,69.58,835,12
27,28,28,Brandt Snedeker,69.64,766,11
28,T29,T29,Kelly Kraft,69.67,209,3
29,T29,T29,Steve Marino,69.67,209,3
30,T29,T29,Chris Stroud,69.67,209,3
31,32,32,Patrick Reed,69.71,976,14
32,33,33,Paul Casey,69.73,767,11
33,34,34,Chad Campbell,69.8,349,5
34,35,35,Luke List,69.83,419,6
35,T36,T36,Stuart Appleby,70.0,210,3
36,T36,T36,Sergio Garcia,70.0,420,6
37,T36,T36,Rhein Gibson,70.0,70,1
38,T36,T36,Luke Guthrie,70.0,140,2
39,T36,T36,Morgan Hoffmann,70.0,280,4
40,T36,T36,Jeff Overton,70.0,140,2
41,T36,T36,Dicky Pride,70.0,70,1
42,T36,T36,John Senden,70.0,420,6
43,T44,T44,Rickie Fowler,70.08,841,12
44,T44,T44,Kevin Na,70.08,841,12
45,46,46,Marc Leishman,70.13,561,8
46,T47,T47,Jon Curran,70.14,491,7
47,T47,T47,Bryce Molder,70.14,491,7
48,T47,T47,Scott Piercy,70.14,491,7
49,50,50,Jerry Kelly,70.17,421,6
50,51,51,Patton Kizzire,70.2,351,5
51,52,52,Jordan Spieth,70.23,913,13
52,53,53,Matt Jones,70.25,281,4
53,54,54,Ryan Palmer,70.3,703,10
54,T55,T55,Chris Kirk,70.33,422,6
55,T55,T55,Camilo Villegas,70.33,211,3
56,57,57,Dustin Johnson,70.35,1196,17
57,T58,T58,Vaughn Taylor,70.4,352,5
58,T58,T58,Boo Weekley,70.4,352,5
59,60,60,J.B. Holmes,70.43,493,7
60,T61,T61,Ricky Barnes,70.5,564,8
61,T61,T61,Vijay Singh,70.5,282,4
62,T61,T61,Tim Wilkinson,70.5,282,4
63,64,64,Charles Howell III,70.54,917,13
64,65,65,Tony Finau,70.56,635,9
65,T66,T66,David Hearn,70.57,494,7
66,T66,T66,William McGirt,70.57,494,7
67,68,68,Robert Streb,70.6,353,5
68,T69,T69,Bronson Burgoon,70.67,212,3
69,T69,T69,Ken Duke,70.67,212,3
70,T69,T69,Brian Harman,70.67,424,6
71,T69,T69,Jim Herman,70.67,424,6
72,T69,T69,Kyle Reifers,70.67,424,6
73,T69,T69,Daniel Summerhays,70.67,636,9
74,75,75,Matt Kuchar,70.69,919,13
75,T76,T76,Kevin Chappell,70.7,707,10
76,T76,T76,Russell Knox,70.7,707,10
77,T76,T76,Patrick Rodgers,70.7,707,10
78,T79,T79,Russell Henley,70.71,495,7
79,T79,T79,Spencer Levin,70.71,495,7
80,T79,T79,Webb Simpson,70.71,495,7
81,T82,T82,Abraham Ancer,70.75,283,4
82,T82,T82,Jason Day,70.75,849,12
