,Par_4_Eagle_Leaders_RANK THIS WEEK,Par_4_Eagle_Leaders_RANK LAST WEEK,Par_4_Eagle_Leaders_PLAYER NAME,Par_4_Eagle_Leaders_ROUNDS,Par_4_Eagle_Leaders_TOTAL,Par_4_Eagle_Leaders_TOTAL PAR 4 HOLES,Par_4_Eagle_Leaders_TOTAL HOLE OUTS
0,1,1,Chez Reavie,90,6,921,5.0
1,2,2,Scott Piercy,87,4,914,2.0
2,T3,T3,Aaron Baddeley,93,3,951,2.0
3,T3,T3,Roberto Castro,97,3,1035,3.0
4,T3,T3,Kevin Chappell,93,3,993,2.0
5,T3,T3,Andres Gonzales,80,3,840,1.0
6,T3,T3,Jamie Lovemark,91,3,964,2.0
7,T3,T3,Francesco Molinari,64,3,696,3.0
8,T3,T3,Daniel Summerhays,99,3,1061,2.0
9,T3,T3,Dawie van der Walt,72,3,755,3.0
10,T11,T11,Thomas Aiken,70,2,703,2.0
11,T11,T11,Tyler Aldridge,83,2,847,2.0
12,T11,T11,Daniel Berger,92,2,952,
13,T11,T11,Bronson Burgoon,83,2,853,1.0
14,T11,T11,Ernie Els,66,2,712,2.0
15,T11,T11,Luke Guthrie,57,2,591,2.0
16,T11,T11,Bill Haas,86,2,885,2.0
17,T11,T11,Padraig Harrington,54,2,585,1.0
18,T11,T11,Charles Howell III,91,2,970,2.0
19,T11,T11,Dustin Johnson,87,2,883,2.0
20,T11,T11,Matt Jones,83,2,865,1.0
21,T11,T11,Smylie Kaufman,91,2,946,1.0
22,T11,T11,Jerry Kelly,76,2,813,1.0
23,T11,T11,Kevin Kisner,97,2,1036,1.0
24,T11,T11,D.H. Lee,61,2,607,2.0
25,T11,T11,Spencer Levin,104,2,1075,2.0
26,T11,T11,David Lingmerth,84,2,873,1.0
27,T11,T11,Hunter Mahan,61,2,631,
28,T11,T11,Troy Merritt,77,2,827,2.0
29,T11,T11,Bryce Molder,80,2,829,2.0
30,T11,T11,Henrik Norlander,71,2,717,1.0
31,T11,T11,Rob Oppenheim,67,2,677,2.0
32,T11,T11,D.A. Points,55,2,546,2.0
33,T11,T11,Patrick Rodgers,89,2,912,2.0
34,T11,T11,Charl Schwartzel,73,2,760,2.0
35,T11,T11,Adam Scott,79,2,832,2.0
36,T11,T11,Scott Stallings,74,2,758,1.0
37,T11,T11,Brendan Steele,88,2,896,1.0
38,T11,T11,Steve Stricker,53,2,579,2.0
39,T11,T11,Brendon Todd,66,2,675,1.0
40,T11,T11,Jimmy Walker,85,2,901,2.0
41,T11,T11,Gary Woodland,95,2,980,1.0
42,T43,T43,Abraham Ancer,51,1,519,1.0
43,T43,T43,Blayne Barber,84,1,868,1.0
44,T43,T43,Ricky Barnes,97,1,1003,1.0
45,T43,T43,Jonas Blixt,79,1,807,
46,T43,T43,Chad Collins,73,1,787,1.0
47,T43,T43,Erik Compton,65,1,675,1.0
48,T43,T43,Ben Crane,80,1,822,1.0
49,T43,T43,Brendon de Jonge,83,1,866,1.0
50,T43,T43,Graham DeLaet,70,1,698,1.0
51,T43,T43,Harris English,97,1,1061,1.0
52,T43,T43,Tony Finau,95,1,1020,
53,T43,T43,Rickie Fowler,80,1,834,
54,T43,T43,Jim Furyk,52,1,580,1.0
55,T43,T43,Sergio Garcia,54,1,548,1.0
56,T43,T43,Robert Garrigus,69,1,706,1.0
57,T43,T43,Jason Gore,78,1,781,1.0
58,T43,T43,Branden Grace,63,1,642,
59,T43,T43,Chesson Hadley,81,1,839,1.0
60,T43,T43,Adam Hadwin,93,1,998,1.0
61,T43,T43,James Hahn,85,1,917,
62,T43,T43,David Hearn,95,1,1013,1.0
63,T43,T43,Russell Henley,76,1,827,1.0
64,T43,T43,Tom Hoge,81,1,839,1.0
65,T43,T43,J.B. Holmes,77,1,795,1.0
66,T43,T43,Mark Hubbard,101,1,1033,1.0
67,T43,T43,John Huh,86,1,914,1.0
68,T43,T43,Freddie Jacobson,86,1,925,1.0
69,T43,T43,Zach Johnson,90,1,952,
70,T43,T43,Si Woo Kim,113,1,1175,1.0
71,T43,T43,Russell Knox,92,1,965,
72,T43,T43,Brooks Koepka,75,1,765,
73,T43,T43,Jason Kokrak,89,1,959,1.0
74,T43,T43,Matt Kuchar,100,1,1046,
75,T43,T43,Andrew Landry,53,1,533,1.0
76,T43,T43,Danny Lee,93,1,966,1.0
77,T43,T43,Shane Lowry,57,1,585,1.0
78,T43,T43,Peter Malnati,85,1,919,1.0
79,T43,T43,Steve Marino,72,1,735,1.0
80,T43,T43,Ben Martin,92,1,947,1.0
81,T43,T43,Hideki Matsuyama,76,1,784,1.0
82,T43,T43,Graeme McDowell,63,1,658,1.0
83,T43,T43,Rory McIlroy,69,1,656,1.0
84,T43,T43,Phil Mickelson,75,1,777,1.0
85,T43,T43,Ryan Moore,86,1,873,1.0
86,T43,T43,Geoff Ogilvy,63,1,627,1.0
87,T43,T43,Greg Owen,85,1,876,1.0
88,T43,T43,Ryan Palmer,86,1,925,1.0
89,T43,T43,Scott Pinckney,87,1,914,
90,T43,T43,Patrick Reed,105,1,1081,
91,T43,T43,Kyle Reifers,115,1,1187,1.0
92,T43,T43,Justin Rose,65,1,655,1.0
93,T43,T43,Webb Simpson,70,1,768,1.0
94,T43,T43,Vijay Singh,72,1,779,1.0
95,T43,T43,Brandt Snedeker,93,1,971,1.0
96,T43,T43,Shawn Stefani,91,1,944,1.0
97,T43,T43,Robert Streb,87,1,902,1.0
98,T43,T43,Chris Stroud,82,1,858,1.0
99,T43,T43,Brian Stuard,66,1,715,1.0
100,T43,T43,Nick Taylor,83,1,838,1.0
101,T43,T43,Camilo Villegas,83,1,847,
102,T43,T43,Johnson Wagner,86,1,934,1.0
103,T43,T43,Bubba Watson,72,1,751,1.0
104,T43,T43,Steve Wheatcroft,85,1,867,1.0
105,T43,T43,Willy Wilcox,67,1,693,1.0
