,Tenth_Tee_Early_Round_1_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_1_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_1_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_1_Scoring_Average_AVG,Tenth_Tee_Early_Round_1_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Bryce Molder,66.5,133,2
1,2,2,Stuart Appleby,67.0,67,1
2,3,3,Francesco Molinari,67.5,270,4
3,T4,T4,Ángel Cabrera,68.0,272,4
4,T4,T4,Sergio Garcia,68.0,204,3
5,6,6,Dustin Johnson,68.2,341,5
6,7,7,Charles Howell III,68.25,546,8
7,8,8,Emiliano Grillo,68.33,205,3
8,T9,T9,Anirban Lahiri,68.5,411,6
9,T9,T9,Greg Owen,68.5,411,6
10,T9,T9,Tim Wilkinson,68.5,137,2
11,12,12,Brendan Steele,68.6,343,5
12,13,13,Martin Laird,68.63,549,8
13,T14,T14,Vijay Singh,68.67,206,3
14,T14,T14,Bubba Watson,68.67,206,3
15,16,16,Hideki Matsuyama,68.71,481,7
16,17,17,Ricky Barnes,68.78,619,9
17,18,18,John Huh,68.8,344,5
18,19,19,Kevin Chappell,68.83,413,6
19,20,20,Matt Kuchar,68.86,482,7
20,T21,T21,Chesson Hadley,69.0,345,5
21,T21,T21,Johnson Wagner,69.0,207,3
22,23,23,Patrick Reed,69.09,760,11
23,24,24,David Hearn,69.1,691,10
24,25,25,Jason Day,69.11,622,9
25,26,26,Billy Horschel,69.17,415,6
26,27,27,Phil Mickelson,69.22,623,9
27,28,28,Bill Haas,69.25,277,4
28,T29,T29,Si Woo Kim,69.33,416,6
29,T29,T29,Steve Marino,69.33,208,3
30,T31,T31,Brian Harman,69.4,347,5
31,T31,T31,Matt Jones,69.4,347,5
32,T31,T31,Sean O'Hair,69.4,347,5
33,T31,T31,Steve Stricker,69.4,347,5
34,T35,T35,Zac Blair,69.5,417,6
35,T35,T35,Keegan Bradley,69.5,556,8
36,T35,T35,Jim Herman,69.5,278,4
37,T35,T35,Shane Lowry,69.5,139,2
38,T35,T35,Justin Rose,69.5,417,6
39,T35,T35,Nick Taylor,69.5,278,4
40,T41,T41,Freddie Jacobson,69.57,487,7
41,T41,T41,George McNeill,69.57,487,7
42,T41,T41,Rob Oppenheim,69.57,487,7
43,44,44,Hudson Swafford,69.6,348,5
44,45,45,Michael Thompson,69.63,557,8
45,T46,T46,Chad Campbell,69.67,418,6
46,T46,T46,Billy Hurley III,69.67,209,3
47,T46,T46,Ryan Moore,69.67,209,3
48,T46,T46,Adam Scott,69.67,627,9
49,T46,T46,Cameron Tringale,69.67,209,3
50,51,51,Adam Hadwin,69.71,488,7
51,T52,T52,Alex Cejka,69.75,279,4
52,T52,T52,Retief Goosen,69.75,279,4
53,54,54,Chez Reavie,69.78,628,9
54,T55,T55,Jonas Blixt,69.8,349,5
55,T55,T55,Sung Kang,69.8,349,5
56,T55,T55,Boo Weekley,69.8,349,5
57,T55,T55,Gary Woodland,69.8,349,5
58,59,59,Andrew Landry,69.83,419,6
59,60,60,Rickie Fowler,69.88,559,8
60,T61,T61,Ben Crane,70.0,280,4
61,T61,T61,Fabián Gómez,70.0,280,4
62,T61,T61,Tom Hoge,70.0,560,8
63,T61,T61,Colt Knost,70.0,140,2
64,T61,T61,Marc Leishman,70.0,420,6
65,T61,T61,Jeff Overton,70.0,210,3
66,T61,T61,Scott Piercy,70.0,70,1
67,T61,T61,Charl Schwartzel,70.0,280,4
68,T61,T61,Webb Simpson,70.0,350,5
69,T61,T61,Brian Stuard,70.0,420,6
70,T61,T61,Jhonattan Vegas,70.0,630,9
71,72,72,Aaron Baddeley,70.11,631,9
72,73,73,David Toms,70.17,421,6
73,74,74,Ernie Els,70.22,632,9
74,T75,T75,Harris English,70.25,562,8
75,T75,T75,Michael Kim,70.25,562,8
76,T75,T75,William McGirt,70.25,281,4
77,T75,T75,Ryan Palmer,70.25,281,4
78,T75,T75,Dawie van der Walt,70.25,562,8
79,80,80,Russell Knox,70.29,492,7
80,T81,T81,Daniel Berger,70.33,633,9
81,T81,T81,Scott Langley,70.33,422,6
82,T81,T81,John Senden,70.33,211,3
83,T81,T81,Tyrone Van Aswegen,70.33,422,6
84,85,85,Harold Varner III,70.38,563,8
85,T86,T86,Zach Johnson,70.5,564,8
86,T86,T86,Luke List,70.5,705,10
87,T86,T86,Kevin Na,70.5,423,6
88,T86,T86,Louis Oosthuizen,70.5,282,4
89,T86,T86,Jimmy Walker,70.5,423,6
90,91,91,Kevin Streelman,70.57,494,7
91,T92,T92,Jim Furyk,70.6,353,5
92,T92,T92,Hiroshi Iwata,70.6,353,5
93,T92,T92,Jamie Lovemark,70.6,706,10
94,95,95,Jason Dufner,70.63,565,8
95,96,96,Lucas Glover,70.64,777,11
96,T97,T97,Derek Ernst,70.67,212,3
97,T97,T97,Whee Kim,70.67,424,6
98,T97,T97,Rory McIlroy,70.67,424,6
99,100,100,Kevin Kisner,70.71,495,7
100,T101,T101,Roberto Castro,70.75,566,8
101,T101,T101,Spencer Levin,70.75,566,8
102,T101,T101,Cameron Smith,70.75,283,4
103,T101,T101,Shawn Stefani,70.75,566,8
104,T105,T105,Jason Gore,70.8,354,5
105,T105,T105,Brooks Koepka,70.8,354,5
106,T105,T105,Danny Lee,70.8,354,5
107,T105,T105,Mark Wilson,70.8,354,5
108,T109,T109,Brendon de Jonge,70.83,425,6
109,T109,T109,Kelly Kraft,70.83,425,6
110,T109,T109,Henrik Norlander,70.83,425,6
111,T109,T109,Rod Pampling,70.83,425,6
112,T113,T113,Abraham Ancer,71.0,284,4
113,T113,T113,Bronson Burgoon,71.0,639,9
114,T113,T113,K.J. Choi,71.0,213,3
115,T113,T113,J.J. Henry,71.0,71,1
116,T113,T113,D.A. Points,71.0,284,4
117,T113,T113,Brandt Snedeker,71.0,710,10
118,T113,T113,Jordan Spieth,71.0,355,5
119,T113,T113,Daniel Summerhays,71.0,426,6
120,T121,T121,Brett Stegmaier,71.13,569,8
121,T121,T121,Robert Streb,71.13,569,8
122,T123,T123,Jason Bohn,71.17,427,6
123,T123,T123,Kyle Stanley,71.17,427,6
124,T125,T125,Smylie Kaufman,71.2,356,5
125,T125,T125,Graeme McDowell,71.2,356,5
126,T125,T125,Scott Pinckney,71.2,356,5
127,T128,T128,Tyler Aldridge,71.25,570,8
128,T128,T128,Blayne Barber,71.25,285,4
129,T128,T128,Luke Donald,71.25,285,4
130,T128,T128,Charley Hoffman,71.25,285,4
131,T128,T128,Kyle Reifers,71.25,855,12
132,133,133,Jon Curran,71.3,713,10
133,T134,T134,Morgan Hoffmann,71.33,856,12
134,T134,T134,Martin Piller,71.33,428,6
135,T134,T134,Patrick Rodgers,71.33,428,6
136,T134,T134,Sam Saunders,71.33,428,6
137,138,138,Peter Malnati,71.38,571,8
138,T139,T139,Tony Finau,71.4,357,5
139,T139,T139,David Lingmerth,71.4,357,5
140,141,141,Jason Kokrak,71.43,500,7
141,142,142,Justin Thomas,71.45,786,11
