,Tenth_Tee_Early_Par_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Par_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Par_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Par_4_Scoring_Average_ROUNDS,Tenth_Tee_Early_Par_4_Scoring_Average_AVG,Tenth_Tee_Early_Par_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Par_4_Scoring_Average_TOTAL HOLES
0,T1,T1,Jason Day,76,3.92,576,147
1,T1,T1,Ryan Moore,86,3.92,455,116
2,T3,T3,Charles Howell III,91,3.93,668,170
3,T3,T3,Jordan Spieth,80,3.93,586,149
4,T5,T5,Billy Horschel,73,3.94,713,181
5,T5,T5,Marc Leishman,89,3.94,611,155
6,T5,T5,Scott Piercy,87,3.94,335,85
7,T5,T5,Charl Schwartzel,73,3.94,508,129
8,T5,T5,John Senden,88,3.94,477,121
9,T5,T5,Johnson Wagner,86,3.94,579,147
10,T11,T11,Ricky Barnes,97,3.95,996,252
11,T11,T11,Matt Kuchar,100,3.95,1105,280
12,T11,T11,Bryce Molder,80,3.95,505,128
13,T11,T11,Kevin Na,96,3.95,494,125
14,T11,T11,Patrick Rodgers,89,3.95,684,173
15,T16,T16,Dustin Johnson,87,3.96,590,149
16,T16,T16,Russell Knox,92,3.96,713,180
17,T16,T16,William McGirt,98,3.96,708,179
18,T19,T19,Rickie Fowler,80,3.97,643,162
19,T19,T19,Sergio Garcia,54,3.97,345,87
20,T19,T19,Kyle Reifers,115,3.97,1218,307
21,T19,T19,Webb Simpson,70,3.97,508,128
22,T19,T19,Brian Stuard,66,3.97,572,144
23,T24,T24,Chad Campbell,90,3.98,891,224
24,T24,T24,Graham DeLaet,70,3.98,676,170
25,T24,T24,Jim Furyk,52,3.98,521,131
26,T24,T24,Adam Hadwin,93,3.98,728,183
27,T24,T24,Padraig Harrington,54,3.98,526,132
28,T24,T24,David Hearn,95,3.98,924,232
29,T24,T24,Jerry Kelly,76,3.98,470,118
30,T24,T24,Rory McIlroy,69,3.98,466,117
31,T24,T24,Jeff Overton,69,3.98,605,152
32,T24,T24,Chez Reavie,90,3.98,808,203
33,T24,T24,Adam Scott,79,3.98,657,165
34,T24,T24,Steve Stricker,53,3.98,688,173
35,T24,T24,Bubba Watson,72,3.98,601,151
36,T24,T24,Tim Wilkinson,72,3.98,803,202
37,T38,T38,Ben Crane,80,3.99,467,117
38,T38,T38,Tony Finau,95,3.99,763,191
39,T38,T38,Jason Gore,78,3.99,674,169
40,T38,T38,Emiliano Grillo,93,3.99,618,155
41,T38,T38,Matt Jones,83,3.99,547,137
42,T38,T38,Anirban Lahiri,72,3.99,686,172
43,T38,T38,Andrew Landry,53,3.99,511,128
44,T38,T38,Jamie Lovemark,91,3.99,897,225
45,T38,T38,Phil Mickelson,75,3.99,718,180
46,T38,T38,Sean O'Hair,89,3.99,627,157
47,T38,T38,Shawn Stefani,91,3.99,826,207
48,T38,T38,Daniel Summerhays,99,3.99,686,172
49,T38,T38,Gary Woodland,95,3.99,674,169
50,T51,T51,Aaron Baddeley,93,4.0,983,246
51,T51,T51,Derek Ernst,59,4.0,380,95
52,T51,T51,Branden Grace,63,4.0,416,104
53,T51,T51,Chesson Hadley,81,4.0,428,107
54,T51,T51,Brian Harman,104,4.0,732,183
55,T51,T51,Billy Hurley III,66,4.0,664,166
56,T51,T51,Zach Johnson,90,4.0,883,221
57,T51,T51,Sung Kang,89,4.0,736,184
58,T51,T51,Martin Laird,82,4.0,964,241
59,T51,T51,Will MacKenzie,84,4.0,899,225
60,T61,T61,Daniel Berger,92,4.01,854,213
61,T61,T61,Alex Cejka,71,4.01,546,136
62,T61,T61,K.J. Choi,73,4.01,653,163
63,T61,T61,Harris English,97,4.01,843,210
64,T61,T61,Bill Haas,86,4.01,557,139
65,T61,T61,Jim Herman,93,4.01,629,157
66,T61,T61,J.B. Holmes,77,4.01,521,130
67,T61,T61,Kevin Kisner,97,4.01,686,171
68,T61,T61,Hideki Matsuyama,76,4.01,589,147
69,T61,T61,Louis Oosthuizen,63,4.01,381,95
70,T61,T61,Brendan Steele,88,4.01,650,162
71,T72,T72,Jon Curran,99,4.02,1117,278
