,Top_10_Final_Round_Performance_RANK THIS WEEK,Top_10_Final_Round_Performance_RANK LAST WEEK,Top_10_Final_Round_Performance_PLAYER NAME,Top_10_Final_Round_Performance_EVENTS,Top_10_Final_Round_Performance_% TIMES IMPROVED,Top_10_Final_Round_Performance_# OF TIMES IMPROVED
0,T1,T1,Jason Bohn,21,100.0,3.0
1,T1,T1,Ken Duke,20,100.0,1.0
2,T1,T1,Ernie Els,21,100.0,1.0
3,T1,T1,Robert Garrigus,21,100.0,2.0
4,T1,T1,Andres Gonzales,28,100.0,1.0
5,T1,T1,Branden Grace,18,100.0,4.0
6,T1,T1,J.B. Holmes,22,100.0,3.0
7,T1,T1,Billy Hurley III,20,100.0,1.0
8,T1,T1,Russell Knox,25,100.0,4.0
9,T1,T1,Kelly Kraft,20,100.0,1.0
10,T1,T1,Marc Leishman,25,100.0,1.0
11,T1,T1,Shane Lowry,17,100.0,2.0
12,T1,T1,Peter Malnati,32,100.0,2.0
13,T1,T1,Graeme McDowell,21,100.0,4.0
14,T1,T1,Scott Piercy,24,100.0,3.0
15,T1,T1,Adam Scott,20,100.0,6.0
16,T1,T1,Vijay Singh,22,100.0,2.0
17,T1,T1,Vaughn Taylor,24,100.0,1.0
18,T1,T1,Tyrone Van Aswegen,31,100.0,1.0
19,T1,T1,Bubba Watson,19,100.0,2.0
20,21,21,Phil Mickelson,22,83.3,5.0
21,T22,T22,Sergio Garcia,15,80.0,4.0
22,T22,T22,Brooks Koepka,21,80.0,4.0
23,T22,T22,Brandt Snedeker,27,80.0,4.0
24,25,25,Jason Day,20,77.8,7.0
25,T26,T26,Harris English,27,75.0,3.0
26,T26,T26,Kevin Kisner,27,75.0,3.0
27,T26,T26,Rory McIlroy,18,75.0,3.0
28,T29,T29,Kevin Chappell,27,71.4,5.0
29,T29,T29,Rickie Fowler,23,71.4,5.0
30,T29,T29,Ryan Moore,23,71.4,5.0
31,T29,T29,Kevin Na,26,71.4,5.0
32,33,33,Dustin Johnson,22,69.2,9.0
33,T34,T34,Ricky Barnes,29,66.7,2.0
34,T34,T34,K.J. Choi,22,66.7,2.0
35,T34,T34,Jon Curran,30,66.7,2.0
36,T34,T34,Luke Donald,23,66.7,2.0
37,T34,T34,Fabián Gómez,26,66.7,2.0
38,T34,T34,Billy Horschel,20,66.7,2.0
39,T34,T34,Zach Johnson,24,66.7,2.0
40,T34,T34,Si Woo Kim,34,66.7,2.0
41,T34,T34,Patton Kizzire,27,66.7,2.0
42,T34,T34,Colt Knost,26,66.7,2.0
43,T34,T34,Jason Kokrak,28,66.7,2.0
44,T34,T34,Steve Marino,24,66.7,2.0
45,T34,T34,Kevin Streelman,26,66.7,2.0
46,T34,T34,Steve Stricker,15,66.7,2.0
47,T34,T34,Johnson Wagner,26,66.7,2.0
48,T34,T34,Steve Wheatcroft,26,66.7,2.0
49,50,50,Jordan Spieth,21,62.5,5.0
50,T51,T51,Scott Brown,27,60.0,3.0
