,Back_9_Round_4_Scoring_Average_RANK THIS WEEK,Back_9_Round_4_Scoring_Average_RANK LAST WEEK,Back_9_Round_4_Scoring_Average_PLAYER NAME,Back_9_Round_4_Scoring_Average_AVG,Back_9_Round_4_Scoring_Average_TOTAL STROKES,Back_9_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Chad Campbell,34.19,547,16
1,2,2,Robert Garrigus,34.25,411,12
2,3,3,Phil Mickelson,34.27,514,15
3,4,4,William McGirt,34.35,687,20
4,5,5,Paul Casey,34.38,550,16
5,6,6,Louis Oosthuizen,34.42,413,12
6,7,7,Brendon de Jonge,34.45,379,11
7,8,8,Hideki Matsuyama,34.47,517,15
8,9,9,Robert Allenby,34.5,69,2
9,10,10,Keegan Bradley,34.6,519,15
10,T11,T11,Alex Cejka,34.62,450,13
11,T11,T11,Chris Stroud,34.62,450,13
12,13,13,Luke List,34.67,416,12
13,14,14,Brandt Snedeker,34.68,659,19
14,15,15,Rory McIlroy,34.71,486,14
15,16,16,Jordan Spieth,34.72,625,18
16,17,17,Stewart Cink,34.73,382,11
17,18,18,Brian Stuard,34.75,417,12
18,19,19,Kelly Kraft,34.78,313,9
19,20,20,Adam Scott,34.79,661,19
20,T21,T21,Chad Collins,34.89,314,9
21,T21,T21,Luke Guthrie,34.89,314,9
22,T23,T23,Kevin Na,34.9,733,21
23,T23,T23,Greg Owen,34.9,349,10
24,T25,T25,Thomas Aiken,35.0,350,10
25,T25,T25,Jason Day,35.0,525,15
26,T25,T25,Lucas Glover,35.0,490,14
27,T25,T25,Zach Johnson,35.0,665,19
28,T25,T25,Graeme McDowell,35.0,350,10
29,T25,T25,Rory Sabbatini,35.0,245,7
30,T25,T25,John Senden,35.0,525,15
31,T25,T25,Brendon Todd,35.0,70,2
32,33,33,Dustin Johnson,35.05,701,20
33,T34,T34,David Hearn,35.06,596,17
34,T34,T34,Chez Reavie,35.06,596,17
35,36,36,Bronson Burgoon,35.08,421,12
36,37,37,Jimmy Walker,35.12,597,17
37,38,38,Ben Martin,35.13,562,16
38,39,39,Blayne Barber,35.15,457,13
39,40,40,Michael Thompson,35.18,387,11
40,T41,T41,Justin Thomas,35.19,739,21
41,T41,T41,Bubba Watson,35.19,563,16
42,T43,T43,Fabián Gómez,35.2,528,15
43,T43,T43,Andres Gonzales,35.2,352,10
44,T43,T43,John Huh,35.2,528,15
45,46,46,Jhonattan Vegas,35.21,669,19
46,T47,T47,Peter Malnati,35.22,317,9
47,T47,T47,Carlos Ortiz,35.22,317,9
48,T49,T49,J.B. Holmes,35.25,564,16
49,T49,T49,Brooks Koepka,35.25,564,16
50,T49,T49,Rod Pampling,35.25,282,8
51,T49,T49,Vaughn Taylor,35.25,423,12
52,T49,T49,Johnson Wagner,35.25,564,16
53,54,54,Patrick Rodgers,35.27,529,15
54,T55,T55,Charl Schwartzel,35.29,600,17
55,T55,T55,Daniel Summerhays,35.29,741,21
56,T57,T57,Charles Howell III,35.3,706,20
57,T57,T57,Russell Knox,35.3,706,20
58,T57,T57,Matt Kuchar,35.3,812,23
59,T60,T60,Scott Stallings,35.33,318,9
60,T60,T60,Brett Stegmaier,35.33,530,15
61,T60,T60,Tim Wilkinson,35.33,424,12
62,63,63,Adam Hadwin,35.37,672,19
63,64,64,Si Woo Kim,35.38,743,21
64,65,65,Marc Leishman,35.39,637,18
65,66,66,Shawn Stefani,35.4,531,15
66,T67,T67,Kevin Chappell,35.42,673,19
67,T67,T67,Jim Furyk,35.42,425,12
68,T67,T67,Henrik Norlander,35.42,425,12
69,70,70,Wes Roach,35.43,248,7
70,T71,T71,Rickie Fowler,35.44,567,16
71,T71,T71,Ryan Moore,35.44,638,18
72,T71,T71,Sean O'Hair,35.44,638,18
73,T74,T74,Shane Lowry,35.45,390,11
74,T74,T74,Gary Woodland,35.45,709,20
75,76,76,Bryce Molder,35.46,461,13
76,T77,T77,Chris Kirk,35.47,532,15
77,T77,T77,Jason Kokrak,35.47,603,17
78,T77,T77,Boo Weekley,35.47,532,15
79,T80,T80,Stuart Appleby,35.5,426,12
80,T80,T80,Jon Curran,35.5,639,18
81,T80,T80,Bill Haas,35.5,639,18
82,T80,T80,Hudson Swafford,35.5,781,22
83,84,84,Patrick Reed,35.52,817,23
84,85,85,Kyle Stanley,35.53,604,17
85,T86,T86,Branden Grace,35.54,462,13
86,T86,T86,Tom Hoge,35.54,462,13
87,T86,T86,Camilo Villegas,35.54,462,13
88,T89,T89,Daniel Berger,35.55,711,20
89,T89,T89,Harris English,35.55,782,22
90,T91,T91,Spencer Levin,35.56,640,18
91,T91,T91,Jeff Overton,35.56,320,9
92,93,93,Webb Simpson,35.6,534,15
93,94,94,Scott Piercy,35.63,677,19
94,95,95,Ryan Palmer,35.65,713,20
95,T96,T96,Jason Bohn,35.67,428,12
96,T96,T96,Chesson Hadley,35.67,428,12
97,T96,T96,Russell Henley,35.67,428,12
