,Front_9_Round_4_Scoring_Average_RANK THIS WEEK,Front_9_Round_4_Scoring_Average_RANK LAST WEEK,Front_9_Round_4_Scoring_Average_PLAYER NAME,Front_9_Round_4_Scoring_Average_AVG,Front_9_Round_4_Scoring_Average_TOTAL STROKES,Front_9_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Brendon Todd,33.0,66,2
1,2,2,Branden Grace,33.62,437,13
2,T3,T3,Rory McIlroy,34.21,479,14
3,T3,T3,Justin Rose,34.21,479,14
4,5,5,Morgan Hoffmann,34.22,308,9
5,T6,T6,Jerry Kelly,34.27,514,15
6,T6,T6,Troy Merritt,34.27,377,11
7,8,8,Geoff Ogilvy,34.29,240,7
8,9,9,Phil Mickelson,34.4,516,15
9,10,10,Sergio Garcia,34.45,379,11
10,T11,T11,Adam Scott,34.47,655,19
11,T11,T11,Boo Weekley,34.47,517,15
12,13,13,Russell Henley,34.5,414,12
13,T14,T14,Chris Kirk,34.53,518,15
14,T14,T14,Brandt Snedeker,34.53,656,19
15,T16,T16,Scott Stallings,34.56,311,9
16,T16,T16,Bubba Watson,34.56,553,16
17,18,18,Rory Sabbatini,34.57,242,7
18,T19,T19,Jim Furyk,34.58,415,12
19,T19,T19,Luke List,34.58,415,12
20,21,21,Stewart Cink,34.64,381,11
21,22,22,Luke Guthrie,34.67,312,9
22,23,23,Patrick Reed,34.7,798,23
23,24,24,Si Woo Kim,34.71,729,21
24,25,25,Fabián Gómez,34.73,521,15
25,26,26,Robert Garrigus,34.75,417,12
26,27,27,Peter Malnati,34.78,313,9
27,28,28,John Senden,34.8,522,15
28,29,29,Paul Casey,34.81,557,16
29,T30,T30,Jason Kokrak,34.82,592,17
30,T30,T30,Michael Thompson,34.82,383,11
31,32,32,Russell Knox,34.85,697,20
32,33,33,Patrick Rodgers,34.87,523,15
33,T34,T34,Rickie Fowler,34.88,558,16
34,T34,T34,Jimmy Walker,34.88,593,17
35,T36,T36,Marc Leishman,34.89,628,18
36,T36,T36,Ryan Moore,34.89,628,18
37,38,38,Roberto Castro,34.9,733,21
38,39,39,Retief Goosen,34.91,384,11
39,40,40,Jason Day,34.93,524,15
40,41,41,William McGirt,34.95,699,20
41,T42,T42,Blayne Barber,35.0,455,13
42,T42,T42,Brian Harman,35.0,735,21
43,T42,T42,Dustin Johnson,35.0,700,20
44,T42,T42,David Lingmerth,35.0,595,17
45,T42,T42,Andrew Loupe,35.0,350,10
46,T42,T42,Bryce Molder,35.0,455,13
47,T42,T42,Ryan Palmer,35.0,700,20
48,T42,T42,Wes Roach,35.0,245,7
49,T42,T42,Steve Stricker,35.0,350,10
50,T42,T42,Vaughn Taylor,35.0,420,12
51,T42,T42,Jhonattan Vegas,35.0,665,19
52,53,53,Zach Johnson,35.05,666,19
53,54,54,Sean O'Hair,35.06,631,18
54,T55,T55,K.J. Choi,35.07,491,14
55,T55,T55,Francesco Molinari,35.07,491,14
56,T55,T55,Cameron Tringale,35.07,491,14
57,58,58,Stuart Appleby,35.08,421,12
58,T59,T59,Matt Kuchar,35.09,807,23
59,T59,T59,Kyle Reifers,35.09,807,23
60,T61,T61,Tony Finau,35.11,667,19
61,T61,T61,Kelly Kraft,35.11,316,9
62,T61,T61,Spencer Levin,35.11,632,18
63,T61,T61,Carlos Ortiz,35.11,316,9
64,T61,T61,Jordan Spieth,35.11,632,18
65,66,66,Smylie Kaufman,35.12,597,17
66,T67,T67,Chad Campbell,35.13,562,16
67,T67,T67,Jason Dufner,35.13,843,24
68,T67,T67,Brooks Koepka,35.13,562,16
69,T67,T67,Shawn Stefani,35.13,527,15
70,T71,T71,Lucas Glover,35.14,492,14
71,T71,T71,Matt Jones,35.14,492,14
72,T71,T71,Kevin Na,35.14,738,21
73,T74,T74,Billy Hurley III,35.15,457,13
74,T74,T74,Seung-Yul Noh,35.15,457,13
75,T74,T74,Vijay Singh,35.15,457,13
76,T77,T77,Tyler Aldridge,35.17,422,12
77,T77,T77,Tim Wilkinson,35.17,422,12
78,79,79,Dawie van der Walt,35.18,387,11
79,T80,T80,Abraham Ancer,35.2,176,5
80,T80,T80,Hideki Matsuyama,35.2,528,15
81,T80,T80,Willy Wilcox,35.2,352,10
82,T83,T83,Ricky Barnes,35.21,669,19
83,T83,T83,Sung Kang,35.21,493,14
84,85,85,Chris Stroud,35.23,458,13
85,T86,T86,Aaron Baddeley,35.24,599,17
86,T86,T86,David Hearn,35.24,599,17
87,T86,T86,Jim Herman,35.24,599,17
88,T86,T86,Kevin Kisner,35.24,740,21
89,T86,T86,Chez Reavie,35.24,599,17
90,T86,T86,Justin Thomas,35.24,740,21
91,T92,T92,James Hahn,35.25,564,16
92,T92,T92,Charles Howell III,35.25,705,20
93,T92,T92,Ben Martin,35.25,564,16
94,T92,T92,Johnson Wagner,35.25,564,16
95,T96,T96,Harris English,35.27,776,22
96,T96,T96,Steve Marino,35.27,388,11
97,98,98,Luke Donald,35.29,600,17
98,T99,T99,Scott Brown,35.31,565,16
99,T99,T99,Martin Laird,35.31,565,16
100,101,101,Scott Piercy,35.32,671,19
101,T102,T102,Scott Langley,35.33,318,9
102,T102,T102,Sam Saunders,35.33,318,9
103,T102,T102,Webb Simpson,35.33,530,15
104,105,105,Andres Gonzales,35.4,354,10
105,106,106,Kyle Stanley,35.41,602,17
106,T107,T107,Jonas Blixt,35.42,425,12
107,T107,T107,Bronson Burgoon,35.42,425,12
108,T107,T107,Ernie Els,35.42,425,12
109,110,110,Emiliano Grillo,35.43,744,21
110,111,111,Chad Collins,35.44,319,9
111,T112,T112,Padraig Harrington,35.45,390,11
112,T112,T112,Hudson Swafford,35.45,780,22
113,T114,T114,Zac Blair,35.47,603,17
114,T114,T114,Adam Hadwin,35.47,674,19
115,T114,T114,Brett Stegmaier,35.47,532,15
116,T114,T114,Robert Streb,35.47,532,15
117,T118,T118,Derek Ernst,35.5,284,8
118,T118,T118,Patton Kizzire,35.5,639,18
119,T118,T118,Graeme McDowell,35.5,355,10
120,T118,T118,Louis Oosthuizen,35.5,426,12
121,T118,T118,Scott Pinckney,35.5,497,14
122,T123,T123,John Huh,35.53,533,15
123,T123,T123,Kevin Streelman,35.53,533,15
124,125,125,Steve Wheatcroft,35.57,498,14
125,126,126,Brian Stuard,35.58,427,12
126,127,127,Colt Knost,35.59,605,17
127,128,128,Daniel Berger,35.6,712,20
128,129,129,Alex Cejka,35.62,463,13
129,T130,T130,Mark Hubbard,35.63,677,19
130,T130,T130,Freddie Jacobson,35.63,570,16
131,T130,T130,Rod Pampling,35.63,285,8
132,133,133,Tyrone Van Aswegen,35.65,713,20
133,T134,T134,Billy Horschel,35.67,535,15
134,T134,T134,Henrik Norlander,35.67,428,12
135,T134,T134,Daniel Summerhays,35.67,749,21
136,T137,T137,Tom Hoge,35.69,464,13
137,T137,T137,J.B. Holmes,35.69,571,16
138,T139,T139,Anirban Lahiri,35.71,500,14
139,T139,T139,Will MacKenzie,35.71,500,14
140,T139,T139,Charl Schwartzel,35.71,607,17
141,142,142,Whee Kim,35.73,393,11
142,T143,T143,Hunter Mahan,35.75,286,8
143,T143,T143,George McNeill,35.75,143,4
144,145,145,Danny Lee,35.76,608,17
145,T146,T146,Ben Crane,35.77,465,13
146,T146,T146,Camilo Villegas,35.77,465,13
147,T148,T148,Jon Curran,35.78,644,18
148,T148,T148,Jeff Overton,35.78,322,9
149,150,150,Kevin Chappell,35.79,680,19
150,T151,T151,Keegan Bradley,35.8,537,15
151,T151,T151,Gary Woodland,35.8,716,20
152,T153,T153,Brendon de Jonge,35.82,394,11
153,T153,T153,Mark Wilson,35.82,394,11
154,155,155,Hiroshi Iwata,35.83,430,12
155,156,156,Nick Taylor,35.85,466,13
156,T157,T157,Ken Duke,35.86,251,7
157,T157,T157,Rhein Gibson,35.86,251,7
158,159,159,Thomas Aiken,35.9,359,10
159,T160,T160,Jason Bohn,35.92,431,12
160,T160,T160,Jason Gore,35.92,431,12
161,162,162,Harold Varner III,35.94,611,17
162,T163,T163,Robert Allenby,36.0,72,2
163,T163,T163,Bill Haas,36.0,648,18
164,T163,T163,Charley Hoffman,36.0,648,18
