,Tenth_Tee_Early_Round_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_4_Scoring_Average_AVG,Tenth_Tee_Early_Round_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_4_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Chad Campbell,65.0,130,2
1,T1,T1,Chris Kirk,65.0,65,1
2,T1,T1,Cameron Tringale,65.0,65,1
3,T4,T4,Adam Hadwin,66.0,66,1
4,T4,T4,Dustin Johnson,66.0,66,1
5,T4,T4,Marc Leishman,66.0,66,1
6,T4,T4,Chez Reavie,66.0,66,1
7,T4,T4,Bubba Watson,66.0,66,1
8,9,9,Jason Kokrak,66.33,199,3
9,T10,T10,Tyler Aldridge,66.5,133,2
10,T10,T10,Brian Stuard,66.5,133,2
11,T12,T12,Graham DeLaet,67.0,134,2
12,T12,T12,Charles Howell III,67.0,67,1
13,T12,T12,Scott Langley,67.0,67,1
14,T12,T12,Luke List,67.0,67,1
15,T12,T12,Peter Malnati,67.0,67,1
16,T12,T12,Ben Martin,67.0,134,2
17,T12,T12,Scott Stallings,67.0,67,1
18,T19,T19,David Lingmerth,67.5,135,2
19,T19,T19,John Senden,67.5,135,2
20,21,21,Gary Woodland,67.67,203,3
21,T22,T22,Jonas Blixt,68.0,68,1
22,T22,T22,K.J. Choi,68.0,204,3
23,T22,T22,David Hearn,68.0,136,2
24,T22,T22,Will MacKenzie,68.0,136,2
25,T22,T22,William McGirt,68.0,68,1
26,T22,T22,Charl Schwartzel,68.0,68,1
27,T22,T22,Justin Thomas,68.0,68,1
28,T22,T22,Michael Thompson,68.0,68,1
29,T22,T22,Johnson Wagner,68.0,68,1
30,31,31,Seung-Yul Noh,68.33,205,3
31,T32,T32,Morgan Hoffmann,68.5,137,2
32,T32,T32,Jhonattan Vegas,68.5,137,2
