,Total_Eagles_RANK THIS WEEK,Total_Eagles_RANK LAST WEEK,Total_Eagles_PLAYER NAME,Total_Eagles_ROUNDS,Total_Eagles_TOTAL
0,T1,T1,Kevin Chappell,93,16.0
1,T1,T1,Dustin Johnson,87,16.0
2,T1,T1,Ben Martin,92,16.0
3,T4,T4,Jason Day,76,14.0
4,T4,T4,Chez Reavie,90,14.0
5,T6,T6,Scott Piercy,87,13.0
6,T6,T6,Patrick Rodgers,89,13.0
7,T6,T6,Adam Scott,79,13.0
8,T6,T6,Daniel Summerhays,99,13.0
9,T6,T6,Hudson Swafford,104,13.0
10,T11,T11,Morgan Hoffmann,71,12.0
11,T11,T11,Hiroshi Iwata,85,12.0
12,T11,T11,Si Woo Kim,113,12.0
13,T11,T11,Ryan Palmer,86,12.0
14,T11,T11,Patrick Reed,105,12.0
15,T11,T11,Kyle Reifers,115,12.0
16,T11,T11,Jhonattan Vegas,97,12.0
17,T18,T18,Sung Kang,89,11.0
18,T18,T18,Jerry Kelly,76,11.0
19,T18,T18,Brooks Koepka,75,11.0
20,T18,T18,Justin Thomas,99,11.0
21,T18,T18,Bubba Watson,72,11.0
22,T18,T18,Gary Woodland,95,11.0
23,T24,T24,David Hearn,95,10.0
24,T24,T24,Charley Hoffman,91,10.0
25,T24,T24,Charles Howell III,91,10.0
26,T24,T24,Kevin Kisner,97,10.0
27,T24,T24,Scott Pinckney,87,10.0
28,T24,T24,Nick Taylor,83,10.0
29,T24,T24,Harold Varner III,92,10.0
30,T24,T24,Jimmy Walker,85,10.0
31,T32,T32,Aaron Baddeley,93,9.0
32,T32,T32,Bronson Burgoon,83,9.0
33,T32,T32,Roberto Castro,97,9.0
34,T32,T32,Ernie Els,66,9.0
35,T32,T32,Tony Finau,95,9.0
36,T32,T32,Bill Haas,86,9.0
37,T32,T32,Tom Hoge,81,9.0
38,T32,T32,Mark Hubbard,101,9.0
39,T32,T32,Smylie Kaufman,91,9.0
40,T32,T32,D.H. Lee,61,9.0
41,T32,T32,Danny Lee,93,9.0
42,T32,T32,Andrew Loupe,75,9.0
43,T32,T32,Brendan Steele,88,9.0
44,T32,T32,Robert Streb,87,9.0
45,T32,T32,Chris Stroud,82,9.0
46,T32,T32,Dawie van der Walt,72,9.0
47,T32,T32,Johnson Wagner,86,9.0
48,T49,T49,Jonas Blixt,79,8.0
49,T49,T49,Scott Brown,88,8.0
50,T49,T49,Jason Dufner,105,8.0
51,T49,T49,Jason Gore,78,8.0
52,T49,T49,Jim Herman,93,8.0
53,T49,T49,Spencer Levin,104,8.0
54,T49,T49,Jamie Lovemark,91,8.0
55,T49,T49,Rory McIlroy,69,8.0
56,T49,T49,Bryce Molder,80,8.0
57,T49,T49,Kevin Na,96,8.0
58,T49,T49,Webb Simpson,70,8.0
59,T49,T49,Kyle Stanley,92,8.0
60,T49,T49,Shawn Stefani,91,8.0
61,T49,T49,Steve Wheatcroft,85,8.0
62,T63,T63,Blayne Barber,84,7.0
63,T63,T63,Graham DeLaet,70,7.0
64,T63,T63,Ken Duke,58,7.0
65,T63,T63,Harris English,97,7.0
66,T63,T63,Rickie Fowler,80,7.0
67,T63,T63,Robert Garrigus,69,7.0
68,T63,T63,Fabián Gómez,82,7.0
69,T63,T63,Luke Guthrie,57,7.0
70,T63,T63,Adam Hadwin,93,7.0
71,T63,T63,Brian Harman,104,7.0
72,T63,T63,Russell Henley,76,7.0
73,T63,T63,Colt Knost,90,7.0
74,T63,T63,William McGirt,98,7.0
75,T63,T63,Francesco Molinari,64,7.0
76,T63,T63,Geoff Ogilvy,63,7.0
77,T63,T63,Louis Oosthuizen,63,7.0
78,T63,T63,Greg Owen,85,7.0
79,T63,T63,Jordan Spieth,80,7.0
80,T63,T63,Kevin Streelman,82,7.0
81,T63,T63,Michael Thompson,71,7.0
82,T63,T63,Cameron Tringale,81,7.0
83,T63,T63,Tyrone Van Aswegen,105,7.0
84,T63,T63,Camilo Villegas,83,7.0
85,T86,T86,Thomas Aiken,70,6.0
86,T86,T86,Tyler Aldridge,83,6.0
87,T86,T86,Keegan Bradley,82,6.0
88,T86,T86,Stewart Cink,61,6.0
89,T86,T86,Sergio Garcia,54,6.0
90,T86,T86,James Hahn,85,6.0
91,T86,T86,John Huh,86,6.0
92,T86,T86,Jason Kokrak,89,6.0
93,T86,T86,Kelly Kraft,63,6.0
94,T86,T86,Anirban Lahiri,72,6.0
95,T86,T86,Marc Leishman,89,6.0
96,T86,T86,David Lingmerth,84,6.0
97,T86,T86,Luke List,79,6.0
98,T86,T86,Hunter Mahan,61,6.0
99,T86,T86,Troy Merritt,77,6.0
100,T86,T86,Phil Mickelson,75,6.0
101,T86,T86,Henrik Norlander,71,6.0
102,T86,T86,Justin Rose,65,6.0
103,T86,T86,Charl Schwartzel,73,6.0
104,T86,T86,Brett Stegmaier,87,6.0
105,T86,T86,Boo Weekley,83,6.0
106,T86,T86,Willy Wilcox,67,6.0
107,T108,T108,Daniel Berger,92,5.0
108,T108,T108,Paul Casey,77,5.0
109,T108,T108,Alex Cejka,71,5.0
110,T108,T108,K.J. Choi,73,5.0
111,T108,T108,Chad Collins,73,5.0
112,T108,T108,Derek Ernst,59,5.0
113,T108,T108,Lucas Glover,75,5.0
114,T108,T108,Freddie Jacobson,86,5.0
115,T108,T108,Whee Kim,82,5.0
116,T108,T108,Chris Kirk,90,5.0
117,T108,T108,Patton Kizzire,93,5.0
118,T108,T108,Russell Knox,92,5.0
119,T108,T108,Matt Kuchar,100,5.0
120,T108,T108,Shane Lowry,57,5.0
121,T108,T108,Peter Malnati,85,5.0
122,T108,T108,Seung-Yul Noh,85,5.0
123,T108,T108,Sean O'Hair,89,5.0
124,T108,T108,Rob Oppenheim,67,5.0
125,T108,T108,Carlos Ortiz,79,5.0
126,T108,T108,Wes Roach,59,5.0
127,T108,T108,Sam Saunders,69,5.0
128,T108,T108,John Senden,88,5.0
129,T108,T108,Scott Stallings,74,5.0
130,T108,T108,Vaughn Taylor,72,5.0
131,T132,T132,Robert Allenby,51,4.0
132,T132,T132,Stuart Appleby,71,4.0
133,T132,T132,Steven Bowditch,71,4.0
134,T132,T132,Chad Campbell,90,4.0
135,T132,T132,Brendon de Jonge,83,4.0
136,T132,T132,Jim Furyk,52,4.0
137,T132,T132,Andres Gonzales,80,4.0
138,T132,T132,Emiliano Grillo,93,4.0
139,T132,T132,Padraig Harrington,54,4.0
140,T132,T132,J.J. Henry,68,4.0
141,T132,T132,J.B. Holmes,77,4.0
142,T132,T132,Billy Horschel,73,4.0
143,T132,T132,Billy Hurley III,66,4.0
144,T132,T132,Zach Johnson,90,4.0
145,T132,T132,Matt Jones,83,4.0
146,T132,T132,Michael Kim,100,4.0
147,T132,T132,Andrew Landry,53,4.0
148,T132,T132,Scott Langley,65,4.0
149,T132,T132,Ryan Moore,86,4.0
150,T132,T132,Martin Piller,59,4.0
151,T132,T132,Dicky Pride,55,4.0
152,T132,T132,Vijay Singh,72,4.0
153,T132,T132,Brandt Snedeker,93,4.0
154,T132,T132,Steve Stricker,53,4.0
155,T132,T132,Brendon Todd,66,4.0
156,T157,T157,Zac Blair,99,3.0
157,T157,T157,Ángel Cabrera,62,3.0
158,T157,T157,Ben Crane,80,3.0
159,T157,T157,Rhein Gibson,58,3.0
160,T157,T157,Retief Goosen,55,3.0
161,T157,T157,Branden Grace,63,3.0
162,T157,T157,Chesson Hadley,81,3.0
163,T157,T157,Martin Laird,82,3.0
164,T157,T157,Steve Marino,72,3.0
165,T157,T157,Hideki Matsuyama,76,3.0
166,T157,T157,Rod Pampling,54,3.0
167,T157,T157,D.A. Points,55,3.0
168,T157,T157,Tim Wilkinson,72,3.0
169,T157,T157,Mark Wilson,66,3.0
170,T171,T171,Ricky Barnes,97,2.0
171,T171,T171,Jason Bohn,67,2.0
172,T171,T171,Erik Compton,65,2.0
173,T171,T171,Jon Curran,99,2.0
174,T171,T171,Luke Donald,81,2.0
175,T171,T171,Derek Fathauer,94,2.0
176,T171,T171,Graeme McDowell,63,2.0
177,T171,T171,Jeff Overton,69,2.0
178,T171,T171,Rory Sabbatini,57,2.0
179,T171,T171,Cameron Smith,73,2.0
180,T181,T181,Abraham Ancer,51,1.0
181,T181,T181,Will MacKenzie,84,1.0
182,T181,T181,George McNeill,51,1.0
183,T181,T181,Brian Stuard,66,1.0
184,185,185,David Toms,62,
