,Late_Par_4_Scoring_Average_RANK THIS WEEK,Late_Par_4_Scoring_Average_RANK LAST WEEK,Late_Par_4_Scoring_Average_PLAYER NAME,Late_Par_4_Scoring_Average_ROUNDS,Late_Par_4_Scoring_Average_AVG,Late_Par_4_Scoring_Average_TOTAL STROKES,Late_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Brandt Snedeker,93,3.96,2272,574
1,T2,T2,Jason Bohn,67,3.97,1240,312
2,T2,T2,Roberto Castro,97,3.97,1935,488
3,T2,T2,Dustin Johnson,87,3.97,2499,629
4,T5,T5,Rickie Fowler,80,3.98,2075,522
5,T5,T5,Ryan Moore,86,3.98,2076,521
6,T5,T5,Webb Simpson,70,3.98,1492,375
7,T8,T8,Kevin Chappell,93,3.99,2187,548
8,T8,T8,Jason Dufner,105,3.99,2133,535
9,T8,T8,Kevin Kisner,97,3.99,2029,508
10,T8,T8,Brooks Koepka,75,3.99,1749,438
11,T8,T8,Kevin Na,96,3.99,2150,539
12,T8,T8,Adam Scott,79,3.99,2192,549
13,T8,T8,Jordan Spieth,80,3.99,2128,533
14,T15,T15,Daniel Berger,92,4.0,1727,432
15,T15,T15,Scott Brown,88,4.0,1954,488
16,T15,T15,Lucas Glover,75,4.0,1593,398
17,T15,T15,Luke Guthrie,57,4.0,1056,264
18,T15,T15,Russell Henley,76,4.0,1778,445
19,T15,T15,Matt Kuchar,100,4.0,2140,535
20,T15,T15,Steve Marino,72,4.0,1389,347
21,T15,T15,Patrick Reed,105,4.0,2186,546
22,T15,T15,Brett Stegmaier,87,4.0,1726,432
23,T24,T24,Paul Casey,77,4.01,2002,499
24,T24,T24,Branden Grace,63,4.01,1271,317
25,T24,T24,Freddie Jacobson,86,4.01,1940,484
26,T24,T24,Ben Martin,92,4.01,1543,385
27,T24,T24,Hideki Matsuyama,76,4.01,1810,451
28,T24,T24,Henrik Norlander,71,4.01,1155,288
29,T24,T24,Steve Stricker,53,4.01,1182,295
30,T24,T24,David Toms,62,4.01,1288,321
31,T32,T32,Aaron Baddeley,93,4.02,1757,437
32,T32,T32,Jon Curran,99,4.02,1904,474
33,T32,T32,Graham DeLaet,70,4.02,1519,378
34,T32,T32,Luke Donald,81,4.02,1668,415
35,T32,T32,Tony Finau,95,4.02,2067,514
36,T32,T32,Robert Garrigus,69,4.02,1198,298
37,T32,T32,Hunter Mahan,61,4.02,1000,249
38,T32,T32,William McGirt,98,4.02,2019,502
39,T32,T32,Rory McIlroy,69,4.02,1582,394
40,T32,T32,Sean O'Hair,89,4.02,1780,443
41,T32,T32,John Senden,88,4.02,1866,464
42,T32,T32,Scott Stallings,74,4.02,1422,354
43,T32,T32,Hudson Swafford,104,4.02,2439,607
44,T32,T32,Dawie van der Walt,72,4.02,1430,356
45,T32,T32,Jhonattan Vegas,97,4.02,1791,445
46,T47,T47,Zac Blair,99,4.03,1859,461
47,T47,T47,Alex Cejka,71,4.03,1425,354
48,T47,T47,Jason Day,76,4.03,1676,416
49,T47,T47,Derek Fathauer,94,4.03,2153,534
50,T47,T47,Sergio Garcia,54,4.03,1323,328
51,T47,T47,Bill Haas,86,4.03,1912,475
52,T47,T47,James Hahn,85,4.03,1545,383
53,T47,T47,David Hearn,95,4.03,2104,522
54,T47,T47,Charles Howell III,91,4.03,1940,481
55,T47,T47,Billy Hurley III,66,4.03,1395,346
56,T47,T47,Si Woo Kim,113,4.03,2514,624
57,T47,T47,Colt Knost,90,4.03,1729,429
58,T47,T47,Russell Knox,92,4.03,1891,469
59,T47,T47,Marc Leishman,89,4.03,1764,438
60,T47,T47,Bryce Molder,80,4.03,1731,430
61,T47,T47,Rob Oppenheim,67,4.03,1293,321
62,T47,T47,Rod Pampling,54,4.03,943,234
63,T47,T47,Martin Piller,59,4.03,1248,310
64,T47,T47,Chez Reavie,90,4.03,1793,445
65,T47,T47,Chris Stroud,82,4.03,1525,378
66,T47,T47,Nick Taylor,83,4.03,1699,422
67,T47,T47,Willy Wilcox,67,4.03,1241,308
68,T69,T69,Ricky Barnes,97,4.04,1742,431
69,T69,T69,Harris English,97,4.04,1947,482
70,T69,T69,Brian Harman,104,4.04,2165,536
71,T69,T69,Sung Kang,89,4.04,1909,473
72,T69,T69,Martin Laird,82,4.04,1466,363
73,T69,T69,David Lingmerth,84,4.04,1665,412
74,T69,T69,Wes Roach,59,4.04,1114,276
75,T69,T69,Vijay Singh,72,4.04,1552,384
76,T69,T69,Vaughn Taylor,72,4.04,1445,358
77,T69,T69,Bubba Watson,72,4.04,1398,346
78,T69,T69,Gary Woodland,95,4.04,1953,483
79,T80,T80,Thomas Aiken,70,4.05,1215,300
80,T80,T80,Tyler Aldridge,83,4.05,1654,408
81,T80,T80,Ben Crane,80,4.05,1748,432
82,T80,T80,Adam Hadwin,93,4.05,2052,507
83,T80,T80,Jerry Kelly,76,4.05,1776,439
84,T80,T80,Patton Kizzire,93,4.05,1740,430
85,T80,T80,Jason Kokrak,89,4.05,1713,423
86,T80,T80,Kelly Kraft,63,4.05,1414,349
87,T80,T80,Spencer Levin,104,4.05,2103,519
88,T80,T80,Will MacKenzie,84,4.05,1703,420
89,T80,T80,Phil Mickelson,75,4.05,1645,406
90,T80,T80,Francesco Molinari,64,4.05,1404,347
91,T80,T80,Ryan Palmer,86,4.05,1920,474
92,T80,T80,Kyle Stanley,92,4.05,1748,432
93,T80,T80,Tyrone Van Aswegen,105,4.05,2291,566
94,T80,T80,Tim Wilkinson,72,4.05,1369,338
95,T96,T96,Abraham Ancer,51,4.06,1055,260
96,T96,T96,Blayne Barber,84,4.06,1750,431
97,T96,T96,Chad Campbell,90,4.06,1905,469
98,T96,T96,K.J. Choi,73,4.06,1830,451
99,T96,T96,Stewart Cink,61,4.06,1056,260
100,T96,T96,Andres Gonzales,80,4.06,1490,367
101,T96,T96,Charley Hoffman,91,4.06,2051,505
102,T96,T96,J.B. Holmes,77,4.06,1460,360
103,T96,T96,Chris Kirk,90,4.06,1643,405
104,T96,T96,Scott Langley,65,4.06,1189,293
105,T96,T96,Danny Lee,93,4.06,2046,504
106,T96,T96,Jamie Lovemark,91,4.06,1968,485
107,T96,T96,Graeme McDowell,63,4.06,1365,336
108,T96,T96,Greg Owen,85,4.06,1585,390
109,T96,T96,D.A. Points,55,4.06,1048,258
110,T96,T96,Kyle Reifers,115,4.06,2349,578
111,T96,T96,Patrick Rodgers,89,4.06,1956,482
112,T96,T96,Kevin Streelman,82,4.06,1696,418
113,T96,T96,Justin Thomas,99,4.06,2166,534
114,T96,T96,Harold Varner III,92,4.06,2121,523
115,T96,T96,Jimmy Walker,85,4.06,1983,489
116,T96,T96,Steve Wheatcroft,85,4.06,1562,385
117,T118,T118,Jonas Blixt,79,4.07,1603,394
118,T118,T118,Emiliano Grillo,93,4.07,1678,412
119,T118,T118,Padraig Harrington,54,4.07,1058,260
120,T118,T118,Morgan Hoffmann,71,4.07,1633,401
121,T118,T118,Zach Johnson,90,4.07,1852,455
122,T118,T118,Smylie Kaufman,91,4.07,2037,500
123,T118,T118,Michael Kim,100,4.07,1982,487
124,T118,T118,Andrew Landry,53,4.07,936,230
125,T118,T118,Peter Malnati,85,4.07,1850,454
126,T118,T118,Jeff Overton,69,4.07,1318,324
127,T118,T118,Scott Piercy,87,4.07,1835,451
128,T118,T118,Dicky Pride,55,4.07,1106,272
129,T118,T118,Charl Schwartzel,73,4.07,1715,421
130,T118,T118,Robert Streb,87,4.07,1664,409
131,T118,T118,Cameron Tringale,81,4.07,1764,433
132,T133,T133,Retief Goosen,55,4.08,1176,288
133,T133,T133,Luke List,79,4.08,1737,426
134,T133,T133,Scott Pinckney,87,4.08,1778,436
135,T133,T133,Brendan Steele,88,4.08,1857,455
136,T133,T133,Michael Thompson,71,4.08,1416,347
137,T133,T133,Camilo Villegas,83,4.08,1672,410
138,T133,T133,Boo Weekley,83,4.08,1624,398
139,T140,T140,Stuart Appleby,71,4.09,1234,302
140,T140,T140,Keegan Bradley,82,4.09,1737,425
141,T140,T140,Brendon de Jonge,83,4.09,1656,405
142,T140,T140,Derek Ernst,59,4.09,1092,267
143,T140,T140,Jim Furyk,52,4.09,1186,290
144,T140,T140,Jason Gore,78,4.09,1440,352
145,T140,T140,Mark Hubbard,101,4.09,2055,503
146,T140,T140,Whee Kim,82,4.09,1398,342
147,T140,T140,Shane Lowry,57,4.09,1280,313
148,T140,T140,Seung-Yul Noh,85,4.09,1683,411
149,T140,T140,Justin Rose,65,4.09,1383,338
150,T140,T140,Shawn Stefani,91,4.09,1739,425
151,T140,T140,Brian Stuard,66,4.09,1361,333
152,T140,T140,Johnson Wagner,86,4.09,1904,466
153,T154,T154,Bronson Burgoon,83,4.1,1855,452
154,T154,T154,Jim Herman,93,4.1,1982,484
155,T154,T154,Tom Hoge,81,4.1,1685,411
156,T154,T154,Billy Horschel,73,4.1,1599,390
157,T154,T154,Andrew Loupe,75,4.1,1620,395
158,T154,T154,Daniel Summerhays,99,4.1,2098,512
159,T160,T160,Robert Allenby,51,4.11,1105,269
160,T160,T160,Fabián Gómez,82,4.11,1423,346
161,T160,T160,John Huh,86,4.11,1827,444
162,T160,T160,Matt Jones,83,4.11,1645,400
163,T160,T160,Anirban Lahiri,72,4.11,1466,357
164,T160,T160,Sam Saunders,69,4.11,1510,367
165,T160,T160,Brendon Todd,66,4.11,1414,344
166,T167,T167,Ernie Els,66,4.12,1206,293
167,T167,T167,Chesson Hadley,81,4.12,1802,437
168,T167,T167,J.J. Henry,68,4.12,1257,305
169,T167,T167,Troy Merritt,77,4.12,1528,371
170,T167,T167,Carlos Ortiz,79,4.12,1495,363
171,T167,T167,Rory Sabbatini,57,4.12,959,233
172,T167,T167,Cameron Smith,73,4.12,1465,356
173,T174,T174,Ángel Cabrera,62,4.13,1255,304
174,T174,T174,Erik Compton,65,4.13,1202,291
175,T174,T174,Hiroshi Iwata,85,4.13,1671,405
176,T174,T174,George McNeill,51,4.13,1178,285
177,T174,T174,Mark Wilson,66,4.13,1119,271
178,T179,T179,Rhein Gibson,58,4.14,1181,285
179,T179,T179,Geoff Ogilvy,63,4.14,1191,288
180,T181,T181,Chad Collins,73,4.16,1339,322
181,T181,T181,Ken Duke,58,4.16,1205,290
182,183,183,Louis Oosthuizen,63,4.17,1404,337
183,184,184,D.H. Lee,61,4.22,1164,276
184,185,185,Steven Bowditch,71,4.24,1560,368
