,Early_Round_2_Scoring_Average_RANK THIS WEEK,Early_Round_2_Scoring_Average_RANK LAST WEEK,Early_Round_2_Scoring_Average_PLAYER NAME,Early_Round_2_Scoring_Average_AVG,Early_Round_2_Scoring_Average_TOTAL STROKES,Early_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Jordan Spieth,68.6,686,10
1,T2,T2,Jim Furyk,69.0,414,6
2,T2,T2,Scott Piercy,69.0,621,9
3,4,4,Rory McIlroy,69.13,553,8
4,5,5,Stewart Cink,69.22,623,9
5,6,6,Adam Scott,69.4,347,5
6,7,7,Patrick Rodgers,69.43,972,14
7,8,8,Roberto Castro,69.44,1111,16
8,T9,T9,Retief Goosen,69.57,487,7
9,T9,T9,Russell Knox,69.57,974,14
10,11,11,Alex Cejka,69.6,696,10
11,T12,T12,Dustin Johnson,69.64,766,11
12,T12,T12,Charl Schwartzel,69.64,766,11
13,T14,T14,Michael Kim,69.67,1045,15
14,T14,T14,Johnson Wagner,69.67,1045,15
15,T16,T16,Matt Kuchar,69.69,1115,16
16,T16,T16,Spencer Levin,69.69,1115,16
17,T16,T16,Jhonattan Vegas,69.69,906,13
18,T19,T19,Billy Horschel,69.75,558,8
19,T19,T19,Zach Johnson,69.75,837,12
20,T19,T19,Brooks Koepka,69.75,558,8
21,T19,T19,Kelly Kraft,69.75,558,8
22,23,23,Justin Thomas,69.78,628,9
23,T24,T24,Billy Hurley III,69.8,698,10
24,T24,T24,Kyle Reifers,69.8,1047,15
25,26,26,Daniel Berger,69.83,838,12
26,T27,T27,Si Woo Kim,69.89,1258,18
27,T27,T27,Phil Mickelson,69.89,629,9
28,29,29,Lucas Glover,69.9,699,10
29,30,30,Brendan Steele,69.91,769,11
30,31,31,Chris Stroud,69.92,909,13
31,32,32,Gary Woodland,69.93,1049,15
32,T33,T33,Jonas Blixt,70.0,840,12
33,T33,T33,Patton Kizzire,70.0,980,14
34,T33,T33,Louis Oosthuizen,70.0,490,7
35,T33,T33,Nick Taylor,70.0,700,10
36,T33,T33,Michael Thompson,70.0,770,11
37,T33,T33,Willy Wilcox,70.0,770,11
38,T39,T39,Jason Dufner,70.08,841,12
39,T39,T39,Harris English,70.08,841,12
40,41,41,Tim Wilkinson,70.11,631,9
41,42,42,Tony Finau,70.12,1192,17
42,T43,T43,Kevin Kisner,70.15,912,13
43,T43,T43,Kyle Stanley,70.15,912,13
44,45,45,Brandt Snedeker,70.17,842,12
45,46,46,Jason Day,70.2,351,5
46,47,47,Ryan Moore,70.23,913,13
47,48,48,Ricky Barnes,70.25,1124,16
48,49,49,Matt Jones,70.27,773,11
49,50,50,Sean O'Hair,70.29,984,14
50,T51,T51,Jason Gore,70.33,844,12
51,T51,T51,Brian Harman,70.33,1055,15
52,T51,T51,Daniel Summerhays,70.33,1055,15
53,T51,T51,Tyrone Van Aswegen,70.33,844,12
54,55,55,J.B. Holmes,70.36,774,11
55,T56,T56,Jim Herman,70.38,1126,16
56,T56,T56,John Senden,70.38,915,13
57,T58,T58,Charles Howell III,70.43,986,14
58,T58,T58,Troy Merritt,70.43,986,14
59,60,60,Webb Simpson,70.45,775,11
60,61,61,Keegan Bradley,70.46,916,13
61,62,62,Derek Fathauer,70.47,1057,15
62,T63,T63,Charley Hoffman,70.5,705,10
63,T63,T63,Patrick Reed,70.5,846,12
64,T63,T63,Sam Saunders,70.5,705,10
65,T63,T63,Camilo Villegas,70.5,846,12
66,T67,T67,David Hearn,70.53,1058,15
67,T67,T67,Jason Kokrak,70.53,1058,15
68,T67,T67,Marc Leishman,70.53,1058,15
69,70,70,Emiliano Grillo,70.54,917,13
70,T71,T71,Sergio Garcia,70.56,635,9
71,T71,T71,Steve Stricker,70.56,635,9
72,73,73,Martin Laird,70.62,918,13
73,T74,T74,Kevin Na,70.64,777,11
74,T74,T74,Jeff Overton,70.64,777,11
75,T74,T74,Ryan Palmer,70.64,777,11
76,T77,T77,Anirban Lahiri,70.67,636,9
77,T77,T77,Will MacKenzie,70.67,848,12
78,T77,T77,William McGirt,70.67,1060,15
79,T77,T77,Hudson Swafford,70.67,848,12
80,T77,T77,Boo Weekley,70.67,1060,15
81,T82,T82,Graham DeLaet,70.7,707,10
82,T82,T82,Andrew Landry,70.7,707,10
83,T82,T82,Andrew Loupe,70.7,707,10
84,T82,T82,Mark Wilson,70.7,707,10
85,86,86,Jon Curran,70.71,990,14
86,87,87,Luke List,70.73,778,11
87,88,88,Thomas Aiken,70.75,849,12
88,89,89,Rickie Fowler,70.78,637,9
89,T90,T90,Rhein Gibson,70.82,779,11
90,T90,T90,Mark Hubbard,70.82,779,11
91,T90,T90,Bryce Molder,70.82,1204,17
92,93,93,Paul Casey,70.85,921,13
93,T94,T94,Freddie Jacobson,70.86,992,14
94,T94,T94,Brett Stegmaier,70.86,992,14
95,96,96,John Huh,70.88,1134,16
96,97,97,K.J. Choi,70.89,638,9
97,98,98,Robert Garrigus,70.91,780,11
98,T99,T99,Jerry Kelly,70.92,851,12
99,T99,T99,Jamie Lovemark,70.92,922,13
100,T99,T99,Scott Stallings,70.92,851,12
101,T102,T102,Jason Bohn,71.0,781,11
102,T102,T102,Luke Donald,71.0,781,11
103,T102,T102,Ken Duke,71.0,710,10
104,T102,T102,Vijay Singh,71.0,639,9
105,T102,T102,Brian Stuard,71.0,852,12
106,T107,T107,Scott Brown,71.07,1066,15
107,T107,T107,Chad Collins,71.07,995,14
108,T109,T109,Graeme McDowell,71.08,924,13
109,T109,T109,Cameron Smith,71.08,924,13
110,111,111,Bubba Watson,71.09,782,11
111,112,112,Bronson Burgoon,71.1,711,10
112,113,113,David Toms,71.11,640,9
113,114,114,Colt Knost,71.12,1209,17
114,115,115,Adam Hadwin,71.15,925,13
115,116,116,Robert Streb,71.18,783,11
116,T117,T117,Sung Kang,71.23,926,13
117,T117,T117,Harold Varner III,71.23,926,13
118,T119,T119,Francesco Molinari,71.25,855,12
119,T119,T119,Kevin Streelman,71.25,855,12
120,T121,T121,Derek Ernst,71.27,784,11
121,T121,T121,Chris Kirk,71.27,784,11
122,T123,T123,Chad Campbell,71.29,998,14
123,T123,T123,Shawn Stefani,71.29,998,14
124,T123,T123,Cameron Tringale,71.29,998,14
125,T126,T126,Luke Guthrie,71.3,713,10
126,T126,T126,Wes Roach,71.3,713,10
127,128,128,Blayne Barber,71.31,927,13
128,T129,T129,Scott Langley,71.33,856,12
129,T129,T129,Geoff Ogilvy,71.33,642,9
130,131,131,Chez Reavie,71.36,785,11
131,T132,T132,Aaron Baddeley,71.38,928,13
132,T132,T132,Kevin Chappell,71.38,928,13
133,134,134,Martin Piller,71.4,1071,15
134,135,135,Ben Crane,71.43,1000,14
135,T136,T136,Stuart Appleby,71.5,715,10
136,T136,T136,Brendon de Jonge,71.5,858,12
137,T136,T136,Rod Pampling,71.5,572,8
138,T136,T136,Scott Pinckney,71.5,1001,14
139,140,140,Smylie Kaufman,71.53,1073,15
140,141,141,Tom Hoge,71.54,930,13
141,142,142,Justin Rose,71.57,501,7
142,143,143,Erik Compton,71.58,859,12
143,T144,T144,J.J. Henry,71.6,716,10
144,T144,T144,Henrik Norlander,71.6,716,10
145,146,146,Danny Lee,71.62,931,13
146,147,147,Chesson Hadley,71.64,788,11
147,T148,T148,Russell Henley,71.67,860,12
148,T148,T148,Seung-Yul Noh,71.67,860,12
149,T148,T148,D.A. Points,71.67,645,9
150,151,151,Bill Haas,71.71,1004,14
151,152,152,Shane Lowry,71.73,789,11
152,153,153,Steve Marino,71.83,862,12
153,154,154,Peter Malnati,71.86,1006,14
154,155,155,James Hahn,71.88,1150,16
155,156,156,Jimmy Walker,71.92,935,13
156,157,157,Carlos Ortiz,71.93,1079,15
157,T158,T158,Abraham Ancer,72.0,576,8
158,T158,T158,Padraig Harrington,72.0,504,7
159,T158,T158,D.H. Lee,72.0,792,11
160,T158,T158,Dicky Pride,72.0,648,9
161,162,162,Hideki Matsuyama,72.1,721,10
162,163,163,Ernie Els,72.11,649,9
163,164,164,Ben Martin,72.13,1082,15
164,165,165,Tyler Aldridge,72.15,938,13
165,166,166,David Lingmerth,72.17,866,12
166,T167,T167,Zac Blair,72.2,1083,15
167,T167,T167,Andres Gonzales,72.2,1083,15
168,T167,T167,Rob Oppenheim,72.2,722,10
169,T167,T167,Vaughn Taylor,72.2,722,10
170,171,171,Whee Kim,72.27,1084,15
171,T172,T172,Hiroshi Iwata,72.29,1229,17
172,T172,T172,Greg Owen,72.29,1012,14
173,T174,T174,Branden Grace,72.33,651,9
174,T174,T174,Hunter Mahan,72.33,651,9
175,176,176,Steve Wheatcroft,72.36,796,11
176,177,177,Dawie van der Walt,72.38,941,13
177,178,178,Morgan Hoffmann,72.4,724,10
178,179,179,Fabián Gómez,72.54,943,13
179,180,180,George McNeill,72.56,653,9
180,181,181,Brendon Todd,72.62,944,13
181,182,182,Steven Bowditch,72.7,727,10
182,183,183,Rory Sabbatini,72.8,728,10
183,184,184,Ángel Cabrera,73.1,731,10
184,185,185,Robert Allenby,73.85,960,13
