,Back_9_Round_2_Scoring_Average_RANK THIS WEEK,Back_9_Round_2_Scoring_Average_RANK LAST WEEK,Back_9_Round_2_Scoring_Average_PLAYER NAME,Back_9_Round_2_Scoring_Average_AVG,Back_9_Round_2_Scoring_Average_TOTAL STROKES,Back_9_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Adam Scott,34.47,655,19
1,2,2,Dustin Johnson,34.48,724,21
2,3,3,Emiliano Grillo,34.58,830,24
3,4,4,Rory McIlroy,34.59,588,17
4,5,5,Derek Fathauer,34.64,970,28
5,6,6,Charl Schwartzel,34.72,625,18
6,7,7,Jason Kokrak,34.73,903,26
7,T8,T8,Stewart Cink,34.74,660,19
8,T8,T8,Lucas Glover,34.74,799,23
9,10,10,Russell Knox,34.79,835,24
10,T11,T11,Webb Simpson,34.8,696,20
11,T11,T11,Gary Woodland,34.8,870,25
12,13,13,Ryan Palmer,34.83,801,23
13,14,14,Jim Furyk,34.86,488,14
14,15,15,Zach Johnson,34.87,802,23
15,16,16,Roberto Castro,34.89,942,27
16,17,17,Jordan Spieth,34.9,698,20
17,18,18,Retief Goosen,34.94,559,16
18,19,19,Rickie Fowler,34.95,769,22
19,20,20,Hudson Swafford,34.97,1049,30
20,T21,T21,Harris English,35.0,910,26
21,T21,T21,Sergio Garcia,35.0,490,14
22,T21,T21,Sean O'Hair,35.0,910,26
23,T21,T21,Steve Stricker,35.0,525,15
24,25,25,Spencer Levin,35.03,1086,31
25,T26,T26,Alex Cejka,35.05,701,20
26,T26,T26,Graham DeLaet,35.05,701,20
27,T28,T28,Chad Campbell,35.07,982,28
28,T28,T28,Tyrone Van Aswegen,35.07,1017,29
29,30,30,Matt Kuchar,35.08,877,25
30,31,31,Scott Piercy,35.09,807,23
31,32,32,Tim Wilkinson,35.1,737,21
32,T33,T33,Charles Howell III,35.12,878,25
33,T33,T33,Chris Kirk,35.12,913,26
34,T33,T33,Patton Kizzire,35.12,913,26
35,T33,T33,Will MacKenzie,35.12,878,25
36,T37,T37,J.B. Holmes,35.14,738,21
37,T37,T37,Willy Wilcox,35.14,738,21
38,T39,T39,Adam Hadwin,35.15,949,27
39,T39,T39,Kyle Stanley,35.15,949,27
40,41,41,Brooks Koepka,35.16,668,19
41,T42,T42,Daniel Berger,35.17,844,24
42,T42,T42,David Hearn,35.17,1020,29
43,T44,T44,Chris Stroud,35.21,845,24
44,T44,T44,Daniel Summerhays,35.21,986,28
45,T46,T46,Jon Curran,35.23,1057,30
46,T46,T46,Seung-Yul Noh,35.23,916,26
47,48,48,Kevin Na,35.24,881,25
48,49,49,Freddie Jacobson,35.27,917,26
49,T50,T50,Jason Day,35.28,635,18
50,T50,T50,Jim Herman,35.28,1023,29
51,T50,T50,Kyle Reifers,35.28,1129,32
52,53,53,Billy Hurley III,35.3,706,20
53,T54,T54,Kevin Kisner,35.31,918,26
54,T54,T54,Johnson Wagner,35.31,918,26
55,T56,T56,Ricky Barnes,35.33,954,27
56,T56,T56,Paul Casey,35.33,742,21
57,T56,T56,Patrick Reed,35.33,954,27
58,T59,T59,Scott Brown,35.35,919,26
59,T59,T59,Chez Reavie,35.35,919,26
60,T61,T61,Jonas Blixt,35.36,884,25
61,T61,T61,Michael Kim,35.36,990,28
62,T61,T61,Colt Knost,35.36,884,25
63,T61,T61,Camilo Villegas,35.36,884,25
64,65,65,Aaron Baddeley,35.37,955,27
65,T66,T66,Jason Bohn,35.38,743,21
66,T66,T66,Jason Gore,35.38,849,24
67,T68,T68,Si Woo Kim,35.39,1168,33
68,T68,T68,Bubba Watson,35.39,637,18
69,70,70,Brian Stuard,35.4,708,20
70,T71,T71,Andrew Landry,35.41,602,17
71,T71,T71,Ryan Moore,35.41,779,22
72,T71,T71,Jeff Overton,35.41,779,22
73,T71,T71,Patrick Rodgers,35.41,956,27
74,T75,T75,Keegan Bradley,35.42,921,26
75,T75,T75,Kelly Kraft,35.42,673,19
76,T77,T77,Martin Laird,35.43,815,23
77,T77,T77,William McGirt,35.43,992,28
78,79,79,Jason Dufner,35.44,957,27
79,T80,T80,Chad Collins,35.46,922,26
80,T80,T80,Sung Kang,35.46,993,28
81,T80,T80,Robert Streb,35.46,922,26
82,83,83,Rod Pampling,35.5,568,16
83,T84,T84,Jerry Kelly,35.52,817,23
84,T84,T84,Brandt Snedeker,35.52,888,25
85,T86,T86,Troy Merritt,35.54,924,26
86,T86,T86,Brendan Steele,35.54,853,24
87,88,88,K.J. Choi,35.55,782,22
88,T89,T89,Kevin Chappell,35.56,960,27
89,T89,T89,John Huh,35.56,960,27
90,T91,T91,Mark Hubbard,35.59,1032,29
91,T91,T91,Danny Lee,35.59,961,27
92,T91,T91,John Senden,35.59,961,27
93,94,94,Mark Wilson,35.6,712,20
94,T95,T95,Brian Harman,35.61,1104,31
95,T95,T95,Harold Varner III,35.61,997,28
96,T97,T97,Blayne Barber,35.62,926,26
97,T97,T97,Brendon de Jonge,35.62,1033,29
98,T97,T97,Kevin Streelman,35.62,926,26
99,T97,T97,Boo Weekley,35.62,926,26
100,101,101,Billy Horschel,35.63,677,19
101,102,102,Stuart Appleby,35.64,784,22
102,T103,T103,James Hahn,35.65,927,26
103,T103,T103,Brett Stegmaier,35.65,927,26
104,T105,T105,Tyler Aldridge,35.69,928,26
105,T105,T105,Padraig Harrington,35.69,571,16
106,T105,T105,Luke List,35.69,928,26
107,T108,T108,Ángel Cabrera,35.7,714,20
108,T108,T108,Bill Haas,35.7,821,23
109,110,110,Marc Leishman,35.71,857,24
110,111,111,Nick Taylor,35.72,893,25
111,T112,T112,Thomas Aiken,35.73,786,22
112,T112,T112,Matt Jones,35.73,929,26
113,T112,T112,Hunter Mahan,35.73,786,22
114,T112,T112,Michael Thompson,35.73,786,22
115,116,116,Luke Donald,35.74,822,23
116,117,117,Graeme McDowell,35.75,715,20
117,T118,T118,Bronson Burgoon,35.77,930,26
118,T118,T118,Steve Marino,35.77,787,22
119,T120,T120,Peter Malnati,35.78,1145,32
120,T120,T120,Justin Thomas,35.78,966,27
121,T122,T122,Tony Finau,35.79,1002,28
122,T122,T122,Robert Garrigus,35.79,680,19
123,T122,T122,David Toms,35.79,680,19
124,T122,T122,Cameron Tringale,35.79,859,24
125,T126,T126,Whee Kim,35.81,931,26
126,T126,T126,Phil Mickelson,35.81,752,21
127,128,128,Justin Rose,35.82,609,17
128,T129,T129,Russell Henley,35.84,896,25
129,T129,T129,Scott Stallings,35.84,896,25
130,T129,T129,Steve Wheatcroft,35.84,896,25
131,132,132,Jhonattan Vegas,35.85,932,26
132,T133,T133,Ernie Els,35.86,753,21
133,T133,T133,Carlos Ortiz,35.86,1004,28
134,T133,T133,Vijay Singh,35.86,789,22
135,T136,T136,Ben Crane,35.88,897,25
136,T136,T136,Charley Hoffman,35.88,897,25
137,T136,T136,Morgan Hoffmann,35.88,861,24
138,T136,T136,D.A. Points,35.88,610,17
139,T136,T136,Dawie van der Walt,35.88,861,24
140,141,141,Jamie Lovemark,35.89,969,27
141,142,142,Rob Oppenheim,35.9,718,20
142,143,143,David Lingmerth,35.91,826,23
143,144,144,Zac Blair,35.93,1042,29
144,145,145,Branden Grace,35.94,611,17
145,T146,T146,Ken Duke,35.95,683,19
146,T146,T146,Henrik Norlander,35.95,719,20
147,T146,T146,Martin Piller,35.95,755,21
148,T149,T149,Derek Ernst,36.0,684,19
149,T149,T149,Andres Gonzales,36.0,972,27
150,T149,T149,Luke Guthrie,36.0,648,18
151,T149,T149,Francesco Molinari,36.0,648,18
152,T149,T149,Louis Oosthuizen,36.0,576,16
153,T154,T154,Smylie Kaufman,36.04,973,27
154,T154,T154,Greg Owen,36.04,1009,28
155,T156,T156,Erik Compton,36.05,757,21
156,T156,T156,Wes Roach,36.05,685,19
157,158,158,Shawn Stefani,36.07,1010,28
158,T159,T159,Scott Langley,36.1,758,21
159,T159,T159,D.H. Lee,36.1,722,20
160,161,161,Scott Pinckney,36.14,1012,28
161,162,162,Jimmy Walker,36.17,868,24
162,T163,T163,Chesson Hadley,36.19,941,26
163,T163,T163,Ben Martin,36.19,977,27
164,165,165,Anirban Lahiri,36.2,724,20
165,166,166,Cameron Smith,36.22,833,23
166,167,167,Hideki Matsuyama,36.24,761,21
167,168,168,Hiroshi Iwata,36.25,1015,28
168,169,169,George McNeill,36.26,689,19
169,170,170,J.J. Henry,36.27,798,22
170,171,171,Bryce Molder,36.32,908,25
