,Sub-Par_Rounds_RANK THIS WEEK,Sub-Par_Rounds_RANK LAST WEEK,Sub-Par_Rounds_PLAYER NAME,Sub-Par_Rounds_EVENTS
0,1,1,Si Woo Kim,34
1,2,2,Brian Harman,31
2,3,3,Dustin Johnson,22
3,4,4,Patrick Reed,28
4,5,5,Roberto Castro,27
5,6,6,Jon Curran,30
6,T7,T7,Chad Campbell,28
7,T7,T7,Charles Howell III,25
8,T7,T7,Matt Kuchar,26
9,T7,T7,Kyle Reifers,34
10,11,11,Ricky Barnes,29
11,T12,T12,Jamie Lovemark,27
12,T12,T12,Hudson Swafford,30
13,T14,T14,Kevin Chappell,27
14,T14,T14,Tony Finau,28
15,T14,T14,Adam Hadwin,27
16,T14,T14,David Hearn,29
17,T14,T14,Michael Kim,29
18,T14,T14,Spencer Levin,32
19,T20,T20,Harris English,27
20,T20,T20,William McGirt,28
21,T22,T22,Russell Knox,25
22,T22,T22,Sean O'Hair,27
23,T22,T22,Chez Reavie,27
24,T22,T22,Daniel Summerhays,28
25,T22,T22,Justin Thomas,28
26,T22,T22,Jhonattan Vegas,27
27,T28,T28,Aaron Baddeley,28
28,T28,T28,Rickie Fowler,23
29,T28,T28,Marc Leishman,25
30,T31,T31,Daniel Berger,26
31,T31,T31,Smylie Kaufman,28
32,T31,T31,Hideki Matsuyama,23
33,T31,T31,Gary Woodland,26
34,T35,T35,Jason Day,20
35,T35,T35,Jason Dufner,28
36,T35,T35,Martin Laird,24
37,T35,T35,Ben Martin,28
38,T35,T35,Kevin Na,26
39,T35,T35,Patrick Rodgers,28
40,T35,T35,Brandt Snedeker,27
41,T42,T42,Zach Johnson,24
42,T42,T42,Jason Kokrak,28
43,T42,T42,Ryan Moore,23
44,T45,T45,Zac Blair,31
45,T45,T45,Scott Brown,27
46,T45,T45,Lucas Glover,23
47,T45,T45,Emiliano Grillo,25
48,T45,T45,Scott Piercy,24
49,T45,T45,Nick Taylor,26
50,T45,T45,Harold Varner III,28
51,T52,T52,Paul Casey,22
52,T52,T52,Freddie Jacobson,26
53,T52,T52,Chris Kirk,28
54,T52,T52,Patton Kizzire,27
55,T52,T52,Johnson Wagner,26
56,T52,T52,Jimmy Walker,25
57,T58,T58,Phil Mickelson,22
58,T58,T58,Ryan Palmer,23
59,T58,T58,Adam Scott,20
60,T58,T58,John Senden,28
61,T58,T58,Jordan Spieth,21
62,T58,T58,Tyrone Van Aswegen,31
63,T64,T64,Kevin Kisner,27
64,T64,T64,Danny Lee,28
65,T64,T64,Seung-Yul Noh,28
66,T67,T67,K.J. Choi,22
67,T67,T67,Mark Hubbard,30
68,T67,T67,Jerry Kelly,23
69,T67,T67,Brett Stegmaier,29
70,T71,T71,Keegan Bradley,26
71,T71,T71,Alex Cejka,22
72,T71,T71,Jim Herman,29
73,T71,T71,Colt Knost,26
74,T71,T71,Bryce Molder,26
75,T71,T71,Kevin Streelman,26
76,T71,T71,Tim Wilkinson,22
77,T78,T78,Jonas Blixt,26
78,T78,T78,Ben Crane,27
79,T78,T78,Derek Fathauer,30
80,T78,T78,Russell Henley,25
81,T78,T78,Charley Hoffman,26
82,T78,T78,John Huh,28
83,T78,T78,Scott Pinckney,29
84,T78,T78,Brendan Steele,25
85,T78,T78,Boo Weekley,26
86,T87,T87,Blayne Barber,27
87,T87,T87,Sung Kang,29
88,T87,T87,Luke List,27
89,T87,T87,Troy Merritt,26
90,T87,T87,Greg Owen,29
91,T87,T87,Robert Streb,27
92,T93,T93,Bronson Burgoon,27
93,T93,T93,Bill Haas,24
94,T93,T93,David Lingmerth,24
95,T93,T93,Cameron Tringale,25
96,T97,T97,Tyler Aldridge,28
97,T97,T97,Stuart Appleby,23
98,T97,T97,Brendon de Jonge,30
99,T97,T97,Robert Garrigus,21
100,T97,T97,J.B. Holmes,22
101,T97,T97,Matt Jones,27
102,T97,T97,Brooks Koepka,21
103,T97,T97,Rory McIlroy,18
104,T97,T97,Henrik Norlander,21
105,T97,T97,Charl Schwartzel,19
106,T97,T97,Kyle Stanley,28
107,T97,T97,Shawn Stefani,29
108,T97,T97,Chris Stroud,27
109,T110,T110,Billy Horschel,20
110,T110,T110,Hiroshi Iwata,29
111,T110,T110,Justin Rose,18
112,T110,T110,Webb Simpson,20
113,T110,T110,Bubba Watson,19
114,T115,T115,Luke Donald,23
