,Scoring_Average_RANK THIS WEEK,Scoring_Average_RANK LAST WEEK,Scoring_Average_PLAYER NAME,Scoring_Average_ROUNDS,Scoring_Average_AVG,Scoring_Average_TOTAL STROKES,Scoring_Average_TOTAL ADJUSTMENT,Scoring_Average_TOTAL ROUNDS
66,67,67,Patrick Rodgers,89,70.833,6000,20.837,85
67,T68,T68,Stewart Cink,61,70.846,4300,21.580,61
68,T68,T68,Billy Hurley III,66,70.846,4676,- .160,66
69,70,70,Robert Garrigus,69,70.848,4574,31.105,65
70,T71,T71,Scott Piercy,87,70.855,5951,.778,84
71,T71,T71,Brendan Steele,88,70.855,5955,- 3.178,84
72,73,73,Sung Kang,89,70.85600000000001,6156,8.507,87
73,74,74,Martin Laird,82,70.867,5510,17.605,78
74,75,75,David Hearn,95,70.87,6699,33.690,95
75,76,76,David Toms,62,70.872,4399,- 4.950,62
76,77,77,Hudson Swafford,104,70.875,7335,36.020,104
77,78,78,Aaron Baddeley,93,70.888,6277,32.063,89
78,79,79,Jamie Lovemark,91,70.896,6434,17.557,91
79,80,80,Graeme McDowell,63,70.899,4272,- 18.042,60
80,81,81,Bryce Molder,80,70.90100000000001,5514,16.312,78
81,82,82,Jhonattan Vegas,97,70.903,6561,32.943,93
82,83,83,Ben Crane,80,70.908,5377,12.007,76
83,84,84,Luke Donald,81,70.918,5741,3.389,81
84,85,85,Chris Kirk,90,70.92,6023,5.196,85
85,86,86,Patton Kizzire,93,70.921,6324,- 12.044,89
86,87,87,Spencer Levin,104,70.92699999999999,7063,29.704,100
87,88,88,Jerry Kelly,76,70.937,5367,24.240,76
88,89,89,Stuart Appleby,71,70.95,4875,20.533,69
89,90,90,Kyle Reifers,115,70.965,7850,27.156,111
90,91,91,Scott Stallings,74,70.96600000000001,4957,10.588,70
91,92,92,Kyle Stanley,92,70.986,6308,9.711,89
92,93,93,Brett Stegmaier,87,70.995,6010,24.605,85
93,94,94,Brian Harman,104,70.99600000000001,7350,33.611,104
94,95,95,Boo Weekley,83,71.0,5867,25.974,83
95,96,96,Smylie Kaufman,91,71.015,6241,8.282,88
96,97,97,Vaughn Taylor,72,71.028,5122,- 7.987,72
97,T98,T98,Blayne Barber,84,71.032,5658,24.573,80
98,T98,T98,Padraig Harrington,54,71.032,3830,5.706,54
99,100,100,Harold Varner III,92,71.045,6539,- 2.892,92
100,101,101,David Lingmerth,84,71.05,5746,9.081,81
101,102,102,Kevin Streelman,82,71.054,5837,- 10.560,82
102,103,103,Willy Wilcox,67,71.055,4613,5.606,65
103,104,104,Vijay Singh,72,71.057,5135,- 18.926,72
104,105,105,Seung-Yul Noh,85,71.061,5746,9.927,81
105,106,106,Derek Fathauer,94,71.07300000000001,6683,- 2.105,94
106,107,107,Graham DeLaet,70,71.074,4687,3.876,66
107,108,108,K.J. Choi,73,71.093,5178,11.754,73
108,109,109,Scott Brown,88,71.098,6240,16.604,88
109,110,110,Chris Stroud,82,71.101,5662,26.092,80
110,111,111,John Huh,86,71.104,6018,25.807,85
111,112,112,Danny Lee,93,71.118,6418,- 17.377,90
112,113,113,Jason Bohn,67,71.126,4738,27.422,67
113,114,114,Bronson Burgoon,83,71.132,5605,14.458,79
114,115,115,Anirban Lahiri,72,71.139,4920,- 11.424,69
115,116,116,Andrew Landry,53,71.143,3475,11.003,49
116,117,117,Jon Curran,99,71.145,7017,26.365,99
117,118,118,Henrik Norlander,71,71.157,4734,33.523,67
118,119,119,Tyrone Van Aswegen,105,71.189,7245,16.310,102
119,120,120,Jonas Blixt,79,71.19,5400,10.414,76
120,121,121,Michael Kim,100,71.203,6814,21.511,96
121,122,122,Michael Thompson,71,71.204,4814,27.886,68
122,123,123,Jim Herman,93,71.206,6632,- 9.870,93
123,T124,T124,Matt Jones,83,71.223,5693,4.817,80
124,T124,T124,Robert Streb,87,71.223,5986,- 3.296,84
125,126,126,Brian Stuard,66,71.242,4687,14.949,66
126,127,127,James Hahn,85,71.245,6063,- 7.198,85
127,128,128,Cameron Tringale,81,71.256,5467,19.740,77
128,129,129,Nick Taylor,83,71.281,5597,34.210,79
129,130,130,Ben Martin,92,71.282,6235,37.816,88
130,131,131,Shawn Stefani,91,71.28699999999999,6177,24.956,87
131,132,132,Thomas Aiken,70,71.32600000000001,4682,25.498,66
132,133,133,Kelly Kraft,63,71.333,4178,30.654,59
133,134,134,Fabián Gómez,82,71.346,5638,- 1.696,79
134,135,135,Mark Hubbard,101,71.362,6899,23.102,97
135,136,136,Ernie Els,66,71.37100000000001,4735,- 24.520,66
136,137,137,Morgan Hoffmann,71,71.372,4766,15.939,67
137,138,138,Dawie van der Walt,72,71.376,4971,25.301,70
138,139,139,Will MacKenzie,84,71.402,5696,16.159,80
139,140,140,Tyler Aldridge,83,71.41199999999999,5616,25.567,79
140,141,141,Luke Guthrie,57,71.416,3893,34.896,55
141,142,142,Andrew Loupe,75,71.423,5347,9.689,75
142,143,143,Sam Saunders,69,71.42699999999999,4630,12.728,65
143,144,144,Steve Wheatcroft,85,71.429,5772,13.731,81
144,145,145,Rob Oppenheim,67,71.435,4498,2.413,63
145,146,146,Mark Wilson,66,71.436,4413,16.010,62
146,147,147,Camilo Villegas,83,71.44,5643,.748,79
147,148,148,Tom Hoge,81,71.444,5489,12.168,77
148,149,149,Geoff Ogilvy,63,71.464,4214,2.394,59
149,150,150,Jeff Overton,69,71.46600000000001,4620,25.322,65
150,151,151,Steve Marino,72,71.467,4848,11.774,68
151,152,152,Whee Kim,82,71.472,5561,13.800,78
152,153,153,Zac Blair,99,71.49,6769,22.503,95
153,154,154,Scott Pinckney,87,71.524,6035,44.523,85
154,155,155,Chad Collins,73,71.532,5206,15.813,73
155,156,156,Chesson Hadley,81,71.541,5638,13.724,79
156,157,157,Brendon de Jonge,83,71.60300000000001,5767,32.841,81
157,158,158,Rod Pampling,54,71.607,3559,21.342,50
158,159,159,Jason Gore,78,71.627,5276,24.362,74
159,160,160,D.A. Points,55,71.655,3630,24.401,51
160,161,161,Troy Merritt,77,71.67399999999999,5481,37.921,77
161,162,162,Greg Owen,85,71.67699999999999,5778,27.859,81
162,163,163,Andres Gonzales,80,71.681,5564,27.154,78
163,164,164,Peter Malnati,85,71.686,6057,36.346,85
164,165,165,Hiroshi Iwata,85,71.693,5932,18.496,83
165,166,166,Wes Roach,59,71.7,3919,24.491,55
166,167,167,Cameron Smith,73,71.759,4950,1.373,69
167,168,168,Scott Langley,65,71.796,4488,35.167,63
168,169,169,Martin Piller,59,71.813,4079,14.324,57
169,170,170,George McNeill,51,71.848,3665,- .773,51
170,171,171,Ken Duke,58,71.88,3890,- 8.477,54
171,172,172,Erik Compton,65,71.884,4528,.668,63
172,173,173,Carlos Ortiz,79,71.906,5382,10.948,75
173,174,174,J.J. Henry,68,72.01899999999999,4744,9.257,66
174,175,175,Derek Ernst,59,72.075,4076,32.301,57
175,176,176,Rhein Gibson,58,72.086,3863,29.624,54
176,177,177,Dicky Pride,55,72.102,3795,26.428,53
177,178,178,Hunter Mahan,61,72.105,4405,- 6.615,61
178,179,179,Abraham Ancer,51,72.137,3437,25.597,48
179,180,180,Ángel Cabrera,62,72.175,4479,- 4.178,62
180,181,181,Rory Sabbatini,57,72.45100000000001,3888,24.350,54
181,182,182,Brendon Todd,66,72.72800000000001,4564,17.891,63
182,183,183,Robert Allenby,51,73.117,3714,14.959,51
183,184,184,D.H. Lee,61,73.415,4147,37.670,57
184,185,185,Steven Bowditch,71,74.262,5268,4.574,71
