,Scoring_Average_RANK THIS WEEK,Scoring_Average_RANK LAST WEEK,Scoring_Average_PLAYER NAME,Scoring_Average_ROUNDS,Scoring_Average_AVG,Scoring_Average_TOTAL STROKES,Scoring_Average_TOTAL ADJUSTMENT,Scoring_Average_TOTAL ROUNDS
0,1,1,Dustin Johnson,87,69.172,5697,- 24.859,82
1,2,2,Jason Day,76,69.313,4810,- 27.380,69
2,3,3,Adam Scott,79,69.47,5305,- 25.292,76
3,4,4,Jordan Spieth,80,69.52,5299,- 15.457,76
4,5,5,Phil Mickelson,75,69.582,5038,- 28.116,72
5,6,6,Rory McIlroy,69,69.646,4338,- 19.922,62
6,7,7,Matt Kuchar,100,69.844,6724,- 19.005,96
7,8,8,Paul Casey,77,69.95,5195,- 18.728,74
8,9,9,Brooks Koepka,75,69.956,4909,- 12.091,70
9,10,10,Steve Stricker,53,69.99600000000001,3709,.811,53
10,11,11,Sergio Garcia,54,69.999,3590,- 20.062,51
11,12,12,Charl Schwartzel,73,70.00399999999999,4921,- 20.749,70
12,13,13,Hideki Matsuyama,76,70.03399999999999,5121,- 8.491,73
13,14,14,Rickie Fowler,80,70.118,5403,- 3.938,77
14,15,15,Jim Furyk,52,70.13,3670,- 23.246,52
15,16,16,Justin Rose,65,70.148,4381,- 31.852,62
16,17,17,Patrick Reed,105,70.17,7085,2.168,101
17,18,18,Brandt Snedeker,93,70.203,6250,- 1.947,89
18,19,19,Branden Grace,63,70.204,4247,- 34.749,60
19,20,20,Jason Dufner,105,70.212,7168,- 6.334,102
20,21,21,Ryan Palmer,86,70.229,6048,- 8.305,86
21,22,22,Gary Woodland,95,70.234,6387,4.301,91
22,23,23,Kevin Na,96,70.298,6535,2.749,93
23,24,24,Ryan Moore,86,70.317,5689,6.655,81
24,25,25,Russell Knox,92,70.319,6266,- 7.630,89
25,26,26,Louis Oosthuizen,63,70.327,3970,- 31.707,56
26,27,27,Bubba Watson,72,70.333,4867,- 14.044,69
27,28,28,Daniel Berger,92,70.339,6267,- 6.857,89
28,29,29,Webb Simpson,70,70.359,4931,- 5.867,70
29,30,30,Zach Johnson,90,70.36399999999999,6055,- 3.737,86
30,T31,T31,William McGirt,98,70.393,6898,.548,98
31,T31,T31,Jimmy Walker,85,70.393,5785,- 12.786,82
32,33,33,Charles Howell III,91,70.418,6376,32.026,91
33,34,34,Francesco Molinari,64,70.436,4524,- 16.079,64
34,35,35,Bill Haas,86,70.444,5798,- 21.589,82
35,36,36,Harris English,97,70.46300000000001,6854,- 19.118,97
36,37,37,Kevin Kisner,97,70.48899999999999,6626,- .014,94
37,38,38,Kevin Chappell,93,70.501,6561,- 4.392,93
38,39,39,J.B. Holmes,77,70.523,5243,- 24.291,74
39,40,40,Lucas Glover,75,70.53399999999999,5275,15.059,75
40,41,41,Billy Horschel,73,70.548,4971,- 32.637,70
41,42,42,Marc Leishman,89,70.554,6066,1.621,86
42,43,43,Russell Henley,76,70.558,5346,16.378,76
43,44,44,Si Woo Kim,113,70.56,7667,24.029,109
44,45,45,Chad Campbell,90,70.566,6326,24.984,90
45,46,46,Jason Kokrak,89,70.57,6283,- 2.305,89
46,47,47,Justin Thomas,99,70.571,6789,- 14.157,96
47,48,48,Retief Goosen,55,70.581,3900,- 18.058,55
48,49,49,Roberto Castro,97,70.58800000000001,6802,45.068,97
49,50,50,Emiliano Grillo,93,70.637,6367,- 9.688,90
50,51,51,Shane Lowry,57,70.64,3861,- 46.415,54
51,52,52,Charley Hoffman,91,70.658,6254,- 36.127,88
52,53,53,Chez Reavie,90,70.661,6047,29.831,86
53,54,54,Alex Cejka,71,70.675,4693,42.247,67
54,55,55,Sean O'Hair,89,70.67699999999999,6265,25.230,89
55,56,56,Tim Wilkinson,72,70.704,4788,19.893,68
56,57,57,John Senden,88,70.717,6067,14.666,86
57,58,58,Adam Hadwin,93,70.719,6554,22.877,93
58,59,59,Keegan Bradley,82,70.741,5803,- 2.261,82
59,60,60,Luke List,79,70.75399999999999,5436,12.094,77
60,61,61,Daniel Summerhays,99,70.771,7008,- 1.660,99
61,62,62,Johnson Wagner,86,70.781,6063,24.159,86
62,63,63,Ricky Barnes,97,70.78399999999999,6542,40.929,93
63,64,64,Colt Knost,90,70.785,6093,- 5.509,86
64,65,65,Tony Finau,95,70.797,6721,4.720,95
65,66,66,Freddie Jacobson,86,70.809,6073,16.539,86
