,Rounds_in_the_60s_RANK THIS WEEK,Rounds_in_the_60s_RANK LAST WEEK,Rounds_in_the_60s_PLAYER NAME,Rounds_in_the_60s_EVENTS,Rounds_in_the_60s_TOTAL RNDS
0,1,1,Charles Howell III,25,45
1,T2,T2,Matt Kuchar,26,44
2,T2,T2,Patrick Reed,28,44
3,T4,T4,Dustin Johnson,22,42
4,T4,T4,Si Woo Kim,34,42
5,6,6,Jason Dufner,28,41
6,T7,T7,Chad Campbell,28,40
7,T7,T7,Hudson Swafford,30,40
8,T7,T7,Gary Woodland,26,40
9,T10,T10,Marc Leishman,25,39
10,T10,T10,Spencer Levin,32,39
11,T10,T10,William McGirt,28,39
12,T10,T10,Kevin Na,26,39
13,T10,T10,Sean O'Hair,27,39
14,T15,T15,Adam Hadwin,27,38
15,T15,T15,Jamie Lovemark,27,38
16,T15,T15,Ryan Moore,23,38
17,T15,T15,Adam Scott,20,38
18,T15,T15,Jordan Spieth,21,38
19,T15,T15,Justin Thomas,28,38
20,T21,T21,Ricky Barnes,29,37
21,T21,T21,Paul Casey,22,37
22,T21,T21,Kevin Chappell,27,37
23,T21,T21,Tony Finau,28,37
24,T21,T21,Brian Harman,31,37
25,T26,T26,Roberto Castro,27,36
26,T26,T26,Jon Curran,30,36
27,T26,T26,Rickie Fowler,23,36
28,T26,T26,Russell Knox,25,36
29,T26,T26,Jason Kokrak,28,36
30,T31,T31,Daniel Berger,26,35
31,T31,T31,Michael Kim,29,35
32,T31,T31,Hideki Matsuyama,23,35
33,T31,T31,Daniel Summerhays,28,35
34,T35,T35,Jason Day,20,34
35,T35,T35,Harris English,27,34
36,T35,T35,Zach Johnson,24,34
37,T35,T35,Brandt Snedeker,27,34
38,T35,T35,Brett Stegmaier,29,34
39,T35,T35,Jhonattan Vegas,27,34
40,T41,T41,Scott Brown,27,33
41,T41,T41,Freddie Jacobson,26,33
42,T41,T41,Martin Laird,24,33
43,T41,T41,Ryan Palmer,23,33
44,T41,T41,Harold Varner III,28,33
45,T46,T46,Emiliano Grillo,25,32
46,T46,T46,David Hearn,29,32
47,T46,T46,Russell Henley,25,32
48,T46,T46,Phil Mickelson,22,32
49,T46,T46,Kyle Reifers,34,32
50,T46,T46,Patrick Rodgers,28,32
51,T46,T46,Tyrone Van Aswegen,31,32
52,T46,T46,Johnson Wagner,26,32
53,T46,T46,Jimmy Walker,25,32
54,T55,T55,Aaron Baddeley,28,31
55,T55,T55,Smylie Kaufman,28,31
56,T55,T55,Kevin Kisner,27,31
57,T55,T55,Patton Kizzire,27,31
58,T55,T55,Scott Piercy,24,31
59,T55,T55,Charl Schwartzel,19,31
60,T61,T61,Jonas Blixt,26,30
61,T61,T61,Lucas Glover,23,30
62,T61,T61,Bill Haas,24,30
63,T61,T61,John Huh,28,30
64,T61,T61,Brooks Koepka,21,30
65,T61,T61,John Senden,28,30
66,T61,T61,Boo Weekley,26,30
67,T61,T61,Steve Wheatcroft,26,30
68,T69,T69,Bronson Burgoon,27,29
69,T69,T69,Robert Garrigus,21,29
70,T69,T69,Jim Herman,29,29
71,T69,T69,Colt Knost,26,29
72,T69,T69,Nick Taylor,26,29
73,T74,T74,Zac Blair,31,28
74,T74,T74,Keegan Bradley,26,28
75,T74,T74,Derek Fathauer,30,28
76,T74,T74,Andres Gonzales,28,28
77,T74,T74,Sung Kang,29,28
78,T74,T74,Chris Kirk,28,28
79,T74,T74,Ben Martin,28,28
80,T74,T74,Rory McIlroy,18,28
81,T74,T74,Chez Reavie,27,28
82,T74,T74,Kyle Stanley,28,28
83,T74,T74,Brendan Steele,25,28
84,T74,T74,Shawn Stefani,29,28
85,T74,T74,Kevin Streelman,26,28
86,T74,T74,Michael Thompson,23,28
87,T88,T88,Alex Cejka,22,27
88,T88,T88,Ben Crane,27,27
89,T88,T88,Charley Hoffman,26,27
90,T88,T88,Jerry Kelly,23,27
91,T88,T88,Danny Lee,28,27
92,T88,T88,Peter Malnati,32,27
93,T88,T88,Seung-Yul Noh,28,27
94,T88,T88,Scott Pinckney,29,27
95,T88,T88,Bubba Watson,19,27
96,T88,T88,Tim Wilkinson,22,27
97,T98,T98,Blayne Barber,27,26
98,T98,T98,K.J. Choi,22,26
99,T98,T98,Brendon de Jonge,30,26
100,T98,T98,Fabián Gómez,26,26
101,T98,T98,Luke List,27,26
102,T98,T98,Webb Simpson,20,26
103,T98,T98,Robert Streb,27,26
104,T98,T98,Chris Stroud,27,26
105,T106,T106,Stuart Appleby,23,25
106,T106,T106,Stewart Cink,19,25
107,T106,T106,Luke Donald,23,25
108,T106,T106,Matt Jones,27,25
109,T106,T106,David Lingmerth,24,25
110,T106,T106,Dawie van der Walt,25,25
