,Early_Round_3_Scoring_Average_RANK THIS WEEK,Early_Round_3_Scoring_Average_RANK LAST WEEK,Early_Round_3_Scoring_Average_PLAYER NAME,Early_Round_3_Scoring_Average_AVG,Early_Round_3_Scoring_Average_TOTAL STROKES,Early_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Jimmy Walker,67.5,405,6
1,2,2,Padraig Harrington,68.0,544,8
2,3,3,Jordan Spieth,68.33,410,6
3,T4,T4,D.A. Points,68.4,342,5
4,T4,T4,Sam Saunders,68.4,342,5
5,6,6,Charl Schwartzel,68.5,548,8
6,T7,T7,Abraham Ancer,68.6,343,5
7,T7,T7,Jason Day,68.6,686,10
8,9,9,Tyler Aldridge,68.67,412,6
9,10,10,Hideki Matsuyama,68.71,481,7
10,11,11,Gary Woodland,68.73,756,11
11,12,12,Cameron Tringale,68.8,344,5
12,13,13,Ricky Barnes,68.82,757,11
13,T14,T14,Scott Brown,69.0,552,8
14,T14,T14,Bronson Burgoon,69.0,414,6
15,T14,T14,Rickie Fowler,69.0,207,3
16,T14,T14,Russell Henley,69.0,345,5
17,T14,T14,Morgan Hoffmann,69.0,138,2
18,T14,T14,Bryce Molder,69.0,345,5
19,T14,T14,Shawn Stefani,69.0,897,13
20,T14,T14,Steve Stricker,69.0,483,7
21,22,22,Tim Wilkinson,69.11,622,9
22,23,23,Jason Dufner,69.14,968,14
23,24,24,Aaron Baddeley,69.17,830,12
24,T25,T25,Luke Guthrie,69.2,346,5
25,T25,T25,David Lingmerth,69.2,692,10
26,27,27,Tony Finau,69.25,554,8
27,28,28,Alex Cejka,69.29,485,7
28,29,29,Jamie Lovemark,69.3,693,10
29,30,30,Ben Crane,69.33,416,6
30,31,31,Chris Kirk,69.38,902,13
31,32,32,Roberto Castro,69.4,694,10
32,33,33,Daniel Summerhays,69.42,833,12
33,34,34,Charles Howell III,69.43,972,14
34,35,35,Boo Weekley,69.5,695,10
35,36,36,Sean O'Hair,69.58,835,12
36,37,37,Graham DeLaet,69.6,348,5
37,38,38,Phil Mickelson,69.63,557,8
38,39,39,Zach Johnson,69.7,697,10
39,T40,T40,Ben Martin,69.75,837,12
40,T40,T40,Dicky Pride,69.75,279,4
41,T42,T42,Smylie Kaufman,69.89,629,9
42,T42,T42,Ryan Palmer,69.89,629,9
43,T44,T44,Blayne Barber,70.0,560,8
44,T44,T44,Chad Campbell,70.0,560,8
45,T44,T44,Chad Collins,70.0,560,8
46,T44,T44,Luke List,70.0,420,6
47,T44,T44,Kevin Na,70.0,770,11
48,T44,T44,Louis Oosthuizen,70.0,420,6
49,T44,T44,Wes Roach,70.0,350,5
50,T51,T51,Hudson Swafford,70.1,701,10
51,T51,T51,Steve Wheatcroft,70.1,701,10
52,53,53,Marc Leishman,70.11,631,9
53,T54,T54,Tom Hoge,70.14,491,7
54,T54,T54,Kevin Streelman,70.14,491,7
55,56,56,Scott Pinckney,70.17,421,6
56,57,57,Matt Kuchar,70.18,772,11
57,58,58,Robert Streb,70.2,702,10
58,59,59,Nick Taylor,70.22,632,9
59,T60,T60,Matt Jones,70.25,562,8
60,T60,T60,Francesco Molinari,70.25,562,8
61,62,62,Peter Malnati,70.29,492,7
62,T63,T63,Jim Herman,70.33,633,9
63,T63,T63,J.B. Holmes,70.33,633,9
64,T63,T63,Sung Kang,70.33,633,9
65,66,66,Stuart Appleby,70.4,704,10
66,T67,T67,Martin Laird,70.43,493,7
67,T67,T67,Mark Wilson,70.43,493,7
68,69,69,Brooks Koepka,70.44,634,9
69,70,70,William McGirt,70.45,775,11
70,T71,T71,Thomas Aiken,70.5,423,6
71,T71,T71,Ken Duke,70.5,282,4
72,T71,T71,Kevin Kisner,70.5,846,12
73,T71,T71,Geoff Ogilvy,70.5,423,6
74,T75,T75,Billy Horschel,70.56,635,9
75,T75,T75,Colt Knost,70.56,635,9
76,T77,T77,Troy Merritt,70.57,494,7
77,T77,T77,John Senden,70.57,494,7
78,T77,T77,David Toms,70.57,494,7
79,T80,T80,Andrew Landry,70.6,353,5
80,T80,T80,Kyle Reifers,70.6,706,10
81,82,82,Whee Kim,70.62,918,13
82,T83,T83,Stewart Cink,70.67,636,9
