,First_Tee_Early_Round_4_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Round_4_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Round_4_Scoring_Average_PLAYER NAME,First_Tee_Early_Round_4_Scoring_Average_AVG,First_Tee_Early_Round_4_Scoring_Average_TOTAL STROKES,First_Tee_Early_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Jason Day,66.67,200,3
1,T2,T2,Kelly Kraft,67.0,134,2
2,T2,T2,Jimmy Walker,67.0,335,5
3,4,4,Andrew Loupe,67.67,203,3
4,T5,T5,Robert Allenby,68.0,68,1
5,T5,T5,Paul Casey,68.0,272,4
6,T5,T5,Dustin Johnson,68.0,68,1
7,T5,T5,Rory McIlroy,68.0,340,5
8,T5,T5,Louis Oosthuizen,68.0,272,4
9,T5,T5,Wes Roach,68.0,204,3
10,11,11,Brandt Snedeker,68.2,341,5
11,12,12,Jamie Lovemark,68.25,273,4
12,13,13,John Huh,68.29,478,7
13,T14,T14,Matt Kuchar,68.33,410,6
14,T14,T14,Justin Rose,68.33,410,6
15,T14,T14,John Senden,68.33,410,6
16,T14,T14,Jordan Spieth,68.33,205,3
17,18,18,William McGirt,68.55,754,11
18,19,19,Phil Mickelson,68.8,344,5
19,20,20,Zach Johnson,68.82,757,11
20,21,21,Kevin Na,68.83,413,6
21,T22,T22,Russell Henley,69.0,276,4
22,T22,T22,Russell Knox,69.0,621,9
23,T22,T22,Luke List,69.0,345,5
24,T22,T22,Brendon Todd,69.0,69,1
25,T22,T22,Gary Woodland,69.0,276,4
26,27,27,Chris Stroud,69.13,553,8
27,28,28,Chris Kirk,69.14,484,7
28,29,29,Robert Garrigus,69.2,346,5
29,T30,T30,Brendon de Jonge,69.25,277,4
30,T30,T30,Adam Scott,69.25,277,4
31,32,32,Patrick Rodgers,69.33,208,3
32,T33,T33,Luke Guthrie,69.4,347,5
33,T33,T33,Jerry Kelly,69.4,347,5
34,T35,T35,Adam Hadwin,69.5,556,8
35,T35,T35,Brooks Koepka,69.5,278,4
36,37,37,Stewart Cink,69.56,626,9
37,T38,T38,Jim Furyk,69.67,418,6
38,T38,T38,Smylie Kaufman,69.67,209,3
39,40,40,Lucas Glover,69.75,558,8
40,41,41,Keegan Bradley,69.78,628,9
41,42,42,Geoff Ogilvy,69.8,349,5
42,43,43,Jhonattan Vegas,69.82,768,11
43,44,44,Shawn Stefani,69.83,419,6
44,T45,T45,Brian Harman,69.88,559,8
45,T45,T45,Si Woo Kim,69.88,559,8
46,T47,T47,Bronson Burgoon,70.0,350,5
47,T47,T47,Alex Cejka,70.0,140,2
48,T47,T47,Chad Collins,70.0,350,5
49,T47,T47,Ben Crane,70.0,210,3
50,T47,T47,Branden Grace,70.0,420,6
51,T47,T47,Tom Hoge,70.0,280,4
52,T47,T47,Hiroshi Iwata,70.0,350,5
53,T47,T47,Steve Marino,70.0,210,3
54,T47,T47,Hideki Matsuyama,70.0,210,3
55,T47,T47,Troy Merritt,70.0,560,8
56,T47,T47,Carlos Ortiz,70.0,350,5
57,T47,T47,Rory Sabbatini,70.0,420,6
58,T59,T59,Chad Campbell,70.13,561,8
59,T59,T59,Sean O'Hair,70.13,561,8
60,T59,T59,Chez Reavie,70.13,561,8
61,62,62,Kevin Streelman,70.14,491,7
62,T63,T63,Blayne Barber,70.17,421,6
63,T63,T63,Johnson Wagner,70.17,421,6
64,T65,T65,Spencer Levin,70.2,351,5
65,T65,T65,Henrik Norlander,70.2,702,10
66,T65,T65,Willy Wilcox,70.2,351,5
67,T68,T68,Daniel Berger,70.25,281,4
68,T68,T68,Sung Kang,70.25,281,4
69,T68,T68,Peter Malnati,70.25,281,4
70,T68,T68,Brian Stuard,70.25,281,4
71,T68,T68,Vaughn Taylor,70.25,281,4
72,73,73,Bubba Watson,70.29,492,7
73,T74,T74,Francesco Molinari,70.33,211,3
74,T74,T74,Boo Weekley,70.33,633,9
75,76,76,Billy Hurley III,70.4,352,5
76,77,77,David Hearn,70.43,493,7
77,T78,T78,K.J. Choi,70.5,141,2
78,T78,T78,Freddie Jacobson,70.5,423,6
79,T78,T78,Dawie van der Walt,70.5,423,6
80,T78,T78,Mark Wilson,70.5,423,6
81,82,82,Scott Pinckney,70.57,494,7
82,T83,T83,Aaron Baddeley,70.6,353,5
83,T83,T83,Derek Ernst,70.6,353,5
84,T83,T83,Michael Kim,70.6,353,5
85,T83,T83,Greg Owen,70.6,353,5
86,T83,T83,Scott Stallings,70.6,353,5
87,T83,T83,Brendan Steele,70.6,353,5
88,T89,T89,Roberto Castro,70.63,565,8
89,T89,T89,Scott Piercy,70.63,565,8
90,91,91,Harris English,70.64,777,11
91,T92,T92,Jason Kokrak,70.67,424,6
92,T92,T92,Seung-Yul Noh,70.67,424,6
93,T94,T94,Chesson Hadley,70.75,283,4
94,T94,T94,Charles Howell III,70.75,283,4
95,T94,T94,Shane Lowry,70.75,283,4
96,T94,T94,Michael Thompson,70.75,283,4
97,98,98,Hudson Swafford,70.78,637,9
98,T99,T99,David Lingmerth,70.83,425,6
99,T99,T99,Rod Pampling,70.83,425,6
100,101,101,Patrick Reed,70.88,567,8
101,102,102,Daniel Summerhays,70.9,709,10
102,T103,T103,Ángel Cabrera,71.0,355,5
103,T103,T103,Rickie Fowler,71.0,284,4
104,T103,T103,Rhein Gibson,71.0,213,3
105,T103,T103,Fabián Gómez,71.0,568,8
106,T103,T103,Andres Gonzales,71.0,355,5
107,T103,T103,James Hahn,71.0,639,9
108,T103,T103,Padraig Harrington,71.0,284,4
109,T103,T103,Bryce Molder,71.0,355,5
110,111,111,Martin Laird,71.11,640,9
111,T112,T112,Luke Donald,71.13,569,8
112,T112,T112,Ryan Palmer,71.13,569,8
113,T112,T112,Webb Simpson,71.13,569,8
114,115,115,Kevin Chappell,71.14,498,7
115,116,116,Kevin Kisner,71.18,783,11
116,T117,T117,Retief Goosen,71.2,356,5
117,T117,T117,Matt Jones,71.2,356,5
118,T119,T119,Ricky Barnes,71.22,641,9
119,T119,T119,Camilo Villegas,71.22,641,9
120,121,121,Danny Lee,71.25,570,8
121,122,122,Stuart Appleby,71.29,499,7
122,T123,T123,Andrew Landry,71.33,214,3
123,T123,T123,Kyle Stanley,71.33,642,9
124,125,125,Marc Leishman,71.38,571,8
125,T126,T126,J.B. Holmes,71.5,572,8
126,T126,T126,Charl Schwartzel,71.5,286,4
127,128,128,Ben Martin,71.55,787,11
128,129,129,Brett Stegmaier,71.56,644,9
129,T130,T130,Tyler Aldridge,71.6,358,5
130,T130,T130,Sergio Garcia,71.6,358,5
131,T130,T130,Justin Thomas,71.6,716,10
132,T133,T133,Charley Hoffman,71.67,645,9
133,T133,T133,Mark Hubbard,71.67,430,6
134,T133,T133,D.H. Lee,71.67,215,3
135,T133,T133,Sam Saunders,71.67,215,3
136,137,137,Whee Kim,71.75,287,4
137,T138,T138,Jonas Blixt,71.8,359,5
138,T138,T138,Jim Herman,71.8,718,10
