,First_Tee_Late_Round_2_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_2_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_2_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_2_Scoring_Average_AVG,First_Tee_Late_Round_2_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_2_Scoring_Average_TOTAL ROUNDS
70,T65,T65,Gary Woodland,70.5,423,6
71,72,72,Ernie Els,70.56,635,9
72,T73,T73,Martin Laird,70.67,424,6
73,T73,T73,Jordan Spieth,70.67,636,9
74,75,75,Zach Johnson,70.7,707,10
75,T76,T76,Roberto Castro,70.71,495,7
76,T76,T76,Shawn Stefani,70.71,495,7
77,T76,T76,Harold Varner III,70.71,495,7
78,T79,T79,Padraig Harrington,70.75,283,4
79,T79,T79,Nick Taylor,70.75,283,4
80,81,81,Harris English,70.78,637,9
81,T82,T82,Seung-Yul Noh,70.8,354,5
82,T82,T82,Scott Pinckney,70.8,354,5
83,T84,T84,Rod Pampling,70.83,425,6
84,T84,T84,Tyrone Van Aswegen,70.83,425,6
85,86,86,Tyler Aldridge,70.89,638,9
86,87,87,Jason Dufner,70.9,709,10
87,88,88,Morgan Hoffmann,70.92,851,12
88,T89,T89,Fabián Gómez,71.0,284,4
89,T89,T89,Freddie Jacobson,71.0,426,6
90,T89,T89,Carlos Ortiz,71.0,710,10
91,T89,T89,Bubba Watson,71.0,355,5
92,T89,T89,Steve Wheatcroft,71.0,568,8
93,T89,T89,Willy Wilcox,71.0,213,3
94,T95,T95,Patton Kizzire,71.13,569,8
95,T95,T95,Robert Streb,71.13,569,8
96,97,97,Justin Thomas,71.19,1139,16
97,T98,T98,Erik Compton,71.2,356,5
98,T98,T98,Martin Piller,71.2,356,5
99,100,100,Brett Stegmaier,71.22,641,9
100,101,101,Blayne Barber,71.25,285,4
101,102,102,J.B. Holmes,71.29,499,7
102,103,103,Hideki Matsuyama,71.3,713,10
103,T104,T104,Kelly Kraft,71.33,428,6
104,T104,T104,Patrick Rodgers,71.33,428,6
105,T104,T104,Sam Saunders,71.33,428,6
106,T107,T107,Thomas Aiken,71.4,357,5
107,T107,T107,David Lingmerth,71.4,357,5
108,T107,T107,David Toms,71.4,357,5
109,T110,T110,Branden Grace,71.43,500,7
110,T110,T110,Danny Lee,71.43,500,7
111,T110,T110,Dawie van der Walt,71.43,500,7
112,113,113,David Hearn,71.44,643,9
113,T114,T114,Aaron Baddeley,71.5,572,8
114,T114,T114,Ken Duke,71.5,286,4
115,T114,T114,Will MacKenzie,71.5,572,8
116,T114,T114,Jhonattan Vegas,71.5,715,10
117,T114,T114,Camilo Villegas,71.5,429,6
118,119,119,Keegan Bradley,71.56,644,9
119,120,120,Matt Jones,71.57,501,7
120,121,121,Brandt Snedeker,71.58,859,12
121,T122,T122,Charley Hoffman,71.67,430,6
122,T122,T122,Francesco Molinari,71.67,215,3
123,T122,T122,Jeff Overton,71.67,215,3
124,T122,T122,Cameron Tringale,71.67,215,3
125,T126,T126,Anirban Lahiri,71.71,502,7
126,T126,T126,George McNeill,71.71,502,7
127,T126,T126,Vaughn Taylor,71.71,502,7
128,T129,T129,Spencer Levin,71.8,359,5
129,T129,T129,Hunter Mahan,71.8,718,10
130,T129,T129,Greg Owen,71.8,359,5
131,132,132,Brendan Steele,71.83,431,6
132,T133,T133,Phil Mickelson,71.91,791,11
133,T133,T133,Kyle Reifers,71.91,791,11
134,T135,T135,Scott Brown,72.0,432,6
135,T135,T135,Paul Casey,72.0,216,3
136,T135,T135,Derek Ernst,72.0,216,3
137,T135,T135,Robert Garrigus,72.0,72,1
138,T135,T135,Retief Goosen,72.0,360,5
139,T135,T135,Hiroshi Iwata,72.0,432,6
140,T135,T135,Shane Lowry,72.0,216,3
141,T135,T135,Graeme McDowell,72.0,360,5
142,T135,T135,William McGirt,72.0,504,7
143,T135,T135,Wes Roach,72.0,288,4
144,T135,T135,Jimmy Walker,72.0,576,8
145,T135,T135,Boo Weekley,72.0,360,5
146,T147,T147,Chad Collins,72.14,505,7
147,T147,T147,Michael Thompson,72.14,505,7
148,149,149,Jason Gore,72.17,433,6
149,150,150,Dicky Pride,72.2,361,5
150,151,151,Justin Rose,72.22,650,9
151,152,152,Ángel Cabrera,72.33,217,3
152,T153,T153,Brendon de Jonge,72.38,579,8
153,T153,T153,Smylie Kaufman,72.38,579,8
154,T155,T155,Jonas Blixt,72.4,362,5
155,T155,T155,Jason Bohn,72.4,362,5
156,T157,T157,Chesson Hadley,72.5,290,4
157,T157,T157,Tom Hoge,72.5,580,8
158,T157,T157,Tim Wilkinson,72.5,145,2
159,T157,T157,Mark Wilson,72.5,290,4
160,161,161,Jamie Lovemark,72.55,798,11
161,162,162,Stewart Cink,72.6,363,5
162,163,163,Kevin Streelman,72.63,581,8
163,164,164,Marc Leishman,72.67,436,6
164,165,165,Brian Stuard,72.8,364,5
165,166,166,Andrew Loupe,72.83,437,6
166,T167,T167,Andres Gonzales,73.0,365,5
167,T167,T167,Ben Martin,73.0,146,2
168,169,169,Jim Herman,73.14,512,7
169,T170,T170,Brendon Todd,73.25,293,4
170,T170,T170,Johnson Wagner,73.25,293,4
171,172,172,Billy Horschel,73.44,661,9
172,173,173,Si Woo Kim,73.5,588,8
173,174,174,Vijay Singh,73.6,368,5
174,T175,T175,Russell Henley,73.67,221,3
175,T175,T175,D.H. Lee,73.67,221,3
176,177,177,Tony Finau,73.8,369,5
177,178,178,James Hahn,74.0,148,2
178,179,179,Louis Oosthuizen,74.29,520,7
179,180,180,Cameron Smith,74.6,373,5
180,181,181,Steven Bowditch,74.71,523,7
181,T182,T182,Rhein Gibson,75.0,225,3
182,T182,T182,Scott Piercy,75.0,150,2
183,T182,T182,Rory Sabbatini,75.0,225,3
184,185,185,Scott Stallings,79.0,79,1
