,Par_5_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_5_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_5_Birdie_or_Better_Leaders_PLAYER NAME,Par_5_Birdie_or_Better_Leaders_ROUNDS,Par_5_Birdie_or_Better_Leaders_%,Par_5_Birdie_or_Better_Leaders_PAR 5 BIRDIES OR BETTER,Par_5_Birdie_or_Better_Leaders_PAR 5 HOLES
0,1,1,Rory McIlroy,69,56.13,119,212
1,2,2,Jordan Spieth,80,52.48,127,242
2,3,3,Dustin Johnson,87,52.24,140,268
3,4,4,Jimmy Walker,85,52.0,130,250
4,5,5,Jason Day,76,51.28,120,234
5,6,6,Luke List,79,51.2,128,250
6,7,7,Justin Rose,65,50.47,107,212
7,8,8,Bubba Watson,72,50.46,110,218
8,9,9,Gary Woodland,95,50.34,146,290
9,T10,T10,Tony Finau,95,50.0,154,308
10,T10,T10,Phil Mickelson,75,50.0,115,230
11,12,12,Ryan Palmer,86,49.27,135,274
12,13,13,Hideki Matsuyama,76,48.74,116,238
13,14,14,Charles Howell III,91,48.33,145,300
14,15,15,Harold Varner III,92,48.01,145,302
15,16,16,Andrew Loupe,75,48.0,120,250
16,17,17,Matt Kuchar,100,47.96,141,294
17,18,18,Seung-Yul Noh,85,47.79,119,249
18,19,19,Boo Weekley,83,47.71,125,262
19,T20,T20,Smylie Kaufman,91,47.59,138,290
20,T20,T20,Patrick Reed,105,47.59,158,332
21,22,22,Rickie Fowler,80,47.58,118,248
22,23,23,Robert Garrigus,69,47.29,96,203
23,24,24,Chad Campbell,90,47.14,132,280
24,25,25,Hudson Swafford,104,47.01,157,334
25,26,26,Alex Cejka,71,46.93,107,228
26,27,27,Si Woo Kim,113,46.84,163,348
27,28,28,Jason Kokrak,89,46.83,133,284
28,29,29,Stewart Cink,61,46.77,87,186
29,30,30,Justin Thomas,99,46.64,139,298
30,31,31,Adam Scott,79,46.12,107,232
31,32,32,Jonas Blixt,79,46.03,116,252
32,33,33,Brooks Koepka,75,45.87,100,218
33,34,34,Paul Casey,77,45.76,108,236
34,35,35,Jamie Lovemark,91,45.75,140,306
35,36,36,Brendan Steele,88,45.36,127,280
36,37,37,Sean O'Hair,89,45.32,126,278
37,38,38,Jason Dufner,105,45.03,136,302
38,39,39,Michael Thompson,71,44.95,98,218
39,40,40,Jhonattan Vegas,97,44.94,142,316
40,41,41,Matt Jones,83,44.88,114,254
41,42,42,Morgan Hoffmann,71,44.86,96,214
42,43,43,Daniel Berger,92,44.83,130,290
43,44,44,Sergio Garcia,54,44.58,74,166
44,45,45,Francesco Molinari,64,44.44,88,198
45,T46,T46,Roberto Castro,97,44.38,142,320
46,T46,T46,Rhein Gibson,58,44.38,79,178
47,T46,T46,Luke Guthrie,57,44.38,79,178
48,49,49,Scott Piercy,87,44.36,118,266
49,50,50,Ben Martin,92,44.01,125,284
50,51,51,Jason Bohn,67,43.93,94,214
51,52,52,Danny Lee,93,43.88,129,294
52,53,53,J.B. Holmes,77,43.85,107,244
53,54,54,Scott Pinckney,87,43.8,120,274
