,Par_5_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_5_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_5_Birdie_or_Better_Leaders_PLAYER NAME,Par_5_Birdie_or_Better_Leaders_ROUNDS,Par_5_Birdie_or_Better_Leaders_%,Par_5_Birdie_or_Better_Leaders_PAR 5 BIRDIES OR BETTER,Par_5_Birdie_or_Better_Leaders_PAR 5 HOLES
54,55,55,Harris English,97,43.73,129,295
55,56,56,Padraig Harrington,54,43.53,74,170
56,57,57,Charl Schwartzel,73,43.52,94,216
57,58,58,Daniel Summerhays,99,43.44,139,320
58,59,59,Emiliano Grillo,93,43.36,124,286
59,60,60,Blayne Barber,84,43.15,107,248
60,61,61,Louis Oosthuizen,63,43.1,75,174
61,62,62,Steve Stricker,53,43.04,68,158
62,63,63,Patton Kizzire,93,43.01,123,286
63,64,64,Keegan Bradley,82,42.97,110,256
64,65,65,Cameron Tringale,81,42.75,112,262
65,66,66,Zach Johnson,90,42.58,109,256
66,67,67,Adam Hadwin,93,42.38,128,302
67,68,68,Lucas Glover,75,42.28,104,246
68,69,69,Scott Stallings,74,42.27,93,220
69,70,70,Mark Hubbard,101,42.19,135,320
70,71,71,Aaron Baddeley,93,42.18,124,294
71,72,72,Martin Laird,82,42.13,107,254
72,T73,T73,Fabián Gómez,82,42.06,106,252
73,T73,T73,Troy Merritt,77,42.06,106,252
74,75,75,Brett Stegmaier,87,42.05,111,264
75,76,76,Bronson Burgoon,83,42.0,105,250
76,77,77,Steve Wheatcroft,85,41.98,110,262
77,78,78,Andres Gonzales,80,41.77,104,249
78,79,79,Chez Reavie,90,41.73,116,278
79,80,80,Dawie van der Walt,72,41.52,93,224
80,81,81,Marc Leishman,89,41.48,112,270
81,82,82,Brian Harman,104,41.33,143,346
82,83,83,Patrick Rodgers,89,41.3,114,276
83,84,84,Ben Crane,80,41.25,99,240
84,T85,T85,Thomas Aiken,70,41.2,89,216
85,T85,T85,Kevin Kisner,97,41.2,117,284
86,87,87,Willy Wilcox,67,41.04,87,212
87,88,88,Brandt Snedeker,93,41.01,114,278
88,89,89,Stuart Appleby,71,40.95,86,210
89,90,90,David Lingmerth,84,40.91,108,264
90,91,91,Kelly Kraft,63,40.82,80,196
91,92,92,John Huh,86,40.81,111,272
92,93,93,Billy Horschel,73,40.79,93,228
93,94,94,Sung Kang,89,40.67,109,268
94,95,95,Charley Hoffman,91,40.65,113,278
95,96,96,Robert Streb,87,40.51,111,274
96,97,97,Erik Compton,65,40.49,83,205
97,98,98,Webb Simpson,70,40.48,85,210
98,T99,T99,Retief Goosen,55,40.45,72,178
99,T99,T99,Henrik Norlander,71,40.45,89,220
100,101,101,Geoff Ogilvy,63,40.31,79,196
101,T102,T102,Brendon de Jonge,83,40.23,107,266
102,T102,T102,Ken Duke,58,40.23,70,174
103,104,104,Freddie Jacobson,86,40.22,111,276
104,105,105,Tyler Aldridge,83,40.16,102,254
105,106,106,Chris Stroud,82,40.15,104,259
106,107,107,Graham DeLaet,70,40.09,89,222
107,108,108,Kyle Reifers,115,39.94,145,363
108,109,109,Jim Herman,93,39.8,121,304
109,110,110,Bill Haas,86,39.69,104,262
110,111,111,Scott Langley,65,39.62,84,212
111,112,112,Sam Saunders,69,39.51,81,205
112,113,113,Scott Brown,88,39.45,114,289
113,114,114,Spencer Levin,104,39.44,127,322
114,115,115,Hiroshi Iwata,85,39.26,106,270
115,116,116,Ricky Barnes,97,39.19,116,296
116,117,117,Graeme McDowell,63,39.13,72,184
117,118,118,Ryan Moore,86,39.06,100,256
118,119,119,Kevin Na,96,39.04,114,292
119,120,120,Chris Kirk,90,38.97,106,272
120,121,121,Derek Fathauer,94,38.91,114,293
121,122,122,William McGirt,98,38.78,121,312
122,123,123,Whee Kim,82,38.74,98,253
123,124,124,Kevin Streelman,82,38.73,110,284
124,125,125,Russell Knox,92,38.57,108,280
125,126,126,Chesson Hadley,81,38.55,101,262
126,127,127,Johnson Wagner,86,38.52,104,270
127,128,128,Vaughn Taylor,72,38.26,88,230
128,129,129,Carlos Ortiz,79,38.21,94,246
129,130,130,Andrew Landry,53,38.16,58,152
130,131,131,Colt Knost,90,38.1,104,273
131,132,132,Camilo Villegas,83,38.04,97,255
132,133,133,Russell Henley,76,38.03,89,234
133,134,134,Steve Marino,72,37.96,82,216
134,135,135,Vijay Singh,72,37.95,85,224
135,136,136,Kevin Chappell,93,37.83,115,304
136,137,137,Nick Taylor,83,37.74,100,265
137,138,138,Ernie Els,66,37.62,79,210
138,139,139,Hunter Mahan,61,37.61,82,218
139,140,140,John Senden,88,37.59,103,274
140,141,141,Ángel Cabrera,62,37.44,76,203
141,142,142,Shawn Stefani,91,37.41,101,270
142,143,143,Billy Hurley III,66,37.38,77,206
143,144,144,D.H. Lee,61,37.37,71,190
144,145,145,Rory Sabbatini,57,37.36,68,182
145,146,146,Bryce Molder,80,37.31,97,260
146,147,147,Tom Hoge,81,37.29,88,236
147,148,148,Brendon Todd,66,37.25,76,204
148,149,149,Peter Malnati,85,37.13,101,272
149,150,150,K.J. Choi,73,37.1,92,248
150,151,151,Shane Lowry,57,37.06,63,170
151,152,152,Anirban Lahiri,72,37.05,83,224
152,153,153,Derek Ernst,59,37.04,70,189
153,154,154,Michael Kim,100,36.96,112,303
154,155,155,Tyrone Van Aswegen,105,36.76,118,321
155,156,156,Zac Blair,99,36.63,111,303
156,157,157,Rod Pampling,54,36.59,60,164
157,158,158,Greg Owen,85,36.58,94,257
158,159,159,Tim Wilkinson,72,36.54,76,208
159,160,160,D.A. Points,55,36.53,61,167
160,161,161,Jim Furyk,52,36.49,54,148
161,162,162,Jon Curran,99,36.48,116,318
162,163,163,Mark Wilson,66,36.17,68,188
163,164,164,Steven Bowditch,71,36.0,81,225
164,165,165,Cameron Smith,73,35.84,81,226
165,166,166,Jason Gore,78,35.6,89,250
166,167,167,Wes Roach,59,35.59,63,177
167,168,168,Kyle Stanley,92,35.51,98,276
168,169,169,Jerry Kelly,76,35.37,87,246
169,170,170,Chad Collins,73,35.34,82,232
170,171,171,James Hahn,85,35.04,96,274
171,172,172,George McNeill,51,34.91,59,169
172,173,173,Rob Oppenheim,67,34.8,71,204
173,174,174,Will MacKenzie,84,34.77,89,256
174,175,175,David Hearn,95,34.39,108,314
175,176,176,Luke Donald,81,34.33,92,268
176,177,177,Abraham Ancer,51,34.21,52,152
177,178,178,Dicky Pride,55,34.12,58,170
178,179,179,J.J. Henry,68,34.11,73,214
179,180,180,Martin Piller,59,34.04,64,188
180,181,181,Branden Grace,63,34.02,66,194
181,182,182,Jeff Overton,69,33.99,69,203
182,183,183,Brian Stuard,66,33.17,69,208
183,184,184,David Toms,62,33.16,65,196
184,185,185,Robert Allenby,51,31.71,52,164
