,Late_Lowest_Round_RANK THIS WEEK,Late_Lowest_Round_RANK LAST WEEK,Late_Lowest_Round_PLAYER NAME,Late_Lowest_Round_LOW RND
0,T1,T1,Lucas Glover,61
1,T1,T1,Smylie Kaufman,61
2,T1,T1,Justin Thomas,61
3,T4,T4,Daniel Berger,62
4,T4,T4,Roberto Castro,62
5,T4,T4,Graham DeLaet,62
6,T4,T4,Robert Garrigus,62
7,T4,T4,Fabián Gómez,62
8,T4,T4,Morgan Hoffmann,62
9,T4,T4,Matt Kuchar,62
10,T4,T4,Ben Martin,62
11,T4,T4,Harold Varner III,62
12,T4,T4,Boo Weekley,62
13,T14,T14,Jason Bohn,63
14,T14,T14,K.J. Choi,63
15,T14,T14,Ben Crane,63
16,T14,T14,Branden Grace,63
17,T14,T14,Dustin Johnson,63
18,T14,T14,Si Woo Kim,63
19,T14,T14,Kevin Kisner,63
20,T14,T14,Patton Kizzire,63
21,T14,T14,Colt Knost,63
22,T14,T14,Brooks Koepka,63
23,T14,T14,Danny Lee,63
24,T14,T14,Phil Mickelson,63
25,T14,T14,Chez Reavie,63
26,T14,T14,Adam Scott,63
27,T14,T14,Brandt Snedeker,63
28,T14,T14,Henrik Stenson,63
29,T14,T14,Robert Streb,63
30,T14,T14,Camilo Villegas,63
31,T14,T14,Johnson Wagner,63
32,T14,T14,Aaron Wise,63
33,T34,T34,Tyler Aldridge,64
34,T34,T34,Zac Blair,64
35,T34,T34,Rafael Campos,64
36,T34,T34,Miguel Angel Carballo,64
37,T34,T34,Paul Casey,64
38,T34,T34,Bud Cauley,64
39,T34,T34,Kevin Chappell,64
40,T34,T34,Chad Collins,64
41,T34,T34,Luke Donald,64
42,T34,T34,Jason Dufner,64
43,T34,T34,Harris English,64
44,T34,T34,Jim Furyk,64
45,T34,T34,Tom Gillis,64
46,T34,T34,Adam Hadwin,64
47,T34,T34,James Hahn,64
48,T34,T34,Charley Hoffman,64
49,T34,T34,Tom Hoge,64
50,T34,T34,Billy Horschel,64
51,T34,T34,Charles Howell III,64
52,T34,T34,John Huh,64
53,T34,T34,Freddie Jacobson,64
54,T34,T34,Zach Johnson,64
55,T34,T34,Jerry Kelly,64
56,T34,T34,Russell Knox,64
57,T34,T34,Jason Kokrak,64
58,T34,T34,Kelly Kraft,64
59,T34,T34,Andrew Loupe,64
60,T34,T34,Steve Marino,64
61,T34,T34,Hideki Matsuyama,64
62,T34,T34,Graeme McDowell,64
63,T34,T34,William McGirt,64
64,T34,T34,Rory McIlroy,64
65,T34,T34,Bryce Molder,64
66,T34,T34,Ryan Moore,64
67,T34,T34,Kevin Na,64
68,T34,T34,Thorbjørn Olesen,64
69,T34,T34,Wes Roach,64
70,T34,T34,Charl Schwartzel,64
71,T34,T34,Robby Shelton,64
72,T34,T34,Cameron Smith,64
73,T34,T34,Jordan Spieth,64
74,T34,T34,Brendan Steele,64
75,T34,T34,Brett Stegmaier,64
76,T34,T34,Dawie van der Walt,64
77,T34,T34,Jhonattan Vegas,64
78,T34,T34,Jimmy Walker,64
79,T34,T34,Gary Woodland,64
80,T34,T34,Bobby Wyatt,64
81,T82,T82,Kiradech Aphibarnrat,65
82,T82,T82,Shane Bertsch,65
83,T82,T82,Scott Brown,65
84,T82,T82,Rafa Cabrera Bello,65
85,T82,T82,Alex Cejka,65
86,T82,T82,Brian Davis,65
87,T82,T82,Jason Day,65
88,T82,T82,Ernie Els,65
89,T82,T82,Derek Fathauer,65
90,T82,T82,Tony Finau,65
91,T82,T82,Ross Fisher,65
92,T82,T82,Rickie Fowler,65
93,T82,T82,Fred Funk,65
94,T82,T82,Sergio Garcia,65
95,T82,T82,Brice Garnett,65
96,T82,T82,Andres Gonzales,65
97,T82,T82,Jason Gore,65
98,T82,T82,Bill Haas,65
99,T82,T82,David Hearn,65
100,T82,T82,Russell Henley,65
101,T82,T82,Justin Hicks,65
102,T82,T82,Mark Hubbard,65
103,T82,T82,Billy Hurley III,65
104,T82,T82,Michael Johnson,65
105,T82,T82,Chris Kirk,65
106,T82,T82,Søren Kjeldsen,65
107,T82,T82,Martin Laird,65
108,T82,T82,Richard Lee,65
109,T82,T82,Spencer Levin,65
110,T82,T82,David Lingmerth,65
111,T82,T82,Luke List,65
112,T82,T82,Jamie Lovemark,65
113,T82,T82,Shane Lowry,65
114,T82,T82,Peter Malnati,65
115,T82,T82,Francesco Molinari,65
116,T82,T82,Trey Mullinax,65
117,T82,T82,Seung-Yul Noh,65
118,T82,T82,Henrik Norlander,65
119,T82,T82,Geoff Ogilvy,65
120,T82,T82,Louis Oosthuizen,65
121,T82,T82,Rob Oppenheim,65
122,T82,T82,Jeff Overton,65
123,T82,T82,Ryan Palmer,65
124,T82,T82,Scott Piercy,65
125,T82,T82,Martin Piller,65
126,T82,T82,D.A. Points,65
127,T82,T82,Dicky Pride,65
128,T82,T82,Patrick Reed,65
129,T82,T82,Kyle Reifers,65
130,T82,T82,John Senden,65
131,T82,T82,Webb Simpson,65
132,T82,T82,Vijay Singh,65
133,T82,T82,Kyle Stanley,65
134,T82,T82,Shawn Stefani,65
135,T82,T82,Steve Stricker,65
136,T82,T82,Brian Stuard,65
137,T82,T82,Daniel Summerhays,65
138,T82,T82,Hudson Swafford,65
139,T82,T82,Vaughn Taylor,65
140,T82,T82,Michael Thompson,65
141,T82,T82,Brendon Todd,65
142,T82,T82,D.J. Trahan,65
143,T82,T82,Cameron Tringale,65
144,T82,T82,Tyrone Van Aswegen,65
145,T82,T82,Steve Wheatcroft,65
146,T82,T82,Tim Wilkinson,65
147,T148,T148,Thomas Aiken,66
148,T148,T148,Robert Allenby,66
149,T148,T148,Aaron Baddeley,66
150,T148,T148,Blayne Barber,66
151,T148,T148,Jonas Blixt,66
152,T148,T148,Keegan Bradley,66
153,T148,T148,Wesley Bryan,66
154,T148,T148,Bronson Burgoon,66
155,T148,T148,Ángel Cabrera,66
156,T148,T148,Chad Campbell,66
157,T148,T148,Greg Chalmers,66
158,T148,T148,Stewart Cink,66
159,T148,T148,Jon Curran,66
160,T148,T148,Bryson DeChambeau,66
161,T148,T148,Andrew Dodt,66
162,T148,T148,Derek Ernst,66
163,T148,T148,Marcus Fraser,66
164,T148,T148,Brian Gay,66
165,T148,T148,Chesson Hadley,66
166,T148,T148,Brian Harman,66
167,T148,T148,Adam Hart,66
168,T148,T148,Tyrrell Hatton,66
169,T148,T148,J.B. Holmes,66
170,T148,T148,Hiroshi Iwata,66
171,T148,T148,Sung Kang,66
172,T148,T148,Martin Kaymer,66
173,T148,T148,Michael Kim,66
174,T148,T148,Anirban Lahiri,66
175,T148,T148,Andrew Landry,66
176,T148,T148,Lucas Lee,66
177,T148,T148,Marc Leishman,66
178,T148,T148,Ben Leong,66
179,T148,T148,HaoTong Li,66
180,T148,T148,Davis Love III,66
181,T148,T148,Will MacKenzie,66
182,T148,T148,Nick Mason,66
183,T148,T148,Troy Merritt,66
184,T148,T148,Alex Noren,66
185,T148,T148,Sean O'Hair,66
186,T148,T148,Carlos Ortiz,66
187,T148,T148,Rod Pampling,66
188,T148,T148,Cameron Percy,66
189,T148,T148,John Peterson,66
190,T148,T148,Scott Pinckney,66
191,T148,T148,Alex Prugh,66
192,T148,T148,Jon Rahm,66
193,T148,T148,Patrick Rodgers,66
194,T148,T148,John Rollins,66
195,T148,T148,Justin Rose,66
196,T148,T148,Rory Sabbatini,66
197,T148,T148,Sam Saunders,66
198,T148,T148,Scott Stallings,66
199,T148,T148,Darron Stiles,66
200,T148,T148,Kevin Streelman,66
201,T148,T148,Chris Stroud,66
