,Round_1_Scoring_Average_RANK THIS WEEK,Round_1_Scoring_Average_RANK LAST WEEK,Round_1_Scoring_Average_PLAYER NAME,Round_1_Scoring_Average_AVG,Round_1_Scoring_Average_TOTAL STROKES,Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Jim Furyk,68.65,1579,23
1,2,2,Phil Mickelson,68.71,1168,17
2,3,3,Tiger Woods,68.86,964,14
3,4,4,David Howell,69.25,831,12
4,5,5,Jonathan Byrd,69.35,1387,20
5,6,6,Adam Scott,69.39,1249,18
6,7,7,Steve Stricker,69.56,1113,16
7,8,8,Mike Weir,69.61,1601,23
8,9,9,Vijay Singh,69.65,1811,26
9,10,10,Arron Oberholser,69.67,1463,21
10,11,11,Lucas Glover,69.93,2028,29
11,12,12,Charley Hoffman,70.07,1962,28
12,13,13,Charles Warren,70.08,1822,26
13,T14,T14,Ernie Els,70.13,1122,16
14,T14,T14,Steve Flesch,70.13,2244,32
15,16,16,Skip Kendall,70.14,1543,22
16,17,17,Justin Rose,70.15,1894,27
17,18,18,Mark Wilson,70.17,1614,23
18,19,19,Robert Allenby,70.24,1475,21
19,20,20,Brian Gay,70.26,2178,31
20,21,21,Bubba Watson,70.28,1757,25
21,T22,T22,Stuart Appleby,70.29,1476,21
22,T22,T22,Chad Campbell,70.29,1687,24
23,T22,T22,Fred Funk,70.29,1968,28
24,T22,T22,Scott Verplank,70.29,1687,24
25,26,26,Billy Mayfair,70.34,2040,29
26,27,27,Bo Van Pelt,70.36,1970,28
27,T28,T28,Jerry Kelly,70.39,2182,31
28,T28,T28,Dean Wilson,70.39,2323,33
29,30,30,Zach Johnson,70.4,1760,25
30,31,31,Will MacKenzie,70.43,1972,28
31,32,32,Retief Goosen,70.44,1127,16
32,T33,T33,Stewart Cink,70.46,1691,24
33,T33,T33,Nick Watney,70.46,1973,28
34,T35,T35,Olin Browne,70.52,2045,29
35,T35,T35,Davis Love III,70.52,1481,21
36,T37,T37,Joe Durant,70.54,1975,28
37,T37,T37,Jesper Parnevik,70.54,1693,24
38,T39,T39,Ryan Palmer,70.55,2046,29
39,T39,T39,David Toms,70.55,1411,20
40,T41,T41,Billy Andrade,70.57,1623,23
41,T41,T41,Tim Clark,70.57,1482,21
42,T41,T41,Robert Gamez,70.57,2117,30
43,44,44,Trevor Immelman,70.58,1694,24
44,T45,T45,D.A. Points,70.59,1906,27
45,T45,T45,Duffy Waldorf,70.59,1906,27
46,47,47,Fred Couples,70.6,1059,15
47,48,48,Frank Lickliter II,70.61,1977,28
48,T49,T49,Brent Geiberger,70.62,2048,29
49,T49,T49,Chris Riley,70.62,1836,26
50,T51,T51,Bart Bryant,70.64,1766,25
51,T51,T51,K.J. Choi,70.64,1766,25
52,T51,T51,Jerry Smith,70.64,1978,28
53,54,54,John Huston,70.67,1696,24
54,55,55,Harrison Frazar,70.68,1979,28
55,56,56,Greg Owen,70.7,1626,23
56,57,57,Peter Lonard,70.71,1485,21
57,T58,T58,Luke Donald,70.76,1203,17
58,T58,T58,Nathan Green,70.76,2052,29
59,60,60,Daisuke Maruyama,70.79,1699,24
60,T61,T61,Sergio Garcia,70.81,1133,16
61,T61,T61,Tom Pernice Jr.,70.81,2266,32
62,T61,T61,John Senden,70.81,1912,27
63,T61,T61,Chris Smith,70.81,1487,21
64,65,65,Rory Sabbatini,70.83,1629,23
65,T66,T66,Daniel Chopra,70.84,2267,32
66,T66,T66,Geoff Ogilvy,70.84,1346,19
67,T68,T68,Alex Cejka,70.86,2055,29
68,T68,T68,Hunter Mahan,70.86,1984,28
69,T68,T68,Ian Poulter,70.86,992,14
