,First_Tee_Late_Round_3_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_3_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_3_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_3_Scoring_Average_AVG,First_Tee_Late_Round_3_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Mathew Goggin,67.5,135,2
1,2,2,Trevor Immelman,67.82,746,11
2,3,3,Bubba Watson,68.2,341,5
3,4,4,Chris Riley,68.4,342,5
4,5,5,Woody Austin,68.44,616,9
5,T6,T6,Robert Gamez,68.5,274,4
6,T6,T6,Lee Janzen,68.5,137,2
7,8,8,Will MacKenzie,68.67,412,6
8,9,9,Tiger Woods,68.73,756,11
9,10,10,Nathan Green,68.75,550,8
10,11,11,Bob Estes,68.83,413,6
11,12,12,Sergio Garcia,68.86,482,7
12,13,13,Vijay Singh,68.93,965,14
13,T14,T14,Doug Barron,69.0,207,3
14,T14,T14,Chris DiMarco,69.0,345,5
15,T14,T14,Jerry Kelly,69.0,690,10
16,T14,T14,Joe Ogilvie,69.0,414,6
17,T14,T14,Corey Pavin,69.0,345,5
18,T14,T14,Pat Perez,69.0,138,2
19,T14,T14,Omar Uresti,69.0,69,1
20,T21,T21,Peter Lonard,69.2,346,5
21,T21,T21,Heath Slocum,69.2,346,5
22,23,23,Brett Quigley,69.25,831,12
23,24,24,Carl Pettersson,69.29,485,7
24,25,25,Luke Donald,69.44,625,9
25,26,26,Richard Johnson,69.5,556,8
26,27,27,Phil Mickelson,69.6,696,10
27,T28,T28,J.P. Hayes,69.67,209,3
28,T28,T28,Ryan Moore,69.67,418,6
29,T28,T28,Rory Sabbatini,69.67,418,6
30,T28,T28,Mike Weir,69.67,627,9
31,32,32,John Senden,69.71,488,7
32,T33,T33,J.B. Holmes,69.83,419,6
33,T33,T33,Charles Howell III,69.83,419,6
34,T35,T35,Jonathan Byrd,69.86,489,7
35,T35,T35,Bill Haas,69.86,489,7
36,37,37,Tom Pernice Jr.,69.88,559,8
37,T38,T38,Justin Rose,69.89,629,9
38,T38,T38,Dean Wilson,69.89,629,9
39,40,40,Zach Johnson,69.9,699,10
40,T41,T41,Tommy Armour III,70.0,140,2
41,T41,T41,Stewart Cink,70.0,700,10
42,T41,T41,Chris Couch,70.0,140,2
43,T41,T41,Jim Furyk,70.0,1120,16
44,T41,T41,Matt Hansen,70.0,140,2
45,T41,T41,Steve Jones,70.0,280,4
46,T41,T41,J.L. Lewis,70.0,280,4
47,T41,T41,Larry Mize,70.0,70,1
48,T41,T41,Joey Sindelar,70.0,140,2
49,50,50,Kevin Sutherland,70.14,491,7
50,T51,T51,Jason Gore,70.17,421,6
51,T51,T51,Vaughn Taylor,70.17,421,6
52,53,53,Shane Bertsch,70.2,351,5
53,T54,T54,Retief Goosen,70.25,562,8
54,T54,T54,Dudley Hart,70.25,562,8
55,T54,T54,Steve Stricker,70.25,562,8
