,Par_5_Performance_RANK THIS WEEK,Par_5_Performance_RANK LAST WEEK,Par_5_Performance_PLAYER NAME,Par_5_Performance_ROUNDS,Par_5_Performance_STATUS,Par_5_Performance_PAR 5 AVG,Par_5_Performance_TOTAL PAR
0,1,1,Lucas Glover,105,-153,4.56,1745
1,2,2,John Rollins,93,-145,4.55,1600
2,3,3,Vijay Singh,103,-142,4.57,1665
3,4,4,Daniel Chopra,110,-140,4.63,1905
4,T5,T5,Bo Van Pelt,102,-137,4.6,1730
5,T5,T5,Nick Watney,97,-137,4.59,1675
6,7,7,Joe Durant,101,-135,4.62,1755
7,8,8,Charley Hoffman,100,-132,4.61,1680
8,9,9,Brett Quigley,109,-131,4.62,1715
9,10,10,Jason Bohn,104,-130,4.64,1785
10,T11,T11,Harrison Frazar,95,-129,4.59,1565
11,T11,T11,Frank Lickliter II,99,-129,4.61,1645
12,T11,T11,Tom Pernice Jr.,108,-129,4.61,1675
13,T14,T14,Steve Lowery,99,-127,4.62,1670
14,T14,T14,Troy Matteson,101,-127,4.63,1725
15,T16,T16,Trevor Immelman,86,-126,4.54,1370
16,T16,T16,Sean O'Hair,100,-126,4.63,1680
17,T16,T16,Kevin Sutherland,100,-126,4.62,1655
18,19,19,Shane Bertsch,104,-123,4.65,1750
19,20,20,Jesper Parnevik,84,-121,4.59,1475
20,T21,T21,Todd Fischer,101,-120,4.65,1730
21,T21,T21,Will MacKenzie,91,-120,4.6,1515
22,23,23,Hunter Mahan,98,-119,4.63,1605
23,24,24,Greg Owen,79,-117,4.59,1435
24,T25,T25,Brian Gay,107,-116,4.68,1790
25,T25,T25,Bill Haas,99,-116,4.65,1645
26,T25,T25,J.J. Henry,96,-116,4.63,1560
27,T25,T25,Charles Howell III,96,-116,4.63,1575
28,T25,T25,Phil Mickelson,74,-116,4.54,1250
29,T30,T30,Rich Beem,85,-115,4.6,1440
30,T30,T30,Jeff Brehaut,100,-115,4.66,1685
31,T30,T30,Jerry Kelly,100,-115,4.67,1730
32,T30,T30,Justin Rose,98,-115,4.63,1575
33,T34,T34,Mathias Grönberg,92,-114,4.63,1530
34,T34,T34,John Senden,96,-114,4.64,1600
35,T34,T34,Vaughn Taylor,88,-114,4.61,1460
36,T37,T37,Ryuji Imada,105,-113,4.67,1710
37,T37,T37,Charles Warren,93,-113,4.63,1525
38,39,39,Bubba Watson,83,-112,4.59,1380
39,T40,T40,David Branshaw,98,-111,4.68,1720
40,T40,T40,Jim Furyk,89,-111,4.61,1420
41,T40,T40,Kent Jones,103,-111,4.67,1705
42,T40,T40,Dean Wilson,115,-111,4.7,1825
43,44,44,Tim Clark,80,-110,4.61,1410
44,T45,T45,Stuart Appleby,83,-109,4.59,1340
45,T45,T45,Duffy Waldorf,96,-109,4.66,1605
46,T47,T47,Woody Austin,107,-106,4.7,1780
47,T47,T47,Nathan Green,108,-106,4.69,1715
48,T47,T47,Davis Love III,85,-106,4.6,1340
49,T47,T47,Shaun Micheel,96,-106,4.67,1595
50,T47,T47,Brett Wetterich,82,-106,4.62,1395
51,52,52,Ryan Palmer,101,-105,4.68,1655
52,T53,T53,Richard Johnson,94,-104,4.67,1570
53,T53,T53,Tiger Woods,55,-104,4.43,910
54,T55,T55,Craig Barlow,77,-103,4.6,1285
55,T55,T55,Stewart Cink,93,-103,4.62,1340
56,T55,T55,Carl Pettersson,95,-103,4.66,1525
57,T55,T55,Ted Purdy,103,-103,4.71,1785
58,T59,T59,Arron Oberholser,82,-102,4.58,1225
59,T59,T59,Camilo Villegas,95,-102,4.67,1525
60,T61,T61,Brian Davis,92,-101,4.67,1545
61,T61,T61,Heath Slocum,96,-101,4.68,1585
62,T63,T63,Michael Allen,84,-100,4.66,1475
63,T63,T63,Robert Allenby,79,-100,4.61,1295
64,T63,T63,Joe Ogilvie,95,-100,4.67,1525
65,T63,T63,Rod Pampling,89,-100,4.63,1365
66,T67,T67,J.B. Holmes,81,-99,4.61,1285
67,T67,T67,Mike Weir,88,-99,4.67,1480
68,T69,T69,Steve Flesch,119,-98,4.75,1935
69,T69,T69,Jonathan Kaye,95,-98,4.68,1545
70,T69,T69,Tag Ridings,103,-98,4.71,1685
71,T69,T69,Jeff Sluman,101,-98,4.72,1735
72,T73,T73,Arjun Atwal,97,-96,4.7,1605
73,T73,T73,Paul Azinger,87,-96,4.67,1450
74,T73,T73,Briny Baird,81,-96,4.63,1315
75,T73,T73,Ben Crane,85,-96,4.65,1370
76,T73,T73,Marco Dawson,87,-96,4.69,1530
77,T73,T73,Chris Riley,86,-96,4.65,1390
78,T79,T79,Eric Axley,91,-95,4.69,1510
79,T79,T79,Rory Sabbatini,84,-95,4.65,1340
80,T79,T79,D.J. Trahan,92,-95,4.68,1505
81,T82,T82,Jonathan Byrd,66,-94,4.61,1195
82,T82,T82,Robert Damron,91,-94,4.7,1555
83,T82,T82,Bob Estes,85,-94,4.66,1390
84,T82,T82,Billy Mayfair,94,-94,4.7,1560
85,T86,T86,Olin Browne,108,-93,4.73,1705
86,T86,T86,Chad Campbell,91,-93,4.67,1420
87,T86,T86,Carlos Franco,86,-93,4.69,1490
88,T86,T86,Bernhard Langer,77,-93,4.63,1265
89,T90,T90,Alex Cejka,93,-92,4.7,1515
90,T90,T90,Brandt Jobe,91,-92,4.69,1500
91,T90,T90,Shigeki Maruyama,94,-92,4.69,1495
92,T93,T93,Brent Geiberger,99,-91,4.71,1570
93,T93,T93,Geoff Ogilvy,76,-91,4.61,1180
94,T93,T93,"Wes Short, Jr.",96,-91,4.71,1570
95,T93,T93,Joey Sindelar,90,-91,4.71,1560
96,T97,T97,Aaron Baddeley,78,-90,4.64,1255
97,T97,T97,K.J. Choi,93,-90,4.7,1480
98,T97,T97,Chris Couch,75,-90,4.65,1275
99,T97,T97,Robert Garrigus,85,-90,4.69,1435
100,T97,T97,Dudley Hart,83,-90,4.66,1310
101,T102,T102,Mark Calcavecchia,94,-89,4.72,1580
102,T102,T102,Jeff Gove,91,-89,4.7,1500
