,Round_2_Scoring_Average_RANK THIS WEEK,Round_2_Scoring_Average_RANK LAST WEEK,Round_2_Scoring_Average_PLAYER NAME,Round_2_Scoring_Average_AVG,Round_2_Scoring_Average_TOTAL STROKES,Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Tiger Woods,68.71,962,14
1,2,2,Luke Donald,68.81,1101,16
2,3,3,Ernie Els,69.44,1111,16
3,4,4,Steve Stricker,69.5,1112,16
4,5,5,José María Olazábal,69.56,1113,16
5,T6,T6,David Branshaw,69.71,1952,28
6,T6,T6,Joe Durant,69.71,1952,28
7,8,8,Arron Oberholser,69.76,1465,21
8,9,9,Jim Furyk,69.78,1605,23
9,10,10,Jason Bohn,69.83,2025,29
10,11,11,Trevor Immelman,69.88,1677,24
11,12,12,Daniel Chopra,69.94,2238,32
12,13,13,Tim Clark,69.95,1469,21
13,T14,T14,Stephen Ames,70.0,1190,17
14,T14,T14,Brian Gay,70.0,2170,31
15,T14,T14,Padraig Harrington,70.0,980,14
16,T14,T14,Brett Quigley,70.0,2240,32
17,18,18,Briny Baird,70.04,1611,23
18,T19,T19,Kevin Sutherland,70.07,1962,28
19,T19,T19,Bo Van Pelt,70.07,1962,28
20,T21,T21,Robert Allenby,70.1,1472,21
21,T21,T21,Ryuji Imada,70.1,2033,29
22,23,23,Charley Hoffman,70.14,1964,28
23,24,24,Bob Estes,70.16,1754,25
24,25,25,Frank Lickliter II,70.18,1965,28
25,26,26,Ryan Moore,70.2,1404,20
26,27,27,Adam Scott,70.28,1265,18
27,28,28,Michael Allen,70.29,1687,24
28,29,29,Justin Rose,70.33,1899,27
29,30,30,John Senden,70.37,1900,27
30,31,31,Stewart Cink,70.38,1689,24
31,32,32,Bob May,70.4,1408,20
32,T33,T33,Kris Cox,70.41,1901,27
33,T33,T33,Shigeki Maruyama,70.41,1901,27
34,35,35,Dudley Hart,70.44,1761,25
35,T36,T36,Woody Austin,70.45,2184,31
36,T36,T36,Jeff Sluman,70.45,2043,29
37,38,38,Phil Mickelson,70.47,1198,17
38,T39,T39,Zach Johnson,70.48,1762,25
39,T39,T39,Brett Wetterich,70.48,1762,25
40,41,41,Harrison Frazar,70.52,1904,27
41,42,42,Tom Lehman,70.56,1270,18
42,T43,T43,Shaun Micheel,70.57,1976,28
43,T43,T43,Mark Wilson,70.57,1623,23
44,45,45,Jeff Overton,70.59,1906,27
45,46,46,Jerry Smith,70.61,1977,28
46,T47,T47,Nathan Green,70.62,2048,29
47,T47,T47,Brandt Jobe,70.62,1836,26
48,T49,T49,Jonathan Byrd,70.63,1342,19
49,T49,T49,J.J. Henry,70.63,1907,27
50,T49,T49,Stephen Leaney,70.63,1907,27
51,T52,T52,Jeff Gove,70.64,1978,28
52,T52,T52,Hunter Mahan,70.64,1978,28
53,T54,T54,Craig Barlow,70.67,1484,21
54,T54,T54,Chad Campbell,70.67,1696,24
55,T54,T54,Marco Dawson,70.67,1908,27
56,57,57,Rod Pampling,70.68,1555,22
57,58,58,Steve Elkington,70.69,1131,16
58,T59,T59,Brent Geiberger,70.71,1980,28
59,T59,T59,Kenny Perry,70.71,1485,21
60,61,61,Ryan Palmer,70.72,2051,29
61,T62,T62,Ben Crane,70.76,1486,21
62,T62,T62,Davis Love III,70.76,1486,21
63,T64,T64,Greg Owen,70.77,1557,22
64,T64,T64,Vijay Singh,70.77,1840,26
65,66,66,Steve Flesch,70.78,2265,32
66,T67,T67,Daisuke Maruyama,70.79,1699,24
67,T67,T67,David Toms,70.79,1345,19
68,69,69,Robert Garrigus,70.81,1841,26
69,70,70,John Cook,70.82,1558,22
70,T71,T71,Matt Hansen,70.83,1629,23
71,T71,T71,Scott Verplank,70.83,1629,23
72,T73,T73,K.J. Choi,70.84,1771,25
73,T73,T73,Kent Jones,70.84,2196,31
74,75,75,Tjaart van der Walt,70.85,1417,20
75,T76,T76,Sean O'Hair,70.86,1984,28
76,T76,T76,Omar Uresti,70.86,1488,21
77,78,78,Mark Calcavecchia,70.88,1701,24
78,T79,T79,Freddie Jacobson,70.89,1276,18
79,T79,T79,Steve Lowery,70.89,1985,28
80,T79,T79,Nick Watney,70.89,1985,28
81,T82,T82,Bernhard Langer,70.91,1560,22
82,T82,T82,Rory Sabbatini,70.91,1631,23
83,T82,T82,Dean Wilson,70.91,2340,33
84,85,85,Mathias Grönberg,70.93,2057,29
85,86,86,Stuart Appleby,70.95,1490,21
86,87,87,Eric Axley,70.96,1987,28
87,88,88,Olin Browne,70.97,2058,29
88,T89,T89,Alex Cejka,71.0,1988,28
89,T89,T89,Bill Haas,71.0,2059,29
90,T89,T89,J.P. Hayes,71.0,1349,19
91,T89,T89,Justin Leonard,71.0,1704,24
92,T89,T89,Jesper Parnevik,71.0,1704,24
93,T94,T94,Tim Herron,71.04,1847,26
94,T94,T94,Camilo Villegas,71.04,1989,28
95,96,96,Chris Smith,71.05,1492,21
96,97,97,Shane Bertsch,71.06,2203,31
97,98,98,Greg Kraft,71.08,1777,25
98,T99,T99,Corey Pavin,71.09,1564,22
99,T99,T99,Mike Weir,71.09,1635,23
100,101,101,Paul Azinger,71.12,1778,25
101,102,102,Patrick Sheehan,71.15,2348,33
102,103,103,Mike Sposa,71.17,1637,23
103,104,104,Billy Andrade,71.18,1566,22
104,105,105,Skip Kendall,71.19,1495,21
105,106,106,Richard Johnson,71.21,2065,29
106,T107,T107,Tom Pernice Jr.,71.22,2279,32
107,T107,T107,"Wes Short, Jr.",71.22,2279,32
108,109,109,Fred Funk,71.26,1924,27
109,T110,T110,Jeff Maggert,71.27,1853,26
110,T110,T110,Charles Warren,71.27,1853,26
111,112,112,Chris Riley,71.28,1782,25
112,113,113,Todd Fischer,71.29,2210,31
113,T114,T114,Troy Matteson,71.31,2282,32
114,T114,T114,Tim Petrovic,71.31,2068,29
115,T114,T114,Vaughn Taylor,71.31,1854,26
116,T117,T117,Jonathan Kaye,71.32,1997,28
117,T117,T117,Geoff Ogilvy,71.32,1355,19
118,T119,T119,Aaron Baddeley,71.33,1712,24
119,T119,T119,Scott Gutschewski,71.33,1284,18
120,121,121,Bubba Dickerson,71.34,2069,29
121,T122,T122,Paul Stankowski,71.36,1570,22
122,T122,T122,Ron Whittaker,71.36,1784,25
123,T124,T124,Tommy Armour III,71.38,1499,21
124,T124,T124,Heath Slocum,71.38,2070,29
125,T124,T124,Kirk Triplett,71.38,1142,16
126,T127,T127,Chris DiMarco,71.42,1714,24
127,T127,T127,David Howell,71.42,857,12
128,129,129,Peter Lonard,71.43,1500,21
129,T130,T130,David McKenzie,71.44,1929,27
130,T130,T130,Bubba Watson,71.44,1786,25
131,132,132,Brian Davis,71.46,1858,26
132,T133,T133,Mark Brooks,71.47,2430,34
133,T133,T133,Sergio Garcia,71.47,1072,15
134,135,135,Lucas Glover,71.48,2073,29
135,T136,T136,Rich Beem,71.5,1859,26
136,T136,T136,Henrik Bjornstad,71.5,2145,30
137,T136,T136,Retief Goosen,71.5,1144,16
138,T136,T136,Paul Goydos,71.5,1716,24
139,T136,T136,J.B. Holmes,71.5,1573,22
140,T136,T136,Bob Tway,71.5,1716,24
141,T136,T136,Jimmy Walker,71.5,1430,20
142,143,143,Ted Purdy,71.53,2289,32
143,144,144,Joe Ogilvie,71.54,2003,28
144,145,145,Tag Ridings,71.56,2290,32
145,146,146,Ian Poulter,71.57,1002,14
146,147,147,Arjun Atwal,71.58,2219,31
147,148,148,John Rollins,71.59,1933,27
148,149,149,Steve Jones,71.62,1862,26
149,150,150,Duffy Waldorf,71.63,1934,27
150,151,151,Will MacKenzie,71.64,2006,28
151,152,152,Ben Curtis,71.72,1793,25
152,153,153,Jon Mills,71.73,1865,26
153,154,154,Robert Damron,71.74,2224,31
154,T155,T155,Mathew Goggin,71.75,1722,24
