,Late_Round_1_Scoring_Average_RANK THIS WEEK,Late_Round_1_Scoring_Average_RANK LAST WEEK,Late_Round_1_Scoring_Average_PLAYER NAME,Late_Round_1_Scoring_Average_AVG,Late_Round_1_Scoring_Average_TOTAL STROKES,Late_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Tiger Woods,68.38,547,8
1,2,2,Phil Mickelson,68.71,481,7
2,3,3,David Howell,68.75,275,4
3,T4,T4,Charley Hoffman,69.0,897,13
4,T4,T4,Arron Oberholser,69.0,345,5
5,6,6,Mike Weir,69.4,694,10
6,7,7,Jim Furyk,69.45,764,11
7,T8,T8,Chad Campbell,69.5,973,14
8,T8,T8,Ian Poulter,69.5,556,8
9,10,10,Bubba Watson,69.55,765,11
10,11,11,Stuart Appleby,69.67,627,9
11,12,12,Zach Johnson,69.7,697,10
12,13,13,Vijay Singh,69.73,767,11
13,T14,T14,Trevor Immelman,69.75,837,12
14,T14,T14,Adam Scott,69.75,558,8
15,16,16,Jonathan Byrd,69.78,628,9
16,17,17,Steve Stricker,69.8,698,10
17,18,18,Jeff Gove,69.85,908,13
18,T19,T19,K.J. Choi,70.0,910,13
19,T19,T19,Lucas Glover,70.0,560,8
20,T19,T19,Frank Lickliter II,70.0,980,14
21,22,22,Alex Cejka,70.07,981,14
22,T23,T23,Michael Allen,70.25,843,12
23,T23,T23,J.J. Henry,70.25,843,12
24,25,25,Ernie Els,70.27,773,11
25,26,26,Billy Andrade,70.3,703,10
26,T27,T27,Fred Funk,70.38,915,13
27,T27,T27,Retief Goosen,70.38,563,8
28,29,29,D.A. Points,70.39,1267,18
29,30,30,Charles Warren,70.42,845,12
30,T31,T31,Brian Gay,70.45,1409,20
31,T31,T31,Rory Sabbatini,70.45,775,11
32,T33,T33,Mathias Grönberg,70.5,987,14
33,T33,T33,Greg Owen,70.5,705,10
34,T33,T33,Jason Schultz,70.5,987,14
35,T33,T33,Heath Slocum,70.5,564,8
36,37,37,Nick Watney,70.55,776,11
37,T38,T38,Jerry Kelly,70.57,988,14
38,T38,T38,Dean Wilson,70.57,988,14
39,40,40,Steve Flesch,70.6,1059,15
40,41,41,Chris Riley,70.62,918,13
41,T42,T42,Robert Allenby,70.63,565,8
42,T42,T42,Jeff Brehaut,70.63,1130,16
43,T44,T44,Robert Gamez,70.64,989,14
44,T44,T44,J.B. Holmes,70.64,777,11
45,T44,T44,Camilo Villegas,70.64,989,14
46,47,47,Bo Van Pelt,70.65,1201,17
47,T48,T48,Will MacKenzie,70.71,1202,17
48,T48,T48,Kirk Triplett,70.71,495,7
49,50,50,Jeff Sluman,70.77,920,13
50,51,51,Daniel Chopra,70.78,1274,18
51,52,52,Billy Mayfair,70.79,991,14
52,T53,T53,Bob May,70.8,708,10
53,T53,T53,Kenny Perry,70.8,708,10
54,55,55,Skip Kendall,70.82,779,11
55,T56,T56,Bart Bryant,70.83,850,12
56,T56,T56,Joe Durant,70.83,850,12
57,T56,T56,Bob Estes,70.83,850,12
58,T56,T56,John Senden,70.83,850,12
59,T56,T56,Scott Verplank,70.83,850,12
60,T61,T61,Chris DiMarco,70.85,921,13
61,T61,T61,Stephen Leaney,70.85,921,13
62,63,63,Jason Gore,70.86,992,14
63,64,64,David Duval,70.9,709,10
64,T65,T65,Brian Davis,70.92,922,13
65,T65,T65,Brent Geiberger,70.92,922,13
66,T65,T65,Paul Goydos,70.92,922,13
67,T65,T65,Kevin Sutherland,70.92,922,13
68,69,69,Jonathan Kaye,70.93,1064,15
69,T70,T70,Peter Lonard,71.0,781,11
70,T70,T70,Shaun Micheel,71.0,923,13
71,T70,T70,Larry Mize,71.0,568,8
72,T70,T70,Ryan Moore,71.0,639,9
73,74,74,Tom Pernice Jr.,71.05,1421,20
74,T75,T75,Marco Dawson,71.06,1137,16
75,T75,T75,Richard Johnson,71.06,1137,16
76,77,77,Bernhard Langer,71.08,924,13
77,78,78,Jesper Parnevik,71.09,782,11
78,T79,T79,Carlos Franco,71.13,1067,15
79,T79,T79,Nathan Green,71.13,1067,15
80,T81,T81,Stewart Cink,71.14,996,14
81,T81,T81,Robert Damron,71.14,996,14
82,T83,T83,Brandt Jobe,71.15,925,13
83,T83,T83,Jerry Smith,71.15,925,13
84,85,85,Harrison Frazar,71.17,854,12
85,86,86,Troy Matteson,71.19,1139,16
86,T87,T87,Woody Austin,71.2,1068,15
87,T87,T87,Todd Fischer,71.2,1424,20
88,89,89,Chris Smith,71.22,641,9
89,T90,T90,Charles Howell III,71.23,926,13
90,T90,T90,Ryan Palmer,71.23,926,13
91,92,92,Hunter Mahan,71.24,1211,17
92,T93,T93,Geoff Ogilvy,71.27,784,11
93,T93,T93,John Rollins,71.27,784,11
94,T93,T93,Mark Wilson,71.27,784,11
95,T96,T96,Fred Couples,71.29,499,7
96,T96,T96,José María Olazábal,71.29,499,7
97,98,98,Omar Uresti,71.3,713,10
98,99,99,Ben Crane,71.31,927,13
99,100,100,Justin Rose,71.33,1070,15
100,101,101,Stephen Ames,71.36,785,11
101,T102,T102,Steve Jones,71.38,928,13
102,T102,T102,Rod Pampling,71.38,571,8
103,T104,T104,Alex Aragon,71.42,857,12
104,T104,T104,Joe Ogilvie,71.42,857,12
105,T106,T106,Danny Ellis,71.44,643,9
106,T106,T106,Ryuji Imada,71.44,1143,16
107,T108,T108,Brian Bateman,71.46,929,13
108,T108,T108,David McKenzie,71.46,929,13
109,T108,T108,Duffy Waldorf,71.46,929,13
110,T111,T111,Mark Calcavecchia,71.5,858,12
111,T111,T111,Justin Leonard,71.5,858,12
