,Back_9_Round_1_Scoring_Average_RANK THIS WEEK,Back_9_Round_1_Scoring_Average_RANK LAST WEEK,Back_9_Round_1_Scoring_Average_PLAYER NAME,Back_9_Round_1_Scoring_Average_AVG,Back_9_Round_1_Scoring_Average_TOTAL STROKES,Back_9_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Tiger Woods,34.14,478,14
1,2,2,Jim Furyk,34.22,787,23
2,3,3,Arron Oberholser,34.38,722,21
3,4,4,Jonathan Byrd,34.4,688,20
4,5,5,Mike Weir,34.43,792,23
5,6,6,Phil Mickelson,34.53,587,17
6,7,7,Steve Stricker,34.56,553,16
7,8,8,Brent Geiberger,34.62,1004,29
8,9,9,Lucas Glover,34.66,1005,29
9,10,10,Adam Scott,34.67,624,18
10,11,11,Peter Lonard,34.76,730,21
11,T12,T12,Greg Owen,34.78,800,23
12,T12,T12,Justin Rose,34.78,939,27
13,14,14,Billy Andrade,34.87,802,23
14,15,15,Joe Durant,34.89,977,28
15,16,16,Stephen Ames,34.95,699,20
16,17,17,Jerry Kelly,34.97,1084,31
17,18,18,Daisuke Maruyama,35.0,840,24
18,19,19,Charles Warren,35.04,911,26
19,T20,T20,Charley Hoffman,35.07,982,28
20,T20,T20,Bo Van Pelt,35.07,982,28
21,22,22,Vijay Singh,35.08,912,26
22,T23,T23,Tim Clark,35.1,737,21
23,T23,T23,Brian Gay,35.1,1088,31
24,T23,T23,Bob May,35.1,702,20
25,26,26,Mark Wilson,35.13,808,23
26,27,27,Ryan Palmer,35.14,1019,29
27,28,28,Bart Bryant,35.16,879,25
28,T29,T29,Ben Crane,35.17,844,24
29,T29,T29,Scott Verplank,35.17,844,24
30,T31,T31,Fred Couples,35.2,528,15
31,T31,T31,Robert Gamez,35.2,1056,30
32,T31,T31,Bubba Watson,35.2,880,25
33,T34,T34,Geoff Ogilvy,35.21,669,19
34,T34,T34,Kevin Sutherland,35.21,986,28
35,36,36,David McKenzie,35.22,951,27
36,37,37,Skip Kendall,35.23,775,22
37,T38,T38,Fred Funk,35.25,987,28
38,T38,T38,David Howell,35.25,423,12
39,40,40,Chris Riley,35.27,917,26
40,T41,T41,Stuart Appleby,35.29,741,21
41,T41,T41,Nick Watney,35.29,988,28
42,T43,T43,Jonathan Kaye,35.3,1059,30
43,T43,T43,Dean Wilson,35.3,1165,33
44,45,45,Olin Browne,35.31,1024,29
45,T46,T46,Michael Allen,35.32,883,25
46,T46,T46,Bernhard Langer,35.32,777,22
47,T48,T48,Brian Davis,35.33,954,27
48,T48,T48,John Huston,35.33,848,24
49,T48,T48,Ryuji Imada,35.33,1060,30
50,T48,T48,Jesper Parnevik,35.33,848,24
51,52,52,Heath Slocum,35.38,1026,29
52,T53,T53,Freddie Jacobson,35.39,637,18
53,T53,T53,Jerry Smith,35.39,991,28
54,T55,T55,Corey Pavin,35.41,779,22
55,T55,T55,D.A. Points,35.41,956,27
56,T55,T55,Joey Sindelar,35.41,1027,29
57,T58,T58,Henrik Bjornstad,35.43,1063,30
58,T58,T58,Davis Love III,35.43,744,21
59,T58,T58,Kenny Perry,35.43,744,21
60,T61,T61,Pat Perez,35.44,567,16
61,T61,T61,Duffy Waldorf,35.44,957,27
62,63,63,Alex Cejka,35.45,1028,29
63,T64,T64,Steve Elkington,35.5,568,16
64,T64,T64,Steve Flesch,35.5,1136,32
65,T66,T66,Carlos Franco,35.52,1030,29
66,T66,T66,Billy Mayfair,35.52,1030,29
67,T66,T66,Jeff Overton,35.52,959,27
68,T66,T66,Chris Smith,35.52,746,21
69,T70,T70,Jeff Brehaut,35.53,1137,32
70,T70,T70,Daniel Chopra,35.53,1137,32
71,72,72,Chris DiMarco,35.54,853,24
72,T73,T73,Paul Azinger,35.55,1031,29
73,T73,T73,David Toms,35.55,711,20
74,T75,T75,Doug Barron,35.56,960,27
75,T75,T75,K.J. Choi,35.56,889,25
76,T75,T75,Ernie Els,35.56,569,16
77,T78,T78,Robert Allenby,35.57,747,21
78,T78,T78,Will MacKenzie,35.57,996,28
79,T78,T78,Joe Ogilvie,35.57,996,28
80,T78,T78,Rory Sabbatini,35.57,818,23
81,82,82,Chad Campbell,35.58,854,24
82,T83,T83,Marco Dawson,35.59,961,27
83,T83,T83,John Rollins,35.59,961,27
84,T85,T85,Jeff Gove,35.61,997,28
85,T85,T85,D.J. Trahan,35.61,1104,31
86,87,87,Omar Uresti,35.62,748,21
87,T88,T88,Trevor Immelman,35.63,855,24
88,T88,T88,Tom Pernice Jr.,35.63,1140,32
89,T88,T88,Carl Pettersson,35.63,962,27
90,T88,T88,Tag Ridings,35.63,1140,32
91,T88,T88,John Senden,35.63,962,27
92,T93,T93,Zach Johnson,35.64,891,25
93,T93,T93,Hunter Mahan,35.64,998,28
94,T95,T95,Ben Curtis,35.65,927,26
95,T95,T95,Todd Fischer,35.65,1212,34
96,T97,T97,Kris Cox,35.67,963,27
97,T97,T97,Justin Leonard,35.67,856,24
98,T97,T97,Patrick Sheehan,35.67,1177,33
99,100,100,Shaun Micheel,35.68,999,28
100,T101,T101,Shane Bertsch,35.69,1142,32
101,T101,T101,Steve Jones,35.69,928,26
102,T101,T101,Steve Lowery,35.69,1035,29
103,T101,T101,Brett Quigley,35.69,1142,32
104,105,105,Tommy Armour III,35.7,821,23
105,106,106,Stewart Cink,35.71,857,24
106,T107,T107,Arjun Atwal,35.72,1143,32
107,T107,T107,Greg Kraft,35.72,893,25
108,T107,T107,Jeff Sluman,35.72,1036,29
109,T110,T110,Woody Austin,35.74,1108,31
110,T110,T110,J.P. Hayes,35.74,679,19
111,T110,T110,Jason Schultz,35.74,965,27
112,113,113,José María Olazábal,35.75,572,16
113,T114,T114,Jason Bohn,35.76,1037,29
114,T114,T114,Bob Estes,35.76,894,25
115,T114,T114,Nathan Green,35.76,1037,29
