,Early_Round_4_Scoring_Average_RANK THIS WEEK,Early_Round_4_Scoring_Average_RANK LAST WEEK,Early_Round_4_Scoring_Average_PLAYER NAME,Early_Round_4_Scoring_Average_AVG,Early_Round_4_Scoring_Average_TOTAL STROKES,Early_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Jim Furyk,66.0,66,1
1,T2,T2,Steve Elkington,68.5,274,4
2,T2,T2,Len Mattiace,68.5,137,2
3,4,4,Briny Baird,69.0,138,2
4,5,5,Retief Goosen,69.33,208,3
5,6,6,Billy Mayfair,69.4,694,10
6,7,7,Brett Quigley,69.5,278,4
7,8,8,Joe Ogilvie,69.67,627,9
8,T9,T9,Jeff Gove,69.75,558,8
9,T9,T9,Shaun Micheel,69.75,558,8
10,11,11,Arron Oberholser,69.78,628,9
11,T12,T12,Trevor Immelman,69.8,349,5
12,T12,T12,Jesper Parnevik,69.8,698,10
13,T12,T12,Steve Stricker,69.8,349,5
14,15,15,Stewart Cink,69.9,699,10
15,T16,T16,Paul Azinger,70.0,700,10
16,T16,T16,Lucas Glover,70.0,420,6
17,T16,T16,Padraig Harrington,70.0,350,5
18,T16,T16,Jimmy Walker,70.0,350,5
19,20,20,Brian Gay,70.08,841,12
20,T21,T21,Aaron Baddeley,70.13,561,8
21,T21,T21,Vijay Singh,70.13,561,8
22,23,23,Kent Jones,70.15,912,13
23,T24,T24,Skip Kendall,70.17,421,6
24,T24,T24,Phil Mickelson,70.17,421,6
25,T24,T24,Tom Pernice Jr.,70.17,421,6
26,27,27,Dudley Hart,70.22,632,9
27,T28,T28,Stuart Appleby,70.25,562,8
28,T28,T28,Brian Davis,70.25,843,12
29,T28,T28,Brent Geiberger,70.25,843,12
30,31,31,Brett Wetterich,70.29,492,7
31,32,32,Jeff Brehaut,70.33,633,9
32,33,33,Hunter Mahan,70.36,774,11
33,34,34,Ryuji Imada,70.42,845,12
34,T35,T35,Stephen Ames,70.43,493,7
35,T35,T35,Stephen Leaney,70.43,493,7
36,37,37,Eric Axley,70.44,634,9
37,T38,T38,Greg Chalmers,70.5,423,6
38,T38,T38,Chris Riley,70.5,423,6
39,T38,T38,Duffy Waldorf,70.5,846,12
40,41,41,Fred Funk,70.55,776,11
41,42,42,J.J. Henry,70.56,635,9
42,43,43,Geoff Ogilvy,70.57,494,7
43,T44,T44,Jonathan Byrd,70.6,353,5
44,T44,T44,Greg Owen,70.6,353,5
45,46,46,John Senden,70.62,918,13
46,T47,T47,Ben Curtis,70.67,848,12
47,T47,T47,Freddie Jacobson,70.67,212,3
48,T49,T49,Chris DiMarco,70.71,495,7
49,T49,T49,Bubba Watson,70.71,495,7
50,T51,T51,Luke Donald,70.75,283,4
51,T51,T51,Pat Perez,70.75,283,4
52,53,53,Bill Haas,70.78,637,9
53,T54,T54,Brandt Jobe,70.8,708,10
54,T54,T54,Tjaart van der Walt,70.8,354,5
55,56,56,K.J. Choi,70.83,850,12
56,57,57,Jeff Overton,70.85,921,13
57,58,58,Ted Purdy,70.86,496,7
58,T59,T59,Kenny Perry,70.88,567,8
59,T59,T59,Ron Whittaker,70.88,567,8
60,61,61,Steve Flesch,70.93,1064,15
61,T62,T62,Rich Beem,71.0,639,9
62,T62,T62,Chad Campbell,71.0,710,10
63,T62,T62,Daniel Chopra,71.0,426,6
64,T62,T62,Harrison Frazar,71.0,710,10
65,T62,T62,Vance Veazey,71.0,497,7
66,T62,T62,Mike Weir,71.0,497,7
67,68,68,Bubba Dickerson,71.08,924,13
68,69,69,Rod Pampling,71.1,711,10
69,T70,T70,Daisuke Maruyama,71.13,569,8
70,T70,T70,D.A. Points,71.13,569,8
71,T72,T72,Billy Andrade,71.17,427,6
72,T72,T72,Vaughn Taylor,71.17,427,6
73,74,74,Ryan Palmer,71.18,783,11
74,75,75,Jason Bohn,71.25,855,12
75,76,76,Patrick Sheehan,71.27,784,11
76,77,77,J.L. Lewis,71.29,499,7
77,78,78,Bo Van Pelt,71.3,713,10
78,T79,T79,Shigeki Maruyama,71.33,642,9
79,T79,T79,Corey Pavin,71.33,428,6
80,T79,T79,Ian Poulter,71.33,214,3
81,T79,T79,Mike Sposa,71.33,642,9
82,T79,T79,Omar Uresti,71.33,214,3
83,84,84,Henrik Bjornstad,71.36,785,11
84,85,85,Michael Allen,71.38,571,8
85,T86,T86,Tommy Armour III,71.4,357,5
86,T86,T86,Matt Hansen,71.4,357,5
87,T86,T86,Jonathan Kaye,71.4,714,10
88,T86,T86,Ian Leggatt,71.4,357,5
89,T86,T86,Davis Love III,71.4,714,10
90,91,91,Jeff Sluman,71.43,1000,14
91,92,92,Will MacKenzie,71.44,643,9
92,93,93,Tim Petrovic,71.46,929,13
93,T94,T94,Tim Clark,71.5,429,6
94,T94,T94,Michael Connell,71.5,143,2
95,T94,T94,Brad Faxon,71.5,715,10
96,T94,T94,Mathew Goggin,71.5,429,6
97,T98,T98,Kevin Sutherland,71.55,787,11
98,T98,T98,Dean Wilson,71.55,787,11
99,T100,T100,Bob Tway,71.56,644,9
100,T100,T100,Scott Verplank,71.56,644,9
101,T102,T102,Robert Allenby,71.57,501,7
102,T102,T102,Richard Johnson,71.57,501,7
103,104,104,David Branshaw,71.58,859,12
104,105,105,Steve Jones,71.63,573,8
105,T106,T106,Bart Bryant,71.67,645,9
106,T106,T106,Paul Goydos,71.67,430,6
107,T106,T106,Tom Lehman,71.67,645,9
108,T106,T106,Chris Smith,71.67,430,6
109,T106,T106,D.J. Trahan,71.67,430,6
110,T111,T111,Arjun Atwal,71.71,502,7
111,T111,T111,Kris Cox,71.71,502,7
112,113,113,Adam Scott,71.75,287,4
113,T114,T114,Robert Gamez,71.78,646,9
114,T114,T114,Carl Pettersson,71.78,646,9
115,116,116,Jerry Smith,71.79,1005,14
116,117,117,Brian Bateman,71.8,359,5
117,118,118,Rory Sabbatini,71.82,790,11
118,T119,T119,Sergio Garcia,71.83,431,6
119,T119,T119,John Rollins,71.83,431,6
120,121,121,Justin Leonard,71.86,503,7
121,T122,T122,Thomas Levet,71.88,575,8
122,T122,T122,José María Olazábal,71.88,575,8
123,T124,T124,David Duval,71.89,647,9
124,T124,T124,Todd Fischer,71.89,647,9
125,126,126,Frank Lickliter II,71.9,719,10
126,T127,T127,Mark Brooks,72.0,360,5
127,T127,T127,Mathias Grönberg,72.0,432,6
128,T127,T127,Larry Mize,72.0,288,4
129,T127,T127,Heath Slocum,72.0,720,10
130,T127,T127,David Toms,72.0,288,4
131,132,132,Carlos Franco,72.1,721,10
132,133,133,Danny Ellis,72.13,577,8
133,134,134,Bob May,72.14,505,7
134,T135,T135,John Cook,72.17,433,6
135,T135,T135,Bernhard Langer,72.17,433,6
136,137,137,Olin Browne,72.19,1155,16
137,T138,T138,Greg Kraft,72.2,361,5
138,T138,T138,Justin Rose,72.2,361,5
139,140,140,Craig Barlow,72.22,650,9
140,T141,T141,Bob Estes,72.25,578,8
141,T141,T141,Charley Hoffman,72.25,578,8
142,T141,T141,Joey Sindelar,72.25,578,8
143,144,144,John Huston,72.27,795,11
144,T145,T145,Alex Cejka,72.29,506,7
145,T145,T145,Charles Warren,72.29,506,7
146,T147,T147,Marco Dawson,72.3,723,10
147,T147,T147,J.B. Holmes,72.3,723,10
148,T149,T149,Mark Calcavecchia,72.33,651,9
149,T149,T149,Nick Watney,72.33,651,9
150,T151,T151,Robert Damron,72.38,579,8
151,T151,T151,Zach Johnson,72.38,579,8
152,T153,T153,David McKenzie,72.4,362,5
153,T153,T153,Mark Wilson,72.4,724,10
154,T155,T155,Chris Couch,72.43,507,7
155,T155,T155,Jason Schultz,72.43,507,7
156,T157,T157,Nathan Green,72.46,942,13
157,T157,T157,Steve Lowery,72.46,942,13
158,159,159,Jon Mills,72.5,290,4
159,160,160,Mark O'Meara,72.6,363,5
160,161,161,Charles Howell III,72.62,944,13
161,T162,T162,Troy Matteson,72.63,581,8
162,T162,T162,Nicholas Thompson,72.63,581,8
