,Par_4_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_4_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_4_Birdie_or_Better_Leaders_PLAYER NAME,Par_4_Birdie_or_Better_Leaders_ROUNDS,Par_4_Birdie_or_Better_Leaders_%,Par_4_Birdie_or_Better_Leaders_PAR 4 BIRDIES OR BETTER,Par_4_Birdie_or_Better_Leaders_PAR 4 HOLES
0,1,1,Tiger Woods,55,21.79,119,546
1,2,2,Daniel Chopra,110,19.98,222,1111
2,3,3,Jonathan Byrd,66,19.53,132,676
3,4,4,Justin Rose,98,19.41,196,1010
4,5,5,Steve Stricker,64,19.0,125,658
5,6,6,Brett Wetterich,82,18.95,163,860
6,7,7,David Toms,76,18.85,141,748
7,8,8,Vaughn Taylor,88,18.83,177,940
8,9,9,Harrison Frazar,95,18.81,180,957
9,10,10,Phil Mickelson,74,18.63,133,714
10,11,11,Lucas Glover,105,18.42,196,1064
11,12,12,Briny Baird,81,18.27,148,810
12,13,13,Camilo Villegas,95,18.15,180,992
13,14,14,J.P. Hayes,55,18.13,105,579
14,15,15,David McKenzie,82,18.11,153,845
15,16,16,Adam Scott,70,18.02,133,738
16,T17,T17,Robert Allenby,79,17.99,147,817
17,T17,T17,Joe Ogilvie,95,17.99,174,967
18,19,19,Jim Furyk,89,17.98,171,951
19,T20,T20,Alex Cejka,93,17.93,173,965
20,T20,T20,J.B. Holmes,81,17.93,147,820
21,22,22,Mark Wilson,79,17.91,142,793
22,23,23,David Howell,52,17.89,85,475
23,24,24,Jerry Kelly,100,17.88,187,1046
24,25,25,Freddie Jacobson,56,17.85,106,594
25,T26,T26,Eric Axley,91,17.82,167,937
26,T26,T26,Vijay Singh,103,17.82,190,1066
27,28,28,John Huston,74,17.81,135,758
28,29,29,Bubba Dickerson,98,17.72,180,1016
29,30,30,Robert Garrigus,85,17.68,154,871
30,31,31,Steve Flesch,119,17.67,215,1217
31,32,32,Kent Jones,103,17.59,187,1063
32,33,33,Nathan Green,108,17.52,194,1107
33,T34,T34,Luke Donald,66,17.46,118,676
34,T34,T34,Charley Hoffman,100,17.46,180,1031
35,36,36,Nick Watney,97,17.39,172,989
36,37,37,Mike Weir,88,17.34,154,888
37,38,38,Shane Bertsch,104,17.32,185,1068
38,T39,T39,Kris Cox,83,17.31,148,855
39,T39,T39,Bob May,65,17.31,112,647
40,41,41,John Senden,96,17.28,169,978
41,T42,T42,Tommy Armour III,65,17.25,118,684
42,T42,T42,Ryan Palmer,101,17.25,181,1049
43,44,44,D.A. Points,82,17.24,146,847
44,45,45,Marco Dawson,87,17.2,156,907
45,46,46,Frank Lickliter II,99,17.17,175,1019
46,47,47,Davis Love III,85,17.13,136,794
47,T48,T48,Greg Chalmers,71,17.11,122,713
48,T48,T48,Scott Gutschewski,53,17.11,91,532
49,50,50,Daisuke Maruyama,83,17.09,142,831
50,T51,T51,Brian Gay,107,17.06,193,1131
51,T51,T51,Scott Verplank,88,17.06,153,897
52,53,53,Craig Barlow,77,17.04,130,763
53,54,54,Chris Couch,75,17.01,134,788
54,55,55,Zach Johnson,98,16.91,160,946
55,56,56,Fred Funk,106,16.89,190,1125
56,57,57,Dean Wilson,115,16.88,199,1179
57,58,58,Jerry Smith,94,16.86,164,973
58,T59,T59,Shigeki Maruyama,94,16.85,166,985
59,T59,T59,Jeff Overton,95,16.85,168,997
60,61,61,Matt Hansen,68,16.83,118,701
61,62,62,Tag Ridings,103,16.81,177,1053
62,63,63,Hunter Mahan,98,16.79,175,1042
63,64,64,Retief Goosen,68,16.77,105,626
64,65,65,Trevor Immelman,86,16.74,155,926
65,66,66,Bob Estes,85,16.72,151,903
66,67,67,Bob Tway,81,16.69,138,827
67,68,68,Sergio Garcia,59,16.64,96,577
68,T69,T69,Will MacKenzie,91,16.61,153,921
69,T69,T69,Ian Poulter,53,16.61,91,548
70,71,71,Robert Gamez,94,16.58,167,1007
71,72,72,Charles Warren,93,16.56,157,948
72,73,73,Stuart Appleby,83,16.5,136,824
73,74,74,Ted Purdy,103,16.49,174,1055
74,75,75,Rod Pampling,89,16.48,148,898
75,76,76,Jeff Brehaut,100,16.42,164,999
76,77,77,Bubba Watson,83,16.4,135,823
77,78,78,David Branshaw,98,16.39,167,1019
78,T79,T79,Brian Davis,92,16.37,155,947
79,T79,T79,Chris DiMarco,83,16.37,136,831
80,T79,T79,Jeff Sluman,101,16.37,173,1057
81,82,82,Stephen Ames,63,16.36,106,648
82,83,83,Kenny Perry,73,16.35,130,795
83,84,84,Bo Van Pelt,102,16.34,176,1077
84,85,85,Rory Sabbatini,84,16.33,145,888
85,86,86,Joe Durant,101,16.32,172,1054
86,87,87,Vance Veazey,59,16.29,101,620
87,88,88,Arron Oberholser,82,16.28,140,860
88,89,89,Michael Allen,84,16.27,143,879
89,90,90,Woody Austin,107,16.24,184,1133
90,T91,T91,Mark Calcavecchia,94,16.21,159,981
91,T91,T91,Stewart Cink,93,16.21,155,956
92,T93,T93,Arjun Atwal,97,16.18,162,1001
93,T93,T93,Brandt Jobe,91,16.18,150,927
94,T93,T93,Patrick Sheehan,104,16.18,171,1057
95,96,96,Brent Geiberger,99,16.17,168,1039
96,97,97,Bernhard Langer,77,16.13,121,750
97,T98,T98,Pat Perez,50,16.12,83,515
98,T98,T98,Joey Sindelar,90,16.12,152,943
99,100,100,Ryuji Imada,105,16.03,173,1079
100,101,101,Ben Crane,85,16.0,135,844
101,T102,T102,Robert Damron,91,15.99,153,957
102,T102,T102,Chris Riley,86,15.99,138,863
103,104,104,Billy Mayfair,94,15.98,160,1001
104,105,105,Doug Barron,74,15.91,123,773
105,106,106,Brett Quigley,109,15.89,178,1120
106,T107,T107,Brian Bateman,69,15.85,110,694
107,T107,T107,Danny Ellis,68,15.85,107,675
108,109,109,Todd Fischer,101,15.83,163,1030
109,110,110,Shaun Micheel,96,15.71,153,974
110,111,111,John Rollins,93,15.7,149,949
111,T112,T112,Greg Kraft,79,15.68,125,797
112,T112,T112,Heath Slocum,96,15.68,154,982
113,114,114,J.J. Henry,96,15.65,154,984
114,115,115,Greg Owen,79,15.63,123,787
115,116,116,Olin Browne,108,15.61,174,1115
116,T117,T117,K.J. Choi,93,15.59,154,988
117,T117,T117,Ernie Els,69,15.59,106,680
118,119,119,John Cook,67,15.56,110,707
119,120,120,Jason Bohn,104,15.54,170,1094
120,T121,T121,Tim Clark,80,15.53,127,818
121,T121,T121,Carl Pettersson,95,15.53,155,998
122,T123,T123,Chad Campbell,91,15.5,144,929
123,T123,T123,Paul Goydos,72,15.5,117,755
124,T123,T123,Jeff Maggert,81,15.5,133,858
125,126,126,Kirk Triplett,58,15.48,91,588
126,127,127,Paul Stankowski,70,15.46,115,744
127,128,128,Dudley Hart,83,15.44,138,894
128,T129,T129,Stephen Leaney,84,15.4,136,883
129,T129,T129,Ryan Moore,68,15.4,107,695
130,131,131,Tom Pernice Jr.,108,15.39,171,1111
131,T132,T132,Steve Lowery,99,15.35,156,1016
132,T132,T132,"Wes Short, Jr.",96,15.35,154,1003
133,134,134,Padraig Harrington,54,15.34,81,528
134,135,135,Jason Gore,86,15.32,135,881
135,136,136,Mathias Grönberg,92,15.26,143,937
136,137,137,Geoff Ogilvy,76,15.24,114,748
137,138,138,D.J. Trahan,92,15.22,145,953
138,139,139,Jesper Parnevik,84,15.2,133,875
139,T140,T140,Billy Andrade,78,15.19,118,777
140,T140,T140,Michael Connell,51,15.19,77,507
141,142,142,Jeff Gove,91,15.15,138,911
142,143,143,Troy Matteson,101,15.05,160,1063
143,144,144,Bill Haas,99,15.0,151,1007
144,145,145,Tjaart van der Walt,60,14.99,91,607
145,146,146,Carlos Franco,86,14.98,135,901
146,147,147,Nicholas Thompson,96,14.95,147,983
147,148,148,Rich Beem,85,14.93,130,871
148,149,149,Chris Smith,67,14.91,105,704
149,150,150,Ryan Hietala,61,14.88,93,625
150,151,151,Bart Bryant,87,14.75,137,929
151,T152,T152,Henrik Bjornstad,97,14.74,149,1011
152,T152,T152,Skip Kendall,72,14.74,111,753
153,T154,T154,Paul Azinger,87,14.73,136,923
154,T154,T154,Brad Faxon,78,14.73,122,828
155,T154,T154,Steve Jones,83,14.73,128,869
156,157,157,John Daly,51,14.68,74,504
157,T158,T158,Jonathan Kaye,95,14.65,143,976
158,T158,T158,Mark O'Meara,52,14.65,75,512
159,160,160,Omar Uresti,61,14.63,92,629
160,T161,T161,Lee Janzen,79,14.62,120,821
161,T161,T161,Richard Johnson,94,14.62,145,992
162,163,163,Ian Leggatt,80,14.61,117,801
163,164,164,Jimmy Walker,60,14.58,91,624
164,T165,T165,Tim Herron,82,14.53,126,867
165,T165,T165,Kevin Sutherland,100,14.53,146,1005
166,167,167,Len Mattiace,59,14.52,90,620
167,168,168,Fred Couples,52,14.45,77,533
168,169,169,Alex Aragon,63,14.26,92,645
169,170,170,David Duval,71,14.21,105,739
170,T171,T171,Tim Petrovic,95,14.11,135,957
171,T171,T171,Duffy Waldorf,96,14.11,135,957
172,173,173,James Driscoll,80,14.07,120,853
173,174,174,Mathew Goggin,72,14.0,104,743
174,175,175,Justin Leonard,83,13.89,119,857
175,176,176,Jason Schultz,77,13.81,109,789
176,177,177,"John Engler, Jr.",69,13.62,96,705
177,T178,T178,Todd Hamilton,72,13.61,103,757
178,T178,T178,Sean O'Hair,100,13.61,141,1036
179,180,180,Ron Whittaker,81,13.47,113,839
180,181,181,J.L. Lewis,57,13.4,80,597
181,182,182,Mike Sposa,68,13.39,92,687
182,183,183,Charles Howell III,96,13.33,131,983
183,184,184,Aaron Baddeley,78,13.32,108,811
184,185,185,Ben Curtis,86,13.23,122,922
185,186,186,Roger Tambellini,64,13.15,84,639
186,187,187,Steve Elkington,52,13.06,70,536
187,188,188,Tom Lehman,70,12.97,83,640
188,189,189,Corey Pavin,74,12.96,98,756
189,190,190,Mark Brooks,90,12.92,120,929
190,191,191,José María Olazábal,62,12.83,78,608
191,192,192,Peter Lonard,77,11.96,99,828
192,193,193,Larry Mize,53,11.74,62,528
193,194,194,Thomas Levet,53,11.72,64,546
194,195,195,Jon Mills,68,10.3,72,699
195,196,196,Hidemichi Tanaka,74,10.13,78,770
