,Tenth_Tee_Late_Round_1_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_1_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_1_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_1_Scoring_Average_AVG,Tenth_Tee_Late_Round_1_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_1_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Chad Campbell,67.0,268,4
1,T1,T1,David Howell,67.0,134,2
2,T3,T3,Geoff Ogilvy,68.0,136,2
3,T3,T3,Steve Stricker,68.0,136,2
4,5,5,Charley Hoffman,68.2,341,5
5,T6,T6,Fred Funk,68.33,410,6
6,T6,T6,Rory Sabbatini,68.33,205,3
7,8,8,Jeff Sluman,68.5,274,4
8,9,9,J.J. Henry,68.6,343,5
9,10,10,Bubba Watson,68.86,482,7
10,T11,T11,Bart Bryant,69.0,207,3
11,T11,T11,Ian Poulter,69.0,345,5
12,T11,T11,John Rollins,69.0,207,3
13,T14,T14,Zach Johnson,69.17,415,6
14,T14,T14,Bernhard Langer,69.17,415,6
15,T14,T14,D.A. Points,69.17,415,6
16,17,17,Stephen Leaney,69.2,346,5
17,T18,T18,Robert Allenby,69.33,208,3
18,T18,T18,Greg Owen,69.33,208,3
19,20,20,Dean Wilson,69.45,764,11
20,T21,T21,Joe Durant,69.5,278,4
21,T21,T21,Shaun Micheel,69.5,278,4
22,T21,T21,Phil Mickelson,69.5,139,2
23,24,24,K.J. Choi,69.6,348,5
24,25,25,Mathias Grönberg,69.63,557,8
25,T26,T26,Ernie Els,69.67,209,3
26,T26,T26,Frank Lickliter II,69.67,418,6
27,28,28,Mark Calcavecchia,69.71,488,7
28,29,29,Lucas Glover,69.83,419,6
29,30,30,Mike Weir,69.86,489,7
30,T31,T31,Nathan Green,70.0,350,5
31,T31,T31,Scott Gutschewski,70.0,280,4
32,T31,T31,Tim Herron,70.0,210,3
33,T31,T31,Arron Oberholser,70.0,70,1
34,35,35,Jerry Kelly,70.13,561,8
35,36,36,Bo Van Pelt,70.14,491,7
36,T37,T37,Marco Dawson,70.17,421,6
37,T37,T37,Heath Slocum,70.17,421,6
38,T37,T37,Nick Watney,70.17,421,6
39,T40,T40,Trevor Immelman,70.2,351,5
40,T40,T40,Chris Riley,70.2,702,10
41,T42,T42,Jeff Brehaut,70.25,562,8
42,T42,T42,Davis Love III,70.25,281,4
43,T42,T42,Joe Ogilvie,70.25,562,8
44,45,45,Rich Beem,70.33,422,6
45,T46,T46,Stephen Ames,70.4,352,5
46,T46,T46,Peter Lonard,70.4,352,5
47,T46,T46,Scott Verplank,70.4,352,5
48,T49,T49,Jonathan Byrd,70.5,282,4
49,T49,T49,Alex Cejka,70.5,282,4
50,T49,T49,Corey Pavin,70.5,282,4
51,52,52,Jason Gore,70.57,494,7
52,53,53,J.B. Holmes,70.6,353,5
53,54,54,Jason Schultz,70.63,565,8
54,T55,T55,Michael Allen,70.67,636,9
55,T55,T55,David Duval,70.67,424,6
56,T55,T55,Skip Kendall,70.67,424,6
57,T55,T55,Larry Mize,70.67,212,3
58,59,59,Will MacKenzie,70.71,495,7
59,60,60,Patrick Sheehan,70.73,778,11
60,T61,T61,Danny Ellis,70.75,283,4
61,T61,T61,Robert Gamez,70.75,283,4
62,T61,T61,Ryan Moore,70.75,283,4
63,T61,T61,Tom Pernice Jr.,70.75,566,8
64,T61,T61,John Senden,70.75,566,8
65,T66,T66,Jeff Gove,70.8,354,5
66,T66,T66,Jonathan Kaye,70.8,354,5
67,T66,T66,Billy Mayfair,70.8,354,5
68,69,69,Brian Gay,70.82,779,11
69,T70,T70,Vance Veazey,70.83,425,6
70,T70,T70,Camilo Villegas,70.83,425,6
71,72,72,Daniel Chopra,70.86,496,7
72,73,73,Ryan Palmer,70.88,567,8
73,T74,T74,Woody Austin,71.0,639,9
74,T74,T74,Stewart Cink,71.0,426,6
75,T74,T74,Fred Couples,71.0,213,3
76,T74,T74,Jim Furyk,71.0,213,3
77,T74,T74,Retief Goosen,71.0,71,1
78,T74,T74,John Huston,71.0,71,1
79,T74,T74,Tom Lehman,71.0,284,4
80,T74,T74,Steve Lowery,71.0,426,6
81,T74,T74,Troy Matteson,71.0,568,8
82,T74,T74,Bob May,71.0,284,4
83,T74,T74,Jeff Overton,71.0,426,6
84,T74,T74,Jesper Parnevik,71.0,284,4
85,T74,T74,Tim Petrovic,71.0,213,3
86,T74,T74,"Wes Short, Jr.",71.0,710,10
87,T74,T74,Kevin Sutherland,71.0,568,8
88,T74,T74,Charles Warren,71.0,426,6
89,90,90,Todd Fischer,71.07,995,14
90,91,91,Kent Jones,71.08,853,12
91,T92,T92,Bob Estes,71.13,569,8
