,Front_9_Round_1_Scoring_Average_RANK THIS WEEK,Front_9_Round_1_Scoring_Average_RANK LAST WEEK,Front_9_Round_1_Scoring_Average_PLAYER NAME,Front_9_Round_1_Scoring_Average_AVG,Front_9_Round_1_Scoring_Average_TOTAL STROKES,Front_9_Round_1_Scoring_Average_TOTAL ROUNDS
141,T142,T142,J.P. Hayes,35.79,680,19
142,T142,T142,Ian Leggatt,35.79,1002,28
143,T142,T142,Daisuke Maruyama,35.79,859,24
144,T142,T142,Tim Petrovic,35.79,1038,29
145,146,146,Michael Allen,35.8,895,25
146,T147,T147,Dudley Hart,35.81,967,27
147,T147,T147,D.J. Trahan,35.81,1110,31
148,T149,T149,Jeff Gove,35.82,1003,28
149,T149,T149,Bernhard Langer,35.82,788,22
150,151,151,Heath Slocum,35.83,1039,29
151,T152,T152,Ben Curtis,35.85,932,26
152,T152,T152,Jeff Overton,35.85,968,27
153,154,154,Kenny Perry,35.86,753,21
154,155,155,Jon Mills,35.88,933,26
155,156,156,Greg Owen,35.91,826,23
156,157,157,Tom Lehman,35.94,647,18
157,158,158,Peter Lonard,35.95,755,21
158,159,159,Ben Crane,35.96,863,24
159,T160,T160,Henrik Bjornstad,36.0,1080,30
160,T160,T160,Kris Cox,36.0,972,27
161,T160,T160,Brent Geiberger,36.0,1044,29
162,T160,T160,Freddie Jacobson,36.0,648,18
163,164,164,Jonathan Kaye,36.03,1081,30
164,165,165,Matt Hansen,36.04,865,24
165,166,166,Vance Veazey,36.05,721,20
166,167,167,Thomas Levet,36.06,613,17
167,168,168,Paul Azinger,36.07,1046,29
168,169,169,Mark Brooks,36.09,1263,35
169,T170,T170,Michael Connell,36.1,758,21
170,T170,T170,Bob May,36.1,722,20
171,172,172,Carl Pettersson,36.11,975,27
172,T173,T173,Justin Leonard,36.13,867,24
173,T173,T173,José María Olazábal,36.13,578,16
174,T173,T173,"Wes Short, Jr.",36.13,1156,32
175,T176,T176,Lee Janzen,36.14,1012,28
176,T176,T176,Corey Pavin,36.14,795,22
177,T178,T178,Stephen Ames,36.15,723,20
178,T178,T178,Brad Faxon,36.15,940,26
179,T178,T178,Tjaart van der Walt,36.15,723,20
180,181,181,Ryan Hietala,36.18,796,22
181,T182,T182,Hidemichi Tanaka,36.2,1086,30
182,T182,T182,Jimmy Walker,36.2,724,20
183,T184,T184,Tommy Armour III,36.3,835,23
184,T184,T184,Greg Chalmers,36.3,980,27
185,186,186,Roger Tambellini,36.33,872,24
186,187,187,John Daly,36.4,728,20
187,188,188,David Duval,36.43,838,23
188,189,189,Alex Aragon,36.44,911,25
189,190,190,"John Engler, Jr.",36.46,948,26
190,191,191,Greg Kraft,36.48,912,25
191,192,192,Mike Sposa,36.52,840,23
192,193,193,Mark O'Meara,36.59,622,17
193,194,194,Mathew Goggin,36.68,917,25
194,T195,T195,Doug Barron,36.7,991,27
195,T195,T195,Todd Hamilton,36.7,991,27
