,Top_5_Final_Round_Performance_RANK THIS WEEK,Top_5_Final_Round_Performance_RANK LAST WEEK,Top_5_Final_Round_Performance_PLAYER NAME,Top_5_Final_Round_Performance_EVENTS,Top_5_Final_Round_Performance_% TIMES IMPROVED,Top_5_Final_Round_Performance_# OF TIMES IMPROVED
39,T1,,Jerry Smith,29,100.0,1.0
40,T1,,Vaughn Taylor,26,100.0,1.0
41,T1,,D.J. Trahan,33,100.0,2.0
42,T1,,Omar Uresti,22,100.0,1.0
43,T1,,Scott Verplank,25,100.0,2.0
44,T1,,Duffy Waldorf,28,100.0,1.0
45,T1,,Bubba Watson,27,100.0,2.0
46,T1,,Brett Wetterich,25,100.0,1.0
47,T1,,Tiger Woods,15,100.0,9.0
48,49,,Jim Furyk,24,87.5,7.0
49,50,,Phil Mickelson,19,83.3,5.0
50,T51,,Stewart Cink,26,75.0,3.0
51,T51,,J.J. Henry,28,75.0,3.0
52,T53,,John Cook,22,66.7,2.0
53,T53,,Luke Donald,18,66.7,2.0
54,T53,,Nathan Green,30,66.7,2.0
55,T53,,Charles Howell III,30,66.7,2.0
56,T53,,Zach Johnson,27,66.7,2.0
57,T53,,Troy Matteson,32,66.7,2.0
58,T53,,Geoff Ogilvy,20,66.7,2.0
59,T53,,Rod Pampling,24,66.7,2.0
60,T53,,John Senden,28,66.7,2.0
61,T53,,David Toms,22,66.7,2.0
62,63,,Trevor Immelman,24,57.1,4.0
63,T64,,Billy Andrade,24,50.0,1.0
64,T64,,David Branshaw,29,50.0,1.0
65,T64,,Bart Bryant,26,50.0,1.0
66,T64,,Jonathan Byrd,20,50.0,1.0
67,T64,,K.J. Choi,26,50.0,1.0
68,T64,,Tim Clark,22,50.0,1.0
69,T64,,Chris Couch,27,50.0,1.0
70,T64,,Steve Flesch,33,50.0,2.0
71,T64,,Retief Goosen,18,50.0,1.0
72,T64,,Tim Herron,27,50.0,1.0
73,T64,,Charley Hoffman,29,50.0,1.0
74,T64,,J.B. Holmes,26,50.0,1.0
75,T64,,Peter Lonard,22,50.0,1.0
76,T64,,Greg Owen,24,50.0,1.0
77,T64,,Chris Riley,27,50.0,1.0
78,T64,,Justin Rose,28,50.0,2.0
79,T64,,Steve Stricker,17,50.0,1.0
80,T64,,Camilo Villegas,29,50.0,1.0
81,T64,,Dean Wilson,34,50.0,1.0
82,83,,Vijay Singh,27,44.4,4.0
83,84,,Sergio Garcia,17,40.0,2.0
84,T85,,Stephen Ames,21,33.3,1.0
85,T85,,Ernie Els,18,33.3,1.0
86,T85,,Brett Quigley,33,33.3,1.0
87,88,,Daniel Chopra,33,28.6,2.0
88,T89,,Shaun Micheel,29,25.0,1.0
89,T89,,Mike Weir,24,25.0,1.0
90,T91,,Robert Allenby,22,0.0,
91,T91,,Woody Austin,31,0.0,
92,T91,,Doug Barron,28,0.0,
93,T91,,Rich Beem,27,0.0,
94,T91,,Shane Bertsch,34,0.0,
95,T91,,Jason Bohn,29,0.0,
96,T91,,Mark Brooks,36,0.0,
97,T91,,Brian Davis,28,0.0,
98,T91,,Brad Faxon,26,0.0,
99,T91,,Harrison Frazar,29,0.0,
100,T91,,Brian Gay,31,0.0,
101,T91,,Brent Geiberger,30,0.0,
102,T91,,Lucas Glover,31,0.0,
103,T91,,Jeff Gove,29,0.0,
104,T91,,Bill Haas,30,0.0,
105,T91,,David Howell,14,0.0,
106,T91,,Brandt Jobe,28,0.0,
107,T91,,Steve Jones,27,0.0,
108,T91,,Ian Leggatt,29,0.0,
109,T91,,Justin Leonard,26,0.0,
110,T91,,Hunter Mahan,29,0.0,
111,T91,,Daisuke Maruyama,25,0.0,
112,T91,,Larry Mize,18,0.0,
113,T91,,Joe Ogilvie,29,0.0,
114,T91,,Jesper Parnevik,24,0.0,
115,T91,,Ian Poulter,15,0.0,
116,T91,,Ted Purdy,33,0.0,
117,T91,,Patrick Sheehan,34,0.0,
118,T91,,Chris Smith,21,0.0,
119,T91,,Kevin Sutherland,29,0.0,
120,T91,,Bo Van Pelt,28,0.0,
121,T91,,Charles Warren,27,0.0,
122,T91,,Nick Watney,29,0.0,
123,T91,,Mark Wilson,24,0.0,
