,First_Tee_Early_Round_1_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Round_1_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Round_1_Scoring_Average_PLAYER NAME,First_Tee_Early_Round_1_Scoring_Average_AVG,First_Tee_Early_Round_1_Scoring_Average_TOTAL STROKES,First_Tee_Early_Round_1_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Stewart Cink,68.0,272,4
1,T1,T1,Phil Mickelson,68.0,340,5
2,3,3,Sergio Garcia,68.33,205,3
3,4,4,Tim Clark,68.83,413,6
4,T5,T5,Jonathan Byrd,68.86,482,7
5,T5,T5,Billy Mayfair,68.86,482,7
6,T7,T7,Jim Furyk,69.0,552,8
7,T7,T7,Scott Verplank,69.0,207,3
8,9,9,Davis Love III,69.2,346,5
9,10,10,Bob Tway,69.25,277,4
10,T11,T11,Adam Scott,69.33,208,3
11,T11,T11,Charles Warren,69.33,624,9
12,13,13,Mark Wilson,69.4,347,5
13,T14,T14,Ernie Els,69.5,139,2
14,T14,T14,Ryuji Imada,69.5,417,6
15,T14,T14,Jerry Smith,69.5,556,8
16,17,17,Ryan Palmer,69.55,765,11
17,18,18,Duffy Waldorf,69.63,557,8
18,T19,T19,Retief Goosen,69.67,209,3
19,T19,T19,Chris Smith,69.67,418,6
20,21,21,Ted Purdy,69.71,488,7
21,T22,T22,Olin Browne,69.8,698,10
22,T22,T22,Bob Estes,69.8,349,5
23,T22,T22,Tom Pernice Jr.,69.8,349,5
24,T25,T25,Steve Flesch,69.9,699,10
25,T25,T25,Dean Wilson,69.9,699,10
26,T27,T27,Bill Haas,70.0,490,7
27,T27,T27,John Huston,70.0,560,8
28,T27,T27,Freddie Jacobson,70.0,420,6
29,T27,T27,Justin Rose,70.0,280,4
30,T27,T27,Steve Stricker,70.0,140,2
31,32,32,Fred Funk,70.13,561,8
32,T33,T33,Brandt Jobe,70.14,491,7
33,T33,T33,Corey Pavin,70.14,491,7
34,T35,T35,John Cook,70.2,702,10
35,T35,T35,J.P. Hayes,70.2,351,5
36,T35,T35,Daisuke Maruyama,70.2,351,5
37,T35,T35,Pat Perez,70.2,351,5
38,T35,T35,Nicholas Thompson,70.2,702,10
39,40,40,Brent Geiberger,70.21,983,14
40,41,41,Shane Bertsch,70.22,632,9
41,T42,T42,Stuart Appleby,70.33,422,6
42,T42,T42,Doug Barron,70.33,422,6
43,T42,T42,Alex Cejka,70.33,633,9
44,T42,T42,Bubba Dickerson,70.33,422,6
45,T42,T42,Mike Sposa,70.33,422,6
46,T42,T42,Bo Van Pelt,70.33,211,3
47,48,48,Lucas Glover,70.36,985,14
48,T49,T49,Joe Ogilvie,70.38,563,8
49,T49,T49,Mike Weir,70.38,563,8
50,T51,T51,Briny Baird,70.4,352,5
51,T51,T51,Geoff Ogilvy,70.4,352,5
52,53,53,Robert Gamez,70.42,845,12
53,54,54,Brian Bateman,70.43,493,7
54,T55,T55,Robert Allenby,70.5,705,10
55,T55,T55,Chris Couch,70.5,282,4
56,T55,T55,Charley Hoffman,70.5,705,10
57,T55,T55,Richard Johnson,70.5,423,6
58,T55,T55,Hunter Mahan,70.5,282,4
59,T55,T55,Arron Oberholser,70.5,705,10
60,T55,T55,Vijay Singh,70.5,423,6
61,T55,T55,David Toms,70.5,423,6
62,T55,T55,Tiger Woods,70.5,141,2
63,64,64,Jason Bohn,70.55,776,11
64,65,65,David McKenzie,70.56,635,9
65,T66,T66,Ian Leggatt,70.6,353,5
66,T66,T66,John Rollins,70.6,706,10
67,68,68,Ben Crane,70.63,565,8
68,T69,T69,Eric Axley,70.67,636,9
69,T69,T69,Henrik Bjornstad,70.67,636,9
70,T69,T69,Thomas Levet,70.67,212,3
71,T72,T72,Nathan Green,70.71,495,7
72,T72,T72,Carl Pettersson,70.71,495,7
73,74,74,Greg Kraft,70.75,283,4
74,T75,T75,Rich Beem,70.78,637,9
75,T75,T75,Ben Curtis,70.78,637,9
76,T77,T77,David Howell,70.8,354,5
77,T77,T77,J.L. Lewis,70.8,354,5
78,T79,T79,Rod Pampling,70.83,850,12
79,T79,T79,Paul Stankowski,70.83,425,6
80,T81,T81,Greg Owen,70.86,496,7
81,T81,T81,Jesper Parnevik,70.86,496,7
82,83,83,Arjun Atwal,70.9,709,10
83,84,84,Joe Durant,70.91,780,11
84,T85,T85,Stephen Ames,71.0,426,6
85,T85,T85,Craig Barlow,71.0,426,6
86,T85,T85,K.J. Choi,71.0,710,10
87,T85,T85,Fred Couples,71.0,355,5
88,T85,T85,Brian Davis,71.0,426,6
89,T85,T85,Harrison Frazar,71.0,568,8
90,T85,T85,Zach Johnson,71.0,355,5
91,T85,T85,Steve Lowery,71.0,852,12
92,T85,T85,John Senden,71.0,710,10
93,T85,T85,Bubba Watson,71.0,355,5
94,95,95,Shaun Micheel,71.1,711,10
95,T96,T96,Paul Azinger,71.13,569,8
96,T96,T96,Bart Bryant,71.13,569,8
97,T96,T96,Jerry Kelly,71.13,569,8
98,T96,T96,Patrick Sheehan,71.13,569,8
99,T100,T100,Daniel Chopra,71.14,498,7
100,T100,T100,Jeff Overton,71.14,498,7
101,T100,T100,Chris Riley,71.14,498,7
102,103,103,Omar Uresti,71.17,427,6
103,T104,T104,Charles Howell III,71.2,712,10
104,T104,T104,Will MacKenzie,71.2,356,5
105,T104,T104,Ryan Moore,71.2,356,5
106,T104,T104,Camilo Villegas,71.2,356,5
107,108,108,Tim Petrovic,71.22,641,9
108,T109,T109,Mark Calcavecchia,71.25,570,8
109,T109,T109,Kris Cox,71.25,570,8
110,T109,T109,Skip Kendall,71.25,285,4
111,T109,T109,Rory Sabbatini,71.25,570,8
112,T109,T109,Ron Whittaker,71.25,570,8
113,114,114,Woody Austin,71.27,784,11
114,T115,T115,Danny Ellis,71.33,428,6
115,T115,T115,Dudley Hart,71.33,642,9
116,T115,T115,Tom Lehman,71.33,214,3
117,T115,T115,Len Mattiace,71.33,214,3
118,T115,T115,D.A. Points,71.33,428,6
119,T120,T120,Luke Donald,71.4,357,5
120,T120,T120,Steve Elkington,71.4,357,5
121,T120,T120,Brian Gay,71.4,357,5
122,T120,T120,Jeff Maggert,71.4,357,5
123,124,124,Jeff Sluman,71.43,500,7
124,125,125,Brett Wetterich,71.44,643,9
