,Back_9_Par_3_Scoring_Average_RANK THIS WEEK,Back_9_Par_3_Scoring_Average_RANK LAST WEEK,Back_9_Par_3_Scoring_Average_PLAYER NAME,Back_9_Par_3_Scoring_Average_ROUNDS,Back_9_Par_3_Scoring_Average_AVG,Back_9_Par_3_Scoring_Average_TOTAL STROKES,Back_9_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,José María Olazábal,62,2.91,341,117
1,2,2,Jim Furyk,89,2.92,505,173
2,T3,T3,Luke Donald,66,2.96,376,127
3,T3,T3,Arron Oberholser,82,2.96,471,159
4,T5,T5,Tommy Armour III,65,2.97,398,134
5,T5,T5,Jonathan Byrd,66,2.97,410,138
6,T5,T5,Peter Lonard,77,2.97,452,152
7,T5,T5,Justin Rose,98,2.97,580,195
8,T5,T5,Scott Verplank,88,2.97,525,177
9,T10,T10,Olin Browne,108,2.99,621,208
10,T10,T10,David Howell,52,2.99,269,90
11,T10,T10,Corey Pavin,74,2.99,425,142
12,T10,T10,Tiger Woods,55,2.99,311,104
13,T14,T14,Ben Crane,85,3.0,483,161
14,T14,T14,Brian Gay,107,3.0,658,219
15,T14,T14,Jerry Smith,94,3.0,558,186
16,T17,T17,Mark Brooks,90,3.01,548,182
17,T17,T17,Tim Clark,80,3.01,493,164
18,T17,T17,John Cook,67,3.01,416,138
19,T17,T17,Padraig Harrington,54,3.01,301,100
20,T17,T17,Trevor Immelman,86,3.01,530,176
21,T17,T17,Jerry Kelly,100,3.01,615,204
22,T17,T17,Kenny Perry,73,3.01,421,140
23,T17,T17,Steve Stricker,64,3.01,376,125
24,T17,T17,David Toms,76,3.01,404,134
25,T26,T26,Marco Dawson,87,3.02,535,177
26,T26,T26,Stephen Leaney,84,3.02,523,173
27,T26,T26,Hunter Mahan,98,3.02,607,201
28,T26,T26,Bob May,65,3.02,383,127
29,T26,T26,Shaun Micheel,96,3.02,577,191
30,T26,T26,Ryan Moore,68,3.02,392,130
31,T26,T26,Sean O'Hair,100,3.02,591,196
32,T26,T26,Brett Quigley,109,3.02,643,213
33,T26,T26,Adam Scott,70,3.02,417,138
34,T26,T26,Duffy Waldorf,96,3.02,573,190
35,T36,T36,Stewart Cink,93,3.03,546,180
36,T36,T36,Kris Cox,83,3.03,497,164
37,T36,T36,Larry Mize,53,3.03,312,103
38,T36,T36,Joe Ogilvie,95,3.03,557,184
39,T36,T36,Rory Sabbatini,84,3.03,522,172
40,T41,T41,Billy Andrade,78,3.04,462,152
41,T41,T41,Arjun Atwal,97,3.04,589,194
42,T41,T41,Chad Campbell,91,3.04,544,179
43,T41,T41,Chris DiMarco,83,3.04,478,157
44,T41,T41,Ryuji Imada,105,3.04,636,209
45,T41,T41,Richard Johnson,94,3.04,589,194
46,T41,T41,Phil Mickelson,74,3.04,425,140
47,T41,T41,Geoff Ogilvy,76,3.04,414,136
48,T41,T41,Kirk Triplett,58,3.04,346,114
49,T50,T50,Greg Chalmers,71,3.05,412,135
50,T50,T50,Fred Couples,52,3.05,308,101
51,T50,T50,Fred Funk,106,3.05,646,212
52,T50,T50,Retief Goosen,68,3.05,372,122
53,T50,T50,Bill Haas,99,3.05,603,198
54,T50,T50,Steve Jones,83,3.05,512,168
55,T50,T50,Jeff Overton,95,3.05,570,187
56,T50,T50,Ryan Palmer,101,3.05,623,204
57,T50,T50,Jesper Parnevik,84,3.05,530,174
58,T50,T50,Tom Pernice Jr.,108,3.05,652,214
59,T50,T50,Kevin Sutherland,100,3.05,598,196
60,T61,T61,Michael Allen,84,3.06,521,170
61,T61,T61,Briny Baird,81,3.06,474,155
62,T61,T61,Doug Barron,74,3.06,456,149
63,T61,T61,K.J. Choi,93,3.06,563,184
64,T61,T61,Brent Geiberger,99,3.06,603,197
65,T61,T61,Jeff Gove,91,3.06,542,177
66,T61,T61,Dudley Hart,83,3.06,514,168
67,T61,T61,J.J. Henry,96,3.06,588,192
68,T61,T61,Charley Hoffman,100,3.06,608,199
69,T61,T61,Greg Kraft,79,3.06,462,151
70,T61,T61,Ian Leggatt,80,3.06,468,153
71,T61,T61,Carl Pettersson,95,3.06,566,185
72,T61,T61,Jeff Sluman,101,3.06,637,208
73,T61,T61,Omar Uresti,61,3.06,364,119
74,T61,T61,Mike Weir,88,3.06,538,176
75,T76,T76,Joe Durant,101,3.07,635,207
76,T76,T76,Steve Flesch,119,3.07,718,234
77,T76,T76,Lee Janzen,79,3.07,504,164
78,T76,T76,Tim Petrovic,95,3.07,564,184
79,T76,T76,Bob Tway,81,3.07,488,159
80,T76,T76,Dean Wilson,115,3.07,700,228
81,T82,T82,Stuart Appleby,83,3.08,481,156
82,T82,T82,Shane Bertsch,104,3.08,647,210
83,T82,T82,Bart Bryant,87,3.08,530,172
84,T82,T82,Brian Davis,92,3.08,567,184
85,T82,T82,David Duval,71,3.08,428,139
86,T82,T82,Brad Faxon,78,3.08,477,155
87,T82,T82,Robert Garrigus,85,3.08,518,168
88,T82,T82,Nathan Green,108,3.08,647,210
89,T82,T82,Zach Johnson,98,3.08,555,180
90,T82,T82,Justin Leonard,83,3.08,489,159
91,T82,T82,Steve Lowery,99,3.08,616,200
92,T82,T82,Ted Purdy,103,3.08,628,204
93,T82,T82,Chris Riley,86,3.08,514,167
94,T82,T82,Heath Slocum,96,3.08,576,187
95,T82,T82,Chris Smith,67,3.08,416,135
96,T82,T82,Mark Wilson,79,3.08,472,153
97,T98,T98,Aaron Baddeley,78,3.09,476,154
98,T98,T98,Mark Calcavecchia,94,3.09,577,187
99,T98,T98,Ben Curtis,86,3.09,540,175
100,T98,T98,Robert Damron,91,3.09,575,186
101,T98,T98,Mathias Grönberg,92,3.09,560,181
102,T98,T98,J.B. Holmes,81,3.09,479,155
103,T98,T98,John Huston,74,3.09,454,147
104,T98,T98,Jonathan Kaye,95,3.09,577,187
105,T98,T98,Thomas Levet,53,3.09,315,102
106,T98,T98,Frank Lickliter II,99,3.09,618,200
107,T98,T98,Shigeki Maruyama,94,3.09,580,188
108,T98,T98,Vijay Singh,103,3.09,622,201
109,T98,T98,Roger Tambellini,64,3.09,383,124
110,T98,T98,Nick Watney,97,3.09,605,196
111,T112,T112,Robert Allenby,79,3.1,483,156
112,T112,T112,Stephen Ames,63,3.1,387,125
113,T112,T112,Woody Austin,107,3.1,679,219
114,T112,T112,Eric Axley,91,3.1,567,183
115,T112,T112,Jason Bohn,104,3.1,648,209
116,T112,T112,Jeff Brehaut,100,3.1,614,198
117,T112,T112,Bob Estes,85,3.1,542,175
118,T112,T112,Brandt Jobe,91,3.1,562,181
119,T112,T112,J.L. Lewis,57,3.1,360,116
120,T112,T112,David McKenzie,82,3.1,503,162
121,T112,T112,John Rollins,93,3.1,580,187
122,T112,T112,Jason Schultz,77,3.1,468,151
123,T112,T112,Nicholas Thompson,96,3.1,582,188
