,Top_10_Final_Round_Performance_RANK THIS WEEK,Top_10_Final_Round_Performance_RANK LAST WEEK,Top_10_Final_Round_Performance_PLAYER NAME,Top_10_Final_Round_Performance_EVENTS,Top_10_Final_Round_Performance_% TIMES IMPROVED,Top_10_Final_Round_Performance_# OF TIMES IMPROVED
89,T69,,Jerry Smith,29,50.0,1.0
90,T69,,Duffy Waldorf,28,50.0,1.0
91,T69,,Nick Watney,29,50.0,2.0
92,T69,,Dean Wilson,34,50.0,4.0
93,94,,Daniel Chopra,33,44.4,4.0
94,95,,Mike Weir,24,42.9,3.0
95,96,,Vijay Singh,27,41.7,5.0
96,T97,,Tim Clark,22,40.0,2.0
97,T97,,Troy Matteson,32,40.0,2.0
98,T97,,Geoff Ogilvy,20,40.0,2.0
99,T100,,Robert Allenby,22,33.3,2.0
100,T100,,Billy Andrade,24,33.3,1.0
101,T100,,Woody Austin,31,33.3,1.0
102,T100,,Aaron Baddeley,25,33.3,1.0
103,T100,,Mark Calcavecchia,27,33.3,1.0
104,T100,,Alex Cejka,30,33.3,1.0
105,T100,,Chris Couch,27,33.3,1.0
106,T100,,Ernie Els,18,33.3,2.0
107,T100,,J.B. Holmes,26,33.3,1.0
108,T100,,Brandt Jobe,28,33.3,1.0
109,T100,,Shigeki Maruyama,30,33.3,1.0
110,T100,,Greg Owen,24,33.3,1.0
111,T100,,Ryan Palmer,30,33.3,1.0
112,113,,Sergio Garcia,17,28.6,2.0
113,T114,,Stephen Ames,21,25.0,1.0
114,T114,,Jason Bohn,29,25.0,1.0
115,T114,,Mathias Grönberg,30,25.0,1.0
116,T114,,Tim Herron,27,25.0,1.0
117,T114,,Shaun Micheel,29,25.0,1.0
118,T114,,Chris Riley,27,25.0,1.0
119,T120,,Charley Hoffman,29,20.0,1.0
120,T120,,Peter Lonard,22,20.0,1.0
121,T120,,Ian Poulter,15,20.0,1.0
122,T120,,Bo Van Pelt,28,20.0,1.0
123,T124,,Rich Beem,27,0.0,
124,T124,,Shane Bertsch,34,0.0,
125,T124,,Henrik Bjornstad,31,0.0,
126,T124,,Mark Brooks,36,0.0,
127,T124,,Olin Browne,30,0.0,
128,T124,,Robert Damron,31,0.0,
129,T124,,Brian Davis,28,0.0,
130,T124,,Brad Faxon,26,0.0,
131,T124,,Todd Fischer,35,0.0,
132,T124,,Carlos Franco,29,0.0,
133,T124,,Harrison Frazar,29,0.0,
134,T124,,Robert Gamez,30,0.0,
135,T124,,Brian Gay,31,0.0,
136,T124,,Brent Geiberger,30,0.0,
137,T124,,Jeff Gove,29,0.0,
138,T124,,Bill Haas,30,0.0,
139,T124,,Matt Hansen,25,0.0,
140,T124,,David Howell,14,0.0,
141,T124,,Steve Jones,27,0.0,
142,T124,,Jonathan Kaye,32,0.0,
143,T124,,Skip Kendall,22,0.0,
144,T124,,Greg Kraft,26,0.0,
145,T124,,Ian Leggatt,29,0.0,
146,T124,,Justin Leonard,26,0.0,
147,T124,,Daisuke Maruyama,25,0.0,
148,T124,,Len Mattiace,22,0.0,
149,T124,,Larry Mize,18,0.0,
150,T124,,Joe Ogilvie,29,0.0,
151,T124,,Pat Perez,19,0.0,
152,T124,,D.A. Points,28,0.0,
153,T124,,Ted Purdy,33,0.0,
154,T124,,Patrick Sheehan,34,0.0,
155,T124,,"Wes Short, Jr.",33,0.0,
156,T124,,Chris Smith,21,0.0,
157,T124,,Kevin Sutherland,29,0.0,
158,T124,,Nicholas Thompson,32,0.0,
159,T124,,Charles Warren,27,0.0,
160,T124,,Mark Wilson,24,0.0,
