,Back_9_Round_3_Scoring_Average_RANK THIS WEEK,Back_9_Round_3_Scoring_Average_RANK LAST WEEK,Back_9_Round_3_Scoring_Average_PLAYER NAME,Back_9_Round_3_Scoring_Average_AVG,Back_9_Round_3_Scoring_Average_TOTAL STROKES,Back_9_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Tiger Woods,33.92,407,12
1,T2,T2,Jonathan Byrd,34.21,479,14
2,T2,T2,Trevor Immelman,34.21,650,19
3,4,4,Michael Connell,34.25,137,4
4,5,5,Shane Bertsch,34.37,653,19
5,T6,T6,Daniel Chopra,34.43,723,21
6,T6,T6,Brett Quigley,34.43,723,21
7,8,8,Mathew Goggin,34.45,379,11
8,9,9,Justin Rose,34.5,690,20
9,10,10,Chris Couch,34.55,380,11
10,11,11,Briny Baird,34.6,519,15
11,12,12,Jim Furyk,34.62,727,21
12,T13,T13,Troy Matteson,34.67,624,18
13,T13,T13,Vijay Singh,34.67,832,24
14,T13,T13,Omar Uresti,34.67,312,9
15,16,16,Joe Ogilvie,34.71,590,17
16,17,17,Harrison Frazar,34.72,625,18
17,18,18,Chris DiMarco,34.73,521,15
18,19,19,Bob Estes,34.76,591,17
19,20,20,Jerry Kelly,34.79,661,19
20,21,21,Ian Leggatt,34.8,348,10
21,T22,T22,Robert Allenby,34.83,627,18
22,T22,T22,Richard Johnson,34.83,627,18
23,T22,T22,Kirk Triplett,34.83,418,12
24,25,25,Rich Beem,34.87,523,15
25,26,26,Scott Gutschewski,34.88,279,8
26,27,27,Shigeki Maruyama,34.89,628,18
27,28,28,K.J. Choi,34.9,733,21
28,29,29,Carl Pettersson,34.95,664,19
29,30,30,Bo Van Pelt,34.96,804,23
30,T31,T31,Billy Andrade,35.0,490,14
31,T31,T31,Greg Chalmers,35.0,245,7
32,T31,T31,Matt Hansen,35.0,350,10
33,T31,T31,Dudley Hart,35.0,525,15
34,T31,T31,Chris Riley,35.0,560,16
35,T31,T31,Tjaart van der Walt,35.0,315,9
36,T31,T31,Mike Weir,35.0,665,19
37,T38,T38,Arjun Atwal,35.06,561,16
38,T38,T38,Rory Sabbatini,35.06,631,18
39,40,40,Kris Cox,35.07,491,14
40,41,41,Corey Pavin,35.08,456,13
41,42,42,Nathan Green,35.09,807,23
42,43,43,Tom Pernice Jr.,35.1,702,20
43,T44,T44,Steve Elkington,35.11,316,9
44,T44,T44,Pat Perez,35.11,316,9
45,T44,T44,Camilo Villegas,35.11,667,19
46,47,47,Jonathan Kaye,35.12,597,17
47,48,48,Mark Wilson,35.13,527,15
48,T49,T49,Jeff Overton,35.15,703,20
49,T49,T49,Chris Smith,35.15,457,13
50,51,51,Robert Gamez,35.18,598,17
51,T52,T52,Paul Azinger,35.19,563,16
52,T52,T52,Mathias Grönberg,35.19,563,16
53,T52,T52,Geoff Ogilvy,35.19,563,16
54,T52,T52,Adam Scott,35.19,563,16
55,T52,T52,Brett Wetterich,35.19,563,16
56,T57,T57,Luke Donald,35.2,528,15
57,T57,T57,Stephen Leaney,35.2,528,15
58,T59,T59,J.P. Hayes,35.22,317,9
59,T59,T59,Vaughn Taylor,35.22,634,18
60,T61,T61,David Branshaw,35.25,705,20
61,T61,T61,Ryan Moore,35.25,423,12
