,Back_9_Round_2_Scoring_Average_RANK THIS WEEK,Back_9_Round_2_Scoring_Average_RANK LAST WEEK,Back_9_Round_2_Scoring_Average_PLAYER NAME,Back_9_Round_2_Scoring_Average_AVG,Back_9_Round_2_Scoring_Average_TOTAL STROKES,Back_9_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Tiger Woods,34.43,482,14
1,2,2,José María Olazábal,34.44,551,16
2,3,3,Phil Mickelson,34.59,588,17
3,4,4,Luke Donald,34.69,555,16
4,5,5,Robert Allenby,34.71,729,21
5,6,6,Joe Durant,34.79,974,28
6,7,7,Ernie Els,34.81,557,16
7,8,8,Jason Bohn,34.86,1011,29
8,9,9,Briny Baird,34.87,802,23
9,10,10,Steve Stricker,34.88,558,16
10,11,11,Ryuji Imada,34.9,1012,29
11,12,12,David Duval,34.91,803,23
12,13,13,Woody Austin,34.94,1083,31
13,14,14,Kris Cox,34.96,944,27
14,T15,T15,Justin Rose,35.0,945,27
15,T15,T15,David Toms,35.0,665,19
16,17,17,Brian Gay,35.03,1086,31
17,18,18,David Branshaw,35.04,981,28
18,19,19,Padraig Harrington,35.07,491,14
19,20,20,Daniel Chopra,35.09,1123,32
20,21,21,Arron Oberholser,35.1,737,21
21,T22,T22,Charley Hoffman,35.11,983,28
22,T22,T22,Freddie Jacobson,35.11,632,18
23,T22,T22,Hunter Mahan,35.11,983,28
24,T25,T25,Bo Van Pelt,35.14,984,28
25,T25,T25,Nick Watney,35.14,984,28
26,T27,T27,Marco Dawson,35.15,949,27
27,T27,T27,Stephen Leaney,35.15,949,27
28,T27,T27,Bob May,35.15,703,20
29,30,30,Tom Lehman,35.17,633,18
30,T31,T31,Jeff Gove,35.18,985,28
31,T31,T31,Steve Lowery,35.18,985,28
32,T31,T31,Sean O'Hair,35.18,985,28
33,T34,T34,Mathew Goggin,35.21,845,24
34,T34,T34,Frank Lickliter II,35.21,986,28
35,T34,T34,Tim Petrovic,35.21,1021,29
36,37,37,"Wes Short, Jr.",35.22,1127,32
37,T38,T38,Stephen Ames,35.24,599,17
38,T38,T38,Tim Clark,35.24,740,21
39,T38,T38,Mathias Grönberg,35.24,1022,29
40,T41,T41,Brett Quigley,35.25,1128,32
41,T41,T41,Kevin Sutherland,35.25,987,28
42,T43,T43,Jeff Maggert,35.27,917,26
43,T43,T43,Corey Pavin,35.27,776,22
44,45,45,Ryan Palmer,35.28,1023,29
45,46,46,Alex Cejka,35.29,988,28
46,47,47,Jim Furyk,35.3,812,23
47,48,48,Brandt Jobe,35.31,918,26
48,T49,T49,John Cook,35.32,777,22
49,T49,T49,Zach Johnson,35.32,883,25
50,T49,T49,Bernhard Langer,35.32,777,22
51,T52,T52,Trevor Immelman,35.33,848,24
52,T52,T52,Justin Leonard,35.33,848,24
53,T52,T52,Jeff Overton,35.33,954,27
54,T52,T52,Chris Smith,35.33,742,21
55,56,56,Brian Davis,35.35,919,26
56,T57,T57,Brent Geiberger,35.36,990,28
57,T57,T57,Jerry Smith,35.36,990,28
58,T59,T59,J.J. Henry,35.37,955,27
59,T59,T59,Shigeki Maruyama,35.37,955,27
60,T61,T61,Steve Flesch,35.38,1132,32
61,T61,T61,Nathan Green,35.38,1026,29
62,T63,T63,Adam Scott,35.39,637,18
63,T63,T63,Mike Sposa,35.39,814,23
64,T63,T63,Mark Wilson,35.39,814,23
65,66,66,Dudley Hart,35.4,885,25
66,T67,T67,Steve Jones,35.42,921,26
67,T67,T67,Geoff Ogilvy,35.42,673,19
68,69,69,Shaun Micheel,35.43,992,28
69,T70,T70,Steve Elkington,35.44,567,16
70,T70,T70,Bob Estes,35.44,886,25
71,T70,T70,John Senden,35.44,957,27
72,T73,T73,Arjun Atwal,35.45,1099,31
73,T73,T73,Ryan Hietala,35.45,780,22
74,T73,T73,Richard Johnson,35.45,1028,29
75,T73,T73,Ryan Moore,35.45,709,20
76,T73,T73,Paul Stankowski,35.45,780,22
77,T78,T78,Chad Campbell,35.46,851,24
78,T78,T78,Stewart Cink,35.46,851,24
79,T80,T80,Lee Janzen,35.48,958,27
80,T80,T80,Jeff Sluman,35.48,1029,29
81,T80,T80,Dean Wilson,35.48,1171,33
82,83,83,Tjaart van der Walt,35.5,710,20
83,T84,T84,Fred Funk,35.52,959,27
84,T84,T84,Peter Lonard,35.52,746,21
85,T84,T84,Davis Love III,35.52,746,21
86,T87,T87,Tim Herron,35.54,924,26
87,T87,T87,Vijay Singh,35.54,924,26
88,89,89,Olin Browne,35.55,1031,29
89,T90,T90,Greg Kraft,35.56,889,25
90,T90,T90,Chris Riley,35.56,889,25
91,T90,T90,John Rollins,35.56,960,27
92,T93,T93,Tommy Armour III,35.57,747,21
93,T93,T93,Craig Barlow,35.57,747,21
94,T93,T93,Kenny Perry,35.57,747,21
95,T93,T93,Omar Uresti,35.57,747,21
96,T97,T97,Michael Allen,35.58,854,24
97,T97,T97,Jonathan Byrd,35.58,676,19
98,T97,T97,David Howell,35.58,427,12
99,T97,T97,Charles Warren,35.58,925,26
100,T101,T101,Bill Haas,35.59,1032,29
101,T101,T101,Rod Pampling,35.59,783,22
102,T103,T103,Doug Barron,35.6,890,25
103,T103,T103,K.J. Choi,35.6,890,25
104,105,105,Robert Damron,35.61,1104,31
105,106,106,Ben Crane,35.62,748,21
106,T107,T107,Eric Axley,35.64,998,28
107,T107,T107,Ian Poulter,35.64,499,14
108,109,109,Jesper Parnevik,35.67,856,24
109,110,110,J.P. Hayes,35.68,678,19
110,111,111,Retief Goosen,35.69,571,16
111,T112,T112,Rory Sabbatini,35.7,821,23
112,T112,T112,Jason Schultz,35.7,964,27
113,T114,T114,Shane Bertsch,35.71,1107,31
114,T114,T114,Kent Jones,35.71,1107,31
115,T114,T114,Jonathan Kaye,35.71,1000,28
116,117,117,Tom Pernice Jr.,35.72,1143,32
117,118,118,Vaughn Taylor,35.73,929,26
118,119,119,Harrison Frazar,35.74,965,27
119,120,120,Daisuke Maruyama,35.75,858,24
120,T121,T121,Rich Beem,35.77,930,26
121,T121,T121,J.B. Holmes,35.77,787,22
122,T121,T121,Greg Owen,35.77,787,22
123,T124,T124,Scott Gutschewski,35.78,644,18
124,T124,T124,Tag Ridings,35.78,1145,32
125,T126,T126,Aaron Baddeley,35.79,859,24
126,T126,T126,Vance Veazey,35.79,680,19
127,128,128,Bubba Watson,35.8,895,25
128,129,129,Duffy Waldorf,35.81,967,27
129,T130,T130,Billy Andrade,35.82,788,22
130,T130,T130,Mark Brooks,35.82,1218,34
131,T130,T130,Patrick Sheehan,35.82,1182,33
132,T133,T133,Heath Slocum,35.83,1039,29
133,T133,T133,Scott Verplank,35.83,824,23
134,T135,T135,Jerry Kelly,35.84,1111,31
135,T135,T135,Ron Whittaker,35.84,896,25
136,T137,T137,Stuart Appleby,35.86,753,21
137,T137,T137,Bubba Dickerson,35.86,1040,29
138,T137,T137,Joe Ogilvie,35.86,1004,28
139,140,140,Todd Fischer,35.87,1112,31
140,T141,T141,Paul Azinger,35.88,897,25
141,T141,T141,Mark Calcavecchia,35.88,861,24
142,T141,T141,Ben Curtis,35.88,897,25
143,T141,T141,Ted Purdy,35.88,1148,32
144,T141,T141,Brett Wetterich,35.88,897,25
145,146,146,Billy Mayfair,35.89,1005,28
146,147,147,Jimmy Walker,35.9,718,20
147,148,148,Troy Matteson,35.91,1149,32
148,149,149,Robert Garrigus,35.92,934,26
149,T150,T150,Fred Couples,35.93,539,15
150,T150,T150,Ian Leggatt,35.93,1006,28
151,T150,T150,Camilo Villegas,35.93,1006,28
152,T153,T153,Charles Howell III,36.0,972,27
153,T153,T153,Len Mattiace,36.0,792,22
154,T153,T153,Carl Pettersson,36.0,972,27
155,156,156,James Driscoll,36.03,1045,29
156,T157,T157,Bart Bryant,36.04,901,25
157,T157,T157,Bob Tway,36.04,865,24
158,T159,T159,Henrik Bjornstad,36.07,1082,30
159,T159,T159,Will MacKenzie,36.07,1010,28
160,T159,T159,Pat Perez,36.07,541,15
161,162,162,Jon Mills,36.08,938,26
162,T163,T163,Skip Kendall,36.1,758,21
