,First_Tee_Late_Lowest_Round_RANK THIS WEEK,First_Tee_Late_Lowest_Round_RANK LAST WEEK,First_Tee_Late_Lowest_Round_PLAYER NAME,First_Tee_Late_Lowest_Round_ROUNDS,First_Tee_Late_Lowest_Round_LOW RND
0,1,1,Arron Oberholser,82,60
1,T2,T2,Vijay Singh,103,61
2,T2,T2,David Toms,76,61
3,T4,T4,Chad Campbell,91,62
4,T4,T4,Fred Funk,106,62
5,T4,T4,Frank Lickliter II,99,62
6,T4,T4,Ryan Palmer,101,62
7,T4,T4,Rory Sabbatini,84,62
8,T9,T9,Eric Axley,91,63
9,T9,T9,Shane Bertsch,104,63
10,T9,T9,Jeff Gove,91,63
11,T9,T9,J.J. Henry,96,63
12,T9,T9,Phil Mickelson,74,63
13,T9,T9,Brett Quigley,109,63
14,T9,T9,Justin Rose,98,63
15,T9,T9,Chris Smith,67,63
16,T9,T9,Kirk Triplett,58,63
17,T9,T9,Mike Weir,88,63
18,T9,T9,Tiger Woods,55,63
19,T20,T20,Bart Bryant,87,64
20,T20,T20,Paul Casey,26,64
21,T20,T20,Alex Cejka,93,64
22,T20,T20,Daniel Chopra,110,64
23,T20,T20,Stewart Cink,93,64
24,T20,T20,José Coceres,38,64
25,T20,T20,Ben Crane,85,64
26,T20,T20,Joe Durant,101,64
27,T20,T20,Steve Flesch,119,64
28,T20,T20,Jim Furyk,89,64
29,T20,T20,Brian Gay,107,64
30,T20,T20,Nathan Green,108,64
31,T20,T20,Ryuji Imada,105,64
32,T20,T20,Trevor Immelman,86,64
33,T20,T20,Zach Johnson,98,64
34,T20,T20,Richard Johnson,94,64
35,T20,T20,Jerry Kelly,100,64
36,T20,T20,Will MacKenzie,91,64
37,T20,T20,Bob May,65,64
38,T20,T20,Tom Pernice Jr.,108,64
39,T20,T20,Ted Purdy,103,64
40,T20,T20,Chris Riley,86,64
41,T20,T20,John Rollins,93,64
42,T20,T20,Adam Scott,70,64
43,T20,T20,John Senden,96,64
44,T20,T20,Patrick Sheehan,104,64
45,T20,T20,Jeff Sluman,101,64
