,Total_Eagles_RANK THIS WEEK,Total_Eagles_RANK LAST WEEK,Total_Eagles_PLAYER NAME,Total_Eagles_ROUNDS,Total_Eagles_TOTAL
46,T45,T45,Chad Campbell,91,9.0
47,T45,T45,Joe Durant,101,9.0
48,T45,T45,Carlos Franco,86,9.0
49,T45,T45,Robert Garrigus,85,9.0
50,T45,T45,J.J. Henry,96,9.0
51,T45,T45,Zach Johnson,98,9.0
52,T45,T45,Justin Leonard,83,9.0
53,T45,T45,Davis Love III,85,9.0
54,T45,T45,Vaughn Taylor,88,9.0
55,T45,T45,Bob Tway,81,9.0
56,T45,T45,Brett Wetterich,82,9.0
57,T58,T58,Stuart Appleby,83,8.0
58,T58,T58,Paul Azinger,87,8.0
59,T58,T58,Aaron Baddeley,78,8.0
60,T58,T58,Bubba Dickerson,98,8.0
61,T58,T58,David Duval,71,8.0
62,T58,T58,Scott Gutschewski,53,8.0
63,T58,T58,Charles Howell III,96,8.0
64,T58,T58,Trevor Immelman,86,8.0
65,T58,T58,Shaun Micheel,96,8.0
66,T58,T58,Arron Oberholser,82,8.0
67,T58,T58,Geoff Ogilvy,76,8.0
68,T58,T58,José María Olazábal,62,8.0
69,T58,T58,Rory Sabbatini,84,8.0
70,T58,T58,"Wes Short, Jr.",96,8.0
71,T58,T58,Nick Watney,97,8.0
72,T58,T58,Dean Wilson,115,8.0
73,T74,T74,Michael Allen,84,7.0
74,T74,T74,Woody Austin,107,7.0
75,T74,T74,Briny Baird,81,7.0
76,T74,T74,Shane Bertsch,104,7.0
77,T74,T74,Olin Browne,108,7.0
78,T74,T74,Bart Bryant,87,7.0
79,T74,T74,Stewart Cink,93,7.0
80,T74,T74,Fred Couples,52,7.0
81,T74,T74,Ben Crane,85,7.0
82,T74,T74,Brian Davis,92,7.0
83,T74,T74,James Driscoll,80,7.0
84,T74,T74,Ernie Els,69,7.0
85,T74,T74,Bob Estes,85,7.0
86,T74,T74,Retief Goosen,68,7.0
87,T74,T74,Mathias Grönberg,92,7.0
88,T74,T74,Todd Hamilton,72,7.0
89,T74,T74,Dudley Hart,83,7.0
90,T74,T74,Bernhard Langer,77,7.0
91,T74,T74,Frank Lickliter II,99,7.0
92,T74,T74,David McKenzie,82,7.0
93,T74,T74,Jon Mills,68,7.0
94,T74,T74,Joe Ogilvie,95,7.0
95,T74,T74,Ryan Palmer,101,7.0
96,T74,T74,Brett Quigley,109,7.0
97,T74,T74,Tag Ridings,103,7.0
98,T74,T74,Chris Smith,67,7.0
99,T74,T74,Paul Stankowski,70,7.0
100,T74,T74,Roger Tambellini,64,7.0
101,T74,T74,Nicholas Thompson,96,7.0
102,T74,T74,Vance Veazey,59,7.0
103,T74,T74,Mike Weir,88,7.0
104,T105,T105,Billy Andrade,78,6.0
105,T105,T105,Alex Aragon,63,6.0
106,T105,T105,Rich Beem,85,6.0
107,T105,T105,Jeff Brehaut,100,6.0
108,T105,T105,Jonathan Byrd,66,6.0
109,T105,T105,K.J. Choi,93,6.0
110,T105,T105,Robert Damron,91,6.0
111,T105,T105,Luke Donald,66,6.0
112,T105,T105,Fred Funk,106,6.0
113,T105,T105,Sergio Garcia,59,6.0
114,T105,T105,Mathew Goggin,72,6.0
115,T105,T105,Nathan Green,108,6.0
116,T105,T105,Jeff Maggert,81,6.0
117,T105,T105,Hunter Mahan,98,6.0
118,T105,T105,Rod Pampling,89,6.0
119,T105,T105,D.A. Points,82,6.0
120,T105,T105,Joey Sindelar,90,6.0
121,T105,T105,Heath Slocum,96,6.0
122,T105,T105,David Toms,76,6.0
123,T124,T124,Brian Bateman,69,5.0
124,T124,T124,Alex Cejka,93,5.0
125,T124,T124,John Cook,67,5.0
126,T124,T124,Marco Dawson,87,5.0
127,T124,T124,Steve Elkington,52,5.0
128,T124,T124,Brian Gay,107,5.0
129,T124,T124,Brent Geiberger,99,5.0
130,T124,T124,Matt Hansen,68,5.0
131,T124,T124,Jonathan Kaye,95,5.0
132,T124,T124,Ian Leggatt,80,5.0
133,T124,T124,Tom Lehman,70,5.0
134,T124,T124,Shigeki Maruyama,94,5.0
135,T124,T124,Jeff Overton,95,5.0
136,T124,T124,Greg Owen,79,5.0
137,T124,T124,Pat Perez,50,5.0
138,T124,T124,Kenny Perry,73,5.0
139,T124,T124,Tim Petrovic,95,5.0
140,T124,T124,Chris Riley,86,5.0
141,T124,T124,Jason Schultz,77,5.0
142,T124,T124,Steve Stricker,64,5.0
143,T124,T124,Scott Verplank,88,5.0
144,T124,T124,Mark Wilson,79,5.0
145,T146,T146,Tim Clark,80,4.0
146,T146,T146,Chris Couch,75,4.0
147,T146,T146,John Daly,51,4.0
148,T146,T146,Chris DiMarco,83,4.0
149,T146,T146,Todd Fischer,101,4.0
150,T146,T146,Jim Furyk,89,4.0
151,T146,T146,Robert Gamez,94,4.0
152,T146,T146,Freddie Jacobson,56,4.0
153,T146,T146,Lee Janzen,79,4.0
154,T146,T146,Richard Johnson,94,4.0
155,T146,T146,Ryan Moore,68,4.0
156,T146,T146,Corey Pavin,74,4.0
157,T146,T146,Jerry Smith,94,4.0
158,T146,T146,Kirk Triplett,58,4.0
159,T146,T146,Duffy Waldorf,96,4.0
160,T161,T161,Tommy Armour III,65,3.0
161,T161,T161,Mark Brooks,90,3.0
162,T161,T161,Mark Calcavecchia,94,3.0
163,T161,T161,Greg Chalmers,71,3.0
164,T161,T161,Michael Connell,51,3.0
165,T161,T161,"John Engler, Jr.",69,3.0
166,T161,T161,Brad Faxon,78,3.0
167,T161,T161,Ryan Hietala,61,3.0
168,T161,T161,Skip Kendall,72,3.0
169,T161,T161,Greg Kraft,79,3.0
170,T161,T161,Thomas Levet,53,3.0
171,T161,T161,J.L. Lewis,57,3.0
172,T161,T161,Len Mattiace,59,3.0
173,T161,T161,Bob May,65,3.0
174,T161,T161,Larry Mize,53,3.0
175,T161,T161,Justin Rose,98,3.0
176,T161,T161,Jeff Sluman,101,3.0
177,T161,T161,Mike Sposa,68,3.0
178,T161,T161,Omar Uresti,61,3.0
179,T161,T161,Tjaart van der Walt,60,3.0
180,T161,T161,Jimmy Walker,60,3.0
181,T182,T182,Ben Curtis,86,2.0
182,T182,T182,Danny Ellis,68,2.0
183,T182,T182,Jeff Gove,91,2.0
184,T182,T182,Paul Goydos,72,2.0
185,T182,T182,Padraig Harrington,54,2.0
186,T182,T182,J.P. Hayes,55,2.0
187,T182,T182,Steve Jones,83,2.0
188,T182,T182,Stephen Leaney,84,2.0
189,T182,T182,Hidemichi Tanaka,74,2.0
190,T182,T182,Ron Whittaker,81,2.0
191,T192,T192,Doug Barron,74,1.0
192,T192,T192,David Howell,52,1.0
193,T192,T192,Peter Lonard,77,1.0
194,T192,T192,Ian Poulter,53,1.0
195,196,196,Mark O'Meara,52,
