,6-10_Final_Round_Performance_RANK THIS WEEK,6-10_Final_Round_Performance_RANK LAST WEEK,6-10_Final_Round_Performance_PLAYER NAME,6-10_Final_Round_Performance_EVENTS,6-10_Final_Round_Performance_% TIMES IMPROVED,6-10_Final_Round_Performance_# OF TIMES IMPROVED
0,T1,T1,Arjun Atwal,33,100.0,1.0
1,T1,T1,Doug Barron,28,100.0,1.0
2,T1,T1,Brian Bateman,26,100.0,1.0
3,T1,T1,Jeff Brehaut,33,100.0,1.0
4,T1,T1,Daniel Chopra,33,100.0,2.0
5,T1,T1,Stewart Cink,26,100.0,1.0
6,T1,T1,Ben Crane,26,100.0,1.0
7,T1,T1,Marco Dawson,27,100.0,1.0
8,T1,T1,Luke Donald,18,100.0,4.0
9,T1,T1,Joe Durant,28,100.0,3.0
10,T1,T1,Dudley Hart,29,100.0,1.0
11,T1,T1,J.P. Hayes,19,100.0,1.0
12,T1,T1,J.J. Henry,28,100.0,1.0
13,T1,T1,John Huston,27,100.0,1.0
14,T1,T1,J.L. Lewis,17,100.0,1.0
15,T1,T1,Hunter Mahan,29,100.0,1.0
16,T1,T1,Bob May,21,100.0,1.0
17,T1,T1,David McKenzie,28,100.0,1.0
18,T1,T1,Jesper Parnevik,24,100.0,1.0
19,T1,T1,Tag Ridings,33,100.0,1.0
20,T1,T1,Justin Rose,28,100.0,1.0
21,T1,T1,Steve Stricker,17,100.0,1.0
22,T1,T1,Vaughn Taylor,26,100.0,3.0
23,T1,T1,David Toms,22,100.0,2.0
24,T1,T1,Kirk Triplett,18,100.0,1.0
25,T1,T1,Brett Wetterich,25,100.0,4.0
26,T1,T1,Tiger Woods,15,100.0,1.0
27,28,28,Jim Furyk,24,80.0,4.0
28,T29,T29,Lucas Glover,31,75.0,6.0
29,T29,T29,Retief Goosen,18,75.0,3.0
30,T29,T29,Steve Lowery,31,75.0,3.0
31,T29,T29,Brett Quigley,33,75.0,3.0
32,T33,T33,Jonathan Byrd,20,66.7,2.0
33,T33,T33,Jason Gore,29,66.7,2.0
34,T33,T33,Nathan Green,30,66.7,2.0
35,T33,T33,Padraig Harrington,15,66.7,2.0
36,T33,T33,Trevor Immelman,24,66.7,2.0
37,T33,T33,Ryan Moore,22,66.7,2.0
38,T33,T33,Adam Scott,19,66.7,2.0
39,T33,T33,Camilo Villegas,29,66.7,2.0
40,T33,T33,Nick Watney,29,66.7,2.0
41,T33,T33,Mike Weir,24,66.7,2.0
42,T43,T43,Robert Allenby,22,50.0,2.0
43,T43,T43,Stuart Appleby,23,50.0,1.0
44,T43,T43,Woody Austin,31,50.0,1.0
45,T43,T43,Eric Axley,29,50.0,1.0
46,T43,T43,Briny Baird,25,50.0,2.0
47,T43,T43,K.J. Choi,26,50.0,1.0
48,T43,T43,Mathew Goggin,26,50.0,1.0
49,T43,T43,Paul Goydos,24,50.0,1.0
50,T43,T43,Scott Gutschewski,19,50.0,1.0
51,T43,T43,Freddie Jacobson,18,50.0,1.0
52,T43,T43,Brandt Jobe,28,50.0,1.0
53,T43,T43,Stephen Leaney,27,50.0,1.0
54,T43,T43,Jeff Maggert,26,50.0,1.0
55,T43,T43,Sean O'Hair,30,50.0,1.0
56,T43,T43,Tom Pernice Jr.,33,50.0,2.0
57,T43,T43,John Rollins,28,50.0,1.0
58,T43,T43,Joey Sindelar,29,50.0,1.0
59,T43,T43,Jeff Sluman,29,50.0,1.0
60,T43,T43,Scott Verplank,25,50.0,1.0
61,T43,T43,Dean Wilson,34,50.0,3.0
62,T63,T63,Jason Bohn,29,33.3,1.0
63,T63,T63,Mark Calcavecchia,27,33.3,1.0
64,T63,T63,Tim Clark,22,33.3,1.0
65,T63,T63,Ernie Els,18,33.3,1.0
66,T63,T63,Richard Johnson,29,33.3,1.0
67,T63,T63,Jerry Kelly,31,33.3,1.0
68,T63,T63,Frank Lickliter II,29,33.3,1.0
69,T63,T63,Shigeki Maruyama,30,33.3,1.0
70,T63,T63,Vijay Singh,27,33.3,1.0
71,T72,T72,Ian Poulter,15,25.0,1.0
72,T72,T72,Bo Van Pelt,28,25.0,1.0
73,T74,T74,Stephen Ames,21,0.0,
74,T74,T74,Billy Andrade,24,0.0,
75,T74,T74,Aaron Baddeley,25,0.0,
76,T74,T74,Rich Beem,27,0.0,
77,T74,T74,Shane Bertsch,34,0.0,
78,T74,T74,Henrik Bjornstad,31,0.0,
79,T74,T74,Mark Brooks,36,0.0,
80,T74,T74,Olin Browne,30,0.0,
81,T74,T74,Chad Campbell,25,0.0,
82,T74,T74,Alex Cejka,30,0.0,
83,T74,T74,Chris Couch,27,0.0,
84,T74,T74,Kris Cox,28,0.0,
85,T74,T74,Ben Curtis,26,0.0,
86,T74,T74,Robert Damron,31,0.0,
87,T74,T74,Chris DiMarco,26,0.0,
88,T74,T74,Bob Estes,25,0.0,
89,T74,T74,Todd Fischer,35,0.0,
90,T74,T74,Carlos Franco,29,0.0,
91,T74,T74,Robert Gamez,30,0.0,
92,T74,T74,Sergio Garcia,17,0.0,
93,T74,T74,Jeff Gove,29,0.0,
94,T74,T74,Mathias Grönberg,30,0.0,
95,T74,T74,Bill Haas,30,0.0,
