,Tenth_Tee_Early_Round_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_4_Scoring_Average_AVG,Tenth_Tee_Early_Round_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_4_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Lucas Glover,65.0,130,2
1,T1,T1,Jeff Gove,65.0,65,1
2,T3,T3,Bill Haas,66.0,66,1
3,T3,T3,Ryan Palmer,66.0,66,1
4,T3,T3,Tom Pernice Jr.,66.0,66,1
5,T6,T6,Retief Goosen,67.0,67,1
6,T6,T6,Len Mattiace,67.0,67,1
7,T6,T6,Carl Pettersson,67.0,67,1
8,T6,T6,Brett Quigley,67.0,67,1
9,T6,T6,Bubba Watson,67.0,67,1
10,11,11,Billy Mayfair,67.5,135,2
11,12,12,Aaron Baddeley,67.67,203,3
12,T13,T13,Michael Allen,68.0,68,1
13,T13,T13,Mark Calcavecchia,68.0,68,1
14,T13,T13,Kris Cox,68.0,68,1
15,T13,T13,Paul Goydos,68.0,68,1
16,T13,T13,Padraig Harrington,68.0,68,1
17,T13,T13,Dudley Hart,68.0,136,2
18,T13,T13,J.J. Henry,68.0,68,1
19,T13,T13,Jonathan Kaye,68.0,136,2
20,T13,T13,Daisuke Maruyama,68.0,136,2
21,T13,T13,Shaun Micheel,68.0,204,3
22,T13,T13,Tim Petrovic,68.0,68,1
23,T13,T13,John Senden,68.0,272,4
24,T13,T13,Steve Stricker,68.0,68,1
25,26,26,Steve Jones,68.33,205,3
26,T27,T27,Harrison Frazar,68.5,137,2
27,T27,T27,Vijay Singh,68.5,137,2
28,T27,T27,Heath Slocum,68.5,137,2
29,T30,T30,Steve Elkington,68.67,206,3
30,T30,T30,Kent Jones,68.67,206,3
31,T30,T30,Duffy Waldorf,68.67,206,3
32,T33,T33,Eric Axley,69.0,207,3
33,T33,T33,Jeff Brehaut,69.0,138,2
34,T33,T33,John Cook,69.0,69,1
35,T33,T33,Ben Crane,69.0,69,1
36,T33,T33,Robert Damron,69.0,69,1
37,T33,T33,Brian Davis,69.0,345,5
38,T33,T33,Brian Gay,69.0,276,4
39,T33,T33,Skip Kendall,69.0,207,3
40,T33,T33,Davis Love III,69.0,69,1
41,T33,T33,Will MacKenzie,69.0,207,3
42,T33,T33,Jeff Maggert,69.0,138,2
43,T33,T33,Geoff Ogilvy,69.0,69,1
44,T33,T33,Kenny Perry,69.0,69,1
45,T33,T33,Vaughn Taylor,69.0,69,1
46,T47,T47,Ben Curtis,69.25,277,4
47,T47,T47,Vance Veazey,69.25,277,4
48,T49,T49,Fred Funk,69.33,208,3
49,T49,T49,Brent Geiberger,69.33,416,6
50,T51,T51,Jason Bohn,69.5,278,4
51,T51,T51,Freddie Jacobson,69.5,139,2
52,T51,T51,Kevin Sutherland,69.5,278,4
53,T51,T51,Brett Wetterich,69.5,139,2
54,T51,T51,Dean Wilson,69.5,139,2
55,56,56,Ron Whittaker,69.67,209,3
56,T57,T57,Paul Azinger,70.0,210,3
57,T57,T57,Tim Clark,70.0,70,1
58,T57,T57,Luke Donald,70.0,70,1
59,T57,T57,Ryuji Imada,70.0,210,3
60,T57,T57,Trevor Immelman,70.0,70,1
61,T57,T57,Hunter Mahan,70.0,210,3
62,T57,T57,Sean O'Hair,70.0,140,2
63,T57,T57,Jerry Smith,70.0,420,6
64,T57,T57,Mike Sposa,70.0,280,4
65,T57,T57,Mike Weir,70.0,70,1
66,67,67,Patrick Sheehan,70.2,351,5
67,68,68,Carlos Franco,70.25,281,4
68,69,69,Henrik Bjornstad,70.33,211,3
69,70,70,Steve Flesch,70.4,352,5
70,T71,T71,Olin Browne,70.5,282,4
71,T71,T71,Ernie Els,70.5,141,2
72,T71,T71,Todd Fischer,70.5,141,2
73,T71,T71,Tom Lehman,70.5,141,2
74,T71,T71,Jeff Overton,70.5,141,2
75,T76,T76,Mathias Grönberg,70.67,212,3
76,T76,T76,J.L. Lewis,70.67,212,3
77,78,78,Alex Cejka,70.75,283,4
78,T79,T79,Robert Allenby,71.0,142,2
79,T79,T79,K.J. Choi,71.0,71,1
80,T79,T79,Chris DiMarco,71.0,71,1
81,T79,T79,Jason Gore,71.0,213,3
82,T79,T79,Todd Hamilton,71.0,71,1
83,T79,T79,J.B. Holmes,71.0,213,3
84,T79,T79,Zach Johnson,71.0,142,2
85,T79,T79,Ryan Moore,71.0,71,1
86,T79,T79,Justin Rose,71.0,71,1
87,T79,T79,D.J. Trahan,71.0,71,1
88,89,89,Arjun Atwal,71.25,285,4
89,T90,T90,Phil Mickelson,71.33,214,3
90,T90,T90,Chris Riley,71.33,214,3
91,92,92,Scott Verplank,71.4,357,5
92,T93,T93,Brian Bateman,71.5,143,2
93,T93,T93,Daniel Chopra,71.5,143,2
94,T93,T93,Stewart Cink,71.5,143,2
95,T93,T93,Charles Howell III,71.5,286,4
96,T93,T93,Bob Tway,71.5,286,4
97,T93,T93,Tjaart van der Walt,71.5,143,2
98,T93,T93,Nick Watney,71.5,143,2
99,T93,T93,Mark Wilson,71.5,143,2
100,T101,T101,David Branshaw,72.0,72,1
101,T101,T101,Chad Campbell,72.0,72,1
102,T101,T101,Bob Estes,72.0,144,2
103,T101,T101,Sergio Garcia,72.0,144,2
104,T101,T101,Richard Johnson,72.0,72,1
105,T101,T101,Bernhard Langer,72.0,72,1
106,T101,T101,Larry Mize,72.0,72,1
107,T101,T101,Joe Ogilvie,72.0,72,1
108,T101,T101,Corey Pavin,72.0,72,1
109,T101,T101,John Rollins,72.0,144,2
110,T101,T101,Camilo Villegas,72.0,144,2
111,T101,T101,Charles Warren,72.0,144,2
112,T113,T113,Bubba Dickerson,72.25,289,4
113,T113,T113,Nathan Green,72.25,289,4
114,T115,T115,Matt Hansen,72.5,145,2
115,T115,T115,Frank Lickliter II,72.5,145,2
116,T117,T117,Tag Ridings,72.6,363,5
117,T117,T117,Jason Schultz,72.6,363,5
118,T119,T119,Steve Lowery,72.67,218,3
119,T119,T119,Rod Pampling,72.67,218,3
120,T121,T121,Stuart Appleby,73.0,73,1
121,T121,T121,Alex Aragon,73.0,73,1
