,Tenth_Tee_Late_Par_5_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Par_5_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Par_5_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Par_5_Scoring_Average_ROUNDS,Tenth_Tee_Late_Par_5_Scoring_Average_AVG,Tenth_Tee_Late_Par_5_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Luke Donald,66,4.0,12,3
1,2,2,Geoff Ogilvy,76,4.31,125,29
2,3,3,Phil Mickelson,74,4.33,78,18
3,4,4,Stephen Ames,63,4.38,171,39
4,5,5,John Daly,51,4.41,128,29
5,6,6,Arron Oberholser,82,4.43,102,23
6,T7,T7,Scott Gutschewski,53,4.44,111,25
7,T7,T7,J.J. Henry,96,4.44,173,39
8,T9,T9,Retief Goosen,68,4.46,58,13
9,T9,T9,Frank Lickliter II,99,4.46,223,50
10,11,11,Stewart Cink,93,4.48,179,40
11,T12,T12,Joe Durant,101,4.49,355,79
12,T12,T12,Nathan Green,108,4.49,265,59
13,T12,T12,Dudley Hart,83,4.49,184,41
14,15,15,Chris Riley,86,4.5,351,78
15,T16,T16,Harrison Frazar,95,4.51,221,49
16,T16,T16,Tim Herron,82,4.51,221,49
17,T16,T16,Bubba Watson,83,4.51,185,41
18,T19,T19,Tim Clark,80,4.52,131,29
19,T19,T19,Trevor Immelman,86,4.52,140,31
20,T19,T19,Will MacKenzie,91,4.52,285,63
21,T19,T19,Shigeki Maruyama,94,4.52,199,44
22,T19,T19,Shaun Micheel,96,4.52,226,50
23,T19,T19,John Rollins,93,4.52,280,62
24,T19,T19,Dean Wilson,115,4.52,357,79
25,T26,T26,Lee Janzen,79,4.53,222,49
26,T26,T26,Tom Lehman,70,4.53,86,19
27,T26,T26,Troy Matteson,101,4.53,308,68
28,T26,T26,Vance Veazey,59,4.53,272,60
29,T26,T26,Brett Wetterich,82,4.53,290,64
30,31,31,Charley Hoffman,100,4.54,345,76
31,T32,T32,Ryuji Imada,105,4.55,273,60
32,T32,T32,José María Olazábal,62,4.55,91,20
33,T32,T32,Rory Sabbatini,84,4.55,150,33
34,T35,T35,Rich Beem,85,4.56,251,55
35,T35,T35,Kris Cox,83,4.56,246,54
36,T35,T35,J.B. Holmes,81,4.56,155,34
37,T38,T38,Chad Campbell,91,4.57,169,37
38,T38,T38,Jeff Gove,91,4.57,288,63
39,T38,T38,Brandt Jobe,91,4.57,160,35
40,T38,T38,Joey Sindelar,90,4.57,320,70
41,T38,T38,Charles Warren,93,4.57,306,67
42,T38,T38,Mike Weir,88,4.57,215,47
43,T44,T44,K.J. Choi,93,4.58,183,40
44,T44,T44,Ben Crane,85,4.58,165,36
45,T44,T44,Brian Davis,92,4.58,243,53
46,T44,T44,Jesper Parnevik,84,4.58,220,48
47,T44,T44,Ian Poulter,53,4.58,119,26
48,T44,T44,Jimmy Walker,60,4.58,206,45
49,T50,T50,Bob Estes,85,4.59,225,49
50,T50,T50,Kent Jones,103,4.59,340,74
51,T50,T50,Bernhard Langer,77,4.59,179,39
52,T50,T50,Thomas Levet,53,4.59,147,32
53,T50,T50,David McKenzie,82,4.59,326,71
54,T50,T50,Sean O'Hair,100,4.59,248,54
55,T50,T50,John Senden,96,4.59,289,63
56,T57,T57,Paul Goydos,72,4.6,221,48
57,T57,T57,Jonathan Kaye,95,4.6,244,53
58,T57,T57,Greg Owen,79,4.6,138,30
59,T57,T57,Bo Van Pelt,102,4.6,244,53
60,T57,T57,Nick Watney,97,4.6,184,40
61,T62,T62,Stuart Appleby,83,4.61,106,23
62,T62,T62,Arjun Atwal,97,4.61,406,88
63,T62,T62,Alex Cejka,93,4.61,281,61
64,T62,T62,Fred Couples,52,4.61,83,18
65,T62,T62,Robert Garrigus,85,4.61,295,64
66,T62,T62,Mathew Goggin,72,4.61,212,46
67,T62,T62,Bob May,65,4.61,226,49
68,T62,T62,Rod Pampling,89,4.61,226,49
69,T62,T62,Jeff Sluman,101,4.61,249,54
70,T71,T71,Lucas Glover,105,4.62,231,50
71,T71,T71,Heath Slocum,96,4.62,254,55
72,T73,T73,Fred Funk,106,4.63,264,57
73,T73,T73,Billy Mayfair,94,4.63,213,46
74,T73,T73,Jeff Overton,95,4.63,241,52
75,T73,T73,Ted Purdy,103,4.63,250,54
76,T73,T73,Brett Quigley,109,4.63,278,60
77,T73,T73,Vaughn Taylor,88,4.63,259,56
78,T73,T73,Camilo Villegas,95,4.63,213,46
79,T73,T73,Duffy Waldorf,96,4.63,301,65
80,T81,T81,Chris Couch,75,4.64,181,39
81,T81,T81,Chris DiMarco,83,4.64,116,25
82,T81,T81,Danny Ellis,68,4.64,181,39
83,T81,T81,Mathias Grönberg,92,4.64,334,72
84,T81,T81,David Howell,52,4.64,65,14
85,T81,T81,Charles Howell III,96,4.64,204,44
86,T81,T81,D.A. Points,82,4.64,255,55
87,T88,T88,Jason Bohn,104,4.65,256,55
88,T88,T88,Bill Haas,99,4.65,377,81
89,T88,T88,Steve Lowery,99,4.65,321,69
90,T88,T88,Carl Pettersson,95,4.65,279,60
91,T88,T88,Justin Rose,98,4.65,223,48
92,T93,T93,Woody Austin,107,4.66,359,77
93,T93,T93,Brad Faxon,78,4.66,270,58
94,T93,T93,Brian Gay,107,4.66,303,65
95,T93,T93,J.P. Hayes,55,4.66,163,35
96,T93,T93,Tim Petrovic,95,4.66,205,44
97,T93,T93,Bob Tway,81,4.66,261,56
98,T93,T93,Tjaart van der Walt,60,4.66,205,44
99,T100,T100,Briny Baird,81,4.67,285,61
100,T100,T100,David Branshaw,98,4.67,350,75
101,T100,T100,Olin Browne,108,4.67,294,63
102,T100,T100,Jonathan Byrd,66,4.67,210,45
103,T100,T100,James Driscoll,80,4.67,201,43
104,T100,T100,Steve Elkington,52,4.67,196,42
105,T100,T100,Todd Hamilton,72,4.67,322,69
106,T100,T100,Jerry Kelly,100,4.67,243,52
107,T100,T100,Hunter Mahan,98,4.67,280,60
108,T100,T100,Patrick Sheehan,104,4.67,411,88
109,T100,T100,"Wes Short, Jr.",96,4.67,397,85
110,T100,T100,Mark Wilson,79,4.67,201,43
111,T112,T112,Michael Allen,84,4.68,356,76
112,T112,T112,Steve Jones,83,4.68,234,50
113,T112,T112,Stephen Leaney,84,4.68,267,57
114,T112,T112,Corey Pavin,74,4.68,178,38
115,T116,T116,Jeff Brehaut,100,4.69,352,75
116,T116,T116,Robert Gamez,94,4.69,225,48
117,T116,T116,Jason Gore,86,4.69,244,52
118,T116,T116,Chris Smith,67,4.69,211,45
119,T120,T120,Todd Fischer,101,4.7,395,84
120,T120,T120,Ryan Hietala,61,4.7,268,57
121,T120,T120,Greg Kraft,79,4.7,216,46
122,T120,T120,Ryan Moore,68,4.7,141,30
123,T120,T120,Joe Ogilvie,95,4.7,296,63
124,T125,T125,Billy Andrade,78,4.71,264,56
125,T125,T125,Eric Axley,91,4.71,297,63
126,T125,T125,Paul Azinger,87,4.71,273,58
127,T125,T125,Tag Ridings,103,4.71,363,77
128,T125,T125,Kevin Sutherland,100,4.71,372,79
129,T130,T130,David Duval,71,4.72,307,65
130,T130,T130,Len Mattiace,59,4.72,255,54
131,T130,T130,Jason Schultz,77,4.72,274,58
132,T130,T130,Jerry Smith,94,4.72,217,46
133,T134,T134,Brian Bateman,69,4.73,175,37
134,T134,T134,Shane Bertsch,104,4.73,345,73
135,T134,T134,Robert Damron,91,4.73,208,44
136,T134,T134,Sergio Garcia,59,4.73,71,15
137,T138,T138,Bart Bryant,87,4.74,166,35
138,T138,T138,Steve Flesch,119,4.74,275,58
139,T138,T138,Steve Stricker,64,4.74,90,19
140,T138,T138,Roger Tambellini,64,4.74,223,47
141,T138,T138,Ron Whittaker,81,4.74,446,94
142,T143,T143,Mark Calcavecchia,94,4.75,271,57
143,T143,T143,Daniel Chopra,110,4.75,337,71
144,T143,T143,Ben Curtis,86,4.75,271,57
145,T143,T143,Ernie Els,69,4.75,38,8
146,T143,T143,John Huston,74,4.75,114,24
147,T143,T143,J.L. Lewis,57,4.75,190,40
148,T143,T143,Daisuke Maruyama,83,4.75,323,68
149,T143,T143,Vijay Singh,103,4.75,38,8
150,T143,T143,D.J. Trahan,92,4.75,342,72
151,T152,T152,Robert Allenby,79,4.76,162,34
152,T152,T152,Padraig Harrington,54,4.76,81,17
153,T152,T152,Skip Kendall,72,4.76,262,55
154,T152,T152,Mark O'Meara,52,4.76,138,29
155,T152,T152,Hidemichi Tanaka,74,4.76,338,71
156,T157,T157,Tommy Armour III,65,4.77,205,43
157,T157,T157,Doug Barron,74,4.77,267,56
158,T157,T157,Davis Love III,85,4.77,143,30
159,T160,T160,Alex Aragon,63,4.78,191,40
160,T160,T160,Henrik Bjornstad,97,4.78,330,69
161,T160,T160,Ian Leggatt,80,4.78,282,59
162,T160,T160,Justin Leonard,83,4.78,215,45
163,T164,T164,Michael Connell,51,4.79,163,34
164,T164,T164,Brent Geiberger,99,4.79,436,91
165,T164,T164,Pat Perez,50,4.79,163,34
166,T164,T164,Tom Pernice Jr.,108,4.79,201,42
167,T164,T164,Kirk Triplett,58,4.79,187,39
168,T169,T169,Mark Brooks,90,4.8,403,84
169,T169,T169,John Cook,67,4.8,168,35
170,T169,T169,Jeff Maggert,81,4.8,192,40
171,T169,T169,Jon Mills,68,4.8,317,66
