,Par_3_Scoring_Average_RANK THIS WEEK,Par_3_Scoring_Average_RANK LAST WEEK,Par_3_Scoring_Average_PLAYER NAME,Par_3_Scoring_Average_ROUNDS,Par_3_Scoring_Average_AVG,Par_3_Scoring_Average_TOTAL STROKES,Par_3_Scoring_Average_TOTAL HOLES
0,T1,T1,Luke Donald,66,2.96,749,253
1,T1,T1,Jim Furyk,89,2.96,1034,349
2,3,3,Corey Pavin,74,2.97,848,286
3,4,4,José María Olazábal,62,2.98,694,233
4,T5,T5,Adam Scott,70,2.99,818,274
5,T5,T5,Kirk Triplett,58,2.99,676,226
6,T5,T5,Scott Verplank,88,2.99,1054,353
7,T8,T8,Tommy Armour III,65,3.0,804,268
8,T8,T8,Jonathan Byrd,66,3.0,820,273
9,T8,T8,Brian Gay,107,3.0,1309,437
10,T8,T8,Tom Pernice Jr.,108,3.0,1280,426
11,T8,T8,Justin Rose,98,3.0,1156,385
12,T13,T13,Chad Campbell,91,3.01,1062,353
13,T13,T13,Padraig Harrington,54,3.01,602,200
14,T13,T13,Richard Johnson,94,3.01,1163,386
15,T13,T13,Duffy Waldorf,96,3.01,1138,378
16,T17,T17,Trevor Immelman,86,3.02,1050,348
17,T17,T17,Stephen Leaney,84,3.02,1043,345
18,T17,T17,Brett Quigley,109,3.02,1290,427
19,T17,T17,Rory Sabbatini,84,3.02,1021,338
20,T17,T17,Jerry Smith,94,3.02,1129,374
21,T17,T17,Steve Stricker,64,3.02,764,253
22,T17,T17,Tiger Woods,55,3.02,628,208
23,T24,T24,Stewart Cink,93,3.03,1090,360
24,T24,T24,Tim Clark,80,3.03,976,322
25,T24,T24,Ben Crane,85,3.03,975,322
26,T24,T24,Hunter Mahan,98,3.03,1217,401
27,T24,T24,Shaun Micheel,96,3.03,1153,381
28,T24,T24,Sean O'Hair,100,3.03,1188,392
29,T24,T24,Arron Oberholser,82,3.03,962,317
30,T31,T31,Michael Allen,84,3.04,1026,338
31,T31,T31,Briny Baird,81,3.04,951,313
32,T31,T31,Olin Browne,108,3.04,1263,416
33,T31,T31,J.J. Henry,96,3.04,1151,378
34,T31,T31,Shigeki Maruyama,94,3.04,1131,372
35,T31,T31,Heath Slocum,96,3.04,1140,375
36,T31,T31,Jeff Sluman,101,3.04,1260,414
37,T31,T31,Kevin Sutherland,100,3.04,1191,392
38,T31,T31,David Toms,76,3.04,828,272
39,T31,T31,Dean Wilson,115,3.04,1379,454
40,T41,T41,Stephen Ames,63,3.05,759,249
41,T41,T41,John Cook,67,3.05,841,276
42,T41,T41,Marco Dawson,87,3.05,1076,353
43,T41,T41,Chris DiMarco,83,3.05,956,313
44,T41,T41,Steve Flesch,119,3.05,1422,466
45,T41,T41,Brent Geiberger,99,3.05,1197,393
46,T41,T41,Retief Goosen,68,3.05,738,242
47,T41,T41,Jeff Gove,91,3.05,1081,355
48,T41,T41,Bob May,65,3.05,778,255
49,T41,T41,Phil Mickelson,74,3.05,848,278
50,T41,T41,Larry Mize,53,3.05,637,209
51,T41,T41,Ted Purdy,103,3.05,1240,406
52,T41,T41,Vijay Singh,103,3.05,1225,401
53,T41,T41,Mike Weir,88,3.05,1057,346
54,T41,T41,Ron Whittaker,81,3.05,979,321
55,T41,T41,Mark Wilson,79,3.05,941,309
56,T57,T57,Robert Allenby,79,3.06,950,310
57,T57,T57,Billy Andrade,78,3.06,930,304
58,T57,T57,Jason Bohn,104,3.06,1289,421
59,T57,T57,Brian Davis,92,3.06,1115,364
60,T57,T57,Bubba Dickerson,98,3.06,1192,389
61,T57,T57,Sergio Garcia,59,3.06,662,216
62,T57,T57,Mathias Grönberg,92,3.06,1100,359
63,T57,T57,Bill Haas,99,3.06,1200,392
64,T57,T57,David Howell,52,3.06,551,180
65,T57,T57,Ryuji Imada,105,3.06,1270,415
66,T57,T57,Zach Johnson,98,3.06,1090,356
67,T57,T57,Skip Kendall,72,3.06,898,293
68,T57,T57,Peter Lonard,77,3.06,930,304
69,T57,T57,Joe Ogilvie,95,3.06,1119,366
70,T57,T57,Jesper Parnevik,84,3.06,1046,342
71,T57,T57,Kenny Perry,73,3.06,881,288
72,T73,T73,Aaron Baddeley,78,3.07,940,306
73,T73,T73,K.J. Choi,93,3.07,1141,372
74,T73,T73,Joe Durant,101,3.07,1267,413
75,T73,T73,Danny Ellis,68,3.07,794,259
76,T73,T73,Fred Funk,106,3.07,1308,426
77,T73,T73,Paul Goydos,72,3.07,909,296
78,T73,T73,Dudley Hart,83,3.07,1036,338
79,T73,T73,Lee Janzen,79,3.07,1000,326
80,T73,T73,Jerry Kelly,100,3.07,1252,408
81,T73,T73,Tom Lehman,70,3.07,752,245
82,T73,T73,J.L. Lewis,57,3.07,706,230
83,T73,T73,Frank Lickliter II,99,3.07,1220,398
84,T73,T73,Jon Mills,68,3.07,817,266
85,T73,T73,Ryan Moore,68,3.07,805,262
86,T73,T73,Ryan Palmer,101,3.07,1236,402
87,T73,T73,Ian Poulter,53,3.07,639,208
88,T73,T73,John Senden,96,3.07,1154,376
89,T73,T73,Vaughn Taylor,88,3.07,1082,352
90,T73,T73,Omar Uresti,61,3.07,740,241
91,T73,T73,Bo Van Pelt,102,3.07,1266,413
92,T73,T73,Jimmy Walker,60,3.07,725,236
93,T94,T94,David Branshaw,98,3.08,1236,401
94,T94,T94,Mark Brooks,90,3.08,1114,362
95,T94,T94,Steve Elkington,52,3.08,643,209
96,T94,T94,Ernie Els,69,3.08,800,260
97,T94,T94,Bob Estes,85,3.08,1075,349
98,T94,T94,Lucas Glover,105,3.08,1249,405
99,T94,T94,Nathan Green,108,3.08,1300,422
100,T94,T94,Charley Hoffman,100,3.08,1223,397
101,T94,T94,Justin Leonard,83,3.08,976,317
102,T94,T94,Davis Love III,85,3.08,942,306
