,Front_9_Round_2_Scoring_Average_RANK THIS WEEK,Front_9_Round_2_Scoring_Average_RANK LAST WEEK,Front_9_Round_2_Scoring_Average_PLAYER NAME,Front_9_Round_2_Scoring_Average_AVG,Front_9_Round_2_Scoring_Average_TOTAL STROKES,Front_9_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Luke Donald,34.13,546,16
1,2,2,Tiger Woods,34.29,480,14
2,3,3,Jim Furyk,34.48,793,23
3,4,4,Trevor Immelman,34.54,829,24
4,5,5,Matt Hansen,34.57,795,23
5,6,6,Brett Wetterich,34.6,865,25
6,T7,T7,Ernie Els,34.63,554,16
7,T7,T7,Steve Stricker,34.63,554,16
8,9,9,Arron Oberholser,34.67,728,21
9,10,10,David Branshaw,34.68,971,28
10,T11,T11,Michael Allen,34.71,833,24
11,T11,T11,Tim Clark,34.71,729,21
12,13,13,Bob Estes,34.72,868,25
13,T14,T14,Ryan Moore,34.75,695,20
14,T14,T14,Brett Quigley,34.75,1112,32
15,16,16,Stephen Ames,34.76,591,17
16,17,17,Harrison Frazar,34.78,939,27
17,18,18,Kevin Sutherland,34.82,975,28
18,19,19,Mike Weir,34.83,801,23
19,20,20,Daniel Chopra,34.84,1115,32
20,21,21,Robert Garrigus,34.88,907,26
21,22,22,Adam Scott,34.89,628,18
22,23,23,Stewart Cink,34.92,838,24
23,T24,T24,Joe Durant,34.93,978,28
24,T24,T24,Padraig Harrington,34.93,489,14
25,T24,T24,John Senden,34.93,943,27
26,T24,T24,Bo Van Pelt,34.93,978,28
27,28,28,Kirk Triplett,34.94,559,16
28,29,29,Frank Lickliter II,34.96,979,28
29,T30,T30,Jason Bohn,34.97,1014,29
30,T30,T30,Brian Gay,34.97,1084,31
31,T30,T30,Jeff Sluman,34.97,1014,29
32,T33,T33,Mark Calcavecchia,35.0,840,24
33,T33,T33,Greg Owen,35.0,770,22
34,T33,T33,Scott Verplank,35.0,805,23
35,T36,T36,Dudley Hart,35.04,876,25
36,T36,T36,Charley Hoffman,35.04,981,28
37,T36,T36,Shigeki Maruyama,35.04,946,27
38,T36,T36,Daisuke Maruyama,35.04,841,24
39,40,40,Jonathan Byrd,35.05,666,19
40,T41,T41,Sergio Garcia,35.07,526,15
41,T41,T41,Lucas Glover,35.07,1017,29
42,43,43,Rod Pampling,35.09,772,22
43,T44,T44,Stuart Appleby,35.1,737,21
44,T44,T44,Craig Barlow,35.1,737,21
45,T44,T44,Skip Kendall,35.1,737,21
46,47,47,Camilo Villegas,35.11,983,28
47,T48,T48,Kent Jones,35.13,1089,31
48,T48,T48,José María Olazábal,35.13,562,16
49,T50,T50,Ben Crane,35.14,738,21
50,T50,T50,Shaun Micheel,35.14,984,28
51,T50,T50,Kenny Perry,35.14,738,21
52,53,53,Zach Johnson,35.16,879,25
53,T54,T54,Briny Baird,35.17,809,23
54,T54,T54,Mark Wilson,35.17,809,23
55,T56,T56,Chad Campbell,35.21,845,24
56,T56,T56,Ryuji Imada,35.21,1021,29
57,58,58,Rory Sabbatini,35.22,810,23
58,59,59,Vijay Singh,35.23,916,26
59,T60,T60,Paul Azinger,35.24,881,25
60,T60,T60,K.J. Choi,35.24,881,25
61,T60,T60,Nathan Green,35.24,1022,29
62,T60,T60,Davis Love III,35.24,740,21
