,Front_9_Par_5_Scoring_Average_RANK THIS WEEK,Front_9_Par_5_Scoring_Average_RANK LAST WEEK,Front_9_Par_5_Scoring_Average_PLAYER NAME,Front_9_Par_5_Scoring_Average_ROUNDS,Front_9_Par_5_Scoring_Average_AVG,Front_9_Par_5_Scoring_Average_TOTAL STROKES,Front_9_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Tiger Woods,55,4.38,368,84
1,T2,T2,Stuart Appleby,83,4.47,572,128
2,T2,T2,Phil Mickelson,74,4.47,527,118
3,4,4,Trevor Immelman,86,4.48,587,131
4,T5,T5,Aaron Baddeley,78,4.5,558,124
5,T5,T5,Rich Beem,85,4.5,626,139
6,7,7,J.B. Holmes,81,4.52,565,125
7,8,8,Charley Hoffman,100,4.53,756,167
8,9,9,Vaughn Taylor,88,4.54,631,139
9,T10,T10,Ben Crane,85,4.55,624,137
10,T10,T10,Ernie Els,69,4.55,450,99
11,T10,T10,Lucas Glover,105,4.55,783,172
12,T13,T13,Bob Estes,85,4.56,615,135
13,T13,T13,Charles Howell III,96,4.56,712,156
14,T13,T13,Geoff Ogilvy,76,4.56,515,113
15,T13,T13,Steve Stricker,64,4.56,456,100
16,T13,T13,Bo Van Pelt,102,4.56,779,171
17,T13,T13,Charles Warren,93,4.56,670,147
18,T19,T19,Eric Axley,91,4.57,672,147
19,T19,T19,Tim Clark,80,4.57,608,133
20,T19,T19,John Daly,51,4.57,402,88
21,T19,T19,Jim Furyk,89,4.57,608,133
22,T19,T19,Sergio Garcia,59,4.57,416,91
23,T19,T19,Bill Haas,99,4.57,740,162
24,T19,T19,Thomas Levet,53,4.57,384,84
25,T19,T19,Frank Lickliter II,99,4.57,768,168
26,T19,T19,Brett Quigley,109,4.57,764,167
27,T19,T19,Vijay Singh,103,4.57,736,161
28,T29,T29,Craig Barlow,77,4.58,582,127
29,T29,T29,Harrison Frazar,95,4.58,696,152
30,T29,T29,Steve Lowery,99,4.58,755,165
31,T29,T29,Will MacKenzie,91,4.58,691,151
32,T29,T29,John Rollins,93,4.58,719,157
33,T29,T29,Camilo Villegas,95,4.58,682,149
34,T29,T29,Bubba Watson,83,4.58,623,136
35,36,36,Jesper Parnevik,84,4.59,666,145
36,T37,T37,Jeff Brehaut,100,4.6,764,166
37,T37,T37,Jonathan Byrd,66,4.6,547,119
38,T37,T37,Scott Gutschewski,53,4.6,405,88
39,T37,T37,J.P. Hayes,55,4.6,442,96
40,T37,T37,Tim Herron,82,4.6,557,121
41,T37,T37,Bernhard Langer,77,4.6,584,127
42,T37,T37,Davis Love III,85,4.6,598,130
43,T37,T37,Troy Matteson,101,4.6,795,173
44,T37,T37,Arron Oberholser,82,4.6,534,116
45,T37,T37,Greg Owen,79,4.6,635,138
46,T37,T37,Kevin Sutherland,100,4.6,741,161
47,T37,T37,Duffy Waldorf,96,4.6,732,159
48,T49,T49,Robert Allenby,79,4.61,572,124
49,T49,T49,Briny Baird,81,4.61,609,132
50,T49,T49,Chad Campbell,91,4.61,613,133
51,T49,T49,Mathias Grönberg,92,4.61,715,155
52,T49,T49,Richard Johnson,94,4.61,705,153
53,T49,T49,Hunter Mahan,98,4.61,723,157
54,T49,T49,Ryan Moore,68,4.61,475,103
55,T49,T49,Ian Poulter,53,4.61,415,90
56,T49,T49,Chris Riley,86,4.61,627,136
57,T49,T49,Rory Sabbatini,84,4.61,567,123
58,T49,T49,Adam Scott,70,4.61,456,99
59,T49,T49,Nick Watney,97,4.61,760,165
60,T61,T61,Daniel Chopra,110,4.62,864,187
61,T61,T61,Stewart Cink,93,4.62,573,124
62,T61,T61,Steve Elkington,52,4.62,388,84
63,T61,T61,Retief Goosen,68,4.62,471,102
64,T61,T61,J.J. Henry,96,4.62,689,149
65,T61,T61,Sean O'Hair,100,4.62,735,159
66,T61,T61,Brett Wetterich,82,4.62,615,133
67,T68,T68,Michael Allen,84,4.63,699,151
68,T68,T68,Joe Durant,101,4.63,806,174
69,T68,T68,Shaun Micheel,96,4.63,709,153
70,T68,T68,John Senden,96,4.63,717,155
71,T72,T72,Shane Bertsch,104,4.64,794,171
72,T72,T72,David Branshaw,98,4.64,789,170
73,T72,T72,Todd Fischer,101,4.64,794,171
74,T72,T72,Padraig Harrington,54,4.64,399,86
75,T72,T72,Kent Jones,103,4.64,775,167
76,T72,T72,Shigeki Maruyama,94,4.64,692,149
77,T72,T72,David Toms,76,4.64,506,109
78,T72,T72,Jimmy Walker,60,4.64,394,85
79,T80,T80,Jason Bohn,104,4.65,814,175
80,T80,T80,Chris Couch,75,4.65,572,123
81,T80,T80,Carlos Franco,86,4.65,684,147
82,T80,T80,José María Olazábal,62,4.65,446,96
83,T80,T80,Rod Pampling,89,4.65,590,127
84,T80,T80,Tom Pernice Jr.,108,4.65,749,161
85,T80,T80,Justin Rose,98,4.65,711,153
86,T80,T80,"Wes Short, Jr.",96,4.65,721,155
87,T80,T80,Jeff Sluman,101,4.65,767,165
88,T80,T80,Mike Weir,88,4.65,651,140
89,T80,T80,Mark Wilson,79,4.65,604,130
90,T91,T91,Arjun Atwal,97,4.66,741,159
91,T91,T91,Fred Couples,52,4.66,373,80
92,T91,T91,Luke Donald,66,4.66,433,93
93,T91,T91,Robert Garrigus,85,4.66,667,143
94,T91,T91,Jason Gore,86,4.66,676,145
95,T91,T91,Dudley Hart,83,4.66,601,129
96,T91,T91,Bob May,65,4.66,503,108
97,T91,T91,Pat Perez,50,4.66,396,85
98,T99,T99,Mark Calcavecchia,94,4.67,710,152
99,T99,T99,K.J. Choi,93,4.67,649,139
100,T99,T99,Chris DiMarco,83,4.67,575,123
101,T99,T99,Jeff Gove,91,4.67,705,151
102,T99,T99,Ryuji Imada,105,4.67,812,174
103,T99,T99,Lee Janzen,79,4.67,631,135
104,T99,T99,Zach Johnson,98,4.67,607,130
105,T99,T99,Jonathan Kaye,95,4.67,733,157
106,T99,T99,Jerry Kelly,100,4.67,789,169
107,T99,T99,Skip Kendall,72,4.67,574,123
108,T99,T99,Justin Leonard,83,4.67,584,125
109,T99,T99,Corey Pavin,74,4.67,500,107
110,T99,T99,Roger Tambellini,64,4.67,481,103
111,T99,T99,Scott Verplank,88,4.67,635,136
112,T99,T99,Ron Whittaker,81,4.67,617,132
113,T114,T114,Stephen Ames,63,4.68,473,101
114,T114,T114,Paul Azinger,87,4.68,693,148
115,T114,T114,Alex Cejka,93,4.68,679,145
116,T114,T114,Danny Ellis,68,4.68,515,110
117,T114,T114,Paul Goydos,72,4.68,566,121
118,T114,T114,Nathan Green,108,4.68,791,169
119,T114,T114,John Huston,74,4.68,557,119
120,T114,T114,Stephen Leaney,84,4.68,660,141
121,T114,T114,J.L. Lewis,57,4.68,454,97
122,T114,T114,Peter Lonard,77,4.68,538,115
123,T114,T114,Joe Ogilvie,95,4.68,697,149
124,T114,T114,Kenny Perry,73,4.68,482,103
125,T114,T114,Carl Pettersson,95,4.68,678,145
126,T114,T114,Tag Ridings,103,4.68,763,163
127,T114,T114,Heath Slocum,96,4.68,725,155
128,T114,T114,Dean Wilson,115,4.68,809,173
129,T130,T130,Brian Davis,92,4.69,718,153
130,T130,T130,Marco Dawson,87,4.69,718,153
131,T130,T130,Brian Gay,107,4.69,830,177
132,T130,T130,Chris Smith,67,4.69,521,111
133,T130,T130,Vance Veazey,59,4.69,488,104
134,T135,T135,Woody Austin,107,4.7,817,174
135,T135,T135,Olin Browne,108,4.7,795,169
136,T135,T135,Robert Damron,91,4.7,710,151
137,T135,T135,James Driscoll,80,4.7,606,129
138,T135,T135,Mathew Goggin,72,4.7,550,117
139,T135,T135,Jon Mills,68,4.7,512,109
140,T135,T135,D.A. Points,82,4.7,616,131
141,T135,T135,Ted Purdy,103,4.7,822,175
142,T135,T135,Patrick Sheehan,104,4.7,776,165
143,T135,T135,Joey Sindelar,90,4.7,743,158
144,T135,T135,Hidemichi Tanaka,74,4.7,578,123
145,T146,T146,Tommy Armour III,65,4.71,504,107
146,T146,T146,Bart Bryant,87,4.71,627,133
147,T146,T146,Kris Cox,83,4.71,636,135
148,T146,T146,Ben Curtis,86,4.71,640,136
149,T146,T146,David Howell,52,4.71,358,76
150,T146,T146,Brandt Jobe,91,4.71,669,142
151,T146,T146,Jeff Maggert,81,4.71,617,131
152,T146,T146,Daisuke Maruyama,83,4.71,622,132
153,T146,T146,Billy Mayfair,94,4.71,721,153
154,T146,T146,Nicholas Thompson,96,4.71,711,151
155,T156,T156,Jeff Overton,95,4.72,712,151
156,T156,T156,Ryan Palmer,101,4.72,770,163
157,T156,T156,Omar Uresti,61,4.72,439,93
158,T156,T156,Tjaart van der Walt,60,4.72,453,96
159,T160,T160,Bubba Dickerson,98,4.73,743,157
160,T160,T160,Brent Geiberger,99,4.73,742,157
161,T160,T160,Tom Lehman,70,4.73,440,93
162,T160,T160,Len Mattiace,59,4.73,454,96
163,T160,T160,Jason Schultz,77,4.73,582,123
164,T165,T165,Mark Brooks,90,4.74,715,151
165,T165,T165,John Cook,67,4.74,517,109
166,T165,T165,Robert Gamez,94,4.74,697,147
167,T165,T165,David McKenzie,82,4.74,612,129
168,T165,T165,Paul Stankowski,70,4.74,517,109
169,T165,T165,D.J. Trahan,92,4.74,687,145
170,T165,T165,Kirk Triplett,58,4.74,436,92
171,T165,T165,Bob Tway,81,4.74,611,129
172,T173,T173,Steve Flesch,119,4.75,912,192
173,T173,T173,Larry Mize,53,4.75,418,88
174,T175,T175,Billy Andrade,78,4.76,604,127
175,T175,T175,Doug Barron,74,4.76,581,122
176,T175,T175,Michael Connell,51,4.76,381,80
177,T175,T175,Jerry Smith,94,4.76,699,147
178,T179,T179,Brian Bateman,69,4.77,491,103
179,T179,T179,"John Engler, Jr.",69,4.77,553,116
180,T179,T179,Todd Hamilton,72,4.77,568,119
181,T179,T179,Tim Petrovic,95,4.77,739,155
182,T183,T183,Brad Faxon,78,4.78,640,134
183,T183,T183,Mark O'Meara,52,4.78,406,85
184,185,185,Steve Jones,83,4.79,646,135
185,T186,T186,David Duval,71,4.8,509,106
186,T186,T186,Fred Funk,106,4.8,806,168
187,T186,T186,Matt Hansen,68,4.8,514,107
188,T189,T189,Ryan Hietala,61,4.81,471,98
189,T189,T189,Ian Leggatt,80,4.81,611,127
190,T189,T189,Mike Sposa,68,4.81,524,109
191,192,192,Henrik Bjornstad,97,4.82,747,155
192,T193,T193,Alex Aragon,63,4.83,488,101
193,T193,T193,Greg Kraft,79,4.83,594,123
194,195,195,Freddie Jacobson,56,4.87,458,94
195,196,196,Greg Chalmers,71,4.9,534,109
