,Par_3_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_3_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_3_Birdie_or_Better_Leaders_PLAYER NAME,Par_3_Birdie_or_Better_Leaders_ROUNDS,Par_3_Birdie_or_Better_Leaders_%,Par_3_Birdie_or_Better_Leaders_PAR 3 BIRDIES OR BETTER,Par_3_Birdie_or_Better_Leaders_PAR 3 HOLES
0,1,1,Kirk Triplett,58,21.24,48,226
1,2,2,Tom Pernice Jr.,108,17.84,76,426
2,3,3,Jonathan Byrd,66,16.85,46,273
3,4,4,Tommy Armour III,65,16.79,45,268
4,5,5,Luke Donald,66,16.6,42,253
5,6,6,José María Olazábal,62,16.31,38,233
6,7,7,Phil Mickelson,74,16.19,45,278
7,8,8,Scott Verplank,88,16.15,57,353
8,9,9,Olin Browne,108,16.11,67,416
9,10,10,Adam Scott,70,16.06,44,274
10,11,11,Jim Furyk,89,16.05,56,349
11,12,12,"Wes Short, Jr.",96,16.0,60,375
12,13,13,Skip Kendall,72,15.7,46,293
13,14,14,Shigeki Maruyama,94,15.59,58,372
14,15,15,Brian Gay,107,15.56,68,437
15,16,16,Ben Crane,85,15.53,50,322
16,17,17,Bo Van Pelt,102,15.5,64,413
17,18,18,Sean O'Hair,100,15.31,60,392
18,19,19,Stewart Cink,93,15.28,55,360
19,20,20,Ron Whittaker,81,15.26,49,321
20,21,21,David Duval,71,15.16,42,277
21,22,22,Billy Andrade,78,15.13,46,304
22,23,23,Duffy Waldorf,96,15.08,57,378
23,24,24,Jeff Sluman,101,14.98,62,414
24,25,25,Hunter Mahan,98,14.96,60,401
25,26,26,Tim Clark,80,14.91,48,322
26,27,27,Tiger Woods,55,14.9,31,208
27,28,28,Woody Austin,107,14.87,65,437
28,29,29,Arron Oberholser,82,14.83,47,317
29,30,30,Corey Pavin,74,14.69,42,286
30,31,31,Justin Rose,98,14.55,56,385
31,32,32,Ted Purdy,103,14.53,59,406
32,33,33,K.J. Choi,93,14.52,54,372
33,T34,T34,Richard Johnson,94,14.51,56,386
34,T34,T34,Bob May,65,14.51,37,255
35,T36,T36,Padraig Harrington,54,14.5,29,200
36,T36,T36,Dudley Hart,83,14.5,49,338
37,38,38,Stephen Leaney,84,14.49,50,345
38,39,39,Chris DiMarco,83,14.38,45,313
39,40,40,Sergio Garcia,59,14.35,31,216
40,41,41,David Toms,76,14.34,39,272
41,42,42,D.J. Trahan,92,14.21,52,366
42,43,43,Jerry Smith,94,14.17,53,374
43,44,44,Lee Janzen,79,14.11,46,326
44,45,45,Frank Lickliter II,99,14.07,56,398
45,46,46,Davis Love III,85,14.05,43,306
46,47,47,Robert Garrigus,85,13.99,47,336
47,48,48,Arjun Atwal,97,13.92,54,388
48,49,49,Marco Dawson,87,13.88,49,353
49,50,50,Heath Slocum,96,13.87,52,375
50,51,51,Mark Brooks,90,13.81,50,362
51,52,52,Ryan Moore,68,13.74,36,262
52,53,53,Ryan Palmer,101,13.68,55,402
53,54,54,Joe Ogilvie,95,13.66,50,366
54,55,55,Stephen Ames,63,13.65,34,249
55,56,56,Charley Hoffman,100,13.6,54,397
