,Late_Par_5_Scoring_Average_RANK THIS WEEK,Late_Par_5_Scoring_Average_RANK LAST WEEK,Late_Par_5_Scoring_Average_PLAYER NAME,Late_Par_5_Scoring_Average_ROUNDS,Late_Par_5_Scoring_Average_AVG,Late_Par_5_Scoring_Average_TOTAL STROKES,Late_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Tiger Woods,55,4.41,573,130
1,T2,T2,Will MacKenzie,91,4.51,713,158
2,T2,T2,Nick Watney,97,4.51,721,160
3,4,4,José María Olazábal,62,4.52,434,96
4,T5,T5,Stuart Appleby,83,4.53,671,148
5,T5,T5,Geoff Ogilvy,76,4.53,593,131
6,T5,T5,Rory Sabbatini,84,4.53,562,124
7,T8,T8,John Rollins,93,4.54,763,168
8,T8,T8,Bubba Watson,83,4.54,568,125
9,10,10,Brett Wetterich,82,4.55,719,158
10,T11,T11,Charles Howell III,96,4.56,597,131
11,T11,T11,Phil Mickelson,74,4.56,657,144
12,T13,T13,Sean O'Hair,100,4.57,677,148
13,T13,T13,Jesper Parnevik,84,4.57,635,139
14,T15,T15,Stewart Cink,93,4.58,636,139
15,T15,T15,Ben Crane,85,4.58,595,130
16,T15,T15,Sergio Garcia,59,4.58,485,106
17,T15,T15,Trevor Immelman,86,4.58,696,152
18,T15,T15,Steve Lowery,99,4.58,715,156
19,T15,T15,Adam Scott,70,4.58,573,125
20,T15,T15,Vijay Singh,103,4.58,875,191
21,T22,T22,Craig Barlow,77,4.59,560,122
22,T22,T22,John Daly,51,4.59,335,73
23,T22,T22,Bill Haas,99,4.59,785,171
24,T22,T22,J.B. Holmes,81,4.59,528,115
25,T22,T22,Frank Lickliter II,99,4.59,762,166
26,T27,T27,Stephen Ames,63,4.6,547,119
27,T27,T27,Jonathan Byrd,66,4.6,561,122
28,T27,T27,Joe Durant,101,4.6,911,198
29,T27,T27,Ernie Els,69,4.6,612,133
30,T27,T27,Jason Gore,86,4.6,570,124
31,T27,T27,J.P. Hayes,55,4.6,437,95
32,T27,T27,Ryan Moore,68,4.6,520,113
33,T27,T27,Chris Riley,86,4.6,671,146
34,T27,T27,Steve Stricker,64,4.6,511,111
35,T27,T27,Vaughn Taylor,88,4.6,667,145
36,T27,T27,Jimmy Walker,60,4.6,405,88
37,T38,T38,Retief Goosen,68,4.61,585,127
38,T38,T38,Jeff Gove,91,4.61,724,157
39,T38,T38,Paul Goydos,72,4.61,544,118
40,T38,T38,Nathan Green,108,4.61,743,161
41,T38,T38,Charley Hoffman,100,4.61,880,191
42,T38,T38,Ryuji Imada,105,4.61,710,154
43,T38,T38,Lee Janzen,79,4.61,586,127
44,T38,T38,Davis Love III,85,4.61,604,131
45,T38,T38,Shaun Micheel,96,4.61,798,173
46,T38,T38,Greg Owen,79,4.61,705,153
47,T38,T38,John Senden,96,4.61,705,153
48,T49,T49,Daniel Chopra,110,4.62,1049,227
49,T49,T49,Bob May,65,4.62,494,107
50,T49,T49,Arron Oberholser,82,4.62,582,126
51,T49,T49,Carl Pettersson,95,4.62,698,151
52,T49,T49,David Toms,76,4.62,619,134
53,T49,T49,Vance Veazey,59,4.62,402,87
54,T55,T55,Arjun Atwal,97,4.63,796,172
55,T55,T55,Jason Bohn,104,4.63,792,171
56,T55,T55,Chad Campbell,91,4.63,685,148
57,T55,T55,James Driscoll,80,4.63,551,119
58,T55,T55,Harrison Frazar,95,4.63,741,160
59,T55,T55,Lucas Glover,105,4.63,898,194
60,T55,T55,Padraig Harrington,54,4.63,435,94
61,T55,T55,Dudley Hart,83,4.63,574,124
62,T55,T55,Tim Herron,82,4.63,616,133
63,T55,T55,Rod Pampling,89,4.63,658,142
64,T55,T55,Charles Warren,93,4.63,694,150
65,T66,T66,Rich Beem,85,4.64,668,144
66,T66,T66,Shane Bertsch,104,4.64,771,166
67,T66,T66,Jeff Brehaut,100,4.64,761,164
68,T66,T66,K.J. Choi,93,4.64,635,137
69,T66,T66,Chris Couch,75,4.64,547,118
70,T66,T66,Mathew Goggin,72,4.64,515,111
71,T66,T66,Todd Hamilton,72,4.64,483,104
72,T66,T66,Brandt Jobe,91,4.64,603,130
73,T66,T66,Jonathan Kaye,95,4.64,687,148
74,T66,T66,Brett Quigley,109,4.64,904,195
75,T66,T66,Heath Slocum,96,4.64,650,140
76,T66,T66,Bo Van Pelt,102,4.64,881,190
77,T66,T66,Camilo Villegas,95,4.64,696,150
78,T79,T79,Robert Allenby,79,4.65,646,139
79,T79,T79,Briny Baird,81,4.65,711,153
80,T79,T79,Brian Davis,92,4.65,581,125
81,T79,T79,Todd Fischer,101,4.65,781,168
82,T79,T79,Mathias Grönberg,92,4.65,744,160
83,T79,T79,Justin Leonard,83,4.65,637,137
84,T79,T79,Hunter Mahan,98,4.65,725,156
85,T79,T79,Tom Pernice Jr.,108,4.65,805,173
86,T79,T79,Ian Poulter,53,4.65,502,108
87,T79,T79,Kevin Sutherland,100,4.65,763,164
88,T79,T79,Duffy Waldorf,96,4.65,683,147
89,T90,T90,Tim Clark,80,4.66,695,149
90,T90,T90,Luke Donald,66,4.66,522,112
91,T90,T90,Steve Elkington,52,4.66,419,90
92,T90,T90,J.J. Henry,96,4.66,736,158
93,T90,T90,Troy Matteson,101,4.66,839,180
94,T90,T90,Jeff Overton,95,4.66,555,119
95,T90,T90,Justin Rose,98,4.66,821,176
96,T90,T90,Dean Wilson,115,4.66,821,176
97,T98,T98,Alex Aragon,63,4.67,420,90
98,T98,T98,Woody Austin,107,4.67,841,180
99,T98,T98,Aaron Baddeley,78,4.67,570,122
100,T98,T98,Alex Cejka,93,4.67,687,147
101,T98,T98,Fred Couples,52,4.67,378,81
102,T98,T98,Bob Estes,85,4.67,588,126
103,T98,T98,Carlos Franco,86,4.67,673,144
104,T98,T98,Jim Furyk,89,4.67,878,188
105,T98,T98,Bernhard Langer,77,4.67,584,125
106,T98,T98,Shigeki Maruyama,94,4.67,659,141
107,T98,T98,Billy Mayfair,94,4.67,691,148
108,T98,T98,David McKenzie,82,4.67,602,129
109,T98,T98,Joe Ogilvie,95,4.67,682,146
110,T98,T98,Pat Perez,50,4.67,364,78
111,T98,T98,Tim Petrovic,95,4.67,584,125
112,T98,T98,Jeff Sluman,101,4.67,770,165
113,T98,T98,Chris Smith,67,4.67,593,127
114,T98,T98,Jerry Smith,94,4.67,584,125
115,T98,T98,Omar Uresti,61,4.67,397,85
116,T98,T98,Tjaart van der Walt,60,4.67,388,83
117,T118,T118,Michael Allen,84,4.68,692,148
118,T118,T118,Marco Dawson,87,4.68,623,133
119,T118,T118,Chris DiMarco,83,4.68,608,130
120,T118,T118,Ryan Hietala,61,4.68,421,90
121,T118,T118,Tag Ridings,103,4.68,772,165
122,T118,T118,D.J. Trahan,92,4.68,679,145
123,T124,T124,David Branshaw,98,4.69,765,163
124,T124,T124,Scott Gutschewski,53,4.69,455,97
125,T124,T124,Tom Lehman,70,4.69,380,81
