,Tenth_Tee_Early_Lowest_Round_RANK THIS WEEK,Tenth_Tee_Early_Lowest_Round_RANK LAST WEEK,Tenth_Tee_Early_Lowest_Round_PLAYER NAME,Tenth_Tee_Early_Lowest_Round_ROUNDS,Tenth_Tee_Early_Lowest_Round_LOW RND
0,1,1,Pat Perez,50,60
1,2,2,Luke Donald,66,62
2,T3,T3,José Coceres,38,63
3,T3,T3,Jim Furyk,89,63
4,T3,T3,Lucas Glover,105,63
5,T3,T3,Brett Quigley,109,63
6,T3,T3,Adam Scott,70,63
7,T3,T3,Vaughn Taylor,88,63
8,T3,T3,Bob Tway,81,63
9,T10,T10,Aaron Baddeley,78,64
10,T10,T10,Cameron Beckman,48,64
11,T10,T10,David Branshaw,98,64
12,T10,T10,Daniel Chopra,110,64
13,T10,T10,Gavin Coles,17,64
14,T10,T10,John Cook,67,64
15,T10,T10,Steve Elkington,52,64
16,T10,T10,Dudley Hart,83,64
17,T10,T10,Brandt Jobe,91,64
18,T10,T10,Zach Johnson,98,64
19,T10,T10,Jerry Kelly,100,64
20,T10,T10,Hank Kuehne,25,64
21,T10,T10,Jeff Maggert,81,64
22,T10,T10,Troy Matteson,101,64
23,T10,T10,David McKenzie,82,64
24,T10,T10,Nick O'Hern,48,64
25,T10,T10,Scott Piercy,20,64
26,T10,T10,John Rollins,93,64
27,T10,T10,Justin Rose,98,64
28,T10,T10,Rory Sabbatini,84,64
29,T10,T10,John Senden,96,64
30,T10,T10,Vijay Singh,103,64
31,T10,T10,Kirk Triplett,58,64
32,T10,T10,Nick Watney,97,64
33,T10,T10,Dean Wilson,115,64
34,T10,T10,Mark Wilson,79,64
35,T10,T10,Tiger Woods,55,64
36,T37,T37,Eric Axley,91,65
37,T37,T37,Mark Brooks,90,65
38,T37,T37,Jonathan Byrd,66,65
39,T37,T37,Stewart Cink,93,65
40,T37,T37,Ben Crane,85,65
41,T37,T37,Brian Davis,92,65
42,T37,T37,Jay Delsing,39,65
43,T37,T37,Bubba Dickerson,98,65
