,Back_9_Lowest_Round_RANK THIS WEEK,Back_9_Lowest_Round_RANK LAST WEEK,Back_9_Lowest_Round_PLAYER NAME,Back_9_Lowest_Round_ROUNDS,Back_9_Lowest_Round_LOW RND
0,1,1,Joe Ogilvie,95,28
1,T2,T2,Jonathan Byrd,66,29
2,T2,T2,Daniel Chopra,110,29
3,T2,T2,Steve Flesch,119,29
4,T2,T2,Harrison Frazar,95,29
5,T2,T2,J.J. Henry,96,29
6,T2,T2,Jeff Maggert,81,29
7,T8,T8,Robert Allenby,79,30
8,T8,T8,Stephen Ames,63,30
9,T8,T8,Woody Austin,107,30
10,T8,T8,Aaron Baddeley,78,30
11,T8,T8,Jason Bohn,104,30
12,T8,T8,John Cook,67,30
13,T8,T8,Ben Crane,85,30
14,T8,T8,Ben Curtis,86,30
15,T8,T8,Robert Damron,91,30
16,T8,T8,Luke Donald,66,30
17,T8,T8,Brian Gay,107,30
18,T8,T8,Brent Geiberger,99,30
19,T8,T8,Retief Goosen,68,30
20,T8,T8,Jason Gore,86,30
21,T8,T8,Todd Hamilton,72,30
22,T8,T8,Charles Howell III,96,30
23,T8,T8,Ryuji Imada,105,30
24,T8,T8,Freddie Jacobson,56,30
25,T8,T8,Skip Kendall,72,30
26,T8,T8,Shigeki Maruyama,94,30
27,T8,T8,Phil Mickelson,74,30
28,T8,T8,Arron Oberholser,82,30
29,T8,T8,José María Olazábal,62,30
30,T8,T8,Jeff Overton,95,30
31,T8,T8,Rod Pampling,89,30
32,T8,T8,Pat Perez,50,30
33,T8,T8,Tag Ridings,103,30
34,T8,T8,Vijay Singh,103,30
35,T8,T8,Heath Slocum,96,30
36,T8,T8,Jeff Sluman,101,30
37,T8,T8,Vaughn Taylor,88,30
38,T8,T8,David Toms,76,30
39,T8,T8,Bo Van Pelt,102,30
40,T8,T8,Vance Veazey,59,30
41,T8,T8,Camilo Villegas,95,30
42,T8,T8,Bubba Watson,83,30
43,T44,T44,Michael Allen,84,31
44,T44,T44,Billy Andrade,78,31
45,T44,T44,Arjun Atwal,97,31
46,T44,T44,Eric Axley,91,31
47,T44,T44,Paul Azinger,87,31
48,T44,T44,Doug Barron,74,31
49,T44,T44,Rich Beem,85,31
50,T44,T44,Shane Bertsch,104,31
51,T44,T44,Henrik Bjornstad,97,31
52,T44,T44,David Branshaw,98,31
53,T44,T44,Mark Brooks,90,31
54,T44,T44,Mark Calcavecchia,94,31
55,T44,T44,Chad Campbell,91,31
56,T44,T44,Alex Cejka,93,31
57,T44,T44,Greg Chalmers,71,31
58,T44,T44,Stewart Cink,93,31
59,T44,T44,Tim Clark,80,31
60,T44,T44,Fred Couples,52,31
61,T44,T44,Kris Cox,83,31
62,T44,T44,John Daly,51,31
63,T44,T44,Brian Davis,92,31
64,T44,T44,Bubba Dickerson,98,31
65,T44,T44,Joe Durant,101,31
66,T44,T44,Steve Elkington,52,31
67,T44,T44,Ernie Els,69,31
68,T44,T44,Bob Estes,85,31
69,T44,T44,Todd Fischer,101,31
70,T44,T44,Carlos Franco,86,31
71,T44,T44,Fred Funk,106,31
72,T44,T44,Jim Furyk,89,31
73,T44,T44,Robert Gamez,94,31
74,T44,T44,Robert Garrigus,85,31
75,T44,T44,Lucas Glover,105,31
76,T44,T44,Mathew Goggin,72,31
77,T44,T44,Paul Goydos,72,31
78,T44,T44,Nathan Green,108,31
79,T44,T44,Mathias Grönberg,92,31
80,T44,T44,Bill Haas,99,31
81,T44,T44,Matt Hansen,68,31
82,T44,T44,Dudley Hart,83,31
83,T44,T44,J.P. Hayes,55,31
84,T44,T44,Charley Hoffman,100,31
85,T44,T44,J.B. Holmes,81,31
86,T44,T44,David Howell,52,31
87,T44,T44,Trevor Immelman,86,31
88,T44,T44,Lee Janzen,79,31
89,T44,T44,Richard Johnson,94,31
90,T44,T44,Steve Jones,83,31
91,T44,T44,Jonathan Kaye,95,31
92,T44,T44,Jerry Kelly,100,31
93,T44,T44,Greg Kraft,79,31
94,T44,T44,Bernhard Langer,77,31
95,T44,T44,Stephen Leaney,84,31
96,T44,T44,Ian Leggatt,80,31
97,T44,T44,Tom Lehman,70,31
98,T44,T44,Thomas Levet,53,31
99,T44,T44,Frank Lickliter II,99,31
100,T44,T44,Peter Lonard,77,31
101,T44,T44,Steve Lowery,99,31
102,T44,T44,Will MacKenzie,91,31
103,T44,T44,Hunter Mahan,98,31
104,T44,T44,Daisuke Maruyama,83,31
105,T44,T44,Troy Matteson,101,31
106,T44,T44,Bob May,65,31
107,T44,T44,Billy Mayfair,94,31
108,T44,T44,Jon Mills,68,31
109,T44,T44,Sean O'Hair,100,31
110,T44,T44,Geoff Ogilvy,76,31
111,T44,T44,Greg Owen,79,31
112,T44,T44,Ryan Palmer,101,31
113,T44,T44,Jesper Parnevik,84,31
114,T44,T44,Tom Pernice Jr.,108,31
115,T44,T44,Kenny Perry,73,31
116,T44,T44,Tim Petrovic,95,31
117,T44,T44,Carl Pettersson,95,31
118,T44,T44,D.A. Points,82,31
119,T44,T44,Brett Quigley,109,31
120,T44,T44,Chris Riley,86,31
121,T44,T44,John Rollins,93,31
122,T44,T44,Justin Rose,98,31
123,T44,T44,Rory Sabbatini,84,31
124,T44,T44,Adam Scott,70,31
125,T44,T44,John Senden,96,31
126,T44,T44,Patrick Sheehan,104,31
127,T44,T44,"Wes Short, Jr.",96,31
128,T44,T44,Joey Sindelar,90,31
129,T44,T44,Paul Stankowski,70,31
130,T44,T44,D.J. Trahan,92,31
131,T44,T44,Bob Tway,81,31
132,T44,T44,Omar Uresti,61,31
133,T44,T44,Scott Verplank,88,31
134,T44,T44,Charles Warren,93,31
135,T44,T44,Nick Watney,97,31
136,T44,T44,Mike Weir,88,31
137,T44,T44,Brett Wetterich,82,31
138,T44,T44,Dean Wilson,115,31
139,T44,T44,Tiger Woods,55,31
140,T141,T141,Stuart Appleby,83,32
141,T141,T141,Alex Aragon,63,32
142,T141,T141,Tommy Armour III,65,32
143,T141,T141,Briny Baird,81,32
144,T141,T141,Craig Barlow,77,32
145,T141,T141,Brian Bateman,69,32
146,T141,T141,Jeff Brehaut,100,32
147,T141,T141,Olin Browne,108,32
148,T141,T141,Bart Bryant,87,32
149,T141,T141,K.J. Choi,93,32
150,T141,T141,Michael Connell,51,32
151,T141,T141,Chris Couch,75,32
152,T141,T141,Marco Dawson,87,32
153,T141,T141,James Driscoll,80,32
154,T141,T141,David Duval,71,32
155,T141,T141,Danny Ellis,68,32
156,T141,T141,Brad Faxon,78,32
157,T141,T141,Jeff Gove,91,32
158,T141,T141,Scott Gutschewski,53,32
159,T141,T141,Tim Herron,82,32
160,T141,T141,Ryan Hietala,61,32
161,T141,T141,John Huston,74,32
162,T141,T141,Brandt Jobe,91,32
163,T141,T141,Zach Johnson,98,32
164,T141,T141,Kent Jones,103,32
165,T141,T141,Justin Leonard,83,32
166,T141,T141,J.L. Lewis,57,32
167,T141,T141,Davis Love III,85,32
168,T141,T141,Len Mattiace,59,32
169,T141,T141,David McKenzie,82,32
170,T141,T141,Shaun Micheel,96,32
171,T141,T141,Larry Mize,53,32
172,T141,T141,Ryan Moore,68,32
173,T141,T141,Corey Pavin,74,32
174,T141,T141,Ian Poulter,53,32
175,T141,T141,Ted Purdy,103,32
176,T141,T141,Jason Schultz,77,32
177,T141,T141,Chris Smith,67,32
178,T141,T141,Jerry Smith,94,32
179,T141,T141,Mike Sposa,68,32
180,T141,T141,Steve Stricker,64,32
181,T141,T141,Kevin Sutherland,100,32
182,T141,T141,Roger Tambellini,64,32
183,T141,T141,Hidemichi Tanaka,74,32
184,T141,T141,Nicholas Thompson,96,32
185,T141,T141,Kirk Triplett,58,32
186,T141,T141,Duffy Waldorf,96,32
187,T141,T141,Ron Whittaker,81,32
188,T141,T141,Mark Wilson,79,32
189,T190,T190,Chris DiMarco,83,33
190,T190,T190,"John Engler, Jr.",69,33
191,T190,T190,Sergio Garcia,59,33
192,T190,T190,Padraig Harrington,54,33
193,T190,T190,Mark O'Meara,52,33
194,T190,T190,Tjaart van der Walt,60,33
195,T190,T190,Jimmy Walker,60,33
