,Round_3_Scoring_Average_RANK THIS WEEK,Round_3_Scoring_Average_RANK LAST WEEK,Round_3_Scoring_Average_PLAYER NAME,Round_3_Scoring_Average_AVG,Round_3_Scoring_Average_TOTAL STROKES,Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Tiger Woods,68.58,823,12
1,2,2,Trevor Immelman,68.63,1304,19
2,3,3,Mathew Goggin,68.91,758,11
3,4,4,Justin Rose,69.3,1386,20
4,5,5,Bob Estes,69.35,1179,17
5,6,6,Corey Pavin,69.38,902,13
6,7,7,Brett Quigley,69.48,1459,21
7,8,8,Jonathan Byrd,69.5,973,14
8,9,9,Joe Ogilvie,69.53,1182,17
9,T10,T10,Richard Johnson,69.61,1253,18
10,T10,T10,Troy Matteson,69.61,1253,18
11,12,12,Jerry Kelly,69.68,1324,19
12,T13,T13,Jim Furyk,69.71,1464,21
13,T13,T13,Vijay Singh,69.71,1673,24
14,T15,T15,Briny Baird,69.8,1047,15
15,T15,T15,Chris DiMarco,69.8,1047,15
16,17,17,Phil Mickelson,69.82,1187,17
17,18,18,Tom Pernice Jr.,69.85,1397,20
18,19,19,Steve Stricker,69.87,1048,15
19,20,20,John Senden,69.89,1328,19
20,21,21,Chris Couch,69.91,769,11
21,T22,T22,Jeff Gove,69.94,1119,16
22,T22,T22,Brett Wetterich,69.94,1119,16
23,24,24,Kevin Sutherland,69.95,1399,20
24,T25,T25,Daniel Chopra,70.0,1470,21
25,T25,T25,Rory Sabbatini,70.0,1260,18
26,T25,T25,Bubba Watson,70.0,1050,15
27,28,28,Shane Bertsch,70.05,1331,19
28,29,29,John Cook,70.09,771,11
29,30,30,Lucas Glover,70.1,1472,21
30,31,31,Scott Verplank,70.11,1332,19
31,T32,T32,Vaughn Taylor,70.17,1263,18
32,T32,T32,Kirk Triplett,70.17,842,12
33,34,34,David Toms,70.2,1053,15
34,T35,T35,Arjun Atwal,70.25,1124,16
35,T35,T35,Michael Connell,70.25,281,4
36,37,37,Mike Weir,70.26,1335,19
37,T38,T38,Rich Beem,70.27,1054,15
38,T38,T38,Dean Wilson,70.27,1546,22
