,Rounds_in_the_60s_RANK THIS WEEK,Rounds_in_the_60s_RANK LAST WEEK,Rounds_in_the_60s_PLAYER NAME,Rounds_in_the_60s_EVENTS,Rounds_in_the_60s_TOTAL RNDS
0,1,1,Fred Funk,29,47
1,2,2,Jim Furyk,24,45
2,3,3,Brett Quigley,33,44
3,4,4,Daniel Chopra,33,43
4,T5,T5,Brian Gay,31,42
5,T5,T5,Lucas Glover,31,42
6,T5,T5,Tom Pernice Jr.,33,42
7,T8,T8,Trevor Immelman,24,41
8,T8,T8,Jerry Kelly,31,41
9,T10,T10,Woody Austin,31,40
10,T10,T10,Steve Flesch,33,40
11,T12,T12,Hunter Mahan,29,39
12,T12,T12,Vijay Singh,27,39
13,T14,T14,David Branshaw,29,38
14,T14,T14,K.J. Choi,26,38
15,T14,T14,Joe Durant,28,38
16,T17,T17,Stewart Cink,26,37
17,T17,T17,Frank Lickliter II,29,37
18,T17,T17,Brett Wetterich,25,37
19,20,20,Harrison Frazar,29,36
20,T21,T21,Arron Oberholser,23,35
21,T21,T21,Jeff Sluman,29,35
22,T23,T23,Olin Browne,30,34
23,T23,T23,Charley Hoffman,29,34
24,T23,T23,Ryuji Imada,31,34
25,T23,T23,Richard Johnson,29,34
26,T23,T23,Kent Jones,32,34
27,T23,T23,Bo Van Pelt,28,34
28,T23,T23,Scott Verplank,25,34
29,T23,T23,Dean Wilson,34,34
30,T31,T31,Jason Bohn,29,33
31,T31,T31,Nathan Green,30,33
32,T31,T31,Davis Love III,23,33
33,T31,T31,Steve Lowery,31,33
34,T31,T31,Jeff Overton,28,33
35,T31,T31,Ryan Palmer,30,33
36,T31,T31,Steve Stricker,17,33
37,T38,T38,Arjun Atwal,33,32
38,T38,T38,Jonathan Byrd,20,32
39,T38,T38,Chad Campbell,25,32
40,T38,T38,J.J. Henry,28,32
41,T38,T38,Joe Ogilvie,29,32
42,T38,T38,John Senden,28,32
43,T38,T38,Camilo Villegas,29,32
44,T38,T38,Nick Watney,29,32
45,T38,T38,Tiger Woods,15,32
46,T47,T47,Bob Estes,25,31
47,T47,T47,Dudley Hart,29,31
48,T47,T47,Shigeki Maruyama,30,31
49,T47,T47,Billy Mayfair,29,31
50,T47,T47,Chris Riley,27,31
51,T47,T47,Justin Rose,28,31
52,T47,T47,Heath Slocum,30,31
53,T54,T54,Mark Calcavecchia,27,30
54,T54,T54,Bubba Dickerson,32,30
55,T54,T54,Adam Scott,19,30
56,T57,T57,Robert Allenby,22,29
57,T57,T57,Briny Baird,25,29
58,T57,T57,Alex Cejka,30,29
59,T57,T57,Luke Donald,18,29
60,T57,T57,Jeff Gove,29,29
61,T57,T57,Bill Haas,30,29
62,T57,T57,Stephen Leaney,27,29
63,T57,T57,Daisuke Maruyama,25,29
64,T57,T57,Shaun Micheel,29,29
65,T57,T57,Phil Mickelson,19,29
66,T57,T57,Corey Pavin,23,29
67,T57,T57,Carl Pettersson,28,29
68,T57,T57,Jerry Smith,29,29
69,T57,T57,David Toms,22,29
70,T57,T57,Duffy Waldorf,28,29
71,T57,T57,Bubba Watson,27,29
72,T73,T73,Paul Azinger,30,28
73,T73,T73,Jeff Brehaut,33,28
74,T73,T73,Bart Bryant,26,28
75,T73,T73,Ben Crane,26,28
76,T73,T73,Brian Davis,28,28
77,T73,T73,Brent Geiberger,30,28
78,T73,T73,Mathias Grönberg,30,28
79,T73,T73,Sean O'Hair,30,28
80,T73,T73,Greg Owen,24,28
81,T73,T73,Jesper Parnevik,24,28
82,T73,T73,Ted Purdy,33,28
83,T73,T73,Tag Ridings,33,28
84,T73,T73,Rory Sabbatini,24,28
85,T73,T73,Kevin Sutherland,29,28
86,T87,T87,Michael Allen,25,27
87,T87,T87,Billy Andrade,24,27
88,T87,T87,Stuart Appleby,23,27
89,T87,T87,Eric Axley,29,27
90,T87,T87,Shane Bertsch,34,27
91,T87,T87,Henrik Bjornstad,31,27
92,T87,T87,Kris Cox,28,27
93,T87,T87,Robert Gamez,30,27
94,T87,T87,Will MacKenzie,29,27
95,T87,T87,John Rollins,28,27
96,T87,T87,Joey Sindelar,29,27
97,T87,T87,D.J. Trahan,33,27
98,T87,T87,Mark Wilson,24,27
99,T100,T100,Tim Clark,22,26
100,T100,T100,Robert Damron,31,26
101,T100,T100,David McKenzie,28,26
102,T100,T100,Rod Pampling,24,26
103,T100,T100,Charles Warren,27,26
104,T100,T100,Mike Weir,24,26
105,T106,T106,Craig Barlow,22,25
106,T106,T106,Rich Beem,27,25
107,T106,T106,Ben Curtis,26,25
