,Tenth_Tee_Early_Round_1_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_1_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_1_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_1_Scoring_Average_AVG,Tenth_Tee_Early_Round_1_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Jim Furyk,65.75,263,4
1,2,2,Pat Perez,66.0,132,2
2,3,3,David Howell,67.33,202,3
3,4,4,Justin Rose,68.0,544,8
4,T5,T5,Robert Allenby,68.33,205,3
5,T5,T5,Fred Couples,68.33,205,3
6,7,7,Skip Kendall,68.43,479,7
7,T8,T8,Luke Donald,68.5,411,6
8,T8,T8,John Huston,68.5,274,4
9,T8,T8,Daisuke Maruyama,68.5,411,6
10,11,11,Brett Quigley,68.6,343,5
11,12,12,Brian Gay,68.67,412,6
12,13,13,Steve Stricker,68.75,275,4
13,14,14,Mike Weir,68.8,344,5
14,T15,T15,Arron Oberholser,68.83,413,6
15,T15,T15,David Toms,68.83,413,6
16,T17,T17,Billy Andrade,69.0,345,5
17,T17,T17,Olin Browne,69.0,483,7
18,T17,T17,Joe Durant,69.0,345,5
19,T17,T17,Lucas Glover,69.0,483,7
20,T17,T17,Davis Love III,69.0,345,5
21,T17,T17,Will MacKenzie,69.0,414,6
22,T17,T17,Adam Scott,69.0,483,7
23,T17,T17,Vijay Singh,69.0,621,9
24,T17,T17,Mark Wilson,69.0,483,7
25,T17,T17,Tiger Woods,69.0,276,4
26,T27,T27,Peter Lonard,69.17,415,6
27,T27,T27,Jesper Parnevik,69.17,415,6
28,29,29,Robert Garrigus,69.2,346,5
29,T30,T30,Jonathan Byrd,69.25,277,4
30,T30,T30,Steve Elkington,69.25,277,4
31,T30,T30,Steve Lowery,69.25,277,4
32,33,33,Shigeki Maruyama,69.33,416,6
33,T34,T34,Bart Bryant,69.4,347,5
34,T34,T34,Phil Mickelson,69.4,347,5
35,36,36,Steve Flesch,69.43,486,7
36,37,37,Jerry Kelly,69.44,625,9
37,T38,T38,Brad Faxon,69.5,139,2
38,T38,T38,Carl Pettersson,69.5,278,4
39,40,40,Joey Sindelar,69.56,626,9
40,41,41,Harrison Frazar,69.63,557,8
41,T42,T42,Heath Slocum,69.67,627,9
42,T42,T42,Vaughn Taylor,69.67,418,6
43,T42,T42,Bob Tway,69.67,418,6
44,45,45,Greg Kraft,69.71,488,7
45,46,46,Nick Watney,69.73,767,11
46,T47,T47,Bill Haas,69.75,558,8
47,T47,T47,Bo Van Pelt,69.75,558,8
48,49,49,Craig Barlow,69.8,349,5
49,50,50,Jeff Brehaut,69.83,419,6
50,51,51,Kevin Sutherland,69.86,489,7
51,T52,T52,Ernie Els,70.0,210,3
52,T52,T52,Nathan Green,70.0,490,7
53,T52,T52,Padraig Harrington,70.0,350,5
54,T52,T52,J.B. Holmes,70.0,420,6
55,T52,T52,Larry Mize,70.0,140,2
56,T52,T52,Geoff Ogilvy,70.0,210,3
57,T52,T52,Chris Riley,70.0,420,6
58,T52,T52,Scott Verplank,70.0,630,9
59,T52,T52,Duffy Waldorf,70.0,420,6
60,61,61,Hunter Mahan,70.14,491,7
61,62,62,Paul Goydos,70.17,421,6
62,T63,T63,David McKenzie,70.2,351,5
63,T63,T63,Brett Wetterich,70.2,351,5
64,T65,T65,Sergio Garcia,70.25,281,4
65,T65,T65,Bernhard Langer,70.25,281,4
66,67,67,Fred Funk,70.29,492,7
67,T68,T68,Stephen Ames,70.33,211,3
68,T68,T68,Frank Lickliter II,70.33,422,6
69,T68,T68,D.A. Points,70.33,211,3
70,71,71,David Branshaw,70.38,563,8
71,T72,T72,Marco Dawson,70.4,352,5
72,T72,T72,John Senden,70.4,352,5
73,74,74,Carlos Franco,70.43,493,7
74,T75,T75,Stewart Cink,70.5,423,6
75,T75,T75,Bubba Dickerson,70.5,564,8
76,77,77,Shane Bertsch,70.56,635,9
77,T78,T78,Paul Azinger,70.57,494,7
78,T78,T78,Danny Ellis,70.57,494,7
79,T80,T80,Jason Bohn,70.6,353,5
80,T80,T80,Charles Warren,70.6,353,5
81,82,82,Tag Ridings,70.62,918,13
82,T83,T83,Tim Clark,70.67,424,6
83,T83,T83,Bob May,70.67,212,3
84,T83,T83,D.J. Trahan,70.67,212,3
85,T83,T83,Dean Wilson,70.67,636,9
86,87,87,Daniel Chopra,70.71,495,7
87,T88,T88,Henrik Bjornstad,70.75,283,4
88,T88,T88,Robert Gamez,70.75,283,4
89,T88,T88,Matt Hansen,70.75,566,8
90,T88,T88,Justin Leonard,70.75,566,8
91,92,92,Bubba Watson,70.78,637,9
92,T93,T93,Zach Johnson,70.8,708,10
93,T93,T93,Steve Jones,70.8,354,5
94,95,95,Greg Owen,70.83,425,6
95,T96,T96,J.J. Henry,70.86,496,7
96,T96,T96,Tom Pernice Jr.,70.86,496,7
97,98,98,Billy Mayfair,70.88,567,8
98,99,99,Robert Damron,70.91,780,11
99,T100,T100,Michael Connell,71.0,639,9
100,T100,T100,Brian Davis,71.0,568,8
101,T100,T100,Chris DiMarco,71.0,639,9
102,T100,T100,Retief Goosen,71.0,355,5
103,T100,T100,Charles Howell III,71.0,355,5
104,T100,T100,Ryuji Imada,71.0,568,8
105,T100,T100,Trevor Immelman,71.0,639,9
106,T100,T100,Sean O'Hair,71.0,213,3
107,T100,T100,Mark O'Meara,71.0,213,3
108,T100,T100,Ryan Palmer,71.0,355,5
109,T100,T100,Rod Pampling,71.0,142,2
110,T100,T100,Rory Sabbatini,71.0,284,4
111,T100,T100,Jerry Smith,71.0,497,7
112,113,113,Aaron Baddeley,71.11,640,9
113,114,114,Patrick Sheehan,71.13,569,8
114,T115,T115,Arjun Atwal,71.14,498,7
115,T115,T115,Briny Baird,71.14,498,7
116,T115,T115,Len Mattiace,71.14,498,7
117,118,118,Stuart Appleby,71.17,427,6
118,T119,T119,Woody Austin,71.2,356,5
119,T119,T119,Jonathan Kaye,71.2,712,10
120,T119,T119,Tom Lehman,71.2,356,5
121,122,122,Chris Couch,71.22,641,9
122,123,123,Todd Fischer,71.29,499,7
123,T124,T124,Mark Calcavecchia,71.33,428,6
124,T124,T124,Chad Campbell,71.33,428,6
125,T124,T124,J.P. Hayes,71.33,428,6
126,T124,T124,José María Olazábal,71.33,214,3
127,T124,T124,Chris Smith,71.33,428,6
128,T124,T124,Nicholas Thompson,71.33,428,6
129,130,130,Jeff Overton,71.38,571,8
130,T131,T131,Greg Chalmers,71.4,357,5
131,T131,T131,Ben Curtis,71.4,357,5
132,T131,T131,Mathew Goggin,71.4,357,5
133,134,134,Jason Schultz,71.43,500,7
134,T135,T135,Jeff Sluman,71.44,643,9
135,T135,T135,Camilo Villegas,71.44,643,9
136,T137,T137,Kris Cox,71.5,429,6
137,T137,T137,Brent Geiberger,71.5,143,2
