,Tenth_Tee_Late_Par_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Par_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Par_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Par_4_Scoring_Average_ROUNDS,Tenth_Tee_Late_Par_4_Scoring_Average_AVG,Tenth_Tee_Late_Par_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Arron Oberholser,82,3.89,292,75
1,T2,T2,David Howell,52,3.9,164,42
2,T2,T2,Steve Stricker,64,3.9,246,63
3,T4,T4,Ernie Els,69,3.91,133,34
4,T4,T4,Fred Funk,106,3.91,755,193
5,6,6,Ian Poulter,53,3.92,337,86
6,T7,T7,Robert Allenby,79,3.93,468,119
7,T7,T7,Stuart Appleby,83,3.93,287,73
8,T9,T9,Stephen Ames,63,3.94,449,114
9,T9,T9,K.J. Choi,93,3.94,555,141
10,T9,T9,Jeff Gove,91,3.94,740,188
11,T12,T12,Tim Clark,80,3.96,325,82
12,T12,T12,Danny Ellis,68,3.96,455,115
13,T12,T12,Freddie Jacobson,56,3.96,467,118
14,T12,T12,Stephen Leaney,84,3.96,646,163
15,T12,T12,Joe Ogilvie,95,3.96,749,189
16,T12,T12,Dean Wilson,115,3.96,958,242
17,T18,T18,John Huston,74,3.97,294,74
18,T18,T18,Zach Johnson,98,3.97,457,115
19,T18,T18,Billy Mayfair,94,3.97,595,150
20,T21,T21,Alex Cejka,93,3.98,705,177
21,T21,T21,Chris DiMarco,83,3.98,346,87
22,T21,T21,Brian Gay,107,3.98,792,199
23,T21,T21,Lucas Glover,105,3.98,637,160
24,T21,T21,Mathias Grönberg,92,3.98,827,208
25,T21,T21,Skip Kendall,72,3.98,673,169
26,T21,T21,Phil Mickelson,74,3.98,203,51
27,T21,T21,Geoff Ogilvy,76,3.98,330,83
28,T21,T21,Bubba Watson,83,3.98,506,127
29,T30,T30,Tommy Armour III,65,3.99,495,124
30,T30,T30,Jim Furyk,89,3.99,339,85
31,T30,T30,Bernhard Langer,77,3.99,515,129
32,T30,T30,Bob May,65,3.99,586,147
33,T30,T30,Jeff Overton,95,3.99,742,186
34,T35,T35,Bart Bryant,87,4.0,476,119
35,T35,T35,Marco Dawson,87,4.0,508,127
36,T35,T35,Luke Donald,66,4.0,44,11
37,T35,T35,Brandt Jobe,91,4.0,420,105
38,T35,T35,Scott Verplank,88,4.0,412,103
39,T35,T35,Camilo Villegas,95,4.0,488,122
40,T41,T41,Michael Allen,84,4.01,874,218
41,T41,T41,Billy Andrade,78,4.01,602,150
42,T41,T41,Eric Axley,91,4.01,754,188
43,T41,T41,Rich Beem,85,4.01,677,169
44,T41,T41,Jeff Brehaut,100,4.01,935,233
45,T41,T41,Mark Calcavecchia,94,4.01,662,165
46,T41,T41,Greg Chalmers,71,4.01,678,169
47,T41,T41,Robert Damron,91,4.01,549,137
48,T41,T41,Harrison Frazar,95,4.01,586,146
49,T41,T41,Charley Hoffman,100,4.01,814,203
50,T41,T41,Kent Jones,103,4.01,931,232
51,T41,T41,Justin Leonard,83,4.01,601,150
52,T41,T41,Steve Lowery,99,4.01,891,222
53,T41,T41,Jeff Sluman,101,4.01,674,168
54,T41,T41,Bo Van Pelt,102,4.01,569,142
55,T41,T41,Brett Wetterich,82,4.01,690,172
56,T57,T57,Chad Campbell,91,4.02,462,115
57,T57,T57,John Cook,67,4.02,422,105
58,T57,T57,Bob Estes,85,4.02,531,132
59,T57,T57,Greg Owen,79,4.02,326,81
60,T57,T57,D.A. Points,82,4.02,675,168
61,T57,T57,John Senden,96,4.02,748,186
62,T57,T57,Charles Warren,93,4.02,792,197
63,T57,T57,Mark Wilson,79,4.02,503,125
64,T65,T65,Brian Bateman,69,4.03,467,116
65,T65,T65,Paul Goydos,72,4.03,589,146
66,T65,T65,J.P. Hayes,55,4.03,419,104
67,T65,T65,Will MacKenzie,91,4.03,758,188
68,T65,T65,Ryan Palmer,101,4.03,959,238
69,T65,T65,Mike Weir,88,4.03,597,148
70,T71,T71,Daniel Chopra,110,4.04,787,195
71,T71,T71,Kris Cox,83,4.04,679,168
72,T71,T71,Steve Elkington,52,4.04,566,140
73,T71,T71,Daisuke Maruyama,83,4.04,792,196
74,T71,T71,Jesper Parnevik,84,4.04,594,147
75,T71,T71,Heath Slocum,96,4.04,731,181
76,T71,T71,Jerry Smith,94,4.04,602,149
77,T78,T78,Joe Durant,101,4.05,908,224
78,T78,T78,David Duval,71,4.05,866,214
79,T78,T78,Steve Flesch,119,4.05,665,164
80,T78,T78,Robert Gamez,94,4.05,708,175
81,T78,T78,Sergio Garcia,59,4.05,223,55
82,T78,T78,Jerry Kelly,100,4.05,692,171
83,T78,T78,Shigeki Maruyama,94,4.05,615,152
84,T78,T78,Shaun Micheel,96,4.05,583,144
85,T78,T78,Kenny Perry,73,4.05,320,79
86,T78,T78,Patrick Sheehan,104,4.05,1054,260
87,T78,T78,David Toms,76,4.05,267,66
88,T78,T78,Duffy Waldorf,96,4.05,692,171
89,T90,T90,Woody Austin,107,4.06,982,242
90,T90,T90,Stewart Cink,93,4.06,512,126
91,T90,T90,Brian Davis,92,4.06,629,155
92,T90,T90,Todd Fischer,101,4.06,1014,250
93,T90,T90,J.J. Henry,96,4.06,459,113
94,T90,T90,Tim Herron,82,4.06,646,159
95,T90,T90,Trevor Immelman,86,4.06,378,93
96,T90,T90,Rod Pampling,89,4.06,589,145
97,T90,T90,Corey Pavin,74,4.06,520,128
98,T90,T90,Nick Watney,97,4.06,520,128
99,T100,T100,Paul Azinger,87,4.07,785,193
100,T100,T100,Briny Baird,81,4.07,773,190
101,T100,T100,Henrik Bjornstad,97,4.07,854,210
102,T100,T100,Jason Bohn,104,4.07,736,181
103,T100,T100,David Branshaw,98,4.07,888,218
104,T100,T100,Olin Browne,108,4.07,822,202
105,T100,T100,Jonathan Byrd,66,4.07,497,122
106,T100,T100,Robert Garrigus,85,4.07,813,200
107,T100,T100,Nathan Green,108,4.07,724,178
108,T100,T100,Scott Gutschewski,53,4.07,350,86
109,T100,T100,Charles Howell III,96,4.07,619,152
110,T100,T100,Greg Kraft,79,4.07,606,149
111,T100,T100,Troy Matteson,101,4.07,802,197
112,T100,T100,Carl Pettersson,95,4.07,720,177
113,T100,T100,Ted Purdy,103,4.07,631,155
114,T100,T100,Rory Sabbatini,84,4.07,431,106
115,T100,T100,Tjaart van der Walt,60,4.07,557,137
116,T100,T100,Vance Veazey,59,4.07,725,178
117,T118,T118,Doug Barron,74,4.08,686,168
118,T118,T118,Fred Couples,52,4.08,269,66
119,T118,T118,Ben Crane,85,4.08,420,103
120,T118,T118,Matt Hansen,68,4.08,588,144
121,T118,T118,Padraig Harrington,54,4.08,216,53
122,T118,T118,Larry Mize,53,4.08,514,126
123,T118,T118,Jason Schultz,77,4.08,730,179
124,T118,T118,Kevin Sutherland,100,4.08,864,212
125,T118,T118,Omar Uresti,61,4.08,706,173
126,T127,T127,Arjun Atwal,97,4.09,1063,260
127,T127,T127,Bill Haas,99,4.09,977,239
128,T127,T127,Dudley Hart,83,4.09,519,127
129,T127,T127,J.B. Holmes,81,4.09,491,120
130,T127,T127,Ryuji Imada,105,4.09,782,191
131,T127,T127,Thomas Levet,53,4.09,384,94
132,T127,T127,Jeff Maggert,81,4.09,524,128
133,T127,T127,Hunter Mahan,98,4.09,835,204
134,T127,T127,Jon Mills,68,4.09,757,185
135,T127,T127,Sean O'Hair,100,4.09,630,154
136,T127,T127,"Wes Short, Jr.",96,4.09,1079,264
137,T127,T127,Vijay Singh,103,4.09,139,34
138,T127,T127,Chris Smith,67,4.09,618,151
139,T127,T127,Tiger Woods,55,4.09,45,11
140,T141,T141,Shane Bertsch,104,4.1,889,217
141,T141,T141,Mark Brooks,90,4.1,1025,250
142,T141,T141,Lee Janzen,79,4.1,587,143
143,T141,T141,Richard Johnson,94,4.1,570,139
144,T141,T141,Peter Lonard,77,4.1,430,105
145,T141,T141,Davis Love III,85,4.1,394,96
146,T141,T141,Tom Pernice Jr.,108,4.1,623,152
147,T141,T141,Chris Riley,86,4.1,935,228
148,T141,T141,Vaughn Taylor,88,4.1,746,182
149,T150,T150,John Daly,51,4.11,341,83
150,T150,T150,"John Engler, Jr.",69,4.11,818,199
151,T150,T150,Carlos Franco,86,4.11,748,182
152,T150,T150,Brent Geiberger,99,4.11,1167,284
