,Par_5_Scoring_Average_RANK THIS WEEK,Par_5_Scoring_Average_RANK LAST WEEK,Par_5_Scoring_Average_PLAYER NAME,Par_5_Scoring_Average_ROUNDS,Par_5_Scoring_Average_AVG,Par_5_Scoring_Average_TOTAL STROKES,Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Tiger Woods,55,4.43,806,182
1,T2,T2,Trevor Immelman,86,4.54,1244,274
2,T2,T2,Phil Mickelson,74,4.54,1134,250
3,4,4,John Rollins,93,4.55,1455,320
4,5,5,Lucas Glover,105,4.56,1592,349
5,6,6,Vijay Singh,103,4.57,1523,333
6,T7,T7,Ernie Els,69,4.58,972,212
7,T7,T7,Arron Oberholser,82,4.58,1123,245
8,T7,T7,Steve Stricker,64,4.58,938,205
9,T10,T10,Stuart Appleby,83,4.59,1231,268
10,T10,T10,Harrison Frazar,95,4.59,1436,313
11,T10,T10,José María Olazábal,62,4.59,931,203
12,T10,T10,Greg Owen,79,4.59,1318,287
13,T10,T10,Jesper Parnevik,84,4.59,1354,295
14,T10,T10,Nick Watney,97,4.59,1538,335
15,T10,T10,Bubba Watson,83,4.59,1268,276
16,T17,T17,Craig Barlow,77,4.6,1182,257
17,T17,T17,Rich Beem,85,4.6,1325,288
18,T17,T17,Davis Love III,85,4.6,1234,268
19,T17,T17,Will MacKenzie,91,4.6,1395,303
20,T17,T17,Bo Van Pelt,102,4.6,1593,346
21,T22,T22,Robert Allenby,79,4.61,1195,259
22,T22,T22,Jonathan Byrd,66,4.61,1101,239
23,T22,T22,Tim Clark,80,4.61,1300,282
24,T22,T22,Jim Furyk,89,4.61,1309,284
25,T22,T22,Charley Hoffman,100,4.61,1548,336
26,T22,T22,J.B. Holmes,81,4.61,1186,257
27,T22,T22,Frank Lickliter II,99,4.61,1516,329
28,T22,T22,Geoff Ogilvy,76,4.61,1089,236
29,T22,T22,Tom Pernice Jr.,108,4.61,1546,335
30,T22,T22,Adam Scott,70,4.61,978,212
31,T22,T22,Vaughn Taylor,88,4.61,1346,292
32,T33,T33,Stephen Ames,63,4.62,1012,219
33,T33,T33,Stewart Cink,93,4.62,1237,268
34,T33,T33,Joe Durant,101,4.62,1620,351
35,T33,T33,Sergio Garcia,59,4.62,911,197
36,T33,T33,J.P. Hayes,55,4.62,868,188
37,T33,T33,Steve Lowery,99,4.62,1543,334
38,T33,T33,Ryan Moore,68,4.62,984,213
39,T33,T33,Brett Quigley,109,4.62,1584,343
40,T33,T33,Kevin Sutherland,100,4.62,1529,331
41,T33,T33,Brett Wetterich,82,4.62,1289,279
42,T43,T43,Briny Baird,81,4.63,1219,263
43,T43,T43,Daniel Chopra,110,4.63,1765,381
44,T43,T43,Mathew Goggin,72,4.63,1087,235
45,T43,T43,Mathias Grönberg,92,4.63,1416,306
46,T43,T43,J.J. Henry,96,4.63,1444,312
47,T43,T43,Charles Howell III,96,4.63,1459,315
48,T43,T43,Bernhard Langer,77,4.63,1172,253
49,T43,T43,Hunter Mahan,98,4.63,1486,321
50,T43,T43,Troy Matteson,101,4.63,1598,345
51,T43,T43,Sean O'Hair,100,4.63,1554,336
52,T43,T43,Rod Pampling,89,4.63,1265,273
53,T43,T43,Pat Perez,50,4.63,847,183
54,T43,T43,Justin Rose,98,4.63,1460,315
55,T43,T43,Charles Warren,93,4.63,1412,305
56,T57,T57,Aaron Baddeley,78,4.64,1165,251
57,T57,T57,Jason Bohn,104,4.64,1655,357
58,T57,T57,Luke Donald,66,4.64,952,205
59,T57,T57,Steve Elkington,52,4.64,803,173
60,T57,T57,Retief Goosen,68,4.64,984,212
61,T57,T57,John Senden,96,4.64,1486,320
62,T63,T63,Shane Bertsch,104,4.65,1627,350
63,T63,T63,Chris Couch,75,4.65,1185,255
64,T63,T63,Ben Crane,85,4.65,1274,274
65,T63,T63,Todd Fischer,101,4.65,1610,346
66,T63,T63,Bill Haas,99,4.65,1529,329
67,T63,T63,Padraig Harrington,54,4.65,800,172
68,T63,T63,Ian Poulter,53,4.65,837,180
69,T63,T63,Chris Riley,86,4.65,1294,278
70,T63,T63,Rory Sabbatini,84,4.65,1245,268
71,T63,T63,Chris Smith,67,4.65,1065,229
72,T63,T63,David Toms,76,4.65,1033,222
73,T63,T63,Vance Veazey,59,4.65,953,205
74,T75,T75,Michael Allen,84,4.66,1375,295
75,T75,T75,Jeff Brehaut,100,4.66,1570,337
76,T75,T75,Fred Couples,52,4.66,774,166
77,T75,T75,Bob Estes,85,4.66,1296,278
78,T75,T75,Paul Goydos,72,4.66,1142,245
79,T75,T75,Dudley Hart,83,4.66,1220,262
80,T75,T75,Carl Pettersson,95,4.66,1422,305
81,T75,T75,Duffy Waldorf,96,4.66,1496,321
82,T83,T83,Paul Azinger,87,4.67,1354,290
83,T83,T83,Chad Campbell,91,4.67,1327,284
84,T83,T83,Brian Davis,92,4.67,1444,309
85,T83,T83,Scott Gutschewski,53,4.67,836,179
86,T83,T83,Ryuji Imada,105,4.67,1597,342
87,T83,T83,Richard Johnson,94,4.67,1466,314
88,T83,T83,Kent Jones,103,4.67,1594,341
89,T83,T83,Jerry Kelly,100,4.67,1615,346
90,T83,T83,Daisuke Maruyama,83,4.67,1261,270
91,T83,T83,Shaun Micheel,96,4.67,1489,319
92,T83,T83,Joe Ogilvie,95,4.67,1425,305
93,T83,T83,Camilo Villegas,95,4.67,1423,305
94,T83,T83,Mike Weir,88,4.67,1381,296
95,T96,T96,David Branshaw,98,4.68,1609,344
96,T96,T96,Chris DiMarco,83,4.68,1217,260
97,T96,T96,Brian Gay,107,4.68,1674,358
98,T96,T96,Jonathan Kaye,95,4.68,1447,309
99,T96,T96,Justin Leonard,83,4.68,1161,248
100,T96,T96,Ryan Palmer,101,4.68,1550,331
101,T96,T96,Heath Slocum,96,4.68,1484,317
102,T96,T96,D.J. Trahan,92,4.68,1410,301
103,T96,T96,Omar Uresti,61,4.68,899,192
104,T96,T96,Jimmy Walker,60,4.68,862,184
105,T96,T96,Mark Wilson,79,4.68,1244,266
106,T107,T107,Eric Axley,91,4.69,1415,302
107,T107,T107,Marco Dawson,87,4.69,1434,306
108,T107,T107,Carlos Franco,86,4.69,1397,298
109,T107,T107,Robert Garrigus,85,4.69,1345,287
110,T107,T107,Nathan Green,108,4.69,1609,343
111,T107,T107,Lee Janzen,79,4.69,1289,275
112,T107,T107,Brandt Jobe,91,4.69,1408,300
113,T107,T107,Stephen Leaney,84,4.69,1331,284
114,T107,T107,Peter Lonard,77,4.69,1106,236
115,T107,T107,Shigeki Maruyama,94,4.69,1403,299
116,T107,T107,Roger Tambellini,64,4.69,990,211
117,T118,T118,Arjun Atwal,97,4.7,1509,321
118,T118,T118,Woody Austin,107,4.7,1674,356
119,T118,T118,Alex Cejka,93,4.7,1423,303
120,T118,T118,K.J. Choi,93,4.7,1390,296
121,T118,T118,Robert Damron,91,4.7,1461,311
122,T118,T118,James Driscoll,80,4.7,1235,263
123,T118,T118,Jeff Gove,91,4.7,1411,300
124,T118,T118,Bob May,65,4.7,1006,214
125,T118,T118,Billy Mayfair,94,4.7,1466,312
126,T118,T118,Dean Wilson,115,4.7,1714,365
127,T128,T128,Billy Andrade,78,4.71,1182,251
128,T128,T128,Kris Cox,83,4.71,1286,273
129,T128,T128,Brent Geiberger,99,4.71,1479,314
130,T128,T128,Tim Herron,82,4.71,1234,262
131,T128,T128,John Huston,74,4.71,1144,243
132,T128,T128,Jeff Overton,95,4.71,1421,302
133,T128,T128,Ted Purdy,103,4.71,1682,357
134,T128,T128,Tag Ridings,103,4.71,1587,337
135,T128,T128,"Wes Short, Jr.",96,4.71,1479,314
136,T128,T128,Joey Sindelar,90,4.71,1469,312
137,T138,T138,Bart Bryant,87,4.72,1297,275
138,T138,T138,Mark Calcavecchia,94,4.72,1491,316
139,T138,T138,Ben Curtis,86,4.72,1316,279
140,T138,T138,Tom Lehman,70,4.72,921,195
141,T138,T138,Kenny Perry,73,4.72,1005,213
142,T138,T138,Jeff Sluman,101,4.72,1637,347
143,T138,T138,Jerry Smith,94,4.72,1459,309
144,T138,T138,Scott Verplank,88,4.72,1406,298
145,T146,T146,Henrik Bjornstad,97,4.73,1494,316
146,T146,T146,Olin Browne,108,4.73,1612,341
147,T146,T146,Bubba Dickerson,98,4.73,1527,323
148,T146,T146,David Duval,71,4.73,1068,226
149,T146,T146,Tim Petrovic,95,4.73,1480,313
150,T146,T146,D.A. Points,82,4.73,1272,269
151,T146,T146,Jason Schultz,77,4.73,1211,256
152,T153,T153,Fred Funk,106,4.74,1608,339
153,T153,T153,Jason Gore,86,4.74,1397,295
154,T153,T153,Zach Johnson,98,4.74,1338,282
155,T153,T153,Thomas Levet,53,4.74,796,168
156,T153,T153,Jon Mills,68,4.74,1057,223
157,T153,T153,Nicholas Thompson,96,4.74,1483,313
158,T153,T153,Ron Whittaker,81,4.74,1241,262
159,T160,T160,Michael Connell,51,4.75,769,162
160,T160,T160,John Cook,67,4.75,1059,223
161,T160,T160,John Daly,51,4.75,864,182
162,T160,T160,Danny Ellis,68,4.75,1035,218
