,Early_Round_1_Scoring_Average_RANK THIS WEEK,Early_Round_1_Scoring_Average_RANK LAST WEEK,Early_Round_1_Scoring_Average_PLAYER NAME,Early_Round_1_Scoring_Average_AVG,Early_Round_1_Scoring_Average_TOTAL STROKES,Early_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Jim Furyk,67.92,815,12
1,2,2,Justin Rose,68.67,824,12
2,3,3,Phil Mickelson,68.7,687,10
3,T4,T4,Jonathan Byrd,69.0,759,11
4,T4,T4,Pat Perez,69.0,483,7
5,T6,T6,Davis Love III,69.1,691,10
6,T6,T6,Adam Scott,69.1,691,10
7,T8,T8,Steve Stricker,69.17,415,6
8,T8,T8,Mark Wilson,69.17,830,12
9,10,10,Daisuke Maruyama,69.27,762,11
10,11,11,Sergio Garcia,69.43,486,7
11,12,12,Skip Kendall,69.45,764,11
12,13,13,Olin Browne,69.47,1181,17
13,T14,T14,Stewart Cink,69.5,695,10
14,T14,T14,David Howell,69.5,556,8
15,T14,T14,John Huston,69.5,834,12
16,T14,T14,Bob Tway,69.5,695,10
17,T14,T14,Tiger Woods,69.5,417,6
18,19,19,Vijay Singh,69.6,1044,15
19,20,20,David Toms,69.67,836,12
20,21,21,Steve Flesch,69.71,1185,17
21,T22,T22,Tim Clark,69.75,837,12
22,T22,T22,Scott Verplank,69.75,837,12
23,24,24,Mike Weir,69.77,907,13
24,T25,T25,Duffy Waldorf,69.79,977,14
25,T25,T25,Charles Warren,69.79,977,14
26,27,27,Ernie Els,69.8,349,5
27,28,28,Luke Donald,69.82,768,11
28,29,29,Bill Haas,69.87,1048,15
29,30,30,Arron Oberholser,69.88,1118,16
30,31,31,Lucas Glover,69.9,1468,21
31,T32,T32,Brian Gay,69.91,769,11
32,T32,T32,Bo Van Pelt,69.91,769,11
33,34,34,Billy Mayfair,69.93,1049,15
34,T35,T35,Robert Allenby,70.0,910,13
35,T35,T35,Fred Couples,70.0,560,8
36,T35,T35,Will MacKenzie,70.0,770,11
37,T35,T35,Ryan Palmer,70.0,1120,16
38,39,39,Jesper Parnevik,70.08,911,13
39,40,40,Greg Kraft,70.09,771,11
40,41,41,Robert Garrigus,70.13,561,8
41,T42,T42,Fred Funk,70.2,1053,15
42,T42,T42,Jerry Smith,70.2,1053,15
43,44,44,Jerry Kelly,70.24,1194,17
44,45,45,Geoff Ogilvy,70.25,562,8
45,46,46,Dean Wilson,70.26,1335,19
46,T47,T47,Hunter Mahan,70.27,773,11
47,T47,T47,Carl Pettersson,70.27,773,11
48,T49,T49,Joe Durant,70.31,1125,16
49,T49,T49,Harrison Frazar,70.31,1125,16
50,T51,T51,Nathan Green,70.36,985,14
