,Sub-Par_Rounds_RANK THIS WEEK,Sub-Par_Rounds_RANK LAST WEEK,Sub-Par_Rounds_PLAYER NAME,Sub-Par_Rounds_EVENTS
0,1,1,Brett Quigley,33
1,2,2,Jim Furyk,24
2,T3,T3,Brian Gay,31
3,T3,T3,Vijay Singh,27
4,T5,T5,Daniel Chopra,33
5,T5,T5,Frank Lickliter II,29
6,T5,T5,Tom Pernice Jr.,33
7,T8,T8,Jason Bohn,29
8,T8,T8,Steve Flesch,33
9,T8,T8,Fred Funk,29
10,T8,T8,Jerry Kelly,31
11,T8,T8,Dean Wilson,34
12,T13,T13,Lucas Glover,31
13,T13,T13,Bo Van Pelt,28
14,T15,T15,Joe Durant,28
15,T15,T15,Trevor Immelman,24
16,T15,T15,Kevin Sutherland,29
17,T18,T18,David Branshaw,29
18,T18,T18,Nathan Green,30
19,T18,T18,Charley Hoffman,29
20,T18,T18,John Senden,28
21,T22,T22,Woody Austin,31
22,T22,T22,Nick Watney,29
23,T24,T24,Hunter Mahan,29
24,T24,T24,Justin Rose,28
25,T26,T26,Stewart Cink,26
26,T26,T26,Ryuji Imada,31
27,T26,T26,Kent Jones,32
28,T26,T26,Ryan Palmer,30
29,T30,T30,Jeff Gove,29
30,T30,T30,Shaun Micheel,29
31,T32,T32,Michael Allen,25
32,T32,T32,Harrison Frazar,29
33,T32,T32,Brent Geiberger,30
34,T32,T32,Bill Haas,30
35,T32,T32,Jonathan Kaye,32
36,T32,T32,Joe Ogilvie,29
37,T32,T32,Heath Slocum,30
38,T32,T32,Jeff Sluman,29
39,T40,T40,Jeff Brehaut,33
40,T40,T40,Alex Cejka,30
41,T40,T40,K.J. Choi,26
42,T40,T40,Jerry Smith,29
43,T40,T40,Charles Warren,27
44,T40,T40,Brett Wetterich,25
45,T46,T46,Shane Bertsch,34
46,T46,T46,Tim Clark,22
47,T46,T46,Stephen Leaney,27
48,T46,T46,Steve Lowery,31
49,T46,T46,Shigeki Maruyama,30
50,T46,T46,Billy Mayfair,29
51,T46,T46,Sean O'Hair,30
52,T46,T46,Jeff Overton,28
53,T46,T46,Carl Pettersson,28
54,T46,T46,Duffy Waldorf,28
55,T46,T46,Mark Wilson,24
56,T57,T57,Arjun Atwal,33
57,T57,T57,Paul Azinger,30
58,T57,T57,Brian Davis,28
59,T57,T57,Bubba Dickerson,32
60,T57,T57,J.J. Henry,28
61,T57,T57,Richard Johnson,29
62,T57,T57,Phil Mickelson,19
63,T57,T57,Ted Purdy,33
64,T57,T57,Scott Verplank,25
65,T57,T57,Camilo Villegas,29
66,T57,T57,Mike Weir,24
67,T68,T68,Henrik Bjornstad,31
68,T68,T68,Olin Browne,30
69,T68,T68,Chad Campbell,25
70,T68,T68,Mathias Grönberg,30
71,T68,T68,Will MacKenzie,29
72,T68,T68,Troy Matteson,32
73,T68,T68,Arron Oberholser,23
74,T68,T68,Greg Owen,24
75,T68,T68,John Rollins,28
76,T68,T68,Steve Stricker,17
77,T78,T78,Robert Allenby,22
78,T78,T78,Jonathan Byrd,20
79,T78,T78,Todd Fischer,35
80,T78,T78,Daisuke Maruyama,25
81,T78,T78,Vaughn Taylor,26
82,T78,T78,Bubba Watson,27
83,T84,T84,Stuart Appleby,23
84,T84,T84,Eric Axley,29
85,T84,T84,Chris DiMarco,26
86,T84,T84,Bob Estes,25
87,T84,T84,D.J. Trahan,33
88,T89,T89,Briny Baird,25
89,T89,T89,Robert Damron,31
90,T89,T89,Marco Dawson,27
91,T89,T89,Jesper Parnevik,24
92,T89,T89,Patrick Sheehan,34
